accepted_species,estimate
t38,0.00863539
t28,0.088216126
t51,-0.033033047
t55,-0.048928462
t67,-0.080010474
t50,-0.16959305
t25,0.110363334
t76,-0.067174695
t419,0.1188428
t326,0.107981205
t240,-0.29128566
t188,-0.34188214
t256,-0.1889247
t292,-0.15300792
t172,-0.048506357
t219,-0.23824628
t121,0.1945514
t115,0.18340847
t86,0.059362013
t79,-0.34199587
t473,0.26307172
t120,0.09772772
t331,0.02612607
t98,-0.2948452
t226,0.010672564
t425,0.17861246
t318,0.09582351
t276,0.022660216
t244,0.11425142
t191,0.2941636
t165,0.36889604
t253,0.5814869
t370,-0.02400729
t465,-0.52108955
t432,-0.19579855
t243,0.06569668
t181,0.06666622
t247,-0.037329603
t467,0.05004314
t360,0.17311984
t453,0.1406571
t300,0.004839395
t258,0.09714893
t71,0.35040337
t44,0.13700986
t24,0.50689834
t22,-0.0017269151
t3,-0.066860765
