"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114"
"t1",-0.0901834308000697,-0.00039823711032077,0.00188335492910082,-0.00532484032584201,0.114774818864034,-0.0238888891798399,0.0153280490364299,-0.000739990681035059,0.00166785941445897,-0.000112318221783817,0.00859585103339603,-0.00299533748468373,0.0945821049316589,-0.00613888530664986,0.0350363480897277,1.9676360548753e-16,-0.0801229813955854,0.00100494900605094,0.0165168834988278,0.000148660228359142,0.00176684162950767,-0.187628734526157,0.28501932511438,0.00216532012615877,-0.0236180499777429,0.0111937328189188,-0.213359088023183,0.00201573357313942,-0.160792414108947,0.00314619149834619,-0.478394712998544,0.000444746614392932,-1.61176920698685e-16,-6.1525256216746e-17,-3.35641109740026e-16,-0.133175922503013,0.0354525891023503,-0.110107146149911,0.114990664614367,-0.0389244408942992,0.516129407029663,-0.222576953250261,0.000514094996214204,0.377240570956025,-0.00143250584045785,-0.0157611209865067,0.0179791474364588,0.00114755170186032,-0.0462911270139304,-1.30104260698261e-17,0.0273944307876427,0.00437075660802598,0.0113916971512725,-0.0940096775222761,-0.00735103000507777,0.00118628379053406,0.00404252214216606,0.0238007985385325,0.0109974420575756,-2.40701722004253e-05,-0.00670313311909954,-0.00743715225143267,-0.00672242413468326,-0.0216293254704243,0.00112283861103908,0.00147660280509303,0.129461617479019,-0.000230446690403813,-0.00292391410365666,-4.37247314127993e-05,0.000129989345094511,0.00871706804765318,0.0001156376049722,1.74495616162506e-05,9.70990378108932e-16,0.000200966116916435,-0.00373057395179819,-9.75371877371233e-05,-0.000518464653103847,-2.36785929968931e-05,0.000999553686081538,8.62320973593626e-16,1.04083408558608e-17,6.27753057869107e-17,1.43683892908641e-16,1.48535697630514e-17,3.42065785419177e-17,-9.60603124822157e-17,3.87805564570909e-17,1.11943874309128e-17,7.70325643550951e-17,3.55618312575245e-17,1.16673706286596e-16,-1.62088224786583e-17,6.67258674529048e-17,-4.77455531708304e-17,-4.01696904905879e-17,2.11419423634673e-17,9.16150835750251e-18,-1.2248774043655e-16,-1.05709711817337e-18,4.59701721133854e-17,3.08862093886808e-17,-7.80354513646442e-17,6.51165048531216e-17,4.98732999343332e-18,4.60667338693724e-17,-1.47736098528306e-16,1.3244884789626e-16,1.03541307472366e-16,-9.72512408060552e-17,-5.17435486818707e-17,2.61346933677631e-16,1.63279763205679e-15
"t2",-0.0663607096602046,0.0213822954880944,0.00293224609139138,-0.00753336537913751,0.0850267494215182,-0.0153627456527534,0.0021199212508419,0.000443584387287998,-0.00297304397917419,-0.00017615215132764,0.00986254419695163,-0.00332464032678631,0.0726139000442355,-0.00911812137668529,0.0471391033754098,2.43038100039419e-16,-0.0622088019361452,0.00169673674159293,0.0234492970773242,0.000160077039916382,0.0018228483733981,-0.165212750180534,0.213849521440389,0.0073222326732586,-0.0300026049888864,0.0226211255804663,-0.222286414943161,-0.000233717625744752,-0.150881120028779,0.00266643724431293,-0.32927322604141,0.000139917224483295,6.21261657119968e-16,3.08765558866784e-17,-5.78064421732518e-16,0.0245629694348991,-0.00855168934921953,0.0310963988312288,-0.0830996295991227,-0.0489110790948025,-0.259852068165885,-0.0405179084717865,-0.000387352347610775,-0.319059542627756,0.00145850388968247,0.0179195322716652,0.00187321508374175,-0.00155825342671873,0.0788852590174002,2.08722312432967e-15,-0.0537013888547201,-0.00861540699446999,-0.022721559300578,0.000981474352787545,0.0250372692745065,-0.0042149634233241,-0.00939843596495932,-0.0290049924613426,-0.0627583708679886,9.28198402891954e-05,0.00256761039036209,0.029533447311656,0.0233986016432073,0.0140455155846953,-0.00512828938492376,-0.00792369741734058,-0.713347582823021,0.00141778916613454,0.0180919754777539,-0.000289424427635696,-0.0008341623567959,-0.0559955399309469,-0.000743746856436392,-0.000112278974560362,-2.82114557808445e-15,-0.00145063026852096,-0.0105257185551392,0.0010904163303542,0.00411849749867405,0.00019003957164603,-0.0083443339393322,1.06225633680484e-15,-3.20684052196575e-16,-8.27453427300329e-16,1.51237736044038e-15,5.16576030949425e-16,-2.12768142749022e-16,-8.41606840077861e-17,-6.43265517170509e-16,-6.29022930626583e-18,-6.53657133691116e-16,2.01610004416104e-17,-1.12055632436979e-16,-2.1117846671027e-16,1.54393224071798e-17,-3.22018174290135e-16,-1.38280305573727e-16,4.78674443357347e-16,-3.3828364794526e-17,-1.93115206335248e-16,-2.09626044688996e-16,-2.01108488801622e-16,-8.38844370000719e-17,7.02014292035349e-16,-3.95671596606259e-16,-2.75503256479201e-17,-3.51246665728481e-16,-2.79189615937527e-16,1.09579911461031e-16,-5.19486261223701e-16,1.70103734072524e-16,-7.77510204595143e-16,8.59274555822501e-16,1.26432365871773e-15
"t3",-0.0426837423349154,0.0428947143865709,0.00396256356519725,-0.00969922933023071,0.0562575057044555,-0.00712810868832719,-0.0105850414780236,0.00157931499233426,-0.0074194024378254,-0.000235830285710922,0.0110214568636169,-0.00362553968840842,0.0526605692412331,-0.0117749194837951,0.0578466672091794,2.41310318381505e-16,-0.0468209987095817,0.00228834126588572,0.0293682494372419,0.000169641333734674,0.00186944212508221,-0.147022951310438,0.1571058521988,0.0111916396403182,-0.0347074167737164,0.031038505668585,-0.228591963246961,-0.0018022361226387,-0.144028426776806,0.00234285292536374,-0.234423271291936,-1.83759417500916e-05,2.0803956871529e-16,1.19896919959767e-16,-7.55321794724866e-16,0.0792048440925443,-0.0229733767821051,0.0755592718065753,-0.135867113282112,-0.0515155808047608,-0.4261095874539,-0.0249490230359701,-0.000440415039973834,-0.348636825610474,0.00144150189194711,0.0163369219913708,0.00371047255949372,-0.0012143002138546,0.0452399295476797,1.99854915223871e-15,-0.0224865926345664,-0.00354534478374804,-0.00343466038760911,-0.0576485597481987,0.000666420641821654,0.000690398570803076,0.00340601588827503,0.0213649346983291,0.007853850463811,-2.40870203743049e-05,-0.00678871689967594,-0.00854220606698752,-0.0113468707920708,-0.0273616269759864,0.00239719637244042,0.00695464018917904,0.668422248324359,-0.00169765581668037,-0.0219195087145705,0.000194132614542688,0.00108748393232501,0.0731466786473864,0.00097395090743822,0.000147156839570536,4.80234488361142e-15,0.00247485292160635,0.0057388664810779,-0.0017545587862312,-0.0070179317144681,-0.000365766132096992,0.0171310579055171,-1.07299848541426e-15,2.76606415114081e-16,-5.1205559910494e-18,-1.8887758537427e-16,-6.08428464807903e-17,1.10527318792663e-16,-1.197028805654e-16,-1.2954001322096e-16,-1.96686555952664e-16,4.74160315216515e-16,-8.43124287664683e-17,-2.23845000873485e-16,3.34625908869083e-16,3.38796012137607e-17,1.63537904030325e-17,-7.68058562316389e-17,-1.14054750701891e-16,6.17603358553364e-17,4.78627094355823e-16,2.59007164022144e-16,-6.78605101575492e-17,2.62055056832644e-16,-3.42212699065176e-16,1.10995777131115e-16,-1.65702478951091e-16,2.03675334188313e-16,5.7936664579836e-16,-7.9577133004149e-17,4.60708268408292e-16,-2.13954628831092e-16,-5.24377459154117e-16,-5.49652887877337e-16,-1.84323999313675e-16
"t18",-0.0226574365591935,0.107777782784592,0.0171890881510204,-0.0739909507362817,0.0163068847850351,0.00127621315589109,-0.124731343585199,-0.0113475804426861,0.0224705850191533,-3.04027806848224e-05,0.00361561201364787,-0.00119853229164928,0.010580083361481,-0.00803477349645173,0.0679376012808802,-9.52304988373343e-17,-0.00815126854490278,0.000918662177129258,0.011490823215795,7.04120887816072e-05,0.000788384337912206,-0.0592406046155892,0.0448114826300626,0.0122446105711426,-0.0527298856637548,0.0604973585461146,-0.261012167149425,-0.00520821247926203,-0.194274963292233,0.00439154561748213,0.273673460810679,4.94508255329082e-05,-3.76319302537108e-16,9.67406188206549e-17,5.84515979345555e-16,0.0205607390078576,-0.00668285153786129,0.0235454836814537,-0.0640512163002226,0.00555059700262347,-0.188074561325125,0.0756526805395625,0.00771218730720248,0.370358876137184,6.0799958332254e-05,0.00365225674651195,-0.00152446742270278,-0.000516291995163258,0.249905865077373,3.30033034023939e-14,0.00229131448507267,0.000304047404682382,0.000226330486002662,-0.000852423016772609,-0.00409420037126923,0.00380927998464358,0.0337441300715743,0.115104519567791,0.323246334100943,9.18769162095085e-05,0.000914031987660649,-0.290377714380727,0.276293498348055,-0.0131847157188033,-0.000789966478348251,-0.000273741580773593,-0.0117036869188415,2.93352790386887e-05,0.000657003295798138,0.00015416142274219,-0.00265392838160737,-0.42529779759506,0.00916240655587827,0.000739868653993625,-1.17826910992183e-15,0.000397497323124073,-0.000528308332499636,-0.0044227457114989,-0.00106610024413911,-2.59928647450245e-05,-0.228470522104178,-1.25088355457262e-15,1.0576513348026e-16,-5.12619220288903e-16,2.7835580349138e-15,9.59826319393903e-16,9.86488414309415e-16,-1.43976382089232e-17,1.87787617625853e-16,4.85507019220007e-16,-8.04620067562855e-17,4.39739456592848e-16,3.13399933282774e-16,-3.97741088339331e-16,2.63971387047125e-16,4.81322141227257e-16,-7.28391612287687e-16,-4.39590356449903e-16,-3.60761065860589e-16,-1.69738179016949e-16,-2.43662106282466e-16,5.55921320919964e-16,3.0801903882253e-16,-3.38492585202386e-16,-4.71266671170862e-16,-4.57032533458203e-16,-3.40355204096232e-16,3.0748941729604e-16,-1.4219873478943e-17,-2.52045016333093e-16,-1.58708106768632e-16,2.32985473803907e-16,4.85045900626366e-17,9.43512200949596e-17
"t31",-0.0235742310654949,0.117590267955233,0.0197056328238654,-0.0862437268685515,0.0230870665896809,0.00185433820603647,-0.198718207327459,-0.0193362350680459,0.0402394217537112,7.06575903884263e-05,0.000197008151379234,-0.000103063907232952,0.00216713633975235,-0.0033040698322791,0.0316419739521249,2.32046499908356e-17,-0.00487497200678594,0.000562763537279523,0.00709741238583918,4.7246671930076e-05,0.000542602155860785,-0.0440685952134877,0.0349367742791413,0.0109662130212955,-0.0490605659319412,0.0563369582882918,-0.265341208339827,-0.00544011470507421,-0.206613918984974,0.00492761156774223,0.351636491969148,0.00012985924463762,-5.58561385522995e-16,-6.07910713239484e-17,5.64161849057705e-16,-0.0249526856185198,0.00605977036723088,-0.0175735429740762,0.0218810484589288,-0.00170815990367894,0.0152568773592953,0.0230374802089721,0.00283040389076206,0.149778217217977,3.12053953753966e-05,0.00221861758294623,-0.00118143258963735,-0.000418636896348091,0.338317516704897,4.46451267099903e-14,0.0055636106819723,0.000765981913499404,-0.00265442886767778,0.00351913880534087,0.00556896462111937,-0.00223951615268789,-0.0153854812664184,-0.0520925927091699,-0.143191796653092,-3.05932722426043e-05,-0.000284246730480123,0.0761820359746293,0.0022130559602418,-0.000309423071948986,-9.37533119687643e-05,-0.00067354145078211,-0.0577511575012082,-5.77014954060907e-05,-0.00120755219900092,-0.000216135378322435,0.00339805753327453,0.539746404202482,-0.0115024370065611,-0.000925358913748856,1.27207449420865e-15,-0.00011140639125718,0.000123662495286147,0.00101880211354754,0.0002242850038738,-6.30444858948897e-05,0.465880171194059,2.14502254148772e-15,2.82646044565004e-16,-1.33322283906013e-15,-4.57929691781341e-16,-1.11494681543075e-16,-1.14491960454851e-15,5.58541411568321e-16,4.90414135028727e-16,-2.75385930072172e-16,-8.18122760187017e-17,-4.45625923273037e-16,-2.60539192873048e-16,-4.74328373523568e-16,-4.08050731711266e-16,-4.97453932138115e-16,7.47449398202558e-16,1.43295496406791e-15,-3.6205831116427e-16,-4.60956019198012e-16,-2.61098910662009e-16,3.32268870401458e-16,-3.98810104793458e-16,8.01089087173732e-16,8.50907343228787e-16,1.20279321660627e-15,1.06231420253123e-15,7.84622392520743e-16,-6.82450251649119e-16,2.58178915454604e-16,-2.68040077347865e-16,-4.61236501822243e-16,-1.22434271177404e-15,-3.66477064318629e-16
"t35",-0.0243467920863222,0.125955242066364,0.0218732315825625,-0.0968305710519229,0.0291075952428198,0.00236906392977676,-0.265134879466122,-0.0265432478581058,0.056321436974257,0.000167117923921232,-0.00323835875742464,0.00100129408669479,-0.00644457552738646,0.00178422803424657,-0.00830130306775848,1.48460527179028e-17,-0.000911174629360544,0.000125366692933,0.00166641888372176,1.64149029195656e-05,0.000205625422762211,-0.0205881370657694,0.0179803743066726,0.00694992524587667,-0.0324836663987071,0.0373372187368181,-0.191744806421653,-0.00402523659304947,-0.155192330533503,0.00385963800783356,0.301624329285995,0.000147842307301875,1.76815199807679e-16,-2.76173961390413e-16,3.44616799738346e-17,-0.0541572124911689,0.0147286132047206,-0.0466526710770421,0.0917609595576888,-0.00770424269447886,0.206600293242053,-0.0506451367693924,-0.00471517484860757,-0.214218412771473,-2.97780815605067e-05,-0.00153788913069313,0.000477804792971282,0.000150870869612702,-0.00252246682563588,7.54814986131775e-16,0.0011307927944833,0.000162879601411947,-0.00138000256386765,0.00219949396009736,0.00547275065014006,-0.00401488859975351,-0.0344727206204832,-0.117507484479774,-0.329349399207249,-9.18725065952262e-05,-0.0009114079359954,0.288100627978948,-0.276633266299956,0.0132344344081582,0.000809079070639079,0.000666248751798358,0.0486344658753754,2.20288266034938e-05,0.000434464755316529,5.50752521066434e-05,-0.000720666807950626,-0.112088219313207,0.00232569351675032,0.000185338624052507,4.59854021896709e-16,-0.000244115101372911,0.000355977248908314,0.00300166560942967,0.000751727828038163,0.000126904890956913,-0.575835806122935,-1.43145767777032e-15,3.26522843151445e-16,1.06977941829721e-15,-1.41736576297047e-15,-6.18765192608779e-17,5.78114308411947e-16,-9.49209742138416e-16,-1.20109841039289e-15,-6.36794232526154e-16,3.66790946833026e-17,7.897848973002e-16,-1.11687780569125e-17,1.42174579309497e-15,7.20408739966191e-16,4.63300596565109e-17,-2.21409610874389e-16,-1.18543889174142e-15,1.09573801928637e-15,1.07402752655706e-15,8.31976311239202e-16,-7.59643763428534e-16,2.51992722898155e-16,-1.09646105792067e-15,-5.33287305317162e-16,-6.82125530823396e-16,-1.0765177828041e-15,-7.04508195952378e-16,3.39444716592557e-16,9.18673779250094e-17,8.80777220742788e-16,9.03583839154404e-16,1.95874802290381e-15,6.62261351721732e-16
"t58",-0.0249703928855851,0.132769734074982,0.0236535007458003,-0.105546981897096,0.0341703722312725,0.00280279199253447,-0.321451209691735,-0.0326772848130238,0.070042478615965,0.000252698340386693,-0.0063981799176378,0.0020192870894644,-0.0144652054976758,0.00667942174949522,-0.0472876155943106,-1.27653470400016e-16,0.00318112262900203,-0.000330185486116697,-0.00400819120206391,-1.70803854733118e-05,-0.00016591055030601,0.00677389435992795,-0.00262065138488893,0.00119847763340419,-0.00736048313801135,0.00850273350593473,-0.0618367629847595,-0.00139187673275751,-0.0558787728941043,0.0015352724262716,0.141838485857804,9.47552759119668e-05,-2.26497733118471e-16,8.57688049191961e-17,-1.09630653484124e-16,-0.0479649706693156,0.0134959065556704,-0.0437693526885902,0.0943232840334205,-0.00800533884563199,0.235608457428947,-0.0780135653978947,-0.00782313224724824,-0.373096152581857,-6.08083523531295e-05,-0.00368424329494652,0.00160473259464436,0.000550329548067023,-0.3401619864249,-4.44322979000494e-14,-0.00486807419049748,-0.000666693818963373,0.00205464996807169,-0.00267720713751962,-0.00421423130024932,0.00187091167363442,0.0137530007476644,0.0466721222080661,0.129154394559775,3.06065144721422e-05,0.000292660482451688,-0.0847933839639363,0.0402581332050198,-0.00181711109156888,-7.11859108237134e-05,0.000285284109736204,0.0266503313597609,3.80921080114945e-05,0.000814853315944426,0.000162818042193005,-0.00268236666589817,-0.428148362510972,0.00917964229414443,0.000740050660564029,-3.96254818580457e-15,0.000447499466259529,-0.000619738083176396,-0.00520568709728396,-0.00127795551003444,-0.0001400855658741,0.528256114317746,1.53108173363519e-16,-5.71161182362052e-16,5.24674641304907e-16,1.73223514229516e-15,-4.2639235486552e-16,-2.17136623944691e-16,3.69574323731194e-16,-2.7995862888306e-16,5.32989636324954e-16,2.78754367770847e-16,-1.11298927975766e-15,-2.11014777342058e-16,-6.33363850985869e-16,7.35056802629736e-17,3.39651106758834e-16,3.99861525186607e-16,6.21869451229233e-16,-5.81432753435264e-16,-4.2945527165677e-16,-8.79460170149047e-16,3.98273729237606e-16,-4.60046380739554e-17,5.201153647134e-16,3.61412159508718e-16,-4.51418874839202e-16,8.3323454816907e-16,1.48768268133811e-16,2.90030868932132e-16,-2.25778820610127e-16,-7.31895012718224e-16,-1.28618754721176e-16,-1.03550194078629e-15,-1.41832431457645e-15
"t67",-0.0254412181058881,0.137949859041296,0.0250149154365984,-0.112224588348761,0.0381088127496573,0.0031406933480595,-0.365521821312587,-0.0374903855679008,0.080827365743642,0.000321827278028161,-0.00901359219449931,0.00286310977209983,-0.0211591195240612,0.0108517123138004,-0.0808226671888543,-5.34351514729359e-17,0.00682479690566602,-0.000737920913569743,-0.00909683706428542,-4.78041717751167e-05,-0.000509562118592786,0.0328588132789729,-0.0226904704800126,-0.00485218906150703,0.0196992049647387,-0.0225713995733878,0.0862315096383076,0.0016628189559953,0.0606788357915279,-0.0012888560925189,-0.0695683017454668,-3.88208876350736e-06,8.32732040290275e-18,7.6175840693487e-17,-1.51680866882739e-16,-0.0104231653429324,0.00319035748967009,-0.0108989925943601,0.0276882518762738,-0.00238887767421486,0.0794883353089457,-0.0340398041901838,-0.0035684573519892,-0.17472603606857,-3.06726575129721e-05,-0.00197323634290203,0.000943870596940725,0.000329502562917876,-0.246209638379683,-3.24733700349047e-14,-0.00412508428556409,-0.000569282603078856,0.00227299778661907,-0.00322428671302331,-0.00651594810773991,0.00418665586195249,0.035124003878398,0.119660409995717,0.334854167617067,9.18680950634563e-05,0.000908706211991568,-0.28556614778142,0.270452481126633,-0.0129424575320961,-0.000794567078882208,-0.000832498443959557,-0.0656768515028016,-5.59372556012197e-05,-0.00117098476779769,-0.000212696396875675,0.00338451271366193,0.538364228535666,-0.011493894068142,-0.00092526801479645,5.35249447582922e-15,-0.000371993737572178,0.000507664837448755,0.00425950734374509,0.00103953754604996,9.73227809131972e-05,-0.336157796398295,3.38741533839757e-15,-3.08165698321456e-16,5.44496322450326e-15,-8.13203248001309e-15,-3.04314522197876e-15,-1.8625956589157e-16,2.54896868668846e-16,9.13608029382965e-16,1.60052607088768e-16,-8.15384790460863e-16,1.16798731347687e-16,6.46052555391142e-16,-3.11936678631098e-16,-8.75319632846161e-16,3.83281716963421e-16,-1.77339915536021e-16,1.47823842239854e-16,3.71491857785591e-17,-5.65659720243702e-16,9.72745899973172e-16,1.42662910133003e-15,4.00191584962558e-16,-8.57800011362494e-16,-3.5256859288466e-16,5.90982089964814e-16,-1.8882921003625e-16,-3.28885796785779e-15,-4.89541142544364e-16,1.11579293149139e-17,5.22215519711885e-17,3.56097956987388e-15,2.15905521900957e-15,1.04499467453666e-15
"t78",-0.0257563871119151,0.141431850734402,0.0259333678225379,-0.116734402034847,0.0407933269802211,0.00337121523954448,-0.395667839611836,-0.0407879868639492,0.0882239999214687,0.000370004219541066,-0.0108620551631572,0.00345997958300843,-0.0259123669462939,0.0138495393812672,-0.105040576387233,-9.08729853285354e-17,0.00950599312210185,-0.00103879222220039,-0.0128556009926055,-7.07711447283511e-05,-0.000767572138770211,0.0527487136219201,-0.038160926353922,-0.00969142926139067,0.0415761346692286,-0.0477001520929688,0.208975300472323,0.0042141617357436,0.158511105898267,-0.0036934352887,-0.255656281135018,-0.000100653273056469,1.32934369630788e-16,-4.25402862818082e-17,1.24145644771447e-16,0.0339311466789974,-0.00925996122467544,0.0294384312191618,-0.0592594089097146,0.00499344511111595,-0.139089388960458,0.0410628274920091,0.00404462163370382,0.190948142406966,3.0316080413851e-05,0.00180372677246357,-0.000768532467960194,-0.000262712287225878,0.160129401597725,2.01619658223201e-14,0.00233078648844787,0.000319670714643031,-0.00106675607066241,0.00144300093415253,0.00260126323667266,-0.00148653734675854,-0.0120896782410539,-0.0411523399967393,-0.114882370366643,-3.06197560634853e-05,-0.000301049293230661,0.0933289761622438,-0.0817803934876421,0.00389672985377715,0.000233166712463198,0.000199855459238652,0.0153487798331258,1.17015253348038e-05,0.000243562596381414,4.3089418127842e-05,-0.000678777226069169,-0.107861523180017,0.00229992548819036,0.00018506573342405,-8.80131046480158e-16,6.4654507162155e-05,-8.77232320238472e-05,-0.000735703335980175,-0.000179127773908458,-1.56939425090146e-05,0.0520944986587308,0.176763735991428,-0.0125065687490928,0.366654849299769,-0.427842911356304,-0.175538135395321,-0.0202251622950364,0.0226745995008819,0.0101893163444616,-0.0100228016192001,-0.0424698522700593,-0.014195067489425,0.017403377222193,-0.0034303148168473,-0.0165192501703348,0.0147824742391785,0.00446111916979474,0.0114613531544393,-0.0119955038645831,-0.0165911608129195,0.0274825540746339,0.0625165916210141,0.0173089906958803,-0.0408362772158708,0.00681095539248188,0.00389831234910028,-0.00338286457530408,-0.151829900068925,0.0131771875810384,0.002880270724184,0.0118452119498522,0.268204793091693,0.117274900782562,0.00494328526945939
"t79",-0.0257563871119152,0.141431850734403,0.0259333678225379,-0.116734402034847,0.0407933269802211,0.00337121523954453,-0.395667839611834,-0.040787986863949,0.0882239999214683,0.000370004219541025,-0.010862055163157,0.00345997958300802,-0.025912366946294,0.0138495393812667,-0.105040576387232,-1.34031397048896e-16,0.00950599312210226,-0.00103879222219983,-0.0128556009926052,-7.07711447284912e-05,-0.000767572138770514,0.0527487136219199,-0.0381609263539232,-0.00969142926139041,0.0415761346692286,-0.047700152092968,0.208975300472321,0.00421416173574401,0.158511105898266,-0.00369343528870025,-0.255656281135013,-0.00010065327305807,3.42663877536959e-16,5.22708251619998e-17,-1.76259909510481e-16,0.0339311466789967,-0.00925996122467652,0.0294384312191618,-0.0592594089097164,0.00499344511111258,-0.139089388960454,0.0410628274920057,0.00404462163370265,0.190948142406963,3.03160804163461e-05,0.00180372677246331,-0.000768532467960143,-0.000262712287225191,0.16012940159771,2.15568660061883e-14,0.00233078648844704,0.000319670714642417,-0.00106675607066403,0.00144300093414983,0.00260126323667219,-0.00148653734676441,-0.012089678241049,-0.0411523399967424,-0.114882370366638,-3.06197560602599e-05,-0.00030104929321958,0.0933289761622393,-0.0817803934876374,0.00389672985378062,0.000233166712462796,0.000199855459234113,0.0153487798331251,1.17015253303174e-05,0.000243562596379226,4.30894181272667e-05,-0.00067877722606973,-0.107861523180004,0.00229992548819175,0.000185065733414554,-1.49066304066706e-15,6.46545071602239e-05,-8.77232320227843e-05,-0.000735703335971299,-0.000179127773905635,-1.56939425155369e-05,0.0520944986587228,-0.176763735991432,0.0125065687490931,-0.366654849299776,0.427842911356313,0.175538135395324,0.0202251622950367,-0.0226745995008822,-0.0101893163444624,0.0100228016191999,0.04246985227006,0.0141950674894253,-0.0174033772221932,0.00343031481684758,0.0165192501703354,-0.0147824742391792,-0.00446111916979492,-0.0114613531544394,0.0119955038645831,0.0165911608129199,-0.0274825540746347,-0.0625165916210157,-0.0173089906958807,0.0408362772158717,-0.00681095539248201,-0.00389831234910051,0.00338286457530416,0.151829900068929,-0.0131771875810381,-0.002880270724184,-0.0118452119498524,-0.268204793091697,-0.117274900782564,-0.00494328526945925
