accepted_species,estimate
t438,0.54541963
t258,0.3688806
t794,0.5102259
t56,1.2188568
t947,1.3828355
t806,0.26780784
t228,0.65774643
t395,0.4314687
t816,0.035243798
t119,-0.6692415
t146,-1.260149
t255,-1.159441
t256,-1.1468467
t333,-0.52150506
t813,1.6937729
t483,1.3731389
t214,0.29169786
t63,0.81352514
t753,0.048089154
t558,0.19288693
t866,-0.19465499
t867,-0.19694221
t170,-0.045807216
t373,0.3274229
t727,-0.09556103
t904,-0.032157574
t32,0.1679341
t736,-0.16856642
t104,0.50107646
t53,0.7768977
t364,0.67315674
t843,1.4021077
t300,0.68270373
t679,0.97605014
t487,0.6775663
t504,0.46547905
t911,0.4353321
t66,2.122743
t401,2.2667031
t464,2.6319294
t83,2.2982721
t996,-0.067581184
t930,-0.3411728
t41,-0.06241873
t872,-0.10146071
t788,-1.0446087
t789,-1.0262824
t355,-1.1713936
t334,-0.8540399
t314,-1.2274837
t831,-0.07552941
t763,-0.7654232
t854,-0.8572786
t855,-0.8572786
t538,1.1395745
t572,-0.47524455
t863,0.39176372
t344,-0.16958304
t624,-0.65812486
t529,-0.7802212
t131,-0.5194682
t152,0.15453751
t607,0.042203218
t585,0.29109657
t244,-0.92021364
t977,-1.1607395
t329,-0.7630731
t475,0.18685107
t434,0.31612366
t938,-0.14181475
t517,0.16966172
t402,-1.8481753
t879,-1.5704259
t807,-1.726205
t970,-1.8930975
t643,-1.7139866
t16,-1.4530644
t52,-0.530257
t603,-1.3276862
t8,-1.8144509
t86,-1.2039267
t246,0.029379329
t945,-0.027771575
t594,0.11629978
t858,0.3551419
t252,-0.19497846
t553,-0.16263959
t577,-0.31069344
t166,0.14035715
t974,0.008455021
t870,-0.1160983
t579,-0.08421566
t714,0.8847241
t592,-0.44627398
t156,-1.5350574
t941,0.08117732
t912,0.11833871
t663,-1.2273216
t473,-1.1044962
t713,-0.94441897
