,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
t1,9.340344,2.0714388,8.205797,6.4303765,4.4397445,6.2505093,7.120976,3.608857,6.545769,3.3888252,4.7464275,4.7281036,5.207273,4.2683144,3.8810458,3.2703588,7.0260324,6.0220046,5.673913,4.323189,4.6760607,4.951366,6.838736,3.7897503,4.3027973,6.423818,6.390705,6.972376,7.498566,4.536032,3.8779542,3.1130471,3.8083167,4.2446632,3.8515632,5.3318024,5.570735,5.733786,4.710989,4.899861
t2,9.3099165,2.08765,8.198617,6.3954177,4.448125,6.2338586,7.137201,3.5815935,6.55051,3.4037614,4.7459016,4.745302,5.2265315,4.2712593,3.8937533,3.2918937,7.0058827,6.029591,5.694306,4.3090825,4.673835,4.942542,6.8566136,3.7886221,4.29629,6.407588,6.367561,6.9885273,7.476153,4.5172677,3.8768482,3.1162605,3.7824392,4.2537665,3.8708482,5.34753,5.553858,5.7247605,4.7332735,4.885813
t3,9.312996,2.076687,8.169511,6.390928,4.474706,6.241561,7.1255546,3.5863042,6.5751357,3.4322183,4.724372,4.7758093,5.227526,4.294893,3.9188356,3.320139,6.9786057,6.0248294,5.6866465,4.3061657,4.6804485,4.958343,6.8843684,3.8099723,4.2861967,6.4085054,6.3368206,7.0154457,7.4477873,4.4876957,3.86823,3.1396887,3.787705,4.280185,3.901251,5.3510222,5.5278487,5.717818,4.73359,4.8840203
t5,9.459709,1.9826056,8.178599,6.595652,4.4533057,6.3286543,7.037534,3.7115576,6.577066,3.3993726,4.7117257,4.7251797,5.13243,4.3088384,3.8850055,3.2482877,7.042484,5.9946904,5.587996,4.3567305,4.707682,5.014319,6.8328032,3.8319676,4.3056946,6.467577,6.4081936,6.969649,7.5218196,4.5474234,3.8696485,3.146974,3.9054782,4.252196,3.8420722,5.296032,5.57971,5.7411003,4.6279845,4.9364414
t6,9.605512,1.8759056,8.168542,6.8258953,4.4476204,6.428015,6.949837,3.8248944,6.5922027,3.397868,4.669518,4.698508,5.0377717,4.35257,3.870024,3.1963305,7.0853176,5.9521484,5.485843,4.408964,4.7489047,5.088561,6.8020983,3.8762283,4.32115,6.5270114,6.4522147,6.944379,7.572558,4.5859623,3.8538125,3.1651833,4.00977,4.241023,3.8023324,5.242707,5.612377,5.759396,4.5188837,4.989416
t7,9.382532,2.047103,8.1492605,6.4867716,4.491319,6.282578,7.082817,3.6552372,6.600819,3.4352403,4.6955576,4.769901,5.1940136,4.326617,3.9265847,3.3022714,6.991639,6.005584,5.6344094,4.3238873,4.698525,4.9921565,6.8785176,3.8455112,4.2702394,6.4428124,6.3584027,7.01095,7.4674377,4.499177,3.8540404,3.161349,3.8523486,4.2938004,3.8901608,5.3277497,5.5315905,5.7291207,4.6934204,4.9007187
t8,9.320994,2.099372,8.235539,6.429069,4.411623,6.226821,7.144674,3.587389,6.5173297,3.357559,4.7757535,4.698456,5.2259216,4.237473,3.8539555,3.2473288,7.049946,6.032574,5.695392,4.3193,4.657518,4.9229136,6.8112316,3.7607512,4.309704,6.4135437,6.419415,6.94292,7.521715,4.564617,3.8884711,3.0840812,3.788126,4.2179875,3.8230858,5.335183,5.5954266,5.7422624,4.729519,4.8940654
t9,9.280618,2.106952,8.200537,6.351358,4.448163,6.216617,7.1549716,3.5569663,6.545836,3.4046197,4.7518196,4.749807,5.2442746,4.264217,3.8962555,3.3009913,6.9986057,6.0359235,5.7136307,4.300209,4.6672645,4.929156,6.8614492,3.781018,4.2946467,6.3971186,6.3592896,6.9925528,7.4669733,4.5105195,3.8779454,3.1109812,3.7595544,4.2551947,3.8772159,5.3571615,5.5484834,5.721849,4.753102,4.8767347
t10,9.328678,2.0780427,8.205857,6.416198,4.439192,6.244551,7.1249776,3.5989988,6.543556,3.3821874,4.7508397,4.7266455,5.215673,4.2613044,3.877805,3.2700405,7.0272584,6.0231657,5.6792207,4.3223658,4.668195,4.945713,6.8355765,3.7856452,4.302737,6.4222813,6.3931875,6.96837,7.499084,4.537628,3.8785138,3.109792,3.800229,4.245032,3.849969,5.332402,5.572944,5.7368064,4.7181396,4.899391
t11,9.329972,2.0925505,8.243342,6.4286604,4.4008913,6.2320256,7.1389194,3.594258,6.5098658,3.3408558,4.7851887,4.6852984,5.217389,4.223641,3.8413029,3.236668,7.0620103,6.0308094,5.690124,4.3258524,4.6545606,4.921252,6.797624,3.7531822,4.3154182,6.418869,6.425733,6.928098,7.5313716,4.576396,3.8914382,3.0754952,3.7943034,4.2064505,3.8120744,5.3287635,5.610269,5.749058,4.7203016,4.9017177
