"accepted_species","trait_ARD"
"t15","1"
"t16","1"
"t46","1"
"t29",NA
"t30",NA
"t7",NA
"t34",NA
"t35",NA
"t89",NA
"t90","1"
"t74",NA
"t87",NA
"t88",NA
"t70",NA
"t63","0"
"t64","0"
"t57","0"
"t58","0"
"t79","0"
"t80","0"
"t13","0"
"t41","1"
"t20","1"
"t8","0"
"t10","1"
"t2","0"
"t3","1"
"t23","1"
"t47","1"
"t61","1"
"t62","1"
"t50","1"
"t55","1"
"t56","1"
"t14","1"
"t12","1"
"t4","1"
"t42","1"
"t43","1"
"t99","1"
"t100","1"
"t91","1"
"t11","1"
"t48","0"
"t49","0"
"t37","0"
"t95","0"
"t96","0"
"t75","1"
"t76","1"
"t18","1"
"t85","1"
"t86","1"
"t17","1"
"t31","1"
"t32","1"
"t28","1"
"t83","1"
"t84","1"
"t33","1"
"t73","1"
"t19","1"
"t27","1"
"t25","1"
"t26","1"
"t9","1"
"t77","1"
"t78","1"
"t24","1"
"t44","1"
"t45","1"
"t71","0"
"t72","0"
"t53","0"
"t54","0"
"t36","0"
"t67","0"
"t92","0"
"t93","0"
"t39","0"
"t5","0"
"t97","0"
"t98","0"
"t94","0"
"t6","0"
"t40","1"
"t51","1"
"t52","1"
"t38","1"
"t68","1"
"t69","1"
"t21","1"
"t22","1"
"t1","0"
"t81","1"
"t82","1"
"t65","1"
"t66","1"
"t59","1"
"t60","1"
