,0,1,2,3,4,5,6,7,8,9,10,11
t1,-0.14104679,2.4413402,-0.079689704,0.10658245,13.556146,-0.058905054,12.187722,0.043292373,8.281437,0.6395106,0.7728873,-0.08408275
t2,-0.13256839,0.9964445,0.21691927,0.1205581,14.913258,0.07979794,10.61052,0.04238303,6.001394,3.529579,0.717938,-0.12416485
t3,0.1344937,0.36027873,0.16576928,0.05092819,4.088185,1.0090744,1.077803,1.2762834,-0.06531392,4.336258,0.74616545,-0.051876973
t4,-0.12087468,0.081422456,-0.014193146,0.1300786,12.480818,1.6329559,8.339012,0.051610444,4.2166414,4.4100337,1.5650048,-0.11758716
t5,3.7789142,4.4531674,4.8238006,0.07724451,6.5699873,-0.14025117,0.6171945,4.305776,-0.23555905,10.1745405,-0.120545186,-0.08227759
t6,-0.11032539,-0.06567749,-0.20021875,0.11775282,4.8953176,11.07735,-0.010658256,2.903515,-0.2560167,4.43156,5.3316946,-0.10080431
t7,-0.11743917,-0.054496117,-0.16648406,0.13848637,7.089248,8.783178,2.2333832,1.4002053,-0.12007848,5.0191736,4.3402824,-0.10501572
t8,-0.016359974,5.145649,-0.6891585,0.0277705,-0.5159893,-0.27614656,11.631876,0.22225164,1.2721509,-0.7014229,8.545149,1.5517712
t9,2.8864088,2.8540173,4.1475525,0.054643292,5.083411,0.1825541,-0.030433478,3.0584824,-0.18383522,7.940863,0.19427463,-0.09113486
t10,-0.05705618,5.3192987,-0.5861892,0.04306924,0.17271602,-0.25807232,13.540758,0.17972757,5.718192,-0.7653049,5.5313725,0.8151727
t11,3.387126,4.2520533,5.6604385,0.08695586,7.849977,-0.14278929,0.8293794,4.2799373,-0.24335364,10.906814,-0.15349159,-0.105675325
t12,3.2253137,4.3010287,5.4518056,0.09161488,7.750835,-0.1309411,0.91969997,4.352331,-0.24399911,10.699843,-0.17774828,-0.10459233
t13,-0.04736712,5.237994,-0.6001302,0.036765013,-0.073011205,-0.24763304,13.041703,0.17977138,5.1076856,-0.7580501,5.8579473,0.9017881
t14,2.7227564,2.9401617,4.2651153,0.06194139,5.457869,-0.023682663,-0.022289712,3.2598348,-0.19979578,7.7880406,-0.006473076,-0.08562707
t15,2.6758356,3.0125442,4.1141586,0.06352405,6.347797,-0.12025259,-0.001879696,2.4342885,-0.17707002,7.9196777,-0.12656203,-0.11252551
t16,-0.020516098,4.0711694,-0.671162,0.027907733,-0.3998175,-0.18505439,10.125813,0.15978678,1.315636,-0.6594239,6.6376405,1.6690937
t17,-0.0044012056,3.58013,-0.6157963,0.026456086,-0.56857187,-0.20064795,9.139866,0.18919247,-0.0135932015,-0.58548164,7.1080985,1.502183
t18,-0.0055583664,3.7991052,-0.6514283,0.022631168,-0.56014967,-0.19124715,9.358012,0.17843288,0.088876545,-0.62449044,7.016383,1.7221751
t19,2.7323074,2.9455674,4.1691213,0.064374454,6.312629,-0.101768054,-0.0005237892,2.5043108,-0.17126316,8.009563,-0.12734272,-0.12368426
