"accepted_species","traits"
"t1153",0
"t1181",0
"t1385",0
"t1408",1
"t1427",0
"t1495",0
"t1541",1
"t1560",0
"t1578",1
"t1582",0
"t1628",1
"t1639",0
"t1682",0
"t1703",0
"t1711",0
"t1712",1
"t1717",0
"t1758",0
"t1762",1
"t1765",0
"t1767",0
"t1772",1
"t1776",0
"t1792",0
"t1806",0
"t1854",1
"t1857",0
"t1890",1
"t1892",1
"t1906",0
"t1909",1
"t1933",0
"t1937",0
"t1948",0
"t1952",0
"t1956",0
"t1961",0
"t1964",0
"t1970",0
"t1980",0
"t1983",0
"t1988",0
"t2004",0
"t2007",0
"t2008",0
"t2012",0
"t2061",1
"t2064",0
"t2066",0
"t2075",1
"t2076",0
"t2082",0
"t2083",0
"t2101",1
"t2123",0
"t2125",1
"t2141",0
"t2143",1
"t2144",0
"t2151",0
"t2153",0
"t2154",0
"t2156",0
"t2159",1
"t2170",0
"t2178",0
"t2181",1
"t2185",0
"t2186",0
"t2190",1
"t2195",0
"t2196",0
"t2197",1
"t2199",1
"t2202",0
"t2204",0
"t2207",1
"t2212",0
"t2215",0
"t2220",1
"t2222",1
"t2227",0
"t2240",0
"t2243",1
"t2247",0
"t2253",1
"t2257",1
"t2261",1
"t2262",0
"t2264",0
"t2265",1
"t2268",0
"t2269",1
"t2270",0
"t2276",1
"t2279",0
"t2282",0
"t2284",0
"t2286",1
"t2289",1
"t2291",0
"t2294",1
"t2295",0
"t2296",0
"t2299",0
"t2307",0
"t2313",1
"t2316",1
"t2320",0
"t2322",0
"t2326",0
"t2327",1
"t2330",1
"t2331",0
"t2333",1
"t2334",1
"t2336",0
"t2337",1
"t2340",0
"t2346",0
"t2350",0
"t2352",0
"t2353",1
"t2354",0
"t2364",0
"t2365",0
"t2366",1
"t2369",0
"t2372",1
"t2373",0
"t2376",0
"t2383",0
"t2387",0
"t2389",0
"t2391",0
"t2393",0
"t2396",0
"t2397",0
"t2399",0
"t2401",0
"t2402",0
"t2403",0
"t2406",0
"t2408",0
"t2411",0
"t2412",0
"t2413",0
"t2415",0
"t2421",0
"t2424",0
"t2426",0
"t2427",0
"t2433",0
"t2435",0
"t2436",1
"t2441",0
"t2445",0
"t2449",1
"t2451",0
"t2453",0
"t2456",1
"t2458",0
"t2459",0
"t2464",0
"t2466",0
"t2468",1
"t2473",0
"t2474",1
"t2477",0
"t2479",0
"t2481",1
"t2482",0
"t2483",0
"t2489",1
"t2490",0
"t2492",0
"t2494",1
"t2495",0
"t2496",1
"t2497",0
"t2498",0
"t2500",0
"t2503",1
"t2507",0
"t2509",0
"t2510",1
"t2511",1
"t2513",1
"t2514",0
"t2518",1
"t2519",0
"t2521",0
"t2523",0
"t2524",0
"t2527",1
"t2528",0
"t2529",1
"t2532",1
"t2534",1
"t2536",0
"t2539",1
"t2540",0
"t2542",1
"t2544",0
"t2546",0
"t2547",0
"t2554",1
"t2557",0
"t2559",1
"t2567",1
"t2569",1
"t2570",1
"t2572",0
"t2573",1
"t2575",1
"t2577",0
"t2578",1
"t2579",0
"t2580",1
"t2582",0
"t2583",0
"t2592",0
"t2595",0
"t2596",1
"t2598",0
"t2601",0
"t2602",0
"t2605",0
"t2606",0
"t2608",0
"t2611",0
"t2612",0
"t2616",0
"t2617",0
"t2621",0
"t2624",0
"t2626",1
"t2628",0
"t2629",1
"t2631",0
"t2632",0
"t2639",1
"t2640",0
"t2647",1
"t2648",0
"t2651",0
"t2652",1
"t2653",1
"t2654",1
"t2656",0
"t2658",0
"t2660",0
"t2663",0
"t2666",0
"t2667",0
"t2670",0
"t2671",1
"t2673",0
"t2675",0
"t2677",0
"t2678",1
"t2681",0
"t2684",1
"t2686",0
"t2687",0
"t2688",1
"t2689",0
"t2691",0
"t2693",0
"t2700",1
"t2703",0
"t2704",1
"t2705",1
"t2707",0
"t2708",1
"t2711",1
"t2713",0
"t2716",1
"t2719",0
"t2720",0
"t2722",1
"t2725",0
"t2726",0
"t2728",0
"t2731",1
"t2732",0
"t2733",0
"t2734",0
"t2735",1
"t2736",0
"t2746",0
"t2747",1
"t2748",0
"t2751",0
"t2752",1
"t2753",0
"t2754",1
"t2755",0
"t2756",0
"t2757",0
"t2763",1
"t2764",1
"t2766",0
"t2767",0
"t2768",0
"t2769",0
"t2772",1
"t2774",1
"t2776",0
"t2777",1
"t2778",0
"t2780",0
"t2782",1
"t2784",1
"t2785",1
"t2787",1
"t2788",0
"t2790",0
"t2791",0
"t2796",0
"t2797",0
"t2801",1
"t2804",0
"t2805",0
"t2807",0
"t2809",1
"t2810",0
"t2811",0
"t2813",0
"t2815",0
"t2816",0
"t2817",0
"t2820",1
"t2822",1
"t2823",0
"t2824",0
"t2831",1
"t2832",0
"t2833",1
"t2835",0
"t2836",0
"t2839",0
"t2840",1
"t2842",0
"t2849",0
"t2853",0
"t2854",0
"t2855",0
"t2857",1
"t2860",1
"t2861",1
"t2862",0
"t2863",0
"t2864",0
"t2865",0
"t2866",0
"t2867",1
"t2868",0
"t2869",0
"t2871",0
"t2873",1
"t2874",1
"t2876",0
"t2877",1
"t2880",0
"t2881",0
"t2882",1
"t2885",1
"t2886",1
"t2887",0
"t2888",0
"t2889",0
"t2891",1
"t2894",1
"t2895",0
"t2896",0
"t2898",1
"t2899",0
"t2900",0
"t2901",0
"t2902",1
"t2904",0
"t2906",0
"t2907",0
"t2910",0
"t2912",0
"t2913",0
"t2914",0
"t2916",0
"t2917",1
"t2918",0
"t2919",0
"t2920",0
"t2921",0
"t2922",0
"t2923",0
"t2925",0
"t2927",0
"t2928",0
"t2931",1
"t2932",0
"t2933",0
"t2934",0
"t2936",1
"t2939",1
"t2940",1
"t2942",0
"t2943",1
"t2948",0
"t2949",0
"t2950",0
"t2951",0
"t2953",1
"t2954",1
"t2955",1
"t2956",0
"t2957",0
"t2958",1
"t2959",1
"t2960",0
"t2963",1
"t2967",0
"t2969",1
"t2970",0
"t2972",0
"t2974",0
"t2975",0
"t2976",0
"t2977",0
"t2980",0
"t2983",0
"t2984",0
"t2986",1
"t2988",1
"t2990",0
"t2992",1
"t2993",1
"t2994",0
"t2995",0
"t2996",0
"t3000",0
"t3002",1
"t3003",0
"t3004",1
"t3005",0
"t3006",0
"t3007",1
"t3008",0
"t3010",0
"t3011",0
"t3012",0
"t3013",1
"t3014",0
"t3015",0
"t3016",0
"t3017",0
"t3018",0
"t3019",0
"t3021",0
"t3022",0
"t3023",0
"t3024",0
"t3025",0
"t3026",0
"t3027",0
"t3028",1
"t3030",0
"t3031",0
"t3032",1
"t3035",0
"t3036",0
"t3037",1
"t3038",0
"t3039",0
"t3041",0
"t3043",1
"t3045",0
"t3046",0
"t3047",0
"t3050",0
"t3051",0
"t3052",0
"t3054",0
"t3057",0
"t3058",0
"t3060",1
"t3061",0
"t3062",0
"t3063",0
"t3065",1
"t3066",0
"t3067",1
"t3068",1
"t3069",0
"t3070",0
"t3072",0
"t3073",0
"t3075",0
"t3076",1
"t3082",0
"t3083",0
"t3084",0
"t3085",1
"t3086",0
"t3087",0
"t3088",0
"t3090",0
"t3091",0
"t3092",0
"t3094",0
"t3095",0
"t3097",0
"t3098",0
"t3099",0
"t3100",0
"t3101",0
"t3102",1
"t3106",0
"t3107",0
"t3109",1
"t3112",1
"t3114",0
"t3115",0
"t3116",0
"t3117",0
"t3118",1
"t3119",1
"t3120",1
"t3121",0
"t3122",0
"t3123",0
"t3124",0
"t3126",0
"t3127",0
"t3128",0
"t3129",1
"t3130",0
"t3132",1
"t3133",1
"t3134",0
"t3135",0
"t3136",1
"t3137",1
"t3138",1
"t3140",0
"t3141",0
"t3142",0
"t3144",1
"t3146",1
"t3147",1
"t3148",0
"t3150",1
"t3151",0
"t3152",0
"t3153",1
"t3154",0
"t3155",0
"t3156",0
"t3157",0
"t3158",0
"t3159",0
"t3160",0
"t3161",1
"t3162",0
"t3163",1
"t3164",0
"t3165",1
"t3166",1
"t3167",1
"t3169",1
"t3170",0
"t3171",0
"t3172",0
"t3173",0
"t3175",0
"t3177",0
"t3178",0
"t3179",0
"t3182",0
"t3183",1
"t3184",0
"t3185",0
"t3186",0
"t3191",0
"t3193",0
"t3195",0
"t3196",1
"t3197",1
"t3198",0
"t3199",0
"t3200",0
"t3201",0
"t3203",1
"t3204",1
"t3206",1
"t3207",0
"t3208",0
"t3209",0
"t3210",0
"t3211",0
"t3212",1
"t3213",1
"t3214",1
"t3215",1
"t3217",0
"t3218",0
"t3219",1
"t3220",0
"t3221",1
"t3223",0
"t3224",0
"t3225",0
"t3226",0
"t3227",0
"t3228",0
"t3229",0
"t3230",0
"t3231",1
"t3232",1
"t3233",0
"t3235",1
"t3237",1
"t3238",1
"t3240",1
"t3241",0
"t3242",0
"t3243",1
"t3244",0
"t3245",0
"t3246",0
"t3249",0
"t3250",0
"t3251",1
"t3252",1
