"accepted_species","trait_ARD"
"t9",NA
"t10","1"
"t5","1"
"t29","1"
"t11","1"
"t99","0"
"t100","0"
"t98","0"
"t27",NA
"t94","0"
"t95","0"
"t8","0"
"t19","1"
"t20","1"
"t74",NA
"t75","0"
"t7","1"
"t47","1"
"t48","0"
"t54","0"
"t55","0"
"t42","0"
"t43","0"
"t39","0"
"t70","0"
"t71","0"
"t58","0"
"t23",NA
"t15",NA
"t69","1"
"t92","1"
"t93","1"
"t81","1"
"t96","1"
"t97",NA
"t90","1"
"t91","1"
"t78","1"
"t61","1"
"t62","1"
"t2","1"
"t51","1"
"t56","0"
"t57","1"
"t86","0"
"t87",NA
"t63","0"
"t52","0"
"t53","0"
"t40","0"
"t4","0"
"t12","1"
"t1","0"
"t66","1"
"t67","1"
"t24","1"
"t64","1"
"t65","1"
"t41",NA
"t16","1"
"t76","1"
"t77","1"
"t21","1"
"t37","1"
"t38","1"
"t59",NA
"t60","1"
"t13","1"
"t72","0"
"t73","0"
"t82","0"
"t83","0"
"t49","0"
"t50","0"
"t30","1"
"t31","0"
"t25","1"
"t26","1"
"t3","0"
"t84","1"
"t85","1"
"t22","1"
"t18",NA
"t17","1"
"t32","1"
"t45","1"
"t46","1"
"t33","1"
"t34","0"
"t14","1"
"t88","0"
"t89","0"
"t35","0"
"t36","0"
"t44","1"
"t79","0"
"t80","0"
"t28","0"
"t6","0"
"t68","0"
