,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
t20,10.223037,3.8477745,6.405797,4.6877403,5.6211467,2.5034034,7.1245613,3.6720192,5.475738,4.2488213,4.9859595,4.573454,6.821382,2.9426465,4.918738,4.2683687,3.8560953,4.423265,4.9252443,6.9545474,4.9905295,3.2415278,5.6399245,5.2709804,5.493634,3.3759997,4.450916,5.180647,2.9257467,4.4121447,6.2741323,3.4486525,5.8151646
t84,10.193529,3.799139,6.4103003,4.6818247,5.6865,2.5491025,7.0957932,3.7170393,5.493717,4.248023,5.008946,4.5508947,6.829121,2.9720194,4.9423046,4.2508492,3.8658714,4.4119134,4.906634,6.917052,5.0136476,3.2735972,5.679217,5.2277474,5.462286,3.4117815,4.4415975,5.203383,2.9679487,4.4121895,6.307366,3.4429803,5.7826037
t172,10.126799,3.7793994,6.505955,4.661883,5.7194357,2.5563052,7.09451,3.593484,5.5343924,4.220357,4.886698,4.6672416,6.884319,2.9793928,4.8203936,4.3290977,3.8597448,4.326632,4.9978414,7.01336,5.099618,3.3084595,5.6820025,5.197549,5.527664,3.4270837,4.4494324,5.1149473,2.8618333,4.309497,6.262901,3.5496907,5.9045196
t173,10.114021,3.7304323,6.4649086,4.6218004,5.8168406,2.6220772,7.0362606,3.6621075,5.5859294,4.175648,4.874217,4.682518,6.8984003,3.040519,4.8341894,4.3180795,3.8394208,4.281185,4.922729,6.9482036,5.137812,3.3293355,5.7339854,5.1544323,5.559765,3.4636204,4.471877,5.088016,2.9295075,4.2784834,6.330518,3.5501695,5.8755455
t134,10.173751,3.7883403,6.439402,4.6483455,5.735664,2.561401,7.0853477,3.6562974,5.5277777,4.203108,4.92924,4.63215,6.8577414,2.9823234,4.872965,4.29235,3.8488805,4.346761,4.9276037,6.961244,5.0745144,3.272424,5.67687,5.214849,5.5315886,3.4093583,4.460821,5.1336308,2.9165933,4.3388944,6.306634,3.5113087,5.8504214
t135,10.163315,3.7797828,6.443423,4.6569867,5.7580943,2.5758283,7.0725517,3.6558836,5.5406113,4.2087064,4.923363,4.6372027,6.8692117,2.9968352,4.8683977,4.2877727,3.8614228,4.333449,4.9347687,6.956584,5.0880017,3.2861884,5.69303,5.2051125,5.5331054,3.4217865,4.448383,5.1260915,2.918551,4.328666,6.3028946,3.5108514,5.8494053
t43,10.231069,3.8571973,6.400892,4.697619,5.6083245,2.4921646,7.1301675,3.6639526,5.4688783,4.2559714,4.986674,4.5719924,6.8198547,2.9368887,4.9195933,4.265257,3.8608794,4.4306254,4.9319506,6.957256,4.9821258,3.2367637,5.6338634,5.2814536,5.4943476,3.370947,4.445929,5.180197,2.9149249,4.41772,6.262748,3.4447017,5.8170447
t70,10.242947,3.8705792,6.395946,4.7178984,5.64238,2.4993713,7.125769,3.6445565,5.4712143,4.275715,4.999042,4.5638876,6.821396,2.934394,4.9237,4.240799,3.883317,4.408976,4.9521313,6.95728,5.0050254,3.2170138,5.6196384,5.289902,5.4983153,3.351591,4.422355,5.1798167,2.895098,4.4002914,6.2416377,3.4336302,5.809548
t158,10.159168,3.7809062,6.440019,4.703763,5.8002787,2.6115413,7.0158777,3.682255,5.572048,4.2396345,4.935163,4.6296325,6.8910065,3.0493202,4.8799176,4.242172,3.9146159,4.31506,4.938149,6.920252,5.1042786,3.303055,5.734274,5.200803,5.531617,3.440923,4.39432,5.1187215,2.9576192,4.3228297,6.2960787,3.4776661,5.814201
t159,10.08462,3.7215948,6.515505,4.661065,5.832172,2.640566,7.07798,3.6137636,5.6032414,4.2114377,4.861724,4.69012,6.9277177,3.0082285,4.8074074,4.318992,3.8823087,4.2593913,4.9785256,6.9949274,5.1668644,3.3614528,5.760643,5.139351,5.5453167,3.4855046,4.4278517,5.0828376,2.882163,4.2604895,6.285273,3.557196,5.8903327
t81,10.221442,3.844191,6.4088535,4.681802,5.6382737,2.5064933,7.125626,3.6680782,5.4788537,4.242159,4.9810653,4.579583,6.8228526,2.9413733,4.913982,4.2728515,3.85236,4.41562,4.9248533,6.9579625,4.9993863,3.239393,5.638883,5.268585,5.49852,3.374136,4.4546947,5.176574,2.920222,4.4045925,6.278003,3.4569712,5.8205743
t22,10.307302,3.952609,6.030772,4.978584,5.0424447,2.2920277,7.2016873,3.7448778,5.236917,4.5197535,5.1837006,4.308604,6.6990128,2.8894114,5.183849,4.096867,4.039748,4.816918,4.958261,6.770014,4.5912,3.276842,5.5901413,5.3924575,5.3180594,3.419985,4.3030605,5.3314743,2.931295,4.7765784,6.1080403,3.1627338,5.6318245
t11,10.260369,3.9570673,6.0119143,5.082308,4.9633675,2.2285686,7.2557774,3.759004,5.179507,4.617869,5.2319465,4.2396836,6.6688347,2.8347924,5.2481503,4.06358,4.0914993,4.9210157,4.988043,6.7390995,4.4942327,3.3026085,5.580596,5.4245553,5.2259426,3.4349618,4.2660613,5.3951216,2.9051325,4.8758507,6.0367603,3.0896578,5.578363
t1,10.175292,3.941099,6.0022144,5.141811,5.0188665,2.191279,7.297772,3.779764,5.1571407,4.668645,5.236791,4.2203593,6.6443586,2.794512,5.276224,4.0763445,4.1067986,4.970697,4.994218,6.722708,4.452444,3.3282866,5.570053,5.436717,5.1686587,3.4379327,4.273812,5.420506,2.8902783,4.921969,6.005554,3.0552783,5.553176
t4,10.167103,3.944156,6.0014176,5.1524215,5.0223393,2.179964,7.3107347,3.7660213,5.1449666,4.679681,5.2538657,4.205026,6.637333,2.7796617,5.2875953,4.0591373,4.121953,4.981313,5.008411,6.7168183,4.4397306,3.328708,5.564015,5.443373,5.157521,3.45034,4.2570024,5.4348016,2.8749325,4.932111,5.9916453,3.0442448,5.543139
t8,10.170259,3.9483783,6.0065365,5.1551476,5.013847,2.1731582,7.3164177,3.7460518,5.136006,4.684122,5.271394,4.192404,6.6331677,2.7692323,5.2958164,4.0378103,4.135801,4.9841795,5.023818,6.713765,4.4333563,3.3260775,5.5585938,5.448839,5.154828,3.4636514,4.236921,5.4483447,2.8585968,4.934263,5.979688,3.0386777,5.536012
t25,10.36898,3.953741,6.466959,5.237828,4.493275,2.2115417,7.322617,3.6532912,5.1540947,4.8130875,5.3600307,4.139379,6.76987,2.6835275,5.291609,3.910472,4.17189,4.996538,5.1554737,6.864608,4.4559526,3.2871883,5.66299,5.4436483,5.003942,3.470947,4.1058464,5.5931473,2.758911,4.9590635,5.8345346,3.1222677,5.5562596
t50,10.4679365,3.949099,6.725424,5.331198,4.237769,2.2166107,7.372503,3.5785904,5.1695266,4.9006557,5.44161,4.091659,6.848859,2.6206293,5.2470093,3.8050463,4.237184,5.0393996,5.275013,6.9727945,4.4469333,3.2926526,5.731677,5.4534874,4.9031386,3.488285,3.9836578,5.7265697,2.6953964,5.0052257,5.6888275,3.1421802,5.5322924
t51,10.417148,3.9644003,6.61474,5.305297,4.3502393,2.1858366,7.361081,3.6239371,5.177818,4.8745246,5.418553,4.119211,6.8158793,2.6410537,5.2721043,3.8570492,4.2096105,5.017557,5.229755,6.923359,4.4232883,3.3091686,5.6945567,5.4781384,4.9174204,3.4476564,4.0396686,5.6750064,2.6947465,4.9803944,5.7533517,3.1091177,5.5238953
t95,10.526935,3.9345806,6.914082,5.3682785,4.051886,2.2432606,7.3853207,3.5249057,5.1654716,4.9126973,5.4655895,4.0660615,6.883922,2.6096776,5.1849117,3.7425175,4.2679935,5.0614567,5.334111,7.028883,4.4612465,3.27797,5.7708397,5.435957,4.87669,3.531301,3.9123914,5.796645,2.6861384,5.0296116,5.599357,3.1759682,5.5379963
t96,10.47751,3.937505,6.798509,5.333869,4.1917953,2.222971,7.3645167,3.565874,5.1769958,4.8788495,5.445337,4.094734,6.8607574,2.6342447,5.193425,3.7903495,4.2434077,5.035807,5.283317,6.9904394,4.457436,3.2859635,5.7397056,5.443728,4.9110265,3.5041585,3.9710493,5.733389,2.6938634,5.000283,5.678416,3.1657078,5.542451
t139,10.604674,3.905142,7.14339,5.383982,3.7982433,2.2991867,7.3808265,3.455533,5.1471734,4.907116,5.47553,4.037952,6.9134197,2.6169841,5.086989,3.6638935,4.299139,5.0905704,5.3783045,7.084458,4.5012383,3.2382374,5.8144255,5.387399,4.886451,3.6194232,3.828296,5.857339,2.7109125,5.060209,5.4977074,3.2398496,5.562556
