,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
t20,0.13540545,-0.030728865,0.0038345538,-0.024347108,3.1677284,0.907269,-0.027160944,-0.028105844,10.141141,3.7087636,0.92428905,0.20398656,-0.84159386,-0.2530818,3.667186,-0.058249418,-0.042205833,-0.018631686,3.503427,0.9009286,0.10196282,-0.48531303,-0.12150922,-0.0009948633,1.3404489,12.8773155,-1.0189555,-0.00418754,0.20254083,0.28732932,0.07425981,0.32193175,3.354742
t84,-0.03297414,-0.019046642,0.0036168485,-0.067465276,2.1009576,0.7084365,-0.10124974,-0.021993443,10.457629,4.383192,0.7270016,-0.0011017376,-0.8869046,-0.32540807,4.5979137,-0.040394742,-0.0415861,-0.017119523,3.927378,0.6275954,0.31885597,-0.6925388,-0.11717692,-0.0024177853,1.4075806,14.708488,-1.1518875,-0.008712428,0.5436205,0.8573541,0.065465786,0.37819916,4.3269105
t172,1.2961862,2.5167375,0.0005424958,-0.16262662,-0.12335106,-0.5906259,0.09767166,-0.004715062,3.6032395,0.81320184,0.27805924,-0.010839413,-0.4666705,-0.29102805,5.5085444,1.6085945,-0.009050157,-0.004214076,1.4924612,-0.089702375,0.34689146,-0.5210527,0.08549355,0.427169,0.2180395,13.581948,-0.9743944,-0.005248274,0.74702823,2.3351855,0.0153541295,0.48387793,5.1752524
t173,5.6117454,7.910429,2.3385956,-0.107069105,-0.10767116,-1.0592332,1.4977226,0.11402389,-0.028171508,-0.27586177,1.3409817,-0.016479734,-0.46735767,-0.3736117,5.2169046,3.4029095,0.48199624,-0.012742372,0.37017614,0.6006899,1.0011615,2.5301666,-0.03674849,3.5556695,0.40498918,16.047586,-1.22845,-0.033471096,-0.05476721,3.059106,0.019577816,0.51355207,6.5192957
t134,0.40544465,0.5579627,0.0026085502,-0.17073074,-0.053309914,-0.22511633,-0.117965326,-0.012979997,6.806571,2.548331,0.21182154,-0.008471815,-0.6407002,-0.2876823,5.11082,0.4269417,-0.02365713,-0.019973317,2.3049226,-0.08877593,0.005084021,-0.79614705,-0.041025884,-0.0019703652,0.06502286,13.509807,-0.98548555,-0.0018899196,1.5490167,1.5853342,0.011003637,0.43846786,4.547551
t135,0.4135109,0.6654274,0.0023148025,-0.17942925,-0.06567394,-0.2725108,-0.11776903,-0.011418727,6.4116497,2.3555424,0.20186912,-0.00989055,-0.616422,-0.28433844,5.120259,0.5355483,-0.022123039,-0.019753078,2.1417422,-0.10299925,0.055076152,-0.7913334,-0.029803572,-0.0016728366,0.093734406,13.460871,-0.9640415,-0.00043972637,1.5768988,1.6801704,0.007906881,0.44162843,4.64819
t43,-0.10424516,-0.047494445,0.0033775545,-0.023202443,3.9700284,1.6247145,-0.108510576,-0.028534621,12.030294,5.247433,1.1445357,-0.0022513664,-1.0145711,-0.3133291,4.298604,-0.062096134,-0.05045426,-0.012829174,4.4911838,1.26744,0.6025886,-0.5437583,-0.14636354,-0.00110664,2.0251744,15.213278,-1.2093933,-0.0007690925,0.04724552,0.39669836,0.09450131,0.33790773,4.251939
t70,0.020261435,0.18426833,0.0040312367,-0.1051065,0.9905409,-0.010509124,-0.06635484,-0.018065732,9.1908045,3.58524,0.41561863,0.025615301,-0.789657,-0.32725668,4.701612,-0.02103542,-0.034889318,-0.011985071,3.2217777,0.19896811,0.08851527,-0.7768751,-0.095378324,-0.0036806623,0.7874731,14.2609215,-1.1209006,-0.010203689,0.9637068,1.0842366,0.031266797,0.41009286,4.190765
t158,0.9094841,1.819235,0.001261802,-0.21477392,-0.10928388,-0.5160566,-0.008276998,-0.0040328326,3.809424,1.3685982,0.22164614,-0.015179064,-0.47815335,-0.3170896,5.137051,1.6146294,-0.012673038,-0.02175175,1.3633459,-0.088203765,0.43700832,-0.66367626,0.0010011159,-0.0011645745,0.20042971,13.486985,-0.96236694,-0.0021675238,1.0605876,2.2253845,0.08571175,0.46975037,5.102729
t159,1.1810534,2.4792395,0.00032391775,-0.2138441,-0.112947404,-0.62451804,0.25269338,-0.0012348803,2.9237788,0.86976486,0.33229837,-0.01413644,-0.44168022,-0.32744965,5.235501,1.8391752,-0.009372,-0.023594685,1.1896265,-0.07341596,0.51432574,-0.5215465,-0.0019596939,-0.00044482664,0.23818424,13.598972,-0.97832936,-0.0005471994,0.80688107,2.2553954,0.18396875,0.49016017,5.134116
t81,-0.029559914,0.07144612,0.003986813,-0.0940145,1.5929793,0.32272762,-0.09121596,-0.019885264,9.797273,4.04512,0.5586962,-4.11704e-06,-0.8413749,-0.3276548,4.687195,-0.02872202,-0.037778363,-0.013566566,3.5888064,0.32719046,0.18679293,-0.7404135,-0.104821905,-0.0033714247,1.1192867,14.494724,-1.1537985,-0.008444127,0.820806,0.9490399,0.044500243,0.39587754,4.2661076
t22,-0.30803862,-0.10361768,0.0016558358,0.7859935,8.710608,5.2702384,-0.041603133,-0.047061168,16.66752,8.170263,2.8212585,-0.018372582,-1.3961931,-0.2623872,3.3335018,-0.07981803,-0.08122303,0.19742946,5.941906,3.260977,1.5907247,-0.08837225,-0.25786012,0.6166182,2.9488354,16.62652,-1.4236898,1.312592,-0.025369361,-0.04143628,0.13184685,0.19058087,4.077609
t11,-0.34483418,-0.09873426,0.45115137,1.7049059,12.584612,7.292684,0.21067508,-0.06456086,19.763535,9.735364,4.0505524,-0.020458497,-1.6325045,-0.19791393,2.2022212,-0.113941275,-0.10551687,0.8848808,6.410269,4.387759,2.3405247,1.1727209,-0.36085176,1.8491144,3.815477,17.347073,-1.3990363,2.47324,-0.040287625,-0.11872817,0.17696534,0.06169153,3.8071122
t1,-0.4167636,-0.0845488,2.1155493,3.0606208,18.467981,10.787331,0.9701615,-0.08865931,25.378284,13.270358,5.7470994,-0.03282866,-2.090526,-0.15614362,0.7666857,-0.16572869,-0.14291689,1.9662179,7.784417,6.3236337,3.8595443,3.301502,-0.5348398,3.706174,5.138695,19.65076,-1.5102232,4.212958,-0.06322981,-0.22082414,0.22426705,1.6532986,3.8408847
t4,-0.52773887,-0.07641646,1.5938528,3.7862155,21.083788,11.194256,2.1334987,-0.098301455,28.63014,13.760991,6.5308685,-0.034585755,-2.2449243,-0.13854565,0.14528057,-0.21274124,-0.1556618,2.2411804,8.079023,7.377735,4.542858,4.2312,-0.5669993,3.9498045,5.461025,21.147083,-1.5659221,4.36465,-0.075073466,-0.25927877,0.24872532,1.8315325,4.305349
t8,-0.523017,-0.0987778,0.45439422,3.734591,20.866444,9.858213,2.9524453,-0.09838026,28.295483,12.353278,6.6360974,-0.03889339,-2.113545,-0.097833276,-0.013956643,-0.227645,-0.14496773,1.822736,7.268406,7.7222633,4.5176,4.4220934,-0.5207499,3.3557596,4.796932,20.44284,-1.4637592,3.9394414,-0.072024256,-0.26017264,0.2362672,0.9777437,4.504812
t25,-0.31164905,-0.13151498,0.0069053536,3.0457902,17.660118,4.2915807,4.733308,-0.080512755,23.387218,5.777758,6.114558,-0.022760535,-1.4978207,-0.028159065,-0.027789632,-0.27986655,-0.09890869,0.2458635,4.180246,7.1125145,3.5135028,4.024557,-0.3283809,1.7072785,2.2750204,15.93551,-0.9456895,2.65123,-0.06129295,-0.22177894,0.20373583,0.09245467,4.273095
t50,-0.11313207,-0.11507656,0.008812493,2.0945475,14.502,1.2777096,4.9854317,-0.06002289,18.81331,2.0608673,5.0930457,-0.008313562,-1.1149929,-0.045188192,0.010327235,-0.2761605,-0.07152803,-0.031548288,2.9445057,6.000824,2.8464396,3.3615663,-0.23191752,0.636881,0.9452126,13.122127,-0.68241,2.1726444,-0.0481185,-0.15763667,0.13590996,0.17373279,3.7437758
t51,-0.2053527,-0.120168015,0.008196405,2.54578,15.982021,2.480409,4.946204,-0.068926856,20.919413,3.64813,5.582462,-0.013257198,-1.2819791,-0.039358344,-0.015983442,-0.28404203,-0.08340433,-0.007189822,3.4615836,6.4415793,3.1521509,3.6707199,-0.2705884,1.1466776,1.5778409,14.391346,-0.79125285,2.32817,-0.052792743,-0.185428,0.1656552,0.14120552,3.958224
t95,0.18254569,-0.05429479,0.008818233,1.5542834,11.962132,-0.05922844,5.1857705,-0.050279398,15.651445,-0.029760515,4.5055194,-0.0017936737,-0.8947254,-0.043676898,0.5317784,-0.2534998,-0.052540123,-0.052292835,2.1490235,5.179825,2.6143172,3.2379797,-0.18545134,-0.000862512,0.014319162,11.391072,-0.5258207,1.5500294,-0.03652349,-0.098855995,0.10174838,0.22779572,3.6142359
t96,-0.0016812657,-0.08459434,0.009073028,1.6708462,12.455096,-0.017460575,4.977699,-0.05287434,16.423729,0.22947621,4.5812387,-0.0038992814,-0.936557,-0.04208373,0.5076215,-0.26419696,-0.057586513,-0.055860534,2.373116,5.383104,2.58585,3.1442287,-0.19016024,-0.00016750954,0.11624796,11.704995,-0.5522194,1.7843587,-0.040032864,-0.11300986,0.11511778,0.21382344,3.5205526
