"accepted_species","trait_BM_trend_scaled"
"t21",0.0351663791879807
"t22",0.010102281551976
"t48",-1.19824686436023
"t44",-1.08016664785635
"t45",-1.43169947172768
"t31",-1.17667061936545
"t82",-1.75645627906076
"t83",-1.33183606617592
"t24",-2.10515093489528
"t18",NA
"t49",0.133964769839193
"t50",NA
"t72",0.503044346642013
"t73",0.855552403620299
"t67",0.435884848591804
"t46",0.362835448082882
"t47",-0.181449790791516
"t92",0.917383462196517
"t93",0.656622814589121
"t8",NA
"t6",NA
"t29",0.123516305849068
"t36",0.240934140400353
"t30",0.185671447726879
"t11",0.638682377654937
"t51",NA
"t52",1.14758135793557
"t5",1.24364421552637
"t13",NA
"t66",0.0724924056841162
"t90",0.0220957297542479
"t91",-0.108024944327926
"t28",-0.310030305430417
"t40",0.169237592414468
"t41",-0.0304636559315185
"t9",-0.965248427877235
"t86",1.95388371053249
"t87",1.77856687478602
"t94",1.86429217618967
"t95",1.80890789425263
"t37",1.43543944958047
"t38",0.0344268626529338
"t39",NA
"t64",1.73003653946868
"t65",1.73706954401595
"t62",1.83885177542469
"t10",2.04919442998037
"t35",NA
"t88",2.19909371359563
"t89",1.9589351250125
"t42",1.43538098881985
"t60",-1.25572489953836
"t61",-0.782267324284937
"t32",-0.935429099157367
"t16",-0.461308490269062
"t77",-0.571667861564587
"t97",-0.50146573323723
"t98",-0.468566599139495
"t96",-0.543444913086446
"t99",-0.52165512299173
"t100",-0.506630779194788
"t19",-0.524244080310291
"t33",-1.13999803007075
"t78",-1.03840099985621
"t79",-1.05954554051694
"t25",-0.56343866384021
"t43",0.183562907534144
"t17",0.210163692729382
"t53",0.112433446139122
"t54",0.227566589009384
"t20",-0.106621546083215
"t12",-2.04356463896518
"t14",-1.01197654765935
"t70",-0.209614635666196
"t71",-0.161885037340811
"t2",-0.410786080837942
"t55",0.0179694479248068
"t56",0.185735465787089
"t69",NA
"t58",-0.271692273200327
"t59",-0.860142434550594
"t26",-0.0111857690674426
"t63",-0.353974146643669
"t3",-0.656332282245129
"t15",NA
"t23",-0.0836668936527747
"t84",0.0798083348329735
"t85",0.360308006138939
"t27",-0.338709755332348
"t1",0.692530880223237
"t34",-1.2127607909155
"t74",-1.83302550595678
"t75",-1.64639507683436
"t68",-0.184803822755182
"t80",-0.325080033075422
"t81",-0.51240976348146
"t76",-0.241397343047883
"t57",0.0213158146061027
"t4",0.0887197311930619
"t7",-1.01095118717513
