"accepted_species","trait_ARD"
"t1","0"
"t2","1"
"t3","1"
"t10","1"
"t11","1"
"t7","0"
"t8","1"
"t21","1"
"t36","0"
"t41","0"
"t42","1"
"t35","1"
"t24","1"
"t25","0"
"t22","1"
"t23","1"
"t30","1"
"t31","1"
"t37","0"
"t38","0"
"t66","0"
"t75","1"
"t79","0"
"t86","1"
"t87","0"
"t116","0"
"t123","0"
"t135","0"
"t136","0"
"t80","0"
"t81","0"
"t78","1"
"t68","0"
"t95","0"
"t117","0"
"t144","1"
"t235","1"
"t236","1"
"t210","1"
"t201","1"
"t179","1"
"t180","1"
"t167","1"
"t168","0"
"t169","1"
"t137","0"
"t46","1"
"t47","1"
"t26","0"
"t27","0"
"t48","1"
"t49","0"
"t44","0"
"t59","1"
"t60","1"
"t50","0"
"t51","0"
"t89","0"
"t197","0"
"t203","0"
"t204","0"
"t149","0"
"t147","0"
"t164","0"
"t245","0"
"t246","0"
"t221","0"
"t121","0"
"t134","1"
"t158","0"
"t241","1"
"t242","1"
"t166","1"
"t94","0"
"t142","0"
"t143","1"
"t112","0"
"t224","1"
"t330","1"
"t331","1"
"t202","1"
"t208","1"
"t256","1"
"t257","1"
"t160","1"
"t155","1"
"t150","1"
"t132","1"
"t212","1"
"t247","1"
"t248","1"
"t266","0"
"t267","0"
"t124","1"
"t125","1"
"t209","1"
"t295","1"
"t296","1"
"t297","1"
"t254","1"
"t255","1"
"t286","1"
"t287","1"
"t217","1"
"t126","1"
"t129","1"
"t191","1"
"t240","1"
"t292","1"
"t315","1"
"t316","1"
"t260","1"
"t278","0"
"t279","0"
"t196","1"
"t161","1"
"t162","1"
"t305","1"
"t306","1"
"t226","1"
"t175","1"
"t176","1"
"t249","1"
"t250","1"
"t261","1"
"t262","1"
"t321","1"
"t328","1"
"t329","1"
"t294","1"
"t313","1"
"t314","1"
"t102","1"
"t103","1"
"t88","1"
"t98","1"
"t99","1"
"t104","1"
"t105","1"
"t138","1"
"t139","1"
"t130","1"
"t205","0"
"t206","0"
"t192","1"
"t193","1"
"t274","1"
"t275","1"
"t108","1"
"t109","1"
"t100","1"
"t101","0"
"t71","1"
"t56","1"
"t39","1"
"t40","1"
"t20","0"
"t4","0"
"t16","0"
"t17","0"
"t13","1"
"t14","0"
"t9","0"
"t12","0"
"t73","1"
"t90","0"
"t91","1"
"t159","0"
"t173","0"
"t183","0"
"t237","1"
"t238","1"
"t215","0"
"t216","0"
"t194","1"
"t195","0"
"t177","0"
"t133","1"
"t127","1"
"t145","0"
"t146","1"
"t110","1"
"t111","1"
"t93","1"
"t96","1"
"t97","1"
"t67","1"
"t65","1"
"t45","1"
"t52","1"
"t55","1"
"t61","1"
"t62","1"
"t225","1"
"t290","1"
"t291","1"
"t273","1"
"t303","1"
"t304","1"
"t185","1"
"t326","1"
"t327","1"
"t272","1"
"t186","0"
"t307","0"
"t308","0"
"t219","0"
"t220","1"
"t233","0"
"t234","0"
"t243","1"
"t285","0"
"t332","0"
"t333","0"
"t174","0"
"t190","1"
"t270","1"
"t271","1"
"t200","1"
"t187","1"
"t276","0"
"t280","0"
"t319","0"
"t320","0"
"t309","1"
"t310","1"
"t335","0"
"t336","0"
"t334","0"
"t229","1"
"t230","1"
"t198","1"
"t199","1"
"t171","1"
"t151","0"
"t178","1"
"t218","1"
"t227","1"
"t228","1"
"t222","1"
"t258","1"
"t259","1"
"t165","1"
"t300","1"
"t301","1"
"t251","1"
"t213","1"
"t239","1"
"t293","1"
"t311","1"
"t312","1"
"t281","1"
"t282","1"
"t172","1"
"t231","0"
"t232","0"
"t148","1"
"t153","1"
"t154","1"
"t122","1"
"t131","0"
"t181","1"
"t182","1"
"t156","0"
"t157","0"
"t140","0"
"t141","0"
"t283","1"
"t324","1"
"t325","1"
"t277","1"
"t288","1"
"t289","1"
"t265","1"
"t106","1"
"t107","1"
"t113","0"
"t114","1"
"t77","1"
"t76","1"
"t63","1"
"t53","1"
"t54","1"
"t43","1"
"t6","1"
"t32","1"
"t33","0"
"t28","1"
"t29","1"
"t72","1"
"t92","1"
"t263","1"
"t264","1"
"t84","0"
"t85","0"
"t57","0"
"t58","0"
"t69","1"
"t115","0"
"t188","0"
"t189","1"
"t252","0"
"t253","1"
"t244","0"
"t152","1"
"t207","1"
"t317","1"
"t318","1"
"t302","1"
"t284","1"
"t269","1"
"t223","1"
"t214","1"
"t163","1"
"t170","1"
"t322","1"
"t323","1"
"t74","0"
"t82","0"
"t83","1"
"t64","0"
"t70","0"
"t119","0"
"t120","0"
"t184","1"
"t298","1"
"t299","1"
"t268","1"
"t211","1"
"t128","1"
"t118","1"
"t34","1"
"t18","0"
"t19","0"
"t15","1"
"t5","1"
