"accepted_species","trait_ARD"
"t9","0"
"t50","0"
"t51","1"
"t6","0"
"t45","0"
"t46","0"
"t14","0"
"t10","0"
"t23","1"
"t26","1"
"t27","1"
"t13","1"
"t17","0"
"t36","0"
"t38","0"
"t80","0"
"t81","0"
"t21","0"
"t19","0"
"t65","1"
"t66","0"
"t55","0"
"t99","0"
"t100","0"
"t72","0"
"t62","0"
"t95","0"
"t96","0"
"t48","1"
"t2","1"
"t12","0"
"t74","1"
"t75","1"
"t1","0"
"t5","0"
"t15","0"
"t86","0"
"t87","0"
"t7","1"
"t53","1"
"t54","0"
"t34","0"
"t37","0"
"t39","0"
"t40","0"
"t35","0"
"t84","1"
"t85","1"
"t43","0"
"t44","0"
"t68","1"
"t69","0"
"t76","1"
"t77","0"
"t73","0"
"t47","0"
"t58","1"
"t59","0"
"t60","0"
"t61","1"
"t49","0"
"t70","0"
"t71","0"
"t97","1"
"t98","1"
"t16","0"
"t30","0"
"t31","1"
"t91","1"
"t92","1"
"t29","1"
"t4","0"
"t63","0"
"t64","0"
"t89","0"
"t90","0"
"t24","0"
"t56","0"
"t57","0"
"t28","0"
"t82","1"
"t83","1"
"t8","0"
"t52","0"
"t3","1"
"t88","0"
"t93","0"
"t94","0"
"t20","0"
"t32","0"
"t33","0"
"t11","1"
"t25","0"
"t41","0"
"t42","0"
"t18","0"
"t22","1"
"t67","1"
"t78","1"
"t79","1"
