"accepted_species","traits"
"t72",1
"t78",1
"t103",1
"t106",1
"t113",1
"t116",1
"t119",1
"t120",1
"t122",1
"t123",1
"t125",1
"t127",1
"t130",1
"t132",1
"t136",1
"t138",1
"t143",1
"t144",1
"t147",1
"t148",1
"t149",1
"t150",1
"t151",1
"t152",1
"t153",1
"t154",1
"t156",1
"t157",1
"t159",1
"t164",NA
"t167",1
"t169",NA
"t170",0
"t171",1
"t173",1
"t174",1
"t176",1
"t177",1
"t179",1
"t181",1
"t182",1
"t186",1
"t187",1
"t188",1
"t189",1
"t192",1
"t193",1
"t194",1
"t195",1
"t196",1
"t197",1
"t198",1
"t199",1
"t201",1
"t202",1
"t205",0
"t206",1
"t207",1
"t208",1
"t209",1
"t210",1
"t211",1
"t212",1
"t213",NA
"t214",1
"t215",1
"t216",1
"t218",1
"t219",NA
"t220",NA
"t221",1
"t222",1
"t223",1
"t224",1
"t225",1
"t226",1
"t227",1
"t228",1
"t229",1
"t230",1
"t231",1
"t232",1
"t233",1
"t234",1
"t235",1
"t236",1
"t237",1
"t238",NA
"t239",1
"t240",1
"t241",NA
"t242",NA
"t243",NA
"t244",NA
"t245",1
"t246",1
"t247",1
"t248",1
"t249",1
"t250",1
