"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120","V_121","V_122","V_123","V_124","V_125","V_126","V_127","V_128"
"t1",-0.0423384501077469,-0.0040334786319536,0.0694211948548312,-0.00702832629290818,0.00235174164132859,-0.00391625561916392,0.00226960452571199,-0.0200750828218556,0.0415354326221612,-0.00151864452460416,0.0522729955134827,-0.00733904407883408,0.0274838002020338,-0.0259654466337952,0.046833145481496,-0.0583680588588372,0.002528865189825,7.94258105633916e-07,-0.064627322103841,0.0921211574240775,-0.00407297695930104,3.63190582886627e-05,-0.00919460759243438,0.000150138095170649,-0.0117791369467126,0.00128169588989694,-0.00155637182040641,0.0500691184165893,-0.0263598419299573,0.000180454885169393,-0.0282051972884899,1.39133185668227e-06,-0.00478619513770402,0.000433562744836802,-3.76071589053118e-05,0.00312201181330924,-2.92024822693799e-06,0.000233394240161168,-0.000214166937571933,-0.00152890266943553,0.0308617307388146,-0.00481228748814268,0.0104035486348485,-0.00258256887646342,0.0217774813288943,-0.0625170547040276,0.000565048596759156,7.57232244799577e-05,0.134394083950511,-8.59637783560985e-06,-0.00306291298951489,-0.0191057535833093,0.0903799413969337,5.18433057204792e-06,7.73166198626259e-13,-0.189085039217632,0.510475789130329,0.000706002855027729,0.0375256764321175,-0.21410856690946,-0.0039940254376488,-0.419571636047888,-0.421719524677832,0.187233823887212,0.0442787112866933,9.53561596690003e-17,0.00230870518701109,1.98300161610041e-05,0.205556909648771,0.241679048934842,-0.0214432183670854,-0.0402360366013732,-0.045714532875732,-4.42613208449385e-17,-0.00960124892125572,-0.0442099848817865,8.6197422616266e-05,-2.29374324304645e-16,0.280814540628368,3.22231386173453e-18,-0.000182377085984935,-0.0349167203739828,1.77940448666173e-16,-0.00546922574453394,-2.32778780706791e-16,-0.000551864187814426,-2.40166002461406e-16,-6.06972360326762e-05,-1.78220067928585e-15,-0.00110545399850777,0.0128906449652256,0.00016308381144557,0.000753796629056729,0.00315630086382762,0.000391604914496646,-0.0113554868697541,0.0281120557836251,0.00319541580015009,1.93266781148407e-15,6.65949490736773e-16,0.0436505963536352,-0.000574698847762669,-0.00222087698451073,0.00520524609823848,6.42771681271796e-17,2.88333860161742e-17,0.00016488540620839,-3.99055340931293e-16,-0.000120825624101123,-8.05390174941869e-07,2.43370090575553e-17,9.5897343059247e-16,0.00083227044603926,-0.000269206482980147,0.0010362465660131,2.86303707638355e-16,1.01491493058599e-16,1.24742709295269e-18,-7.2718145770261e-17,-6.21170446036605e-17,1.25052292724541e-15,3.32857675013703e-17,1.4107867484629e-16,-0.00517434302888651,-6.88606595630791e-17,-4.45659550283042e-17,-1.59573800572988e-17,-3.94407413757485e-17
"t107",-0.0591325439344864,-0.00682964556214758,0.145777021877365,0.178213669774813,-0.020579811997354,0.0226477002288614,-0.00525692718682499,0.023697970188754,-0.0919671568447791,-0.240603385306621,-0.0160382290380028,0.00245338247780487,-0.00891435878033765,0.00665478121588076,-0.0098164330788405,0.0249117112272126,-0.00115996007707836,-4.47072929480686e-07,0.0444504165545251,-0.0720761789897469,0.00324930113101983,0.297860276056675,-0.0200840773683091,0.000233441937127865,-0.0149615998861441,0.00149189624887047,-0.00129409172553431,0.0206860619622266,-0.00926187213464471,0.00015941556298151,-0.0253469564385597,-1.35362885390696e-08,-1.9379531022181e-05,-1.97440257896353e-05,4.26967715764144e-06,-0.100617913079435,-6.42195632774563e-08,8.51668049190466e-07,1.14883903420493e-06,8.52062837232697e-06,-0.000452454589062741,1.78484554280408e-05,-4.72329511849376e-05,1.2368217770946e-05,-0.000111423328354095,0.000255125813277406,6.0133152700152e-08,-3.86415506033049e-07,-0.00053061955640693,3.51791135782906e-08,1.13853649975121e-05,6.07104285761211e-05,-0.000265161216663985,-1.45951345613386e-08,9.55773665033245e-16,-1.84010037236615e-06,0.000479211532798313,8.39261564123154e-07,0.000849362816156092,-0.00135281687028285,-5.43015469411142e-05,-0.0126477851305336,-0.0137861795181206,0.0135022148805124,0.00354838860637501,-1.34580992541123e-15,0.000225013947847925,0.000124455700116823,-0.0582030716701732,-0.0508101764910783,0.00370479722590734,0.002069378639895,-0.105752619872907,-2.557527152708e-16,-0.000209223565485572,-0.000672181252871202,5.43465696459441e-07,6.70261442020161e-16,0.000978877369796849,8.9559144784776e-16,-3.52023924099327e-07,1.71261446641497e-05,7.12107815575972e-16,8.6760829824048e-06,-1.21858862114752e-15,1.58480716783979e-06,2.15474350088015e-15,1.64617872106381e-07,-9.40108932416286e-16,5.33463820608944e-06,-3.23317501411111e-05,-4.06818336290552e-07,-1.82030251192958e-06,-7.614175665407e-06,-9.39732486769467e-07,2.61236568639251e-05,0.00418937230650855,0.000627687504465981,1.58447599699581e-15,1.09522903209763e-15,-0.000124842291432885,-0.860907812619208,-1.28796415127053e-08,2.04636119453512e-07,-1.89418972974164e-15,-1.15510936101338e-15,1.56464478419183e-07,-3.08817467019953e-16,-1.36894170353083e-07,-1.06563060097252e-09,6.33518744466372e-16,1.6170331429774e-15,1.25785847222162e-06,2.7198694204721e-07,2.19014672881812e-06,9.56988716183129e-16,2.14514475956303e-16,-1.21658875177055e-15,-1.09116897531491e-15,-7.3542003951247e-16,3.47438346339866e-15,-8.60487673611801e-16,-5.45008028903779e-16,-0.000592225671795298,-3.27719587366387e-16,-4.69131239034936e-17,9.10753272361571e-17,-4.05428848305773e-16
"t128",-0.0594494366475022,-0.00688332565642546,0.147275230243969,0.181215737107284,-0.0210270917783309,0.0231737933920979,-0.00541446005879248,0.0249513320754564,-0.0973247978590751,-0.255097801696333,-0.0172382748406226,0.00266223071580591,-0.0097750574137756,0.00737606942795606,-0.0108946516025833,0.0288045640151532,-0.00134916423559551,-5.26035551686626e-07,0.052713133581677,-0.0858583600437145,0.00389021055291255,0.35935041150598,-0.0244643906159629,0.000285112167109441,-0.0183094673787597,0.00182749607443457,-0.0015923517630075,0.0258663958295897,-0.0116708079666741,0.00020496094254511,-0.032590489690767,-1.78323159853319e-08,-2.57978646012857e-05,-2.79260138196087e-05,6.07735956485371e-06,-0.143948592751036,-9.48273505560304e-08,1.3402477866521e-06,1.88653474318044e-06,1.39939242593914e-05,-0.000744938805702637,3.32270817990782e-05,-9.3760630318766e-05,2.53825537233315e-05,-0.000255611297475204,0.00063326145459569,1.49835848965306e-07,-1.05198327388958e-06,-0.00169753769499162,1.57408036248987e-07,5.82343988801489e-05,0.000355630920116614,-0.00157477755318551,-1.14152827865976e-07,-2.18292074189826e-14,0.00554278350393117,-0.0169002101729968,-2.3853525260156e-05,-0.00815333151419827,0.0112012664470028,0.000316163161720875,0.0579158746676227,0.0620196710241995,-0.053604389734503,-0.0139281462059952,4.42127157413857e-15,-0.000866999946010318,-0.000437376092503061,0.196944499218196,0.169663155690004,-0.0122295172204337,-0.00527879276390044,0.216364016690792,-2.53956978714452e-16,0.000385876689048647,0.00121032163157761,-9.19453041916125e-07,-5.21445865728392e-16,-0.00159397084891516,-2.48866984188189e-15,5.5594406164575e-07,-2.50131371770171e-05,-1.23203781461908e-15,-1.18652058091096e-05,3.77048432919193e-15,-1.75914436375434e-06,-6.36127670695733e-16,-1.14008308081009e-07,-2.24448132171579e-16,-3.50530173941937e-06,1.93235239024526e-05,2.40695542229143e-07,1.01259119026536e-06,4.22708024526821e-06,5.16284968513081e-07,-1.12135126488083e-05,-0.00155592551951788,-0.000218987083789729,-1.22777471756424e-16,-2.92829909199474e-16,4.03269551563848e-05,0.261484497207031,2.93185783311646e-09,-3.93886939288948e-08,9.00961511492315e-16,8.56569339320974e-17,-6.19679105910167e-09,1.41302172600339e-16,2.40627168301408e-09,-4.09034800148805e-12,-8.22497748797288e-16,9.69458714288937e-16,3.0040527997338e-08,7.80907853828547e-09,1.78902081418011e-07,-8.38034871997198e-16,-8.16466165870635e-16,7.27159799607541e-15,7.36423555636477e-15,1.05429308746264e-15,0.707106781186547,-1.1132388928779e-14,-1.82924798892539e-15,-0.000154304273107582,5.82821726471327e-16,2.09026580541293e-16,-1.00389366119786e-18,4.3003577492222e-16
"t129",-0.0594494366475022,-0.00688332565642585,0.147275230243969,0.181215737107284,-0.0210270917783308,0.0231737933920982,-0.0054144600587923,0.0249513320754564,-0.097324797859075,-0.255097801696333,-0.0172382748406226,0.00266223071580608,-0.00977505741377593,0.00737606942795609,-0.0108946516025835,0.0288045640151537,-0.00134916423559534,-5.26035551842779e-07,0.0527131335816771,-0.0858583600437149,0.00389021055291264,0.35935041150598,-0.0244643906159628,0.000285112167109427,-0.0183094673787589,0.00182749607443435,-0.00159235176300762,0.0258663958295897,-0.0116708079666741,0.000204960942545404,-0.0325904896907685,-1.78323158841116e-08,-2.57978646011005e-05,-2.7926013819416e-05,6.07735956455411e-06,-0.143948592751037,-9.48273506256842e-08,1.34024778648345e-06,1.88653474314054e-06,1.39939242597292e-05,-0.000744938805703126,3.32270817984515e-05,-9.37606303190201e-05,2.53825537231917e-05,-0.000255611297475363,0.000633261454595982,1.49835848815849e-07,-1.05198327406288e-06,-0.00169753769499134,1.57408036268938e-07,5.82343988802406e-05,0.000355630920116515,-0.00157477755318429,-1.14152827968623e-07,-2.2790536810484e-14,0.00554278350393186,-0.016900210172996,-2.38535252602993e-05,-0.00815333151419798,0.0112012664470022,0.000316163161719095,0.0579158746676217,0.0620196710241987,-0.0536043897345028,-0.013928146205995,4.60028908151873e-15,-0.0008669999460111,-0.000437376092502634,0.196944499218197,0.169663155690004,-0.0122295172204332,-0.00527879276390066,0.216364016690792,-1.06572529507397e-16,0.000385876689048805,0.00121032163157667,-9.19453042382901e-07,-9.30171376778373e-16,-0.00159397084891505,-1.51108840592615e-15,5.55944061026182e-07,-2.50131371765227e-05,-8.42303347430873e-16,-1.18652058083871e-05,3.66727293844977e-15,-1.75914436379118e-06,-1.07184328820303e-15,-1.14008307155402e-07,8.85760069013729e-16,-3.505301739049e-06,1.93235239037588e-05,2.40695542574976e-07,1.01259118988903e-06,4.22708024561233e-06,5.16284969122186e-07,-1.12135126496011e-05,-0.00155592551951664,-0.000218987083786501,-1.29028739410027e-15,-3.42179525019509e-16,4.03269551554394e-05,0.261484497207026,2.93185804941479e-09,-3.93886910241004e-08,2.58482519930987e-16,5.84256791943949e-16,-6.19678955761041e-09,1.8337010427964e-16,2.40627187121124e-09,-4.08761916353747e-12,1.52433012465042e-15,-1.04567578010567e-15,3.00405255469326e-08,7.80907768267378e-09,1.78902082335517e-07,6.74492835053477e-16,7.31341999069907e-16,-6.89019264252123e-15,-7.36524576283975e-15,-8.13717813686374e-16,-0.707106781186548,1.26833660471306e-14,2.09778368956169e-15,-0.000154304273109856,-6.69225731974311e-16,-5.22736144862844e-17,4.68256535562468e-17,-8.10030237948809e-17
"t91",-0.0585694747260087,-0.00673428564457668,0.143116104002225,0.17288488922882,-0.0197862134504495,0.0217143864235691,-0.00497761943403971,0.0214800505365568,-0.08249061616462,-0.214970004372864,-0.0139184648960995,0.0020847759868379,-0.00739663412313185,0.00538405148633515,-0.00791709249443079,0.0180777788835357,-0.000827972949602361,-3.08652745724421e-07,0.0299753000369738,-0.0479405631705402,0.00212738877747764,0.190288391326665,-0.0124270151955349,0.00014313839117254,-0.0091114940708696,0.000905510286979931,-0.000773136216921605,0.0116493813239537,-0.00506222359654461,8.01381278528594e-05,-0.0127387355578859,-6.07251317788716e-09,-8.23738920235314e-06,-5.6041434869221e-06,1.14712879937563e-06,-0.0257971491715716,-1.14874871786747e-08,1.36354863418408e-08,-1.12891224968955e-07,-8.40626877337148e-07,4.77143096788979e-05,-8.24754717126887e-06,3.14224658554017e-05,-9.59115797362342e-06,0.00013041810822159,-0.000376621279314152,-8.9704315011334e-08,7.2076613424064e-07,0.00139744195718743,-1.64472515833674e-07,-6.48550006269954e-05,-0.000417630624373134,0.00185827523973761,1.45933135137547e-07,3.35878723401477e-14,-0.00877842113783067,0.0278731619692202,3.97203132955111e-05,0.0148734964549429,-0.0208574309770742,-0.000625110692021285,-0.120523748804956,-0.129599111820378,0.11550314394899,0.0300991274032263,-1.00353814088255e-14,0.00188264575649023,0.000973542244928742,-0.443049428545932,-0.383121497400053,0.027707083047554,0.0129572741312569,-0.574042477421288,4.52840238969582e-16,-0.00106486178354007,-0.00337131564287686,2.62493071143396e-06,1.74250819833819e-15,0.00462106667073675,4.80334305574694e-15,-1.63189988610742e-06,7.58293832801588e-05,2.38869625246278e-15,3.69771366912667e-05,-1.00192484256192e-14,5.99453239822796e-06,-9.02906322538057e-17,4.67707594416943e-07,1.16912434221606e-16,1.45995456941918e-05,-8.21816212141528e-05,-1.0253188200657e-06,-4.34198986697462e-06,-1.8127686786546e-05,-2.21505263060986e-06,4.40329012859875e-05,0.00460289541039862,0.000473692608640678,4.41477048526614e-16,-3.71851317796577e-16,-2.51305538449351e-05,0.349344435390651,2.54462688290501e-07,3.17252847689665e-06,7.20032723877029e-16,4.22945694190271e-16,6.33534261129276e-07,-8.33042871957911e-17,-5.24450873930172e-07,-3.89435395813257e-09,-1.34936534969846e-15,-2.68899125852327e-15,4.41813696135042e-06,9.46763576832298e-07,6.97838898011159e-06,-8.94270427034892e-16,1.15925603247493e-17,2.07433442419632e-15,9.35453775649004e-16,6.2477643943339e-17,-7.99895392190484e-16,-1.04941748149955e-15,1.98980335224642e-16,-0.00150335691437173,3.45868808507411e-16,-1.05875281778705e-16,-1.58348308172985e-16,2.49296731485088e-16
"t118",-0.0577512854272995,-0.00659449567265075,0.139182139444426,0.164822957867361,-0.018564817115123,0.0202704112409632,-0.00453516941310365,0.017673220877895,-0.0659167229609464,-0.169826047897976,-0.00998958004734574,0.00137641766673742,-0.00436031000324931,0.00273333256786364,-0.0039346857542579,0.00115613806022247,1.4812141284409e-05,6.05926008260049e-08,-0.00998563970166254,0.0200266812108002,-0.00110414949328907,-0.13050288186273,0.0114463025038339,-0.000141946712642056,0.00953071030349537,-0.000971677986280268,0.000930811915696513,-0.0203309667343862,0.010390695444826,-0.000244231265510513,0.0388646746902111,2.89893471099571e-08,4.75155308651692e-05,0.000103538963510802,-2.42987801795418e-05,0.612241387072068,6.11335734318309e-07,-3.37311835325745e-05,0.000111134150170486,0.000816109996425273,-0.0370562535486264,0.000244825182652614,-0.000518877453556257,0.000125994551918252,-0.000975205496168914,0.00211672686847439,4.97979236945456e-07,-3.10876211409056e-06,-0.00425270616517949,3.11761225896192e-07,0.000107586124844077,0.000618146948136652,-0.00272162753017192,-1.78630666515334e-07,-2.54741488153939e-14,0.00625102196613622,-0.017638471357723,-2.44181138489476e-05,-0.00677185052543419,0.00880747201076242,0.000207038845820787,0.0312673079448872,0.0328983926129771,-0.0246569207225354,-0.0063124519536582,1.60587108343073e-15,-0.000383249508754066,-0.000167976220497979,0.0706915068332938,0.0593757985922922,-0.0041838016599146,-0.000771556533131677,-0.0118524735224713,-2.04338117180959e-16,-6.21766516712614e-05,-0.000226185151716556,2.35184076082512e-07,2.80534358799576e-17,0.000477522189150897,-1.22898111418569e-16,-1.86506306251334e-07,1.07704875860187e-05,8.7438129538163e-17,6.10445169758737e-06,3.71703997710412e-16,1.41513836428577e-06,-3.18986011815125e-16,1.78669186172064e-07,-4.81668133730893e-16,5.79854672761354e-06,-3.4867770840068e-05,-4.37980353454079e-07,-1.93159728311285e-06,-8.07489596686814e-06,-9.93378866744559e-07,2.32947570073445e-05,0.00282903747815675,0.000333687824427327,1.77234903229828e-16,-3.02347160909433e-17,-3.56484707589051e-05,-0.00228107606707638,1.25763639024807e-07,1.69180832406269e-06,8.3798493735563e-16,3.43052599938581e-16,4.09400638900957e-07,-8.6659981665845e-16,-3.46533072591768e-07,-2.62804663346899e-09,2.64577665323829e-15,2.78614971863974e-15,3.03971827141084e-06,6.54388653263277e-07,5.06759255952284e-06,2.30717970057636e-15,1.58763791413172e-15,0.707106781186546,-2.59522840688079e-15,-1.0673965624395e-14,-7.38610306379313e-15,-5.65401931912408e-16,-1.6505184837885e-16,-0.00127575221817736,-4.17444115874548e-16,3.8253004514272e-17,-2.13237805388535e-16,-1.59935151716051e-16
"t119",-0.0577512854272995,-0.00659449567265084,0.139182139444426,0.16482295786736,-0.018564817115123,0.0202704112409635,-0.00453516941310386,0.0176732208778953,-0.0659167229609462,-0.169826047897976,-0.00998958004734576,0.00137641766673767,-0.00436031000324923,0.00273333256786379,-0.00393468575425746,0.00115613806022247,1.48121412846241e-05,6.05926008701495e-08,-0.00998563970166244,0.0200266812108004,-0.00110414949328898,-0.130502881862731,0.011446302503834,-0.000141946712642014,0.00953071030349465,-0.000971677986280221,0.000930811915696866,-0.0203309667343864,0.0103906954448264,-0.000244231265510152,0.0388646746902112,2.89893471041207e-08,4.75155308655925e-05,0.000103538963510824,-2.42987801796159e-05,0.612241387072065,6.11335734282711e-07,-3.37311835325257e-05,0.000111134150170634,0.000816109996424014,-0.0370562535486252,0.000244825182652491,-0.000518877453556654,0.00012599455191805,-0.000975205496168989,0.00211672686847426,4.97979236934574e-07,-3.10876211359773e-06,-0.00425270616517889,3.11761225771148e-07,0.000107586124844102,0.000618146948136777,-0.00272162753017183,-1.78630666271067e-07,-2.66070830237057e-14,0.00625102196613601,-0.0176384713577212,-2.44181138485721e-05,-0.00677185052543474,0.00880747201076175,0.000207038845820757,0.031267307944888,0.0328983926129762,-0.0246569207225347,-0.00631245195365808,1.97210662535246e-15,-0.000383249508754196,-0.000167976220498142,0.0706915068332913,0.0593757985922905,-0.00418380165991422,-0.000771556533131506,-0.0118524735224712,1.12773945545957e-16,-6.21766516720307e-05,-0.000226185151714652,2.35184076064633e-07,3.28904115251513e-16,0.000477522189149926,2.06781745820836e-16,-1.86506305288982e-07,1.07704875848737e-05,1.66774319776932e-16,6.10445169826196e-06,-1.58557218167304e-16,1.41513836483722e-06,3.6519529639194e-16,1.78669186252927e-07,5.42621386078855e-16,5.79854672707551e-06,-3.48677708429971e-05,-4.37980352947167e-07,-1.93159728333536e-06,-8.07489596751053e-06,-9.93378867510168e-07,2.32947570113465e-05,0.00282903747815683,0.000333687824429806,2.41063939151988e-16,7.85608308258503e-17,-3.56484707592589e-05,-0.00228107606707398,1.25763639297863e-07,1.69180832424115e-06,-7.86689609770379e-16,-3.18351784210853e-16,4.09400636489854e-07,8.48080250749904e-16,-3.46533075395064e-07,-2.62804838338122e-09,-2.76720317040497e-15,-2.35166263355193e-15,3.0397182723152e-06,6.54388650308019e-07,5.0675925656415e-06,-2.16105423827252e-15,-1.45172486005268e-15,-0.707106781186549,2.63721670625236e-15,1.02431260514166e-14,6.74378311383487e-15,1.1345667503684e-17,1.3244627355801e-16,-0.0012757522181748,3.00856246395939e-16,-2.06900766078099e-17,2.1513676083176e-16,6.54995496588792e-17
"t130",-0.0577789439609241,-0.00659823690931455,0.13926057372621,0.164833339348447,-0.0185492930796043,0.0202458425033296,-0.00451899690720731,0.0172723637045581,-0.063894046186958,-0.164033684466089,-0.00929910802930314,0.00122695853340679,-0.00359472222088784,0.00194472796591731,-0.00272686367298191,-0.00771311614635878,0.000490832841502942,3.02142825470248e-07,-0.038916778718336,0.0722245429946635,-0.00375943528355662,-0.423397571547397,0.0365030821201983,-0.000453436135152629,0.0305309295066559,-0.00311844522703698,0.00302481440299709,-0.0726812829345659,0.0400923895650769,-0.00132959727226342,0.211880317447127,6.89267412352868e-07,-0.00113733455587988,-7.92115488230155e-05,1.4648614075719e-05,-0.301120835040972,-2.30731856482134e-08,-1.2466207271646e-05,5.6607728091988e-05,0.000416008556891792,-0.0191313389502929,0.000178693482106493,-0.000413435466378362,0.000104017117941172,-0.000881381527762489,0.00200705323566615,4.73176581116096e-07,-3.08701445723929e-06,-0.00450300971163129,3.63175553338559e-07,0.000129014572756655,0.000760469711536123,-0.00335631581783092,-2.29703810564555e-07,-3.72724111756177e-14,0.00920971941017992,-0.0268010225605422,-3.73846945633927e-05,-0.011204648876521,0.014849291482372,0.000369464650183353,0.0585162105235122,0.0617899687985021,-0.0474179914166481,-0.0121621442632056,4.0029204854042e-15,-0.000740518147319549,-0.000327540315962364,0.137799323208336,0.115626335524113,-0.00813661579833695,-0.000781990512167984,-0.188591346823974,1.97818598266105e-16,-0.000781716389862596,-0.00298575921339508,4.02288667427645e-06,1.00082369323477e-15,0.0109407978495413,1.43100065763746e-15,-6.24221048016714e-06,-0.000892260707171419,1.76824161993313e-16,-0.000112310306192797,-1.95200915514905e-15,-6.10918168176351e-06,7.13157019066306e-16,-1.77941722184369e-07,-3.31182992212506e-16,-5.0602816233326e-06,2.40360643509797e-05,2.9442182050094e-07,1.1128671035125e-06,4.62876338041065e-06,5.54636026476219e-07,-6.67070613945189e-06,-0.000501072654466974,-4.59421660706232e-05,5.57008183193326e-16,3.0861472530902e-16,3.35916217271415e-06,6.2155889250813e-05,6.20750475414239e-09,1.64058232669318e-07,1.52502255368558e-16,8.23287188317241e-17,1.13429034335352e-07,-1.94191288417799e-16,-1.03950721279821e-07,-8.45247950032287e-10,-2.82233247726957e-16,1.46884585232342e-16,1.03764859950631e-06,2.26447715451336e-07,2.00490097115717e-06,-1.28582566583151e-15,-1.07510365067741e-17,-4.51010430340835e-16,7.01258285250155e-15,7.87109824434617e-15,-1.11800368916696e-14,-0.707106781186547,-1.35151184855528e-16,-0.000692936320758092,5.5012027277388e-16,-4.98906000792626e-17,-3.03718377594733e-16,-2.99015798903011e-16
"t131",-0.0577789439609241,-0.00659823690931456,0.13926057372621,0.164833339348448,-0.0185492930796042,0.0202458425033298,-0.00451899690720728,0.017272363704558,-0.0638940461869579,-0.164033684466089,-0.00929910802930323,0.00122695853340712,-0.00359472222088775,0.00194472796591758,-0.00272686367298186,-0.00771311614635917,0.000490832841503194,3.02142825483117e-07,-0.0389167787183361,0.0722245429946631,-0.00375943528355669,-0.423397571547397,0.0365030821201982,-0.000453436135152611,0.0305309295066555,-0.00311844522703696,0.00302481440299698,-0.0726812829345659,0.0400923895650767,-0.0013295972722639,0.211880317447126,6.89267412058242e-07,-0.00113733455588004,-7.9211548822857e-05,1.46486140753011e-05,-0.301120835040971,-2.30731857253121e-08,-1.24662072717078e-05,5.66077280919399e-05,0.000416008556892004,-0.0191313389502935,0.000178693482106838,-0.000413435466378963,0.000104017117941371,-0.000881381527762227,0.00200705323566686,4.73176581072213e-07,-3.08701445748408e-06,-0.00450300971163074,3.63175553439699e-07,0.000129014572756407,0.000760469711536227,-0.00335631581783086,-2.29703810096475e-07,-3.69029277543226e-14,0.00920971941017979,-0.0268010225605422,-3.73846945634156e-05,-0.0112046488765224,0.0148492914823717,0.000369464650183657,0.0585162105235117,0.0617899687985017,-0.0474179914166464,-0.0121621442632073,3.11238556712043e-15,-0.000740518147319437,-0.000327540315962506,0.137799323208333,0.115626335524113,-0.00813661579833711,-0.000781990512168117,-0.188591346823974,-1.49774828623653e-16,-0.00078171638986239,-0.00298575921339507,4.02288667474724e-06,1.16706272493853e-15,0.0109407978495413,1.49769775023566e-15,-6.24221047970518e-06,-0.000892260707169893,9.77927163395348e-16,-0.000112310306192714,-2.99748088342138e-15,-6.10918168131649e-06,2.25036512612147e-16,-1.77941722042464e-07,-2.71097730027973e-16,-5.06028162310351e-06,2.40360643517356e-05,2.9442182057449e-07,1.11286710375154e-06,4.62876338058684e-06,5.54636023223016e-07,-6.67070613960541e-06,-0.000501072654466458,-4.59421660703066e-05,3.14862474239987e-17,-4.7183917485387e-16,3.35916217335253e-06,6.21558892502471e-05,6.20750525222487e-09,1.64058233451028e-07,-2.00372524579039e-16,-2.87525636655128e-16,1.13429034923328e-07,-2.29507414074361e-16,-1.03950721217541e-07,-8.45246674952881e-10,2.39971294493571e-16,-4.19421031753386e-16,1.03764860427127e-06,2.26447712598123e-07,2.0049009732294e-06,1.07717273291812e-15,3.36969428811923e-16,7.92151728406148e-16,-6.52221772298669e-15,-7.77351482118906e-15,1.21029998433452e-14,0.707106781186549,2.06078922533595e-16,-0.000692936320759035,-7.15257347334459e-16,-1.61056096271548e-16,2.61637678774032e-16,2.30398697323682e-16
"t52",-0.0571058074609324,-0.00648571560292682,0.136161177450874,0.158851232657637,-0.0176840502763456,0.0192376544450124,-0.00423020975949018,0.0153582122589176,-0.0561263640828269,-0.143443060855675,-0.00786508193226821,0.00101334154957279,-0.0028908415708753,0.00152094845535355,-0.00212532609425153,-0.00537165814702889,0.000336050322621813,1.99940917050345e-07,-0.0251510354584689,0.0460408567740361,-0.00235936030043792,-0.259400698193716,0.0216832710963349,-0.000267018373657342,0.017862258973564,-0.0018186470150228,0.00173783550888616,-0.0395239770181862,0.0212168821078428,-0.000653362239839691,0.10409522490682,3.07654841069875e-07,-0.000485929462593657,-2.52622476603175e-05,4.50998179481486e-06,-0.0900405123843712,-5.64617764157039e-09,-1.73229674984806e-06,4.01164027735842e-06,2.93874961374528e-05,-0.00127677776538147,-2.10646173227826e-05,8.59254179321825e-05,-2.6290066072133e-05,0.00034805113877117,-0.000979722334544991,-2.33062337779127e-07,1.82180332997785e-06,0.00338012732416748,-3.7085399220681e-07,-0.00014302273491248,-0.000902747741827088,0.00400920497697518,3.04383111664903e-07,6.09971405883636e-14,-0.0161764407407945,0.0497062090749355,7.02377820378301e-05,0.023840296994439,-0.0325050707248174,-0.000879580433629763,-0.149847651977444,-0.159176138587441,0.127701470821313,0.0328935094497164,-1.01891723155429e-14,0.00201690728046925,0.00092514238409746,-0.395378544370484,-0.333625507211635,0.0235926677234127,0.00256067578184221,0.698658839704247,1.53165175601236e-16,0.00309013003879363,0.0119892725236497,-1.68454615992529e-05,-3.92870963259512e-15,-0.047049596717657,-5.44336775839313e-15,2.74359197180396e-05,0.00415509354429665,-2.44206455369568e-15,0.000550406231697307,9.0175478344124e-15,3.57767645587777e-05,-1.07611216286941e-15,1.74965702771365e-06,8.48509470277439e-16,5.34277392201173e-05,-0.000291241174395883,-3.62309403526231e-06,-1.51065235993936e-05,-6.30412724347234e-05,-7.68583818609654e-06,0.000150455588055808,0.0168157373014653,0.00192079574587655,-1.06889879477798e-16,1.02803040885638e-16,-0.000197509418831836,-0.00529608456165679,6.16108348496132e-07,7.91104996495512e-06,-8.37716986688181e-17,3.71089493666551e-16,1.57397718656199e-06,5.06157822399346e-16,-1.29605158501975e-06,-9.57025747532713e-09,3.24136233588433e-16,1.17923025163329e-15,1.07974306995953e-05,2.31060709351668e-06,1.6762465915554e-05,2.54688612942017e-17,-6.38683565095187e-16,1.53224681177732e-15,-8.02190591175746e-16,1.09072136846357e-16,5.35063011090539e-16,-7.31720545982886e-16,-1.07847097161706e-16,-0.00339435522147701,1.34737245073163e-16,-2.77984995327979e-17,1.05928860603052e-16,-1.11110439166367e-16
