"accepted_species","trait_ARD"
"t3","0"
"t12","0"
"t17","0"
"t81","0"
"t82","0"
"t73","0"
"t47","0"
"t5","0"
"t15","0"
"t16","0"
"t1","0"
"t51","0"
"t52","0"
"t95","0"
"t96","0"
"t61",NA
"t10","0"
"t11","0"
"t91","0"
"t92","0"
"t19","0"
"t36","1"
"t37","0"
"t77","0"
"t78","0"
"t32",NA
"t93","1"
"t94",NA
"t89","1"
"t90","1"
"t18","0"
"t64","0"
"t65",NA
"t83","0"
"t84","0"
"t74","0"
"t60","0"
"t41","0"
"t42","0"
"t68","0"
"t69","0"
"t24","0"
"t85","1"
"t86","1"
"t28","0"
"t39","1"
"t40","0"
"t30","0"
"t33","0"
"t87","0"
"t88","0"
"t48","1"
"t49",NA
"t75","0"
"t76","0"
"t25","0"
"t79",NA
"t80",NA
"t70","0"
"t71","0"
"t72","1"
"t4","0"
"t54","0"
"t55",NA
"t2","0"
"t38","0"
"t50","0"
"t99","0"
"t100","0"
"t13","0"
"t14","0"
"t43","0"
"t44","0"
"t56",NA
"t57","0"
"t9","0"
"t62","1"
"t63","0"
"t53","0"
"t21","0"
"t45",NA
"t46","0"
"t8","0"
"t23","0"
"t58","1"
"t66","0"
"t67","0"
"t97","0"
"t98","0"
"t59","1"
"t20","0"
"t31","0"
"t7","1"
"t22","0"
"t26","0"
"t27","0"
"t29","0"
"t34","0"
"t35","1"
"t6","1"
