accepted_species,estimate
t649,-0.17187333
t939,0.0020719264
t664,-0.0838368
t890,0.040000424
t536,-1.4164145
t620,-0.7745211
t264,-0.53462344
t772,-1.3375049
t917,-0.88677746
t199,-0.74923486
t434,-0.49082512
t603,0.40645474
t170,-0.30460697
t594,-0.7673462
t13,-0.4909248
t123,0.42382455
t510,0.4834104
t834,0.24373494
t174,0.31690812
t47,0.1427479
t188,0.50069314
t783,-0.060538594
t988,-0.49332392
t499,-0.86779046
t365,-0.74683005
t688,-1.4761055
t551,0.08742175
t392,0.583192
t55,0.2095265
t802,0.28730717
t679,-0.9998847
t748,-0.2564143
t444,0.106029406
t733,-0.681238
t871,0.05804131
t980,-0.87178016
t450,1.1948072
t461,0.5097693
t222,-0.88884205
t153,0.11248498
t372,-1.2526157
t139,-1.0468556
t462,-0.5887014
t984,-0.39656898
t288,-0.5131585
t555,-0.31077248
t440,-1.7984276
t132,-1.0482459
t913,-0.3109486
t180,-0.93091094
t107,-1.1123986
t306,-0.95173484
t723,-1.5139956
t637,-1.0342045
t367,-1.212224
t231,-1.2589717
t84,-1.321742
t671,-0.57679063
t742,-0.03909368
t731,0.34805343
t732,0.34805343
t624,2.3767223
t989,0.62587464
t990,0.62587464
t940,0.62587464
t615,0.62587464
t340,0.7915006
t410,-0.10278527
t648,1.4987261
t41,1.5111837
t568,1.5735743
t114,1.8271818
t523,1.5516607
t18,1.5179353
t338,0.98020446
t788,1.0877912
t585,0.8425014
t530,2.1144438
t875,1.521692
t211,1.6832318
t420,2.6774783
t666,0.7383154
t4,0.3182092
t765,-0.45686156
t873,-0.11756397
t514,0.5117501
t207,-0.26519725
t562,-0.40939772
t295,0.07667132
t51,0.40514895
t996,0.06987498
t208,0.5398941
t601,0.9414699
t345,0.411201
t65,0.075437695
t770,-0.022868881
t557,-0.38225773
t232,-0.4396445
t646,-0.80109113
t815,-0.39462233
