accepted_species,estimate
t649,-0.09183442
t939,-0.054241747
t664,-0.090036765
t890,-0.05426717
t536,-1.3328878
t620,-0.8217851
t264,-0.60941297
t772,-0.97649145
t917,-1.1067461
t199,-0.8906182
t434,-0.40444103
t603,0.2312736
t170,-0.30694604
t594,-0.85578585
t13,-1.2059609
t123,0.44285533
t510,0.434953
t834,0.33447456
t174,0.3714204
t47,0.36756182
t188,0.38293958
t783,0.15404424
t988,-0.40484524
t499,-0.8690897
t365,-0.8402322
t688,-1.535639
t551,0.18504961
t392,0.50506204
t55,0.45062464
t802,0.29131794
t679,-0.8524439
t748,-0.1629931
t444,-0.0019503473
t733,-0.79287344
t871,0.021926723
t980,-0.6597031
t450,1.0247822
t461,0.66032964
t222,-0.7436858
t153,0.15121506
t372,-1.1529324
t139,-0.9601787
t462,-0.52219987
t984,-0.5826878
t288,-0.49437767
t555,-0.35081485
t440,-1.7462833
t132,-0.7246724
t913,-0.30457795
t180,-0.23502481
t107,-1.0138166
t306,-0.84664214
t723,-1.2109982
t637,-1.0726992
t367,-1.1508133
t231,-0.9624805
t84,-1.4824501
t671,-0.6299505
t742,-0.17488977
t731,0.16485
t732,0.16485
t624,2.5925348
t989,2.1296206
t990,2.1296206
t940,2.1296206
t615,2.1385362
t340,0.8222982
t410,0.7072822
t648,1.5752617
t41,1.7408578
t568,1.7817508
t114,1.8322178
t523,1.3443043
t18,1.3783308
t338,0.9009595
t788,0.9273885
t585,0.8949369
t530,2.2214043
t875,1.5424874
t211,1.592139
t420,2.3922503
t666,0.32019913
t4,0.8541721
t765,-0.2382648
t873,-0.012406866
t514,0.44241372
t207,-0.38139874
t562,-0.4356814
t295,0.2905955
t51,0.024874173
t996,0.3422
t208,0.7305012
t601,0.92218953
t345,0.52017504
t65,0.944744
t770,-0.04071534
t557,-0.2812949
t232,-0.5379467
t646,-0.7646644
t815,-0.52330965
