accepted_species,estimate
t14,0.20964465
t43,0.5440468
t249,-0.5607822
t224,-0.6271631
t46,0.2262205
t16,0.030567525
t232,2.3832436
t456,1.7780561
t165,1.5446928
t61,-0.63257307
t131,-1.3490391
t76,-0.59291595
t129,-1.1199721
t252,0.9980792
t135,-0.52510285
t143,-1.0476886
t289,-0.22529934
t455,-0.5379233
t174,-0.24764581
t278,-0.4739482
t268,-0.6295492
t439,0.34845534
t205,0.37416562
t261,0.35323504
t364,-0.86869454
t412,-0.3613561
t175,-1.1403251
t430,0.93032205
t149,0.20890868
t328,-0.4944349
t166,-0.5506658
t300,-1.3299924
t297,0.1564196
t460,-0.4256202
t281,0.41395104
t219,0.36127207
t152,0.08921291
t239,0.15791501
t236,0.4862873
t355,-0.3163624
t366,0.47569332
t95,-1.1785579
t103,-1.8369429
t41,0.0034930822
t8,0.34286535
t5,0.31442416
t1,-0.73993963
