"accepted_species","sorted"
"t4",-5.20803069340594
"t5",-9.17226677130388
"t3",-12.673210614976
"t11",-1.33022663399772
"t12",0.324455502527793
"t16",0.327442795848518
"t24",-1.03335714905498
"t39",-0.771120736355789
"t40",-0.731708052708997
"t41",-1.03422655638911
"t34",-0.404275338183713
"t35",-0.297554613048006
"t23",-0.596099495942828
"t21",-0.771187517979023
"t22",-0.70215386282025
"t18",0.181517825553907
"t36",-0.282478766352957
"t37",-0.216158530780615
"t28",-0.161655532404809
"t29",-0.184173769121901
"t48",0.0819614914027883
"t62",0.0873216660615223
"t71",0.0916068734902464
"t72",0.0767510926250711
"t91",0.0590496162827948
"t118",0.0796420319536843
"t124",0.0768714223399708
"t125",0.0720428482199304
"t103",0.0805270823839281
"t96",0.0855584693664577
"t68",0.11671011676513
"t85",0.0535336867263292
"t86",0.0694387718653215
"t89",0.0541023732331158
"t90",0.0542735813646184
"t93",0.0841790389910064
"t98",0.0932012084072272
"t121",0.0978737762003411
"t132",0.0998036398062106
"t133",0.0959857203253679
"t123",0.100007106024708
"t115",0.091604888605734
"t116",0.0974103159928693
"t108",0.0980183806232396
"t109",0.111424713221814
"t110",0.110628079646057
"t122",0.11391762367335
"t131",0.112037129873221
"t134",0.108727046659659
"t135",0.108487250226725
"t145",0.100231123545082
"t146",0.100819037035679
"t138",0.100606413719109
"t198",0.0997923647408817
"t199",0.0998808579464885
"t185",0.100669935913061
"t319",0.100118900247289
"t320",0.0998970759651707
"t186",0.0995064726899314
"t187",0.0999137778549039
"t136",0.10229454034982
"t147",0.100173086976796
"t155",0.100741030195649
"t162",0.102023870580148
"t224",0.102704348755389
"t225",0.102922718899971
"t202",0.102095381690479
"t231",0.102173400680526
"t232",0.102165755468057
"t157",0.100952824662917
"t156",0.101675889749459
"t178",0.10011629236732
"t189",0.100309399184465
"t285",0.100159137173197
"t286",0.100182299243553
"t201",0.100084663983911
"t150",0.102986300110206
"t168",0.102708278814421
"t169",0.102677082032925
"t149",0.102866461165676
"t148",0.102621759669952
"t140",0.102462136711364
"t141",0.103161795434149
"t137",0.104945204333162
"t204",0.104816006672862
"t205",0.104892544934594
"t190",0.104617823120345
"t335",0.105166096346021
"t338",0.105257793448739
"t350",0.10503681418234
"t351",0.105090652699035
"t292",0.105259379884087
"t287",0.105246587531148
"t245",0.104972903816631
"t384",0.104732785863812
"t385",0.104662614354183
"t278",0.104843062774367
"t184",0.104979983160475
"t424",0.104583480289087
"t425",0.104575341268748
"t407",0.104529006942849
