accepted_species,estimate
t5,2.3383644
t7,2.1200416
t57,0.2995186
t114,-0.5935693
t98,0.26563373
t137,0.20905095
t212,-0.6393459
t246,-0.7294629
t323,-0.56304747
t204,-0.6568732
t51,-0.038781554
t227,-0.2681511
t228,-0.27933693
t207,-0.27933693
t196,-0.2681511
t223,0.16104849
t301,-0.20228878
t322,-0.21113156
t25,-0.40281874
t107,0.58563936
t91,0.5561519
t88,0.27523452
t134,-0.020907288
t307,0.09123648
t159,0.23194084
t174,0.1272349
t37,-0.28135547
t106,0.4808289
t132,0.26631406
t96,0.14823502
t282,-0.20988098
t185,-0.95257
t54,0.04358325
