"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122"
"t69",0.0115316413757165,0.0856590252577427,-0.291446396419639,0.0895518458173906,0.0514424590247791,-0.0495830914837377,-0.0204537764440546,-0.0021793036943902,0.0306167594691435,-0.00817132447944862,0.00628835887211093,0.350887533265589,0.000680384764422168,-5.91339081866401e-05,0.0254835425745108,0.000168764126033105,5.65369221017055e-08,0.000230218969134167,-0.000914451265731698,-0.000716806776170522,0.000257257809687565,0.000155360945956219,0.000140103965464859,-0.000317640587232677,0.000283753983488477,-0.00022754490638554,6.42143450552314e-05,0.000664879586851889,0.000452674077980607,-0.000312688295006252,-0.507687595502034,-0.0299967445608603,-0.0219899394858438,0.000312478581618545,0.00427886429405348,0.0006587632344424,-3.57640772826862e-07,-0.00397813627727224,-0.0341703928742458,-0.000429930932607268,-5.72795039519851e-08,0.000638141025859279,-6.71623452714958e-05,-0.000498602332466321,0.00178249732744651,-0.000209424560246605,-1.89103871126356e-05,7.50014570753899e-05,-2.14293528999384e-05,-0.000228894179817011,2.20561656548657e-05,0.017507018568211,-0.0192713924813846,-0.000119214061058361,9.88933341161927e-07,-2.09966077854725e-06,2.27744583536355e-05,-1.53541324611262e-05,0.00148693716624276,-1.79747136755701e-05,-7.79786215517494e-05,0.000198873720536771,4.17293918328491e-15,-0.000609450665362121,3.72140931272245e-15,0.000160142616135974,-0.000355128618735091,1.19840380688507e-06,-1.8680190849274e-06,2.79895848056023e-08,-2.39384115656385e-15,-6.09222761232663e-05,-3.48447822246029e-15,4.84568904051596e-15,-1.64662961721719e-15,2.57727563828704e-16,1.32970223870036e-15,0.00300269473831008,0.000146924766091119,-8.58046591674727e-15,2.60960134326728e-05,0.707106781186538,3.78098503672014e-05,1.91046256242289e-05,-5.66988207405925e-06,-9.48273253286481e-15,2.15643672935487e-05,-2.25874714789566e-05,-8.09096194300296e-15,2.84418686853145e-05,7.24591224550786e-06,4.23891148013996e-08,3.13644445248075e-06,-1.62722936450123e-05,3.94831566248464e-07,1.09343842166374e-05,-3.43266182311223e-07,-2.45010869822459e-15,0.000175690587175029,2.86961930906156e-06,-8.01067072070644e-16,1.81025678773881e-15,-6.14567844700409e-07,-1.03422105693198e-16,-1.00603480329516e-15,-1.69996910195113e-06,-1.50080943525737e-15,2.74367840670336e-15,-1.07185914874338e-16,-1.16933918937121e-15,-5.79803352506926e-06,-1.97660738591969e-16,-6.81997968298995e-16,-1.30524704023796e-15,4.40363113266457e-16,4.10127173021912e-16,-1.02134764923577e-15,-1.02661962132583e-14,9.06839012240615e-16,1.11946672943992e-16,1.56953563705547e-14,-0.0905357460425282
"t70",0.0115316413757165,0.0856590252577429,-0.291446396419641,0.0895518458173903,0.051442459024779,-0.0495830914837373,-0.0204537764440543,-0.0021793036943903,0.0306167594691432,-0.0081713244794486,0.00628835887211067,0.350887533265588,0.000680384764421601,-5.91339081874448e-05,0.0254835425745111,0.000168764126033246,5.65369221593297e-08,0.000230218969134139,-0.000914451265731633,-0.000716806776170199,0.000257257809688813,0.000155360945956045,0.000140103965465615,-0.00031764058723326,0.00028375398348828,-0.000227544906385591,6.42143450555605e-05,0.000664879586852117,0.000452674077980789,-0.000312688295007144,-0.507687595502013,-0.0299967445608603,-0.0219899394858431,0.000312478581620037,0.00427886429405402,0.000658763234442116,-3.57640771690335e-07,-0.00397813627727006,-0.03417039287424,-0.000429930932608609,-5.72795038449045e-08,0.000638141025860128,-6.71623452704423e-05,-0.000498602332465987,0.00178249732744759,-0.000209424560247905,-1.89103871119637e-05,7.50014570739765e-05,-2.1429352896694e-05,-0.00022889417982197,2.20561656518709e-05,0.0175070185682117,-0.0192713924813864,-0.000119214061058375,9.8893333869618e-07,-2.09966078472189e-06,2.27744583479953e-05,-1.53541324650513e-05,0.00148693716624513,-1.79747136763309e-05,-7.79786215489518e-05,0.000198873720531387,-2.17168374362681e-15,-0.000609450665364258,-2.31070858933758e-15,0.000160142616124516,-0.00035512861872836,1.19840381586189e-06,-1.86801908607101e-06,2.79895781765778e-08,1.60694056276823e-15,-6.09222761200962e-05,2.93953784049836e-15,-4.47953371939982e-15,1.15428089205802e-15,7.01621875980236e-16,-7.4526862443137e-16,0.00300269473828832,0.000146924766078792,7.83016362808648e-15,2.6096013527532e-05,-0.707106781186557,3.78098504181037e-05,1.91046256956694e-05,-5.66988207791306e-06,9.97821374114541e-15,2.15643673013881e-05,-2.25874714660091e-05,9.05112964302261e-15,2.84418686827282e-05,7.2459122472977e-06,4.23890827190521e-08,3.13644445668194e-06,-1.6272293663303e-05,3.94831544060809e-07,1.09343842470386e-05,-3.43266162778226e-07,2.33041710125644e-15,0.000175690587179087,2.86961929522864e-06,1.03789736377589e-15,-1.21866979457462e-15,-6.14567842768225e-07,-9.62519653977179e-16,1.93322243223734e-15,-1.69996909392723e-06,2.01053360284283e-15,-3.20079028224899e-15,7.4794434853206e-16,1.77443947343514e-15,-5.79803353119949e-06,1.55022590451961e-15,1.59787823208948e-15,-2.97286806062479e-16,-1.74208325859597e-15,5.23311587234707e-16,-1.61257457356993e-15,-5.8882415473802e-15,6.06211945755345e-15,2.45211914573634e-15,1.76478510332708e-14,-0.0905357460425073
"t115",0.0115758907729073,0.0865350333323504,-0.295332420091767,0.0909378389774824,0.052319607381367,-0.0507229663688435,-0.0209594380647691,-0.00223666897138212,0.0320922634617294,-0.00863295760838513,0.00667306641822779,0.373298361073129,0.000727580267995893,-6.35258057412777e-05,0.0278402996685384,0.000189388197778751,6.48671134326469e-08,0.000267607809558585,-0.00106353207130384,-0.000864688983854531,0.000311905698084595,0.000188572494801658,0.000190413208284022,-0.000432765582624587,0.000409040463446653,-0.000362607721055646,0.000106350993298548,0.00152396568071358,-0.00244813714927709,0.000600158337188462,0.490972345554889,0.00520786864573537,-0.000707428261824085,2.1685781284435e-05,0.000887609952128068,0.00022382262883518,-1.37305569878236e-07,-0.00170448847340288,-0.0151055238592666,-0.000192857888294906,-2.74724045325561e-08,0.000320579080273953,-3.47166450856126e-05,-0.000259999458938961,0.00100418021340526,-0.000120804971274758,-1.10025879949029e-05,4.37052002591263e-05,-1.29764938137462e-05,-0.000154289503553548,1.49386341750685e-05,0.0121420029835377,-0.0133682110370946,-8.27558751616487e-05,6.93229764393322e-07,-1.5202366348932e-06,1.65994986696096e-05,-1.11936818418148e-05,0.00109105556603532,-1.31982127973468e-05,-5.78130509395151e-05,0.000147461192799177,6.71733096498546e-15,-0.00046509164602201,-2.45929988589475e-15,0.000122567238227609,-0.000273235653117075,9.23430150607884e-07,-1.44617769248481e-06,2.17185323306604e-08,2.78999838658031e-16,-4.73804082436151e-05,5.05460745408064e-17,-1.99538742647827e-15,2.67843632967096e-17,1.45601012238616e-15,3.91105628229362e-16,0.00237543837403047,0.000116258308668799,1.13893278401554e-15,2.07412146136333e-05,7.88258347483861e-15,3.01447506147068e-05,1.52724590502344e-05,-4.5332886443804e-06,-2.10479835663033e-15,1.73084464410468e-05,-1.8139631104587e-05,-2.51129780076515e-15,2.29266706440958e-05,5.84337649137332e-06,3.4246223515973e-08,2.53527835033049e-06,-1.31564795638979e-05,3.19524003154947e-07,8.86181076377003e-06,-2.78559563360423e-07,-1.38490128722205e-15,0.000142904692086575,2.33717275813776e-06,-1.16134266507739e-15,4.41052939085904e-15,-5.04695791740275e-07,-4.35484387338918e-15,-5.73187754883816e-15,-1.39943214024943e-06,-6.24816214592555e-15,7.58557257268079e-15,7.27661506908883e-15,8.92906471329724e-16,-4.7810233356191e-06,-1.80007485908245e-15,1.04289310440318e-14,-3.7618445177088e-15,-1.21100273521913e-14,1.21670184451594e-13,1.28382947109899e-13,0.70710678118654,8.15192837244626e-13,-8.10679113984818e-14,-5.88552478974481e-15,-0.0905357460425804
"t116",0.0115758907729068,0.0865350333323493,-0.295332420091767,0.0909378389774828,0.0523196073813675,-0.0507229663688448,-0.0209594380647696,-0.00223666897138238,0.032092263461728,-0.00863295760838516,0.00667306641822857,0.37329836107313,0.000727580267996237,-6.352580574093e-05,0.0278402996685386,0.000189388197777923,6.48671139352091e-08,0.000267607809558362,-0.00106353207130414,-0.000864688983855779,0.000311905698083476,0.000188572494801627,0.000190413208283105,-0.000432765582623066,0.000409040463447858,-0.000362607721056142,0.00010635099329792,0.00152396568071257,-0.00244813714927599,0.000600158337191061,0.490972345554889,0.00520786864573689,-0.000707428261821868,2.16857812836539e-05,0.000887609952128581,0.000223822628833127,-1.37305570235575e-07,-0.00170448847340601,-0.0151055238592592,-0.000192857888293547,-2.74724031961379e-08,0.000320579080271657,-3.47166450857087e-05,-0.000259999458938276,0.00100418021340224,-0.000120804971273925,-1.100258799509e-05,4.37052002595652e-05,-1.29764938158726e-05,-0.00015428950354925,1.49386341727179e-05,0.0121420029835337,-0.0133682110370912,-8.2755875160584e-05,6.93229768506466e-07,-1.52023663099869e-06,1.65994986696067e-05,-1.11936818427363e-05,0.00109105556603457,-1.31982127975155e-05,-5.78130509344691e-05,0.000147461192806029,-7.21487098277347e-15,-0.00046509164602414,1.03430888872389e-15,0.000122567238230335,-0.000273235653124601,9.23430146275124e-07,-1.44617768791652e-06,2.17185292442035e-08,2.64031453427762e-16,-4.73804082386952e-05,9.80684499644635e-16,1.34885355765531e-15,7.69295321932171e-16,-1.44240067564003e-15,1.65554895667311e-16,0.00237543837404005,0.000116258308666666,-1.6094670448591e-15,2.07412146131802e-05,2.88657986402541e-15,3.01447506088985e-05,1.52724590534464e-05,-4.53328864044675e-06,1.79580584008151e-15,1.73084464314972e-05,-1.81396311068265e-05,1.86688546562551e-15,2.29266706477594e-05,5.84337649736465e-06,3.42462247225741e-08,2.53527835415164e-06,-1.31564795863294e-05,3.19523989289737e-07,8.86181078596098e-06,-2.78559550720297e-07,-4.55076776556218e-16,0.000142904692065361,2.33717273702585e-06,6.87881914551938e-16,-4.35547411336608e-15,-5.046957993539e-07,4.66732206960321e-15,6.03770549832331e-15,-1.39943217280946e-06,5.71309531669861e-15,-6.31858221292854e-15,-7.68175377213451e-15,-6.81004858104798e-16,-4.78102328248197e-06,1.96432315526239e-15,-1.01745258016684e-14,2.39612162868067e-15,1.0561442440694e-14,-1.21443076341483e-13,-1.31105835997776e-13,-0.707106781186555,-8.08488999207992e-13,8.2769044304694e-14,3.81375817577343e-14,-0.090535746042459
"t9",0.0111863849097309,0.0786882969996875,-0.260151361298393,0.0782855033012775,0.0442589682729556,-0.0399298330243705,-0.0161214218935113,-0.00168208595410372,0.0133417376833672,-0.00105835604920458,-0.00149145850759068,-0.225932577689781,-0.0032527710755087,-0.000276767759044764,0.0324961460755958,0.000145369155636187,4.01054981390584e-08,0.000147485786855761,-0.000583431059981795,-0.000345824333246598,0.000119248697626038,7.13810902209691e-05,1.63405404855615e-05,-3.50169965716459e-05,-8.04365701793558e-06,5.64079727919704e-05,-2.0943750981005e-05,-0.00062009829004273,0.00127275333846248,-0.000224006397152369,-0.00961930450364846,0.026848568276791,0.030109694322532,-0.000465243228511209,-0.00913370456969335,-0.00238463101598478,1.73571178717862e-06,0.0314821959467586,0.34526219485469,0.00505154534292872,6.08306904738692e-06,0.0101087139726833,-0.000540646464375117,-0.00338807992644487,0.00272759379736734,-0.000136464102751087,-6.72863328218631e-06,2.27747857746515e-05,2.11979073899948e-05,0.00213681791886708,-0.00023292116123967,-0.449886821828099,0.500543343172553,0.00322747015941904,-6.10961032227485e-05,-4.48329251743287e-05,0.00038672946012855,-0.000258896561357415,0.021013538729453,-0.000249770220252247,-0.000880843940548268,0.00224157966281926,-1.46091547851614e-14,-0.00461586864245097,-3.06752942712444e-16,0.00118216626078183,-0.00252377489496237,8.44441448091278e-06,-1.29266205197449e-05,1.93177056810289e-07,-5.33303220668733e-16,-0.000421738195541491,-6.98962604231211e-15,-1.08728401271095e-14,1.40418934424436e-14,3.40529990242271e-14,4.19234195892949e-14,0.527820153357162,-0.0372205135524915,-1.75211215606767e-14,-1.23961427785856e-05,-8.3544282603043e-15,5.48531833964122e-05,4.06766549715019e-05,-1.22298378733615e-05,-4.70199874549591e-15,5.62909231721637e-05,-5.98714153734169e-05,-3.6618833005659e-15,8.06465465058588e-05,2.06474729182453e-05,1.22790860724511e-07,9.11910098828974e-06,-4.73828661451586e-05,1.15564573407019e-06,3.21991268603588e-05,-1.01442770814454e-06,-4.11362177836382e-15,0.000520805238384479,8.50833454145132e-06,-3.15363430078196e-15,2.66206739113078e-15,-1.79560017921307e-06,2.04939549662591e-15,-3.12036724315726e-17,-4.928742410599e-06,1.65973105870861e-15,5.76697243954576e-15,-5.94717568004401e-16,-4.18852080915917e-16,-1.67109487941067e-05,-1.41039552950182e-15,3.32066181267831e-15,-2.01656671780254e-15,4.88392816247863e-16,5.8669717089441e-15,-2.18037732238641e-15,-2.92925630269319e-17,2.86466515207794e-15,1.449689273354e-16,1.28644765484902e-14,-0.0905357460425025
"t12",0.0112520864783397,0.0799440245610768,-0.265615054808453,0.0802063000580524,0.0454610146601076,-0.0414182946057876,-0.016771053689408,-0.00175460389911297,0.0144667010281678,-0.00116565554043977,-0.00165758071344936,-0.252424130447814,-0.00367414312014473,-0.000315750929208516,0.0385376668141571,0.000184844560748824,5.44874791202911e-08,0.000209264912041909,-0.00082935980299343,-0.000567967381763143,0.000200442213973939,0.000120608967796107,7.79081245604774e-05,-0.000175413212984943,0.000133661962711837,-7.9575797301947e-05,1.98111415104951e-05,1.47178311371089e-05,0.000460030381692462,-9.15181133204622e-05,-0.00429201657774531,0.013841301727455,0.0165441944960353,-0.00025920211463674,-0.00540982740065055,-0.00153689724982563,1.16445849092336e-06,0.0222771599036103,0.249345409538897,0.00368753854649903,4.73024864091709e-06,0.00840210923704822,-0.000476632896678687,-0.00305466201225541,0.00385567464616539,-0.000324635227036237,-2.55388173475696e-05,9.86807840985867e-05,-1.06015745020237e-05,0.000854912899814717,-9.50264719430528e-05,-0.197112004614065,0.219399626713897,0.00141692750390649,-2.73327262771668e-05,-2.05570718362092e-05,0.000176721585941415,-0.000118284483769186,0.00953122056035207,-0.00011317311217515,-0.00039088318425307,0.000994393347726268,1.14623246244763e-14,-0.00165144539142261,-3.25946655514159e-15,0.000401022246317083,-0.000747463340594159,2.372718192541e-06,-2.85870872693342e-06,3.53587207032172e-08,-2.30965938227723e-16,-5.77241081276988e-05,8.731792376346e-15,1.52651625279344e-14,-2.14743342444632e-14,-5.20483871024512e-14,-6.23998844768221e-14,-0.82738549098289,0.0620860770361818,2.67530187173667e-14,0.000282101988684187,1.16295861829485e-14,0.000280794679083734,0.00011683721078768,-3.43502080810742e-05,9.61100453983235e-15,0.000108600906765057,-0.000111386895035257,5.84256565617834e-15,0.000124369152504722,3.13086730861136e-05,1.74823816613903e-07,1.27731146568541e-05,-6.5902640839335e-05,1.56601592046514e-06,4.20397490299272e-05,-1.28652578930377e-06,1.21702055040678e-14,0.000631091680756148,1.00825626049383e-05,5.0768134178842e-15,-1.93430560999308e-15,-1.91890737911004e-06,-3.96691792489574e-15,7.48560600793347e-16,-5.15483779146366e-06,3.08359847343024e-16,-7.41925391882805e-15,2.86362842966721e-15,4.34493237434166e-16,-1.72460644614929e-05,4.47627072926774e-15,-4.5555505548459e-15,2.08367483440015e-16,1.12287806616402e-15,-4.46237780835695e-15,-4.69374273921811e-16,-1.08538463693824e-14,-6.24823143982886e-17,1.9579350655844e-15,2.2296667719187e-14,-0.0905357460425301
"t18",0.0114165276031499,0.0830426928989865,-0.279007727850139,0.0848933194068951,0.0483845635546881,-0.0449949184453472,-0.0183266831657833,-0.00192771147481152,0.0170462847284014,-0.00140827221694113,-0.00203034298444374,-0.311613079171409,-0.00460751698392182,-0.000401457184358023,0.0514749683993599,0.000266173884282425,8.32661076730702e-08,0.000330901067982258,-0.0013132515303209,-0.000987124702914508,0.000352812215178304,0.000212882033656856,0.000181894332212578,-0.000412073974379656,0.00036267096284724,-0.000285766119590667,8.02975801848267e-05,0.000838283978761584,-0.000282949183930426,1.42846199621351e-05,-0.000684924681127706,0.00940297402367428,0.0152982940857,-0.000254168424482952,-0.00671834126890456,-0.00253419316404457,2.16688164647031e-06,0.0480307078287815,0.566430261296613,0.00860244057378478,1.2745931589195e-05,0.0258018709191271,-0.00161745278577211,-0.0107315356913261,0.021164627253143,-0.00225030334052869,-0.000197257386204663,0.000778489162959496,-0.00020356519518898,-0.00300497070347164,0.000308957137199077,0.447267626140707,-0.496477397641277,-0.00317322535015134,5.32210857514443e-05,2.52908803658198e-05,-0.000197327282558408,0.000131625257446392,-0.00963073352109604,0.000113169173150079,0.000336418883521875,-0.000854269733973285,7.94962801261197e-15,0.000849540525354977,3.16883159228041e-15,-0.000194149654278976,0.000322416151897297,-9.88818511780712e-07,1.0633333036716e-06,-1.24010360258124e-08,-5.35073149616028e-16,1.90458490701868e-05,-1.76180104985626e-15,-2.21031141837891e-15,3.17432706296466e-15,8.57272567311808e-15,1.01926890210344e-14,0.152735444635363,-0.0113505431472855,-4.56324102488663e-15,-4.16653565504477e-05,8.32667268468867e-17,-3.47602287521179e-05,-1.20940582497582e-05,3.51477406067273e-06,-2.43514720631543e-15,-7.99589350301174e-06,7.75208730272071e-06,-1.34184228823119e-15,-5.30370274161949e-06,-1.23859300055498e-06,-4.67112464925634e-09,-2.938073782676e-07,1.4063603200454e-06,-2.33147574226066e-08,-1.97962386288112e-07,-5.3507904267934e-09,-6.64205357000619e-15,1.26448871669642e-05,2.91138356358395e-07,-1.26413939047639e-15,-1.29034013521533e-15,-1.59856292023752e-07,-3.40105386480907e-16,-3.83329603913454e-17,-5.09190331630995e-07,7.71214629648274e-16,2.24588992583712e-15,-3.36112890308995e-16,4.36765269980676e-16,-1.88678171717214e-06,-5.1517883368334e-16,-3.65094529633948e-16,-1.13489482208118e-15,-1.23860064223253e-15,-7.41403606806758e-16,-8.15354007858809e-16,-6.16284936223768e-15,5.48777792855597e-15,1.64766568758087e-15,1.56325974494404e-14,-0.0905357460425191
"t34",0.0115281413384696,0.085200640282859,-0.288448403450216,0.0882246001532282,0.0504749373268308,-0.0476093537738335,-0.0194710045206454,-0.00205578575860441,0.019101080831953,-0.00160659205204993,-0.00233937502796896,-0.361074622257259,-0.00540001631274499,-0.000475242800844067,0.0631687813150725,0.000345127637163411,1.12748448160368e-07,0.000459278286682723,-0.00182457025793905,-0.00146535479166115,0.000528391411355602,0.000319439886268071,0.00032671604256332,-0.000742819908789872,0.000707344970025496,-0.0006321943713136,0.000185690270343781,0.00262953960967235,-0.00301517996554342,0.00048292390831033,0.0191678933631521,-0.0461757905680708,-0.0483976391329639,0.000737226849694002,0.0136578416593417,0.0033756969853206,-2.43033303960514e-06,-0.0441731039041073,-0.487134249870557,-0.00715498805506974,-8.91904006356879e-06,-0.0156311991511093,0.000884638522285649,0.00567370013310343,-0.0077200290092571,0.000705442915347713,5.81343970854096e-05,-0.000226809496426963,4.20723312273421e-05,-0.00010877599455432,1.46030291948436e-05,0.0457725887730406,-0.0510273797062812,-0.000331443125762558,6.77258202716242e-06,5.14327649282415e-06,-4.32318089912502e-05,2.89097164681274e-05,-0.00226287497855759,2.67756047395192e-05,8.73279933145512e-05,-0.000221986580676373,-0.70710678118655,0.000279241198275763,3.15649456424665e-14,-6.51779313022604e-05,0.000112317851706104,-3.48027016340805e-07,3.86288560424423e-07,-4.57351442030386e-09,-7.14399323452763e-16,7.12878963122721e-06,-5.41330134218262e-15,-5.99231664113751e-15,1.43345795222489e-15,3.31867465888693e-15,6.12265162873143e-15,0.0634761329525186,-0.00472334576250115,-5.31956408873924e-15,-1.77881372365484e-05,-3.88578058618805e-16,-1.51020957127028e-05,-5.33325909052487e-06,1.55130812996342e-06,-7.68794509362109e-16,-3.60451751859055e-06,3.50502222197494e-06,1.80385763607129e-15,-2.4462885096417e-06,-5.72597646159954e-07,-2.18011502777989e-09,-1.37504974655675e-07,6.59004494223182e-07,-1.09775333813741e-08,-9.39170293091618e-08,-2.55532926803401e-09,-1.80980400628695e-16,6.11063037351998e-06,1.41624018964758e-07,-6.60874382782336e-16,1.8080202796523e-15,-8.09991310411934e-08,3.77922791642324e-16,-4.60853295752285e-16,-2.61026511743864e-07,-1.39527237346159e-15,-3.2474489815265e-16,2.08404859323734e-16,-1.14849387323032e-15,-9.74991404476468e-07,3.71109877868079e-16,-3.56232194412921e-16,-1.27301094543053e-15,-1.20732201042656e-15,5.11138410273035e-17,-2.51354155098233e-15,-2.88748787550141e-15,2.90681418032238e-15,1.87801932539e-15,1.58585618188857e-14,-0.090535746042521
"t35",0.0115281413384696,0.085200640282859,-0.288448403450215,0.0882246001532287,0.0504749373268304,-0.047609353773833,-0.0194710045206458,-0.00205578575860473,0.0191010808319531,-0.00160659205205,-0.00233937502796876,-0.361074622257259,-0.00540001631274448,-0.000475242800843923,0.0631687813150722,0.000345127637163363,1.12748448308972e-07,0.000459278286682801,-0.00182457025793885,-0.00146535479166189,0.000528391411356517,0.000319439886267815,0.000326716042563028,-0.000742819908789371,0.000707344970026043,-0.000632194371313621,0.000185690270344068,0.00262953960967327,-0.00301517996554364,0.000482923908309888,0.0191678933631539,-0.0461757905680713,-0.0483976391329638,0.00073722684969494,0.0136578416593421,0.00337569698532072,-2.43033303933209e-06,-0.0441731039041055,-0.487134249870562,-0.00715498805507037,-8.91904006304644e-06,-0.0156311991511111,0.000884638522287192,0.00567370013310104,-0.00772002900926073,0.000705442915348838,5.81343970856478e-05,-0.000226809496427421,4.20723312281399e-05,-0.000108775994549789,1.46030292034803e-05,0.0457725887730266,-0.0510273797062707,-0.000331443125761951,6.77258203172894e-06,5.14327649594025e-06,-4.32318089944595e-05,2.89097164761623e-05,-0.00226287497856819,2.67756047456172e-05,8.73279932942782e-05,-0.000221986580679152,0.707106781186545,0.000279241198425634,-3.16031238615662e-14,-6.51779311860861e-05,0.000112317851729621,-3.48027008198119e-07,3.86288545800821e-07,-4.57350960558876e-09,1.23454131198311e-15,7.12878963099369e-06,5.46612149267529e-15,3.5635610481396e-15,2.34264229556627e-15,5.50478796738751e-15,3.58454894857721e-15,0.063476132952542,-0.00472334576249569,6.69413184033643e-16,-1.77881372333637e-05,-6.77236045021345e-15,-1.51020957062849e-05,-5.33325909108371e-06,1.55130812992924e-06,-7.88687430121392e-16,-3.60451751441781e-06,3.50502221780629e-06,-2.07542149031011e-15,-2.44628851317409e-06,-5.7259764660974e-07,-2.18011399504244e-09,-1.3750497069811e-07,6.59004499746314e-07,-1.097752909492e-08,-9.39170364594066e-08,-2.55533101005113e-09,-1.67644785364199e-15,6.11063036816566e-06,1.41624019529788e-07,-4.67387848878351e-17,-2.90678816629339e-16,-8.09991301101725e-08,2.56712274866543e-16,1.21947107229876e-15,-2.61026512282683e-07,-5.92629203517096e-16,9.63449291649442e-16,-6.66952468767328e-16,1.37087526895358e-15,-9.74991402339674e-07,-3.73127573686319e-16,2.85094537872961e-15,2.18573235304664e-16,-1.24998893633799e-15,1.88304771216074e-15,-4.40656488563598e-16,-1.71538537419347e-14,4.28979500486795e-15,-4.43411663554089e-16,1.58285431916384e-14,-0.0905357460425182
"t1",0.0321395291441425,0.0326185657773891,-0.030598589422188,-0.00612262420878185,-0.000341560656544626,0.0102932385719996,0.00550104191096017,0.00209575088737448,-0.0543943443117957,0.0124779989737794,-0.00265613157101532,-0.00688892613443497,0.00655208726041295,0.000760608119809419,-0.0980502346029086,-0.000756727476222182,-2.95380868549059e-07,-0.00372298702128905,0.00508554329493508,0.00499308615239589,-0.00489685202411583,-0.0010893656891492,-0.00155404455768367,0.00771237632047262,-0.00360759578441343,0.00360190682157185,-0.00109299553354077,-0.0325896427305519,0.0264510914980662,-0.00444787281272306,-0.0319120680618419,0.587575708512869,0.57910363259245,-0.00934943514669183,-0.142121913801719,-0.0243064052702804,-0.00018659797466756,0.0618526338194868,-0.0752378880769363,0.00689562545930975,2.47559028724433e-05,-0.196918594625006,0.0161118506140614,0.115488564751924,-0.447491855836327,0.0605250272472631,0.00585506058244706,-0.0235388030497989,-0.00139846020175393,-0.00484447332762751,0.0030389414858225,0.0282718343986374,-0.0257108372634025,0.000721425214947772,-0.000190599249240183,-0.000350806742944872,0.000792992347932428,-0.00198967813974172,0.0467224491976214,-0.000559635447094129,-0.00853572791430107,0.00497625650541263,6.03530405881106e-17,-0.0133049667710755,-4.70850584369053e-16,0.0131344647746163,-0.026649768946819,8.81856368280124e-05,-0.000129738461863597,5.14507726745322e-07,5.667016551205e-16,-0.00110504389685077,-3.60535241673458e-16,1.46490232626495e-15,-6.5702342876388e-16,2.77200684011131e-16,1.88366061602633e-16,0.00313058174691152,0.00579402279390322,1.28048625319768e-16,0.000425492468525158,-2.28289609438548e-15,0.000597293732445081,0.000295247265263157,-0.000287650287632312,1.64160781306937e-16,0.0010485040678648,-0.000337083086276649,6.95417475716078e-16,0.000413455976484376,0.000335748031026957,6.06587495401187e-07,4.47328284968201e-05,-0.000734436579349297,1.76553244675822e-05,0.000481745220982272,-1.49238253174448e-05,-9.82697651749049e-16,0.00239809613104704,3.88161173880466e-05,-1.87436504399142e-16,-7.83466002420269e-16,-7.85065937223024e-06,4.95724628900733e-16,1.21753148417278e-15,-6.44644362211809e-05,6.05501939825979e-16,9.75305091220862e-16,-6.3131179125772e-16,1.45378923767769e-15,-7.19875694096021e-05,1.48316729279168e-16,1.43486759842701e-15,-8.50148509866168e-16,-8.62225019754372e-16,7.55660293676955e-16,-1.37239326275712e-15,-5.48295957593777e-15,3.74176664374729e-15,9.85658812688747e-16,1.5765457189957e-14,-0.0905357460425208
