accepted_species,estimate
t110,-1.438898
t113,-0.5783546
t176,-1.6134686
t193,-0.57368493
t188,-0.28941312
t209,-0.072914645
t386,0.09965924
t361,-0.25562724
t356,-0.34234926
t228,-0.23782176
t364,-0.56256586
t213,-0.76285875
t201,-0.96150345
t175,-0.028395964
t325,1.071981
t280,1.1230413
t313,1.1230413
t359,0.95306575
t303,1.1509624
t199,0.651852
t239,0.5935942
t351,1.0776845
t369,1.0776845
t370,1.0776845
t306,1.0920869
t241,0.9669014
t373,1.275286
t347,0.82438457
t263,1.3125759
t270,1.3265717
t368,1.2712454
t348,1.2712454
t222,0.45709556
t298,0.067955896
t295,-0.54011303
t318,1.1694419
t393,0.3251797
t156,0.22130331
t124,-0.758516
