"accepted_species","traits"
"t10",1
"t12",1
"t14",1
"t16",0
"t23",1
"t24",1
"t27",1
"t30",1
"t31",0
"t32",1
"t33",1
"t34",0
"t35",0
"t36",0
"t38",0
"t41",1
"t43",1
"t44",1
"t46",1
"t49",0
"t53",0
"t54",0
"t55",1
"t56",1
"t59",NA
"t60",1
"t63",1
"t64",1
"t65",0
"t66",0
"t67",0
"t68",1
"t69",0
"t70",0
"t72",NA
"t73",0
"t74",0
"t75",1
"t76",0
"t78",1
"t79",NA
"t80",0
"t81",NA
"t82",1
"t83",0
"t84",1
"t86",NA
"t87",NA
"t88",0
"t89",1
"t90",0
"t91",0
"t92",1
"t93",1
"t94",0
"t95",1
"t96",0
"t97",0
"t98",0
"t99",1
"t100",0
"t101",1
"t102",1
"t103",1
"t104",1
"t105",0
"t106",NA
"t107",0
"t108",0
"t109",1
"t110",1
"t111",1
"t112",0
"t113",1
"t114",1
"t115",1
"t116",0
"t117",0
"t118",1
"t119",1
"t120",1
"t121",1
"t122",1
"t123",1
"t124",1
"t125",1
"t126",0
"t127",0
"t128",1
"t129",1
"t130",1
"t131",1
"t132",NA
"t133",0
"t134",1
"t135",1
"t136",NA
"t137",NA
"t138",0
"t139",0
