"accepted_species","sorted"
"t41",1.7577552249153
"t19",1.75803969472713
"t51",1.75755359993967
"t67",1.75758830609489
"t95",1.75762943691299
"t96",1.7576163653024
"t81",1.75761669534304
"t82",1.75769025460895
"t42",1.75751693374574
"t52",1.75802969014149
"t85",1.7577023304192
"t86",1.75777930912317
"t27",1.75818286607979
"t77",1.75761608261334
"t3",1.75699794172672
"t12",1.75715080901961
"t13",1.75771728490174
"t32",1.7838924234481
"t61",1.78366580225766
"t62",1.78370920279332
"t36",1.78363519674926
"t33",1.78329471454419
"t99",1.78342451446075
"t100",1.78343471979265
"t1",-0.507408203751498
"t45",-0.505854630595879
"t53",-0.506029359752827
"t54",-0.505956963422626
"t49",-0.507185118931897
"t50",-0.507116895703411
"t87",-0.506450279801504
"t88",-0.506446021869708
"t20",-0.50664787133271
"t11",-0.5065997473322
"t93",-0.507422852999332
"t94",-0.507416197589253
"t10",-0.506317731613543
"t74",-0.507206930213918
"t55",-0.471531073196375
"t56",-0.471483529663207
"t57",-0.471346135554319
"t39",-0.471500218231912
"t91",-0.471405594395582
"t92",-0.4714174346714
"t4",-0.472093551614148
"t22",-0.471959268806704
"t23",-0.472117407675279
"t17",-0.472059316079333
"t26",-0.472565712056612
"t97",-0.472359664579086
"t98",-0.47237915963351
"t78",-0.472260491821856
"t16",-0.472969382162959
"t28",-0.473062404962761
"t29",-0.473348986203048
"t75",-0.472900118691967
"t76",-0.472952173117342
"t40",-0.472740390907461
"t21",-0.471601225001024
"t63",-0.471509724459209
"t64",-0.471443342801131
"t38",-0.463146121354862
"t60",-0.463800470800737
"t30",NA
"t72",NA
"t73",-0.671247643297189
"t25",NA
"t2",NA
"t70",NA
"t71",-0.674710904500397
"t24",NA
"t43",NA
"t44",-0.673976309212343
"t66",-0.673453831809734
"t89",NA
"t90",NA
"t58",NA
"t59",-0.673096238215903
"t18",-0.672241327057396
"t6",-0.703318733201103
"t8",-0.703067962363537
"t5",-0.706070957979096
"t79",-0.706359145190881
"t80",-0.706412189389006
"t37",-0.705917804842198
"t9",-0.619981257187913
"t34",-0.620413260133705
"t35",-0.620467286640584
"t31",-0.620146741189472
"t46",-0.620604274669787
"t47",-0.620635901449324
"t48",-0.526026803399552
"t7",-0.525820204276231
"t68",-0.526798350531519
"t69",-0.526729162948229
"t14",-0.53070533492824
"t15",-0.531064844830367
"t65",-0.532108674492874
"t83",-0.532133658768044
"t84",-0.532114364885063
