accepted_species,estimate
t14,0.36096722
t43,0.36239842
t249,-0.59824187
t224,-0.59824187
t46,0.17780253
t16,0.40213472
t232,2.6565065
t456,1.871898
t165,1.5007867
t61,-0.39915776
t131,-1.1755626
t76,-0.6687632
t129,-0.86460453
t252,0.5975715
t135,-0.8147997
t143,-0.7380406
t289,-0.34438407
t455,-0.34438407
t174,-0.24318141
t278,-0.8645047
t268,-0.64382446
t439,0.31445104
t205,0.33385676
t261,0.06746891
t364,-0.688866
t412,-0.37078565
t175,-0.75845414
t430,0.8918746
t149,0.2758113
t328,-0.63106275
t166,0.0790914
t300,-0.11924414
t297,-1.0114428
t460,-0.68360555
t281,-0.4426147
t219,0.07075417
t152,0.14166132
t239,0.08373843
t236,0.16972464
t355,-0.41170207
t366,0.75207853
t95,-0.7557629
t103,-0.913141
t41,-0.16336992
t8,0.07428223
t5,-0.028997976
t1,0.10556416
