"accepted_species","Medicinal"
"Stephanotis_volubilis",1
"Sicyocarpus_cordifolius",1
"Galianthe_angustifolia",0
"Leichhardtia_araujacea",0
"Vincetoxicum_rossicum",0
"Allomarkgrafia_ovalis",0
"Spermacoce_cupularis",0
"Kutchubaea_urophylla",0
"Psychotria_mandrarensis",0
"Leichhardtia_dognyensis",0
"Gentianella_microcalyx",0
"Peponidium_ovato-oblongum",0
"Carruthersia_scandens",1
"Chomelia_fasciculata",0
"Antirhea_bifida",0
"Matelea_pinguifolia",0
"Echidnopsis_malum",0
"Coptosperma_cymosum",0
"Chomelia_volubilis",0
"Senaea_janeirensis",0
"Malouetia_bequaertiana",1
"Plumeria_magna",0
"Rytigynia_rhamnoides",0
"Robbrechtia_milleri",0
"Oxypetalum_solanoides",0
"Coccocypselum_cordifolium",0
"Geophila_pilosa",1
"Eosanthe_cubensis",0
"Pachypodium_decaryi",0
"Gardenia_brevicalyx",0
"Gardenia_ternifolia",1
"Gardenia_schlechteri",0
"Spigelia_palmeri",1
"Retiniphyllum_fuchsioides",0
"Swertia_hispidicalyx",1
"Schismatoclada_marojejyensis",0
"Psychotria_mutabilis",0
"Psychotria_antenniformis",0
"Psychotria_montivaga",0
"Psychotria_dolphiniana",0
"Psychotria_pickeringii",0
"Galium_huber-morathii",0
"Psychotria_melanocarpa",0
"Danais_andribensis",0
"Psychotria_leptantha",0
"Asperula_insolita",0
"Gaertnera_raphaelii",0
"Ixora_motleyi",0
"Huernia_piersii",0
"Ixora_batesii",0
"Ixora_oresitropha",0
"Huernia_nigeriana",0
"Feretia_virgata",0
"Hedyotis_devicolamensis",0
"Hypobathrum_hoaense",0
"Mussaenda_treutleri",0
"Mussaenda_intuspilosa",0
"Tabernaemontana_thurstonii",1
"Hymenodictyon_horsfieldii",0
"Macrocnemum_humboldtianum",0
"Chomelia_laxiflora",0
"Eucorymbia_alba",0
"Coussarea_congestiflora",0
"Palicourea_danielis",0
"Palicourea_locuples",0
"Secamone_bemarahensis",0
"Fagraea_involucrata",0
"Fadogia_leucophloea",0
"Bonyunia_magnifica",0
"Fadogia_caespitosa",0
"Macoubea_mesoamericana",0
"Spermacoce_occidentalis",0
"Hoffmannia_asperula",0
"Spermacoce_latimarginata",0
"Hoffmannia_minuticarpa",0
"Hoffmannia_rivalis",0
"Gonolobus_stipitatus",0
"Mostuea_surinamensis",0
"Gonolobus_martinicensis",0
"Scolosanthus_leonardii",0
"Pentatropis_bentii",0
"Hamelia_magnifolia",0
"Galianthe_lanceifolia",0
"Lasianthus_foetidissimus",0
"Lasianthus_helferi",0
"Adina_rubella",1
"Echidnopsis_uraiqatiana",0
"Pavetta_siamica",0
"Gentianella_gentianoides",0
"Zeltnera_glandulifera",0
"Fanninia_caloglossa",0
"Voacanga_megacarpa",0
"Otomeria_guineensis",1
"Oldenlandia_chevalieri",0
"Argostemma_trichosanthes",0
"Gentiana_sutchuenensis",0
"Argostemma_bryophilum",0
"Gentiana_hugelii",0
"Argostemma_pusillum",0
"Faramea_tenuifolia",0
