"accepted_species","trait_ARD"
"t1","0"
"t39","0"
"t98","1"
"t152","1"
"t227","1"
"t228","1"
"t222","1"
"t146","0"
"t138","1"
"t139","1"
"t76","1"
"t177","1"
"t178","1"
"t115","1"
"t105","1"
"t149","1"
"t217","1"
"t218","1"
"t164","1"
"t159","0"
"t61","1"
"t122","0"
"t123","0"
"t225","0"
"t251","0"
"t252","0"
"t236","0"
"t194","0"
"t195","0"
"t119","1"
"t120","0"
"t167","1"
"t168","1"
"t97","0"
"t45","0"
"t135","0"
"t142","0"
"t143","0"
"t185","1"
"t186","1"
"t184","1"
"t90","0"
"t127","0"
"t128","0"
"t88","0"
"t6","1"
"t5","1"
"t4","0"
"t7","1"
"t162","1"
"t163","1"
"t133","1"
"t51","1"
"t52","1"
"t15","1"
"t21","0"
"t22","0"
"t46","1"
"t79","1"
"t80","1"
"t206","0"
"t207","0"
"t247","0"
"t248","0"
"t104","1"
"t153","1"
"t154","1"
"t96","1"
"t169","1"
"t232","1"
"t233","1"
"t191","1"
"t192","1"
"t234","0"
"t235","0"
"t109","0"
"t86","1"
"t87","1"
"t179","1"
"t180","1"
"t172","1"
"t100","0"
"t150","1"
"t151","0"
"t65","1"
"t83","0"
"t110","1"
"t243","0"
"t244","0"
"t229","0"
"t183","0"
"t189","1"
"t190","1"
"t40","0"
"t41","1"
"t137","0"
"t208","1"
"t209","1"
"t130","1"
"t174","1"
"t175","1"
"t141","1"
"t101","1"
"t102","1"
"t103","1"
"t55","1"
"t49","1"
"t50","1"
"t204","1"
"t205","1"
"t140","1"
"t156","1"
"t245","1"
"t246","1"
"t226","1"
"t171","1"
"t241","1"
"t242","1"
"t170","1"
"t176","0"
"t219","0"
"t220","0"
"t193","0"
"t68","1"
"t19","0"
"t20","0"
"t57","0"
"t58","1"
"t36","1"
"t9","1"
"t23","1"
"t147","1"
"t148","1"
"t93","1"
"t94","1"
"t43","1"
"t26","1"
"t18","1"
"t32","1"
"t33","1"
"t144","0"
"t145","0"
"t108","0"
"t187","0"
"t223","0"
"t224","0"
"t129","0"
"t121","0"
"t202","0"
"t203","0"
"t136","0"
"t215","0"
"t216","0"
"t239","1"
"t240","1"
"t62","1"
"t63","1"
"t84","1"
"t125","1"
"t126","1"
"t69","0"
"t181","1"
"t182","1"
"t70","1"
"t60","1"
"t158","1"
"t210","0"
"t230","0"
"t231","0"
"t221","0"
"t165","1"
"t166","1"
"t157","0"
"t113","0"
"t114","0"
"t48","1"
"t29","1"
"t44","1"
"t77","1"
"t91","1"
"t200","1"
"t201","1"
"t198","1"
"t199","1"
"t173","1"
"t106","1"
"t107","1"
"t89","1"
"t56","1"
"t42","1"
"t116","0"
"t124","0"
"t160","0"
"t161","0"
"t155","0"
"t211","0"
"t212","0"
"t134","0"
"t99","1"
"t131","1"
"t132","1"
"t75","0"
"t253","0"
"t254","0"
"t188","0"
"t196","0"
"t197","0"
"t66","1"
"t67","1"
"t37","1"
"t38","1"
"t14","1"
"t11","1"
"t12","1"
"t13","1"
"t3","0"
"t8","0"
"t30","0"
"t31","0"
"t16","1"
"t27","0"
"t28","0"
"t53","0"
"t54","1"
"t64","1"
"t72","0"
"t117","1"
"t118","1"
"t111","0"
"t112","1"
"t71","0"
"t237","1"
"t238","1"
"t47","0"
"t95","1"
"t213","1"
"t214","1"
"t92","0"
"t249","0"
"t250","0"
"t85","1"
"t78","1"
"t81","1"
"t82","1"
"t59","1"
"t25","1"
"t24","1"
"t73","0"
"t74","0"
"t17","1"
"t34","0"
"t35","0"
"t10","0"
"t2","0"
