"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104"
"t7",-0.191609237861674,0.0810032971036408,-0.0713662981831778,0.00402973622608813,-3.20109817865669e-05,0.0484395680302065,0.000296124211209993,-0.00030436979403352,0.00162148592864332,-0.0550026890484932,0.0292465213850344,-0.000143857747916081,0.00388643471269293,0.00272702429627526,-0.000554776955789575,0.000327497739809229,4.42406829517008e-05,-0.196646429129008,0.000658115320865451,-0.000829172078857455,0.000484157585702976,-0.0490421368325734,0.00113349337382231,-0.000120233203179605,0.000845825544617193,-9.90334014418201e-07,6.75671429276069e-05,-5.98844423586661e-05,0.00129201668406204,-0.00142373367546733,0.000365407722970181,-0.000869187689104863,0.13373478576574,-0.0104536577264134,0.00131991074399463,-3.34487035600667e-11,-0.00151166074366897,-5.76524505219167e-17,-0.000156632453533122,0.0240516228890455,0.000187642438248964,5.00034326263867e-05,3.96627187930834e-05,0.000412033345911385,-0.00177176613832866,0.00307210561179509,0.000129905810002814,0.00198547181432455,0.000802343631588978,6.22981339114675e-06,-0.877808444788345,-1.7581991723672e-05,0.00204459607723772,0.00389071042049416,0.000353348285196797,4.85812003584482e-05,-0.00111440299142433,-3.16205620406008e-16,-3.58391325099428e-05,-0.00245751509535165,-2.70655386722864e-06,0.00740209591394578,2.52486884316557e-06,4.89705269156228e-05,-0.32425316437587,-1.27744300753137e-15,-2.58225409628403e-13,0.00445418439910455,7.70098411968982e-05,2.89917042071915e-06,-0.00320270205040972,-0.000124774206608902,-5.65870381003232e-17,0.0176150100539007,-0.0070304500253008,-2.19376146996311e-16,0.00132681844962905,7.62200951768685e-17,7.05007745324984e-17,7.86963777739478e-18,-7.09163209226744e-05,-7.01253154560289e-06,0.000570797893137906,2.78041264867367e-17,6.3451953953603e-07,1.34945617231771e-17,1.30490192341047e-17,-3.21754548310823e-07,-1.09363733113448e-16,-5.97976144704397e-18,8.31239349941635e-18,-3.28209730430646e-17,1.38301212207897e-17,-1.99153373540923e-16,1.26484271413029e-06,6.4851116590227e-17,3.98749287201713e-17,6.32521120460377e-18,-4.41649808316785e-18,2.22924440095133e-17,-3.11974034490012e-17,1.83830598138169e-17,2.68926573299566e-16,1.27955387165052e-17
"t114",-0.233424993212793,0.118952508449268,-0.108692948444255,0.00705168236550051,-6.10572546848973e-05,0.104649600225347,0.00249091217573678,0.00789254228531421,-0.00565291792297095,0.133405993067301,-0.0588886360318988,0.000275744608701958,-0.00680690681557237,-0.0042205411560355,0.000762255312710449,-0.000368374375515574,-4.69210314952946e-05,0.213026630527968,-0.000765471366161468,0.00133380118024075,-0.0009002625661304,-0.149034836324672,-3.78476909721267e-05,6.64242015637693e-06,-6.14027606266815e-05,8.51211994592451e-08,-6.23072508567831e-06,5.64897119079759e-06,-0.00011396485873581,0.000119618243911211,-3.00935821778465e-05,7.06826629028346e-05,-0.00676391536116298,0.000323733365383563,3.79128536368797e-05,-2.51833513325654e-12,-0.000179278784806468,5.55118998886511e-15,-5.31559092009763e-05,0.549815711755891,-9.00753205524509e-05,-2.04599498241939e-05,-6.87314841924803e-06,-7.11229539169757e-05,0.000217838083020673,-0.000275279083057331,-1.03287724116572e-05,-0.000155668601527135,-6.23432174117532e-05,-4.79286068495837e-07,0.0657715135362341,1.29422231437351e-06,-0.000133591033156679,-0.000253972769071326,-2.25135386934341e-05,-2.88655681793501e-06,6.65439350329424e-05,1.2636509639487e-16,2.29484025082081e-06,0.000161943914094427,1.88409362454577e-07,-0.000549295127877602,-2.09927769915852e-07,1.70771057771222e-05,-0.0372194141092002,-1.33958213567926e-16,-1.24226051264741e-15,1.49100471831035e-05,-1.0885427454026e-07,-4.73533703186273e-09,4.72267083355415e-06,1.43521434104677e-07,8.12709034657035e-16,-4.88409553042919e-06,-0.0440045962570429,-1.70480427536118e-16,3.77137461149353e-06,1.85645268971721e-16,-3.29602407013951e-17,-3.83417127781101e-17,-5.68233938006769e-07,-6.27252900330598e-08,0.00266470821943002,1.02490797577555e-16,7.48609427130542e-09,-3.38604102744198e-16,1.89467955026195e-16,-4.61602267893011e-09,-2.45169555786544e-17,3.22604348585309e-17,-1.95486873926496e-16,-1.74033535728814e-16,1.69105303234411e-16,5.70572456889806e-17,3.23824249682544e-08,-8.85438689253813e-17,2.46495749802429e-16,-6.03247211753723e-17,-6.99899589399632e-16,-3.3276661795258e-17,5.31809862294081e-16,6.17904681963094e-16,0.707106781186547,-3.25980335762753e-16
"t115",-0.233424993212793,0.118952508449268,-0.108692948444254,0.0070516823655004,-6.10572546849342e-05,0.104649600225347,0.00249091217573673,0.0078925422853142,-0.00565291792297112,0.133405993067302,-0.0588886360318989,0.000275744608701809,-0.00680690681557223,-0.00422054115603563,0.000762255312710455,-0.000368374375515381,-4.69210314954875e-05,0.213026630527968,-0.00076547136616131,0.00133380118024059,-0.00090026256613038,-0.149034836324671,-3.78476909720391e-05,6.64242015630581e-06,-6.14027606265937e-05,8.51211992642319e-08,-6.23072508607553e-06,5.64897119050104e-06,-0.000113964858735883,0.000119618243911388,-3.00935821773982e-05,7.06826629029568e-05,-0.00676391536116291,0.00032373336538349,3.79128536370358e-05,-2.51773225704936e-12,-0.000179278784806725,5.74282442134251e-15,-5.31559092010919e-05,0.54981571175589,-9.00753205523873e-05,-2.04599498240706e-05,-6.87314841919158e-06,-7.11229539173357e-05,0.000217838083020377,-0.000275279083057565,-1.03287724113544e-05,-0.000155668601527332,-6.2343217411623e-05,-4.79286068513192e-07,0.0657715135362341,1.29422231421518e-06,-0.000133591033156583,-0.000253972769071012,-2.25135386933731e-05,-2.88655681789947e-06,6.65439350324456e-05,1.80186098148353e-16,2.29484025132563e-06,0.000161943914094771,1.88409362663472e-07,-0.000549295127877559,-2.09927769915681e-07,1.70771057773384e-05,-0.0372194141092013,9.20510996317495e-17,-9.36397633638631e-16,1.49100471826813e-05,-1.08854274515364e-07,-4.73533699096883e-09,4.72267083360825e-06,1.43521434267612e-07,9.68868615637582e-16,-4.88409553086894e-06,-0.0440045962570433,-3.55575723470966e-16,3.77137461138929e-06,-1.02180549157403e-16,1.5591161943255e-16,4.12440367497192e-17,-5.6823393792113e-07,-6.27252897490571e-08,0.00266470821943013,8.70466191769564e-17,7.48609403779823e-09,4.1198170140357e-16,-1.69156294691249e-16,-4.61602256186543e-09,1.00778139347069e-16,-1.23322264300082e-16,1.12504885549705e-16,1.98425720742784e-16,-7.11423099134319e-17,-5.00330415100982e-16,3.23824247399369e-08,1.38577705248514e-16,-1.74541898659082e-16,1.03062756474382e-16,6.88190487549436e-16,2.51930867383802e-16,-5.35825672103633e-16,-6.9901658688385e-16,-0.707106781186548,3.60110212217209e-16
"t72",-0.234326037180696,0.119784395561614,-0.109513717516071,0.00711886713081729,-6.17070818480882e-05,0.105917689003221,0.00254305367217861,0.00809266271707592,-0.0058396322468501,0.138389545069015,-0.0612738181186155,0.000287183677979886,-0.00710290139038235,-0.00441790612596834,0.000800939403987577,-0.000391044509906273,-5.03501156413795e-05,0.229505093880577,-0.000828794852617921,0.00145643348982929,-0.000984931067184742,-0.164945160361093,-4.37525039203526e-05,7.74285909940476e-06,-7.2363653627479e-05,1.01981477981464e-07,-7.60404360818178e-06,7.05300939712826e-06,-0.000154485335820666,0.000168570545372366,-4.30829911694873e-05,0.000102211898896531,-0.0152263345834323,0.00123998004862042,-0.000197948799465556,6.01701871740092e-12,0.000315717813530092,-4.1405044464899e-15,5.65450441309601e-05,-0.387885277594715,4.06635560214692e-05,8.3748472532732e-06,2.80348991708505e-07,2.73408636109008e-06,4.12376971612412e-05,-0.00011764856395148,-5.3208678198411e-06,-8.17542284530432e-05,-3.31415069866033e-05,-2.58165403754699e-07,0.0366544835186557,7.37336567694893e-07,-8.72323962187825e-05,-0.000166012384309764,-1.51162118324457e-05,-2.12627949364883e-06,5.23168392939278e-05,-1.44918737665352e-16,1.87338464377769e-06,0.000133299997781198,1.56952354686435e-07,-0.000462336583089998,-1.79041527777411e-07,1.55129012257279e-05,-0.0342609918739596,-2.23742200131042e-16,-1.15768862450525e-15,1.5604324115381e-05,-1.34155691103438e-07,-6.56605471126370e-09,7.34071131333809e-06,2.6074663429931e-07,5.54765298340187e-15,-1.4483273222678e-05,-0.32277350497536,-2.92606480342244e-15,-1.15462639018019e-06,-7.98499003973758e-16,-1.18869368332827e-16,6.00997082886163e-16,-8.51035240294639e-08,6.86143129389656e-10,-0.733213064303309,-7.01821224786198e-15,7.52923728298788e-09,-2.41074735988611e-15,-8.1445087451161e-16,-3.5900154740699e-09,-2.80541356115183e-16,2.07375476522559e-16,3.58202354806591e-16,-2.86081027083829e-16,-1.15302097861707e-16,-6.93363193727634e-17,2.47968894290325e-08,-2.53340383107192e-16,3.80721257536802e-17,1.36921930630552e-16,-1.35441497803833e-16,-7.59094466413625e-17,5.4338412026563e-17,1.79599018168229e-17,3.49947796318159e-16,-1.75380398407668e-16
"t73",-0.234474278914511,0.119920040103452,-0.109647337552308,0.00712974383944209,-6.18119549263618e-05,0.106121499057036,0.00255123365247692,0.0081236876985311,-0.00586800188407982,0.139138384496853,-0.0616293728008029,0.000288884673677241,-0.00714669606311235,-0.00444687123259986,0.000806561469250884,-0.000394255389947737,-5.08230761982938e-05,0.231756276812455,-0.000837343977741872,0.00147266491129219,-0.000996087958119323,-0.166987532572924,-4.44438599109148e-05,7.86960009146289e-06,-7.35996230512927e-05,1.0382509857506e-07,-7.7493274135712e-06,7.19588408853112e-06,-0.000158126534715711,0.000172749238757212,-4.41701977479298e-05,0.000104818912600488,-0.015712799223547,0.00128280053639652,-0.000205461868432425,6.25082188935597e-12,0.000328168966339177,-4.17465680337271e-15,5.88283211667081e-05,-0.40386141500686,4.23724407811345e-05,8.72822934684e-06,2.92783239847589e-07,2.85540321663623e-06,4.31695820273254e-05,-0.000123759530033178,-5.61512109834117e-06,-8.63140499458359e-05,-3.50003821572959e-05,-2.72737638263402e-07,0.0387602204038572,7.80225872088747e-07,-9.28483569400723e-05,-0.000176710594973217,-1.61164260584335e-05,-2.28386745960456e-06,5.66139364627165e-05,-2.25641306662661e-16,2.0379851768114e-06,0.000145194233165275,1.71277993503047e-07,-0.000505379544670032,-1.96141160879399e-07,1.71876994390448e-05,-0.0380541450756797,-1.04106294821562e-16,-2.2499335003847e-15,1.77484450831183e-05,-1.56508438816883e-07,-7.77047430074476e-09,8.78578375294869e-06,3.15926192791081e-07,7.56538625668712e-15,-1.79726486383086e-05,-0.407928646557915,-3.67014105221458e-15,-1.63401592576757e-06,2.54885686429226e-15,1.13923855268476e-15,2.21514101692189e-16,-3.38719270071745e-07,-5.19304954310742e-08,0.678333700949407,6.44213603961899e-15,5.44845098246534e-10,2.38515752072302e-15,4.9687761041498e-16,-1.7885417551012e-09,4.6837035338018e-16,-4.41885059704307e-16,-2.02091398491285e-16,3.95073969452559e-16,1.97023967912803e-16,-4.38432883837181e-16,2.06215303228365e-08,1.40221231593429e-16,1.14433705085154e-16,1.86365694277211e-16,-3.099465700267e-16,-1.36303594906056e-17,1.1820912493384e-17,6.36218843620083e-17,5.31247310598966e-16,7.9526272454207e-17
"t66",-0.233452496377814,0.118984046145616,-0.108725133409195,0.00705462472646717,-6.10873805647066e-05,0.104712658366217,0.00249452621877036,0.00790831150022331,-0.00567060759576316,0.133921550183971,-0.0591502062588096,0.000277020989107529,-0.00684108158051023,-0.00424456552635969,0.000767253543563008,-0.000371745617115246,-4.74985653233501e-05,0.215917552690941,-0.000777125896478009,0.00135812020254004,-0.000917321527572099,-0.1525341828109,-3.9513200132238e-05,6.96453226306471e-06,-6.47591502892237e-05,9.06082428151438e-08,-6.70534282519283e-06,6.1665022942272e-06,-0.000131692099346696,0.000142327319019732,-3.62469096708603e-05,8.58077663499663e-05,-0.012111881222689,0.000963912295593827,-0.000149059615494694,4.48793295808909e-12,0.000234367767983528,-3.37085847042394e-15,4.15888119312094e-05,-0.283005211283729,2.94193924703747e-05,6.04856967925454e-06,1.98010822934492e-07,1.93069766290548e-06,2.83570382265236e-05,-7.63273307959307e-05,-3.31254445390373e-06,-5.05917658180481e-05,-2.04265715523173e-05,-1.58390549833078e-07,0.0221963125059226,4.42262836608134e-07,-4.79162382482241e-05,-9.11031851361273e-05,-8.07850459361338e-06,-9.92154346974831e-07,2.06706783817117e-05,2.46133619941007e-16,6.40861513233505e-07,4.38805654639959e-05,4.86077653430113e-08,-0.000135055493954389,-4.80980692409526e-08,2.20309589059539e-06,-0.00386520900491685,-2.80513126391955e-17,5.14773653000827e-16,-3.05542374845025e-06,7.97734973883565e-08,5.64048227898152e-09,-8.01339426508495e-06,-3.57862537859709e-07,-1.54915573934383e-14,2.92918745416369e-05,0.85117558501864,7.17802328504199e-15,1.49287822057597e-05,-2.05683147010773e-15,-1.22070420640523e-15,-8.17701794894692e-16,-1.14326982917503e-06,-1.20165072336255e-07,0.0473854606125105,2.55544372485766e-16,1.2224699602522e-08,1.50173934402953e-16,4.14734282224971e-16,-7.03228513332808e-09,-4.07197360624764e-16,4.64797338118365e-16,-1.73268457499375e-16,-2.38717997761839e-17,-2.95497332948e-17,-5.79917216700391e-16,4.1171341230604e-08,3.26266620619703e-16,-1.38289673825124e-17,-3.98758682847094e-16,2.98739255943188e-16,7.90596580995386e-17,-2.04899468807032e-16,-9.56302931129826e-18,-1.07614145733877e-17,1.16435400047043e-16
"t92",-0.225050432373203,0.110965538243445,-0.100766789012166,0.00638932837980624,-5.45752480123706e-05,0.0918019988685986,0.00191009472936165,0.00555168685964453,-0.00326974244026726,0.0664848351581521,-0.0256280535248699,0.000114319682779522,-0.0025262835446039,-0.00124721694754229,0.000149010314992665,4.75052201899581e-05,2.7836314633842e-05,-0.172027057816516,0.000857424614155905,-0.00241024073745234,0.0017997669600839,0.53659038199602,-0.00126350123520588,0.000119376040065743,-0.00074195777492398,7.51207585809128e-07,-4.52255380549341e-05,3.55875602676671e-05,-0.000590273518278056,0.000602376694434036,-0.0001506176066319,0.000352803015351667,-0.040728676012142,0.00292647127067218,-0.000337705775271188,8.39103929153747e-12,0.000376201560742855,1.2006337072171e-16,3.89252291337336e-05,-0.0176502528643258,-4.17654298451081e-05,-1.11675494536263e-05,-8.70190046562832e-06,-9.03745510116678e-05,0.000375167203554484,-0.000612284762578618,-2.51605104281081e-05,-0.000383284463142269,-0.000154564076428835,-1.19738515379541e-06,0.167730155724963,3.34709189403705e-06,-0.000383622755960053,-0.000730017620434231,-6.6419832999052e-05,-9.54944080955572e-06,0.000247398690002027,7.43281656538748e-16,9.32230845569378e-06,0.000672558259502595,8.09422272448743e-07,-0.00243440089980298,-9.7073938438715e-07,0.000101735265127717,-0.236850744464242,-8.55241504977366e-16,-2.00886562237901e-14,0.00028993786489432,1.53844775573394e-06,3.23379643115922e-08,-2.2302384841326e-05,-4.90702323982842e-07,-1.86060306885832e-16,8.96771903030093e-06,0.00290987779354071,2.3917174099219e-18,-3.85523050189186e-06,3.76134257145962e-16,1.8790977901121e-16,2.4218743413481e-16,1.32644225513137e-08,-4.61556512013082e-09,2.64820116344236e-05,8.5330560488989e-16,2.33456223364141e-09,6.61069837865387e-16,8.92430299282268e-16,-2.14924173214201e-09,7.45151945750496e-15,1.70314505462001e-15,-1.76686041418686e-15,7.59238052400922e-15,-5.48718477502467e-14,0.707106781186548,2.77751082817143e-08,-2.19834130357102e-15,-2.34553097483801e-15,1.90011886091039e-16,-4.66289144886786e-17,-5.89268157432046e-17,-3.75587021908876e-17,3.06680395911536e-16,2.61163079598843e-16,-1.78171010231898e-16
"t93",-0.225050432373203,0.110965538243445,-0.100766789012166,0.00638932837980655,-5.45752480126845e-05,0.0918019988685987,0.00191009472936186,0.00555168685964445,-0.00326974244026751,0.0664848351581529,-0.0256280535248695,0.000114319682779563,-0.00252628354460379,-0.00124721694754204,0.000149010314992487,4.75052201899211e-05,2.78363146338319e-05,-0.172027057816517,0.000857424614155937,-0.00241024073745233,0.00179976696008364,0.536590381996022,-0.00126350123520597,0.000119376040065881,-0.000741957774924158,7.51207586096247e-07,-4.52255380551386e-05,3.55875602676024e-05,-0.000590273518278107,0.000602376694433997,-0.000150617606631946,0.000352803015351568,-0.0407286760121419,0.00292647127067251,-0.000337705775271333,8.39130851724637e-12,0.000376201560742805,2.64077125050468e-16,3.89252291336504e-05,-0.0176502528643255,-4.17654298450561e-05,-1.11675494536584e-05,-8.70190046518244e-06,-9.03745510112321e-05,0.000375167203554513,-0.000612284762578454,-2.51605104283528e-05,-0.000383284463141922,-0.000154564076429247,-1.19738515452097e-06,0.167730155724963,3.34709189393153e-06,-0.000383622755960037,-0.000730017620434163,-6.6419832998939e-05,-9.54944080992527e-06,0.000247398690001815,-1.67277455763901e-17,9.32230845530505e-06,0.000672558259503,8.09422271697188e-07,-0.00243440089980268,-9.70739385482039e-07,0.000101735265127061,-0.236850744464244,-1.02318470150076e-15,-1.91659417793348e-14,0.000289937864893711,1.53844775504063e-06,3.23379640143188e-08,-2.23023848415068e-05,-4.90702324017361e-07,-5.54596156758908e-17,8.9677190306843e-06,0.00290987779354063,9.99339981018353e-17,-3.85523050313078e-06,-4.19751348130595e-16,-1.32905150441817e-16,-2.37745100366798e-16,1.3264422781483e-08,-4.61556532692036e-09,2.64820116337977e-05,-7.77757032229863e-16,2.33456286401879e-09,-6.64967435259303e-16,-8.80370702213193e-16,-2.14924237892279e-09,-7.44543031094114e-15,-1.70549367185242e-15,2.005612936687e-15,-7.50653004507675e-15,5.48439578863525e-14,-0.707106781186546,2.77751087651091e-08,2.08845924221107e-15,2.24471800757834e-15,-1.52815963536824e-16,3.92371537411184e-17,1.55043466838322e-16,-2.35878348327629e-17,-2.08588617350832e-16,6.9301382203484e-16,2.12646835533854e-16
"t27",-0.219152613732923,0.105759501000374,-0.0956729257286428,0.0059848430604138,-5.07319441470667e-05,0.0844819467448988,0.00165541170213049,0.00466929411747662,-0.00261100484261545,0.0515637621819197,-0.0194595102319136,8.62321642464383e-05,-0.00188011850728626,-0.000907966911287052,0.00010561096212494,3.1315387675891e-05,1.69802914498276e-05,-0.101962887451114,0.000490135855422953,-0.00129451965437013,0.000952923192925687,0.260529298256845,-0.000433225952780643,3.81035231727688e-05,-0.000214780781373431,1.86125660663154e-07,-9.26119409680091e-06,5.57360895538344e-06,-1.05458331941428e-05,-2.00334087587985e-05,7.82844847411904e-06,-2.23460274885144e-05,0.0136095927402009,-0.00129651690932156,0.000198368181415219,-5.27450048992059e-12,-0.000244551565267776,4.26153831306275e-16,-2.68539824589251e-05,0.0127798492782975,3.17201655950264e-05,8.56224249145929e-06,7.46674198528162e-06,7.76203625279738e-05,-0.000361600494770547,0.000722674158359172,3.3295241757351e-05,0.000514932010215018,0.000209723269306519,1.64288487378079e-06,-0.237310554890982,-4.83835511495072e-06,0.000656398100750463,0.00125106472639261,0.000118737560130362,2.0329918353445e-05,-0.00061226689181539,-7.9567441975314e-16,-2.53813675972348e-05,-0.00187098477982799,-2.32354777294076e-06,0.00718123957032975,2.96522819077993e-06,-0.000366080841561783,0.880844440965041,3.43147750300059e-15,9.34965496175233e-14,-0.00142013598568936,-9.55026573842751e-06,-2.25421596900121e-07,0.000169165801240271,4.05602755076674e-06,9.72936046896131e-16,-8.63852015304395e-05,-0.031183778298929,-3.81144013643986e-16,7.03046058688718e-05,1.9947806463683e-16,1.60186961222754e-16,2.11883455561398e-16,-6.83954370750352e-06,-7.16784452720875e-07,0.00144206634106494,-1.05162081014678e-16,7.48509541648287e-08,-6.4967861829422e-17,-3.14564365730967e-17,-4.17441047470777e-08,4.85624052020923e-18,1.2584138701646e-16,-3.60887417910131e-18,-3.31353827865637e-17,6.61565741561683e-17,-7.27271309345098e-16,2.13494968713911e-07,-1.45271431954262e-16,-4.36819288661957e-17,-2.88110881525424e-17,-4.51446558930631e-17,-1.34403885449922e-17,-1.59061887934577e-17,-2.54842513982646e-17,-5.25307462975643e-16,-1.55599787056599e-17
"t64",-0.186532475753028,0.075492863035514,-0.0657856518534782,0.0035313719388185,-2.69649528545496e-05,0.0380129143405535,-0.000272088065420728,-0.00274447185977247,0.00429877852990121,-0.132119408622539,0.068022226644203,-0.000332515218070863,0.00890607518313026,0.0062160042366501,-0.00126905482120337,0.000779187988453139,0.000111892772277513,-0.508311546416824,0.00173699971026866,-0.0021192739090493,0.00117793129732399,-0.331153783722075,0.0119100167232952,-0.00173093919009759,0.023623275155093,7.24049723392132e-05,-0.00100715941410219,0.000462065111521453,-0.0039758014200914,0.00353493435187943,-0.000845740326029588,0.0019312817512072,-0.143408899785968,0.0090118564454617,-0.000880579145087116,-0.707106781196578,0.000909102469586494,-3.93794800328578e-15,8.81285703544244e-05,-0.00803802390491626,-9.6181045304076e-05,-2.53241997962694e-05,-1.74909766213905e-05,-0.000181487615803795,0.000671621933840893,-0.000863890352541784,-3.00404599889515e-05,-0.000446568552311092,-0.0001771555338124,-1.34692366125559e-06,0.178825531233557,3.43083525101844e-06,-0.000269385930033056,-0.000510444164004505,-4.11246509184341e-05,-2.85963095120952e-06,1.37861015294114e-05,-6.45240326242797e-16,-6.41388470479325e-07,-6.19893521476517e-05,-9.90836541891889e-08,0.000351802823555652,1.61534420961997e-07,-1.37593291241081e-05,0.0218256688288379,4.58851699166235e-16,-1.92237741346038e-14,0.000360996506860277,9.18843994147245e-06,3.87552364073428e-07,-0.000457817145934084,-1.89051537168104e-05,4.18275592294801e-17,0.00290531890350321,-2.13699501649088e-05,1.58094883002343e-16,0.000269113479931456,6.09413581758599e-16,7.36938954146901e-17,4.9006436887974e-17,-1.72838293651246e-05,-1.75474005614173e-06,3.06798337272075e-05,-1.68742190881844e-16,1.71020146681869e-07,4.84592888498718e-17,2.72170460935352e-16,-9.18421732871991e-08,1.77401451907525e-16,-7.70748417336613e-17,1.36991613436261e-16,1.32753769610917e-16,4.78162223893603e-17,-3.47020189974487e-16,4.4017476073409e-07,-9.99430668133792e-17,-1.07517120168281e-16,5.20832294276316e-17,-2.76136194231973e-17,-1.72149634915134e-17,-1.8439717032035e-16,-4.59956620563786e-17,-2.28756330908582e-16,-8.11530670586576e-18
