"accepted_species","trait_BM_trend_scaled"
"t1",1
"t2",1
"t3",0
"t8",1
"t32",1
"t110",1
"t169",1
"t213",1
"t214",1
"t245",1
"t246",1
"t222",1
"t240",1
"t289",1
"t290",1
"t259",1
"t260",1
"t221",1
"t313",1
"t314",1
"t159",1
"t190",1
"t191",1
"t285",1
"t286",1
"t247",1
"t305",1
"t306",1
"t264",0
"t274",0
"t275",0
"t297",0
"t298",1
"t205",1
"t206",1
"t254",1
"t255",1
"t176",1
"t177",1
"t142",1
"t124",1
"t111",1
"t98",1
"t161",1
"t162",1
"t154",1
"t129",1
"t188",1
"t189",1
"t170",1
"t178",1
"t179",1
"t167",1
"t171",1
"t172",1
"t112",1
"t238",0
"t239",0
"t237",0
"t141",0
"t249",0
"t250",0
"t224",0
"t225",0
"t183",0
"t267",0
"t268",0
"t143",0
"t144",1
"t65",1
"t66",1
"t93",1
"t94",1
"t103",1
"t104",1
"t15",1
"t61",1
"t113",1
"t114",1
"t102",1
"t83",1
"t72",1
"t26",1
"t27",1
"t62",1
"t71",0
"t89",0
"t90",0
"t73",1
"t136",1
"t226",1
"t227",1
"t218",1
"t219",1
"t265",1
"t266",1
"t244",1
"t147",1
"t121",1
"t118",1
"t145",1
"t146",1
"t43",0
"t63",0
"t64",0
"t59",0
"t140",0
"t203",0
"t210",0
"t211",0
"t192",0
"t160",0
"t131",0
"t193",0
"t194",0
"t241",0
"t269",0
"t270",0
"t273",0
"t283",0
"t284",0
"t158",0
"t151",0
"t152",0
"t123",0
"t97",0
"t47",0
"t48",0
"t49",0
"t50",0
"t46",1
"t77",1
"t78",0
"t56",0
"t99",0
"t100",0
"t181",0
"t182",0
"t180",0
"t216",0
"t217",0
"t126",0
"t198",0
"t199",0
"t153",0
"t80",1
"t81",1
"t42",1
"t37",1
"t38",1
"t13",1
"t14",1
"t19",1
"t68",1
"t69",1
"t33",1
"t107",1
"t155",1
"t307",1
"t308",1
"t272",1
"t252",1
"t253",1
"t101",1
"t133",1
"t168",1
"t200",1
"t295",1
"t296",1
"t215",1
"t262",1
"t263",1
"t41",1
"t7",1
"t5",1
"t6",1
"t23",1
"t28",1
"t29",1
"t44",1
"t45",1
"t51",1
"t208",0
"t209",0
"t232",0
"t233",1
"t223",1
"t293",0
"t294",0
"t256",0
"t257",0
"t251",0
"t234",0
"t301",1
"t302",1
"t258",1
"t309",0
"t310",0
"t282",0
"t130",0
"t105",1
"t115",1
"t137",1
"t204",1
"t230",0
"t261",0
"t276",0
"t277",0
"t242",0
"t243",0
"t228",1
"t229",1
"t197",1
"t201",1
"t202",1
"t163",1
"t82",0
"t36",1
"t22",1
"t67",1
"t165",1
"t166",0
"t122",1
"t84",1
"t86",1
"t87",1
"t85",1
"t125",1
"t196",1
"t271",1
"t303",1
"t304",1
"t164",0
"t287",1
"t288",1
"t157",0
"t174",1
"t175",1
"t184",1
"t185",0
"t150",1
"t315",1
"t316",1
"t106",1
"t148",1
"t149",1
"t70",1
"t95",1
"t96",1
"t74",1
"t299",1
"t300",1
"t128",1
"t156",1
"t248",1
"t311",1
"t312",1
"t132",1
"t186",1
"t187",1
"t91",1
"t92",1
"t127",1
"t139",1
"t207",0
"t212",1
"t235",1
"t236",0
"t195",1
"t79",1
"t75",1
"t21",1
"t60",0
"t88",0
"t108",0
"t109",0
"t31",0
"t76",1
"t116",1
"t117",1
"t119",1
"t278",1
"t279",1
"t231",1
"t134",1
"t220",1
"t291",0
"t292",0
"t138",1
"t135",1
"t280",1
"t281",1
"t173",1
"t120",1
"t12",1
"t20",1
"t57",0
"t58",0
"t39",0
"t40",1
"t25",0
"t34",0
"t35",0
"t30",0
"t10",1
"t52",1
"t53",1
"t24",0
"t16",1
"t17",1
"t11",1
"t4",1
"t54",0
"t55",1
"t18",1
"t9",1
