,0,1,2,3,4,5,6,7,8,9,10
t1,0.97706825,8.852904,7.5576634,6.400173,8.645829,4.2205915,4.57689,3.593124,3.9979515,2.7669604,9.202725
t2,0.8288181,8.38338,7.3851066,6.822932,8.295429,4.4362807,4.8669906,3.6279342,3.948064,3.0570683,9.648972
t3,-2.618175,-0.08757549,4.170612,5.3647246,7.291452,4.715,6.172102,4.4793468,3.7828684,1.5106206,10.120185
t4,-2.6425095,0.022609266,4.1352983,5.478098,7.166835,4.6874723,6.161054,4.412374,3.798737,1.5378085,10.078282
t5,5.856254,9.117447,5.606701,4.463067,9.940299,4.9274163,7.416994,3.582802,5.84994,0.61251915,10.714879
t6,9.40365,1.0672312,4.2134724,3.6208358,10.570662,2.9820242,9.469953,3.9103396,3.6797478,-3.5680487,6.13915
t7,9.28839,1.0136858,4.2510376,3.8035939,10.530151,2.9011822,9.517122,4.0287805,3.7446766,-3.8119025,5.958531
t8,0.9669,8.805874,7.527005,6.422612,8.636576,4.2316427,4.6075664,3.5972884,3.9834003,2.7701836,9.248953
t9,10.4281645,1.2369434,3.5747483,2.0164113,11.885792,2.5185792,8.463621,3.5654979,3.5445342,-2.1753125,5.124642
t10,-2.8528597,0.21133746,3.9525115,5.8791714,7.027896,4.7468095,5.8518796,4.2495117,3.4699693,1.3280324,9.707251
t11,-2.8844602,0.11021038,3.9182615,5.795023,7.105537,4.693294,5.815985,4.266327,3.4325798,1.3269597,9.684976
t12,0.8873428,8.509493,7.3664355,6.6820645,8.366763,4.3118234,4.7603774,3.693347,3.9306118,2.8801289,9.575598
t13,0.91368604,8.733112,7.4706464,6.5158324,8.669441,4.3764014,4.619752,3.6681025,4.014457,2.817484,9.217007
t14,0.8880189,8.8763685,7.6248846,6.4923677,8.696328,4.2813673,4.533153,3.6869478,4.0020394,2.8488443,9.201677
t15,0.9857832,8.295717,7.219269,6.627548,7.6512666,4.322262,4.8724055,4.222023,4.0974426,3.2229502,9.846174
t16,-2.6522584,-0.10232823,4.0993094,5.5526824,7.245576,4.7533526,6.22759,4.4444394,3.6570969,1.5124602,9.99578
t17,-2.5985477,-0.0011941316,4.0549006,5.426338,7.2627163,4.8238463,6.0820317,4.465021,3.6021507,1.3656746,10.019848
t18,0.96186304,8.417638,7.344435,6.695769,7.985837,4.261561,4.8121915,3.972544,4.045182,3.10574,9.718334
t19,0.87999684,8.359711,7.3177843,6.7916484,8.1134815,4.356311,4.866886,3.8207834,3.9647682,3.0614114,9.7513685
t20,9.341899,1.0799053,4.256303,3.8343337,10.495928,2.853747,9.578313,4.028063,3.8002844,-3.9335325,5.9093537
t21,-3.1567254,-0.19038534,3.6624067,6.330005,6.5321584,4.671712,5.867792,3.9827065,3.1690516,1.3326977,9.44742
t22,0.88605076,8.4570055,7.501732,6.8638105,8.378831,4.527261,4.7868767,3.7398322,3.9841063,3.089345,9.474486
