accepted_species,0,1
t6,0.058733344,0.94126666
t25,0.9504707,0.049529333
t34,0.84823215,0.15176786
t35,0.84823215,0.15176786
t239,0.49801207,0.50198793
t240,0.49801207,0.50198793
t138,0.969158,0.030841999
t133,0.969158,0.030841999
t226,0.90587795,0.09412205
t199,0.89967746,0.10032254
t299,0.93463475,0.06536528
t120,0.88451266,0.11548731
t78,0.74758685,0.25241318
t61,0.26438475,0.73561525
t158,0.7466617,0.25333828
t159,0.7466617,0.25333828
t176,0.11581713,0.8841829
t168,0.030523896,0.9694761
t188,0.26996672,0.7300333
t94,0.9576404,0.042359598
t243,0.13495362,0.8650464
t203,0.24821216,0.75178784
t229,0.07039416,0.92960584
t287,0.87386394,0.12613603
t309,0.06300229,0.9369977
t266,0.095899105,0.9041009
t174,0.87107646,0.12892352
t236,0.9871925,0.012807515
t81,0.7640888,0.2359112
t83,0.04330653,0.9566935
t118,0.9232266,0.07677339
t42,0.7488739,0.2511261
