"accepted_species","trait_ARD"
"t23","1"
"t24","0"
"t22","1"
"t10","1"
"t59","0"
"t60","0"
"t67",NA
"t68","0"
"t14","1"
"t15","1"
"t36","0"
"t40","0"
"t61","0"
"t62","1"
"t96","1"
"t97","1"
"t8","1"
"t9","0"
"t7","0"
"t66","1"
"t88","1"
"t89","1"
"t6",NA
"t72","1"
"t73","1"
"t42","0"
"t43",NA
"t3","0"
"t86","0"
"t87","0"
"t17","0"
"t76","0"
"t77","0"
"t45","0"
"t46","0"
"t18","0"
"t2","0"
"t55","0"
"t56","0"
"t63","0"
"t64","0"
"t98","0"
"t99",NA
"t49","0"
"t12","0"
"t13","0"
"t33","1"
"t70","0"
"t71","0"
"t39","0"
"t34","0"
"t35","0"
"t21","0"
"t100","0"
"t101","0"
"t29","0"
"t31","0"
"t32","0"
"t4",NA
"t41","0"
"t57","0"
"t58","0"
"t30","0"
"t50","0"
"t51","1"
"t44","0"
"t28","0"
"t53","0"
"t54","0"
"t5","0"
"t27","0"
"t78","0"
"t79","0"
"t25","0"
"t26","0"
"t37","0"
"t38","0"
"t20","0"
"t90",NA
"t91","1"
"t47","1"
"t48","0"
"t1","0"
"t11","0"
"t84","1"
"t85","1"
"t16",NA
"t82","0"
"t83","0"
"t52",NA
"t80",NA
"t81","0"
"t94","0"
"t95","0"
"t69","0"
"t74","0"
"t75","0"
"t65","0"
"t92","0"
"t93","0"
"t19",NA
