"accepted_species","traits"
"t33",1
"t34",0
"t54",0
"t55",0
"t61",1
"t63",0
"t64",1
"t65",0
"t67",1
"t71",1
"t73",1
"t75",NA
"t79",NA
"t81",0
"t83",0
"t84",1
"t87",0
"t88",1
"t90",1
"t91",0
"t95",0
"t100",1
"t102",1
"t104",1
"t106",0
"t107",1
"t108",0
"t111",1
"t112",1
"t113",1
"t114",1
"t115",1
"t116",1
"t117",1
"t118",1
"t119",NA
"t120",1
"t121",1
"t123",0
"t124",NA
"t125",0
"t128",1
"t129",1
"t130",0
"t131",1
"t132",0
"t133",1
"t134",0
"t135",NA
"t137",0
"t138",NA
"t139",1
"t140",0
"t141",1
"t142",1
"t143",0
"t144",1
"t145",1
"t147",1
"t148",1
"t149",0
"t150",NA
"t151",1
"t152",1
"t153",NA
"t154",0
"t155",1
"t156",1
"t157",1
"t159",1
"t160",1
"t162",1
"t163",0
"t164",0
"t165",NA
"t166",1
"t167",0
"t168",NA
"t169",1
"t170",0
"t171",0
"t172",1
"t173",1
"t174",0
"t175",1
"t176",1
"t177",0
"t178",0
"t179",0
"t180",1
"t181",1
"t182",1
"t183",0
"t184",0
"t185",1
"t186",1
"t187",1
"t188",1
"t189",0
"t190",0
