accepted_species,estimate
t282,0.19565207
t209,0.19565207
t163,0.19544905
t140,0.19500463
t185,0.19531202
t284,0.19531202
t320,0.19531202
t197,0.19531202
t234,0.19531202
t226,0.19534855
t190,0.19534855
t207,0.19486259
t267,0.19533026
t263,0.19484693
t205,0.19479303
t221,0.19484223
t279,0.19484223
t179,0.19464117
t119,0.19509159
t272,0.19473419
t318,0.19473419
t319,0.19473419
t317,0.19473419
t333,0.19473419
t199,0.19473419
t304,0.19473419
t240,0.19643965
t305,0.19656731
t87,0.19812605
t237,0.18393373
t200,0.18393373
t262,0.18398875
t82,0.18239613
