"accepted_species","Medicinal"
"Eumachia_domatiicola",0
"Cynanchum_areysianum",0
"Dischidia_lanceolata",0
"Pauridiantha_micrantha",0
"Ruehssia_paraibana",0
"Canscora_tetraptera",0
"Palicourea_reticulata",0
"Pachycarpus_grantii",0
"Praravinia_quadribracteolata",0
"Arachnothryx_chimboracensis",0
"Ceropegia_elenaduensis",1
"Orbea_decaisneana",1
"Gentiana_pedicellata",1
"Topea_patens",0
"Matelea_floridana",0
"Alyxia_caletioides",0
"Asclepias_hypoleuca",0
"Palicourea_radians",0
"Polystemma_guatemalense",0
"Vincetoxicum_microstachys",0
"Timonius_pseudocapitatus",0
"Orthosia_selloana",0
"Manettia_lutescens",0
"Glossostipula_concinna",NA
"Orthosia_cassythoides",0
"Dentella_repens",0
"Melodinus_australis",0
"Eumachia_extensa",1
"Ceropegia_micriflora",0
"Psychotria_interior",0
"Diplolepis_mucronata",0
"Saprosma_ternata",1
"Simira_podocarpa",0
"Artia_brachycarpa",0
"Asperula_syrticola",0
"Solenandra_microcarpa",0
"Guettarda_sciaphila",0
"Chomelia_intercedens",0
"Schultesia_subcrenata",0
"Carapichea_crebrinervia",0
"Oxypetalum_pardense",0
"Tarenna_hoaensis",NA
"Saldinia_coursiana",0
"Marsdenia_officinalis",1
"Strychnos_thorelii",0
"Asclepias_euphorbiifolia",0
"Strychnos_xantha",0
"Pseudolachnostoma_woytkowskii",0
"Blepharodon_bicolor",0
"Strychnos_poeppigii",0
"Houstonia_purpurea",0
"Polysphaeria_acuminata",NA
"Condylocarpon_guyanense",1
"Gardenia_actinocarpa",NA
"Psychotria_whistleri",0
"Psychotria_scabrida",0
"Psychotria_st-johnii",0
"Psychotria_macbridei",0
"Galium_boyacanum",0
"Galium_fistulosum",0
"Ixora_treubii",0
"Canscora_shrirangiana",0
"Ixora_maymyensis",0
"Hoya_matiensis",0
"Leptactina_involucrata",NA
"Leptodermis_dielsiana",0
"Mussaenda_albiflora",0
"Mussaenda_pilosissima",0
"Parsonsia_velutina",0
"Palicourea_axillaris",0
"Vincetoxicum_oblongum",0
"Mandevilla_pavonii",0
"Vangueria_bicolor",0
"Palicourea_cauligera",0
"Palicourea_tsakiana",0
"Gonolobus_stellatus",0
"Scolosanthus_hirsutus",0
"Timonius_roemeri",0
"Crucianella_hirta",0
"Pavetta_abyssinica",NA
"Pavetta_glomerata",NA
"Prestonia_cordifolia",0
"Randia_parvifolia",NA
"Pentas_nervosa",0
"Craterispermum_montanum",0
"Gymnema_cumingii",0
"Rudgea_marginata",0
"Mitreola_spathulifolia",0
"Geniostemon_atarjanus",0
"Stenostomum_portoricense",0
"Oxyanthus_nangensis",NA
"Glossostelma_rusapense",0
"Trichostachys_aurea",0
"Glossostelma_angolense",0
"Ophiorrhiza_klossii",0
"Ophiorrhiza_pallidula",0
"Argostemma_tenue",0
"Gentiana_capitata",1
"Gentiana_timida",0
"Coffea_rupicola",NA
