,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
t1,11.208068,11.042146,-1.1794672,5.379768,4.5835667,6.41842,5.5435047,3.9926457,7.3625937,6.080434,7.4605265,5.1701694,3.1547232,6.6188836,5.608621,4.8784003,6.4164495,4.8548794,2.806767,5.368033,5.138651,4.6055017,6.973044,5.4721007,2.1316142,4.279687,5.024157,5.0771747,6.009917,5.5977097,5.1901355,5.317893,2.648075,6.620304,4.8274817,4.7131596,5.870682,6.4372272,5.6882973,3.919288,3.974801,5.5243325,3.6521013,5.3766775,4.413976,5.3841105,7.137962,5.7178845,3.828416
t3,11.2389,10.8882475,-1.0232164,5.412607,4.637476,6.5697923,5.4950128,4.0476675,7.308103,6.17741,7.3579636,5.2207036,3.183263,6.5720825,5.6356845,4.84227,6.3421383,4.8046064,2.8357491,5.318473,5.1590133,4.599093,6.928305,5.4055524,2.1168954,4.2948403,4.9973645,5.03374,6.0212016,5.542257,5.203175,5.325207,2.6709774,6.6506977,4.783539,4.801285,5.8863883,6.4440327,5.639661,3.9586802,4.0117564,5.560577,3.6440604,5.3879013,4.3827124,5.3093777,7.1768503,5.7603254,3.9770446
t4,11.24757,10.908336,-1.0437355,5.4155807,4.6306562,6.5488667,5.4826365,4.055574,7.310604,6.188049,7.36283,5.2280946,3.1901534,6.5667834,5.6382155,4.8292303,6.3288093,4.8026557,2.8541403,5.303284,5.169614,4.599337,6.92441,5.4156404,2.125372,4.3104644,5.002863,5.0278544,6.036777,5.546579,5.1909204,5.3109097,2.6622138,6.6591635,4.7757525,4.807096,5.876991,6.437882,5.618404,3.9668229,4.0202236,5.5772285,3.6437821,5.387657,4.370779,5.3079033,7.1836734,5.7653413,3.9571319
t19,11.2176075,11.020507,-1.1572102,5.4148755,4.5610356,6.4370346,5.5329146,3.9970584,7.326991,6.111895,7.4330215,5.188088,3.164338,6.582649,5.610587,4.8670835,6.381216,4.844365,2.8275867,5.35289,5.150531,4.645014,6.9687166,5.4512033,2.1443262,4.2940063,5.01691,5.061345,6.02987,5.5630426,5.219869,5.322092,2.6473863,6.6398892,4.813245,4.732084,5.859919,6.462342,5.6784296,3.9365358,3.9860623,5.5414658,3.669874,5.365533,4.4095244,5.3765574,7.139309,5.720491,3.8455637
t20,11.265129,10.941101,-1.0781101,5.4350224,4.560997,6.509777,5.4734197,4.054322,7.285145,6.2169127,7.3700733,5.2376575,3.2013474,6.5460925,5.6356587,4.8034606,6.287796,4.7992487,2.8894475,5.276581,5.1847396,4.6518164,6.9327416,5.3644867,2.1546366,4.3457413,5.005782,5.0228815,6.074261,5.541852,5.20382,5.289608,2.6300998,6.6696334,4.7628145,4.79628,5.843691,6.450558,5.594367,3.99279,4.037375,5.6237354,3.6713414,5.375834,4.361413,5.3289576,7.17318,5.7543015,3.9256663
t14,11.26377,10.672921,-0.805855,5.5065155,4.4399495,6.76099,5.4791727,4.038722,7.170376,6.2918963,7.2089834,5.254499,3.2095444,6.4700584,5.660634,4.8560677,6.258248,4.743701,2.8443215,5.32493,5.163271,4.6719255,6.925268,5.132541,2.107067,4.2833343,4.9258986,4.96492,6.035655,5.420928,5.349249,5.386464,2.7281308,6.695262,4.761655,4.887028,5.915123,6.5292006,5.658357,3.9905565,4.0314593,5.563782,3.6806173,5.364962,4.4165955,5.2625637,7.1568894,5.7534842,4.19516
t33,11.294715,10.338877,-0.48001933,5.648903,4.6575847,7.1651115,5.3961635,4.0357885,7.0576243,6.454642,6.967747,5.3097463,3.2388024,6.3133173,5.6922126,4.90677,6.188214,4.6447043,2.929565,5.32694,5.234331,4.6474757,6.9032426,5.108693,2.0761712,4.2568293,4.824214,4.8173227,6.09978,5.2817283,5.4628463,5.451105,2.8481495,6.8069587,4.740401,5.084685,5.99656,6.5954,5.5466547,3.9866276,4.019764,5.4841356,3.6143212,5.3626957,4.4397845,5.1488204,7.186515,5.800907,4.469151
t38,11.304274,10.261693,-0.40661117,5.6811194,4.6915264,7.258187,5.3769317,4.0361814,7.0283914,6.4940863,6.915064,5.325259,3.246887,6.2766943,5.700251,4.916312,6.1694274,4.618589,2.9528613,5.324298,5.2525673,4.6419544,6.8964653,5.0969734,2.067972,4.252431,4.7996297,4.78234,6.115526,5.2473564,5.491879,5.46564,2.870327,6.8304243,4.732551,5.1275363,6.016559,6.6096087,5.520564,3.986603,4.0180993,5.46806,3.5988185,5.36233,4.444716,5.1192694,7.1945615,5.81489,4.5311856
t49,11.322711,10.056366,-0.21252888,5.7356076,4.860116,7.4733753,5.3280315,4.053299,6.974513,6.5792737,6.7321076,5.361092,3.2471533,6.2123036,5.714734,4.930668,6.1320148,4.5739784,2.993049,5.316371,5.2928557,4.610742,6.8734818,5.0964274,2.0497375,4.243864,4.7561655,4.7103343,6.1485744,5.1893077,5.5348206,5.484111,2.9650366,6.909066,4.7169504,5.2462378,6.0516734,6.6332636,5.4498134,4.000286,4.025118,5.431598,3.5558026,5.370661,4.43639,5.057291,7.222292,5.8439865,4.6702538
t50,11.316976,10.050899,-0.20920703,5.7310557,4.866425,7.4872675,5.339989,4.058703,6.987739,6.5747967,6.728694,5.360569,3.2360818,6.223531,5.7153773,4.920593,6.1444383,4.580762,2.9807777,5.3195133,5.2834587,4.620556,6.873364,5.0826454,2.0617282,4.2511783,4.7556667,4.7209287,6.1353283,5.1975403,5.521906,5.4872375,2.9704862,6.9117465,4.7122226,5.241689,6.0499415,6.6252475,5.4615793,4.0148053,4.025382,5.443591,3.5675585,5.3671846,4.44335,5.0625978,7.2149563,5.84157,4.666984
