,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,5.823613,4.806428,7.752016,3.4881713,6.3814535,4.86001,5.9258285,6.0049925,4.219905,7.015581,3.2137828,5.591664,3.9434435,7.083558,6.23431,4.0615325,5.99601
t2,5.7549095,4.808011,7.7432404,3.4798193,6.378489,4.865045,5.8993306,6.013242,4.194226,7.0262656,3.1958342,5.5944104,3.9547758,7.0977645,6.2309384,4.0543685,6.0293536
t3,5.245953,4.8307242,7.601602,3.3590398,6.398624,4.8647313,5.655439,6.0547647,3.9583848,7.18113,2.973224,5.673691,4.0715046,7.162402,6.162602,4.0368767,6.322059
t4,6.1477666,4.7545915,7.829467,3.5842545,6.4000688,4.819467,6.098231,5.9441037,4.3895845,6.912225,3.3152027,5.5354347,3.8262799,6.9887004,6.3026447,4.112924,5.7926784
t5,6.148178,4.7734632,7.83437,3.5674644,6.388186,4.8369703,6.0837426,5.959611,4.3743935,6.9265237,3.336299,5.5404177,3.8448012,7.0052567,6.289187,4.0960774,5.804983
t6,6.208739,4.7737894,7.8390503,3.5760553,6.4013586,4.8228354,6.108533,5.9406357,4.398108,6.9184613,3.3434362,5.5368185,3.8327541,6.979772,6.29338,4.1143756,5.778564
t7,6.251579,4.7992134,7.8408704,3.55094,6.421614,4.833706,6.10759,5.9289045,4.3903475,6.9379525,3.3836153,5.5456743,3.8560698,6.9792075,6.272304,4.1208105,5.7448306
t8,4.9150825,4.9073377,7.5311875,3.2106555,6.452805,4.889998,5.5134726,6.0177608,3.8189082,7.2650867,2.757715,5.689133,4.242861,7.1985435,6.051676,4.062193,6.582686
t9,4.476849,4.909891,7.5011196,3.0589464,6.471033,4.9542027,5.363891,5.930905,3.645604,7.3190727,2.501733,5.700318,4.4227986,7.1539907,5.8887067,4.171282,6.8735194
t10,5.0476847,4.9021955,7.538864,3.2892096,6.455828,4.8634214,5.5796304,6.0381393,3.891002,7.2322373,2.8606036,5.705763,4.184478,7.17854,6.0902057,4.0459833,6.4793887
t11,2.3510327,3.8135972,6.5126166,3.5909145,6.0234375,4.537286,4.269608,7.0633883,2.4843066,8.427901,2.515347,6.5522184,2.824057,7.8613605,6.9956794,3.58276,6.906927
t12,4.9872985,4.8900924,7.5511155,3.1969125,6.4562726,4.921605,5.5031643,6.0131226,3.8185039,7.2456713,2.7762082,5.6540713,4.2640214,7.2143407,6.0341616,4.065481,6.544308
