"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112"
"t12",0.105433551915079,-0.0241205551584603,0.00187567645023992,-0.0016189726601372,0.074496452724449,-0.016765572479494,0.00310175219312782,-0.00305548871350236,0.00524346740979315,-0.00184554417609082,0.000889364319573759,-0.000760971813569434,0.00222962199543896,-0.000848919990785843,-0.084279262752916,0.0261306223983416,-1.0469262142588e-06,-0.00451917883413393,0.190590717197733,-0.0166040106914523,-0.0758269348799591,0.11978768255958,-0.00129162177054603,0.0251381229060962,-0.00092366098024229,0.00236118153421426,-0.052444297689147,0.00264713670171161,-8.03851267221702e-05,0.143761116083131,-0.000163231513427915,0.621937129793186,-0.0976052807777447,4.60243918748876e-06,9.98149361233556e-05,-0.0644628090234764,0.0706359609060179,-0.00050975137042149,-0.0535810609368883,0.12680182397294,-0.0183908718640472,-0.0201380987654854,0.000132735788911393,0.115966809221243,-0.00130254349313267,-0.0145637848525453,0.095284615353382,0.0628109267986422,-0.159980262123762,0.00415083015454972,0.596731555651866,-0.132466495369298,-0.00104982991857327,0.180796925155368,-0.00144639356101393,-0.00190502863358963,-0.00176838946626067,5.38448686928236e-18,-0.000112777026287964,-0.00221266797713762,-0.00234784967486466,-1.35109191552624e-05,0.0336284202253851,-0.00500068890961498,-0.000744994448891029,-0.00120703609919104,-0.00274205170371858,-0.000243714730159592,0.000354127704958527,0.000284808833464885,2.27724049412173e-18,-5.10109611297942e-17,0.00318262330490035,-2.78767956436688e-08,-6.33910516419113e-05,-4.25806507129406e-08,-5.87893885021242e-05,-3.28355505799642e-18,1.33299678058781e-06,8.09862559743791e-16,5.74288955824615e-17,5.66893651057708e-05,-1.84402494249932e-05,-4.7291439794752e-09,5.87487845929564e-05,2.45967146796122e-06,2.06542979120693e-16,1.62857698300726e-16,4.89460537600587e-08,7.09227805462759e-17,3.05479034142987e-17,-5.70254931545002e-18,-2.6523086742711e-17,-1.48250991590114e-17,-0.000263096162044851,1.50642442849051e-05,8.23572885513382e-18,3.50316173403507e-16,7.85231004765286e-18,6.63100944694498e-16,1.86764961922047e-17,1.30708532489028e-16,-7.4287517294686e-05,5.99722780174488e-17,-1.25420386194601e-17,-5.44864987723652e-16,-1.62246795636275e-17,3.74738500067017e-17,-4.2393758764967e-16,-3.33352341253991e-17,1.95634698062605e-17,-2.96798148930465e-17
"t43",0.144387186779498,-0.0338667122706187,-0.00862359437816908,-0.000841058202717947,0.250207036606044,-0.0764366119628666,0.0331666728697375,0.00586588386061322,-0.00849300682710026,0.00172823378883524,-0.000816334658166807,0.000410891930040811,-0.00118727635292648,0.000446500758039116,0.0404985357070941,-0.013636440310868,1.84473148768456e-07,0.000812042099813169,0.117860442801598,0.130962770142378,0.248190670039386,-0.105197046598228,-0.00152487470976869,-0.00112018394374701,5.61361380696115e-05,-0.000244512242399293,0.00548321260671068,-0.000266172782876349,7.64553197537151e-06,-0.011602330351424,9.67938487569009e-06,-0.0311306243205829,0.00369530231627899,-1.06436691090054e-07,-1.67717316753355e-06,-0.0100347644681384,0.00636176495003646,-0.000637187193973132,0.492941094992832,-0.112449304698776,0.00726530254197885,0.00771529982905243,-0.000273111501250049,0.0272991806231433,0.000221937079914266,0.00443205140612411,0.205650118462418,0.00398836654240835,-0.00952753043821609,5.79567308816461e-05,0.00284764191308712,0.00250408614214075,4.33485351757104e-05,0.0320700002069019,-5.83246607258352e-06,0.000227200847133475,4.13033750936884e-06,-3.66551221556885e-15,4.177823117875e-07,8.21269450123176e-06,8.72583872022002e-06,5.62986170633707e-07,-0.000126988382849358,1.87051389649302e-05,2.59646942839953e-06,2.97810092887869e-05,0.0103474470380301,-5.73188689013141e-07,-5.82316672686746e-07,-4.02222077501232e-07,-1.32383900662858e-14,1.56015205137997e-14,-2.32534637434226e-06,4.63118265926583e-12,-5.64791056643459e-08,-4.98820453476435e-11,-0.701807698232137,1.62917986449451e-15,2.86082322001727e-09,1.24647972179946e-15,-4.84561479246978e-15,1.87150004405192e-07,-9.47823204800963e-08,-2.49695733388903e-11,1.32149749963366e-06,1.54864893738079e-08,-4.52082134908292e-16,1.56213315862239e-15,4.1819145753609e-10,-1.58292769916765e-16,-3.56752672017285e-16,-2.36809410426982e-16,3.14290597023423e-16,-4.47576393619172e-16,-1.17181668185647e-05,2.06854068033824e-07,1.63353547116961e-16,-9.57292452752273e-16,2.69165864082347e-16,7.38690177269359e-18,-3.65417893248523e-16,5.45764552078472e-16,-1.27570655411307e-06,2.84534695520946e-16,1.59062768608113e-16,-7.66372522784095e-16,1.51687335255767e-16,-4.40888005110945e-16,-1.90938878763295e-16,1.21917363655778e-16,-5.67481827445594e-17,1.64863336685428e-16
"t44",0.144354513473308,-0.0338585892940691,-0.00861876959921523,-0.000840494506011438,0.249964537368678,-0.0763583278222875,0.0331294885255406,0.00585612643308058,-0.00847812737711277,0.00172449377659244,-0.000814552071427623,0.00040971442630208,-0.00118384609191431,0.000445201253633709,0.0403573041815198,-0.0135883967918355,1.83771616296041e-07,0.00080894542139117,0.117235848837411,0.130225238880837,0.246773900615074,-0.10456010822621,-0.00151438372901757,-0.00111169641513129,5.57050921456781e-05,-0.000242427044675087,0.00543345351592864,-0.000263603442618148,7.5676069651143e-06,-0.011469542456159,9.55158821378363e-06,-0.0306978074491149,0.00364085144241911,-1.04778251792047e-07,-1.65051821448092e-06,-0.00984334275037957,0.00623349318942289,-0.000623996278684039,0.482534854439423,-0.110004889491398,0.00709666244183044,0.00753516336054436,-0.00026570950538648,0.026548616012674,0.000215626291813111,0.00430145083368417,0.199093033560645,0.003840896333824,-0.00917322097145266,5.55001299836419e-05,0.00271935157667022,0.00237771108360824,4.11290300774965e-05,0.0304014539022649,-5.50485173559322e-06,0.00021396193342602,3.86036342700589e-06,1.78367558820739e-15,3.85755173590474e-07,7.58174962749061e-06,8.05446748739977e-06,5.16297878254693e-07,-0.000114993804898383,1.68996840077943e-05,2.30769936064039e-06,2.62535340338408e-05,0.0090073341574236,-4.97621207269102e-07,-5.00599020795503e-07,-3.34958616922875e-07,1.13071868265416e-14,-1.39698577894527e-14,-1.84322938027017e-06,3.47731745987695e-12,-3.60303965924944e-08,-2.97615446243155e-11,0.712347044815184,-1.70389380974541e-15,6.49798427485844e-09,-1.53316702101869e-15,5.53894973015547e-15,2.97251020205455e-07,-1.2150742060908e-07,-3.17316513011108e-11,1.63674188249093e-06,1.87284767302095e-08,3.91343459680986e-16,-1.45550218574338e-15,4.764292751398e-10,-2.06535044756199e-20,1.51979581492488e-16,3.50800640135012e-16,-3.56995361216302e-16,2.59631343502853e-16,-1.26637655038301e-05,2.2321699326008e-07,-8.54162627177249e-17,4.07450079461799e-16,-3.29257859142208e-16,5.51810657262337e-16,2.48232707607989e-16,-6.82299351981353e-16,-1.35443480485799e-06,-3.70838491807394e-16,-2.14286683390706e-16,8.54749380588494e-16,-1.43627935350577e-17,5.48244781533924e-17,-1.0984547026124e-16,-1.60376180610317e-16,1.51818182994386e-16,-1.40726313887057e-16
"t110",0.145210608630754,-0.0340715965756145,-0.00874774300207606,-0.000855664965672407,0.256612387139987,-0.078511784069694,0.0341586088580351,0.00613573305748949,-0.00890699068312546,0.00183529367758404,-0.000867432228414412,0.00044633922742403,-0.00129071863213492,0.000485749769068515,0.0449537664960412,-0.0151561969039554,2.07154535163003e-07,0.000912244877504607,0.140754904822781,0.158822883053771,0.30208940693022,-0.130230977200558,-0.00197250691596413,-0.00151052941447042,7.61877630357031e-05,-0.000351796715175145,0.00823068527123943,-0.000419925753164498,1.27037220554464e-05,-0.0223300653265525,2.53836545514467e-05,-0.0982182066452339,0.0159301180105359,-7.92545140791977e-07,-1.7640222593123e-05,0.0221181400736828,-0.00864192762700033,0.000704073444525292,-0.469795662971349,0.086225935746709,-0.0034019082175473,-0.00345046577434354,2.26103204464367e-05,-0.00161810108160443,-2.03059779362442e-06,0.000165605224939625,0.0250013256320949,0.000929505368386496,-0.0022532637153339,1.75432503461811e-05,0.000931292514599821,0.00091236552660897,1.5972661163655e-05,0.0119588367501401,-2.28717322260918e-06,9.0959140296132e-05,1.74490961138163e-06,8.44356061560365e-16,1.86292574468665e-07,3.66432121951871e-06,3.89489826050206e-06,2.56159901056755e-07,-5.93220317091402e-05,8.76996459364318e-06,1.24136459351445e-06,1.43312829690092e-05,0.00501558890136374,-2.78162550335998e-07,-2.83579376171859e-07,-1.96801833630833e-07,8.04590459454065e-16,-2.50009525630451e-16,-1.13358403581803e-06,2.23229165070878e-12,-2.59550493098939e-08,-2.24413986850064e-11,-0.00287858221481438,-8.59964336926163e-17,2.72174012315176e-09,2.76357891600197e-16,6.75751207162859e-16,1.42682307578441e-07,-6.50825857201066e-08,-1.7089050706101e-11,8.96238806051346e-07,1.04280484217149e-08,-1.10178554181147e-15,-2.81786096399059e-16,2.78985045898274e-10,-5.63677957940447e-16,3.63899598440193e-16,8.22023736618048e-16,-1.86596816889588e-16,3.43986562057448e-16,-7.93460901326745e-06,1.40215722723302e-07,4.70767164088704e-16,6.2352593041e-16,6.63136203217431e-16,-1.93851758833462e-15,1.05056616137392e-15,-5.81586832950983e-16,-8.78883739486457e-07,3.89675372708093e-15,1.03301225423452e-15,-0.707106781186548,-7.04012544772367e-14,-5.23096743270003e-15,-4.68361451474054e-15,4.54834733201707e-14,4.82411650967466e-15,-2.76134521116216e-16
"t111",0.145210608630754,-0.0340715965756142,-0.00874774300207587,-0.000855664965672479,0.256612387139987,-0.0785117840696942,0.0341586088580351,0.00613573305748943,-0.00890699068312541,0.00183529367758407,-0.000867432228414395,0.000446339227424221,-0.00129071863213488,0.000485749769068454,0.0449537664960418,-0.0151561969039556,2.07154535412167e-07,0.000912244877504732,0.140754904822781,0.158822883053772,0.302089406930221,-0.130230977200559,-0.00197250691596425,-0.00151052941447039,7.61877630357277e-05,-0.000351796715175158,0.00823068527123944,-0.000419925753164428,1.270372205507e-05,-0.0223300653265525,2.53836545517581e-05,-0.0982182066452343,0.0159301180105357,-7.92545140823059e-07,-1.76402225935537e-05,0.0221181400736827,-0.00864192762700029,0.000704073444525103,-0.46979566297135,0.0862259357467093,-0.00340190821754746,-0.00345046577434348,2.26103204462831e-05,-0.00161810108160419,-2.03059779336709e-06,0.000165605224939715,0.0250013256320954,0.000929505368386978,-0.0022532637153342,1.75432503459728e-05,0.00093129251460139,0.000912365526608339,1.59726611630904e-05,0.0119588367501406,-2.2871732216418e-06,9.09591402953934e-05,1.74490961206961e-06,4.27419006594912e-16,1.86292574329186e-07,3.6643212194844e-06,3.89489826009884e-06,2.56159901803242e-07,-5.93220317087993e-05,8.76996459403707e-06,1.2413645935187e-06,1.43312829682737e-05,0.00501558890136449,-2.78162549442127e-07,-2.83579376749929e-07,-1.9680183269453e-07,2.13701340820757e-16,-2.5073432060597e-16,-1.13358403572902e-06,2.23240203047388e-12,-2.59550497667971e-08,-2.24411201328433e-11,-0.00287858221481568,1.74421930803231e-16,2.72174044968246e-09,-3.18044984464139e-16,-9.8310325403505e-16,1.42682307931041e-07,-6.50825857498641e-08,-1.70895515759725e-11,8.96238806583909e-07,1.04280488353683e-08,7.41247359205743e-16,7.19579110023047e-17,2.78983046774049e-10,5.43943143866251e-16,-3.2583626499052e-16,-7.39444399058589e-16,1.57751385866127e-16,-2.78499504409099e-16,-7.93460900681273e-06,1.40215725064957e-07,-4.66025921575908e-16,-4.30780577720708e-16,-7.00453363399204e-16,1.8033364894544e-15,-1.02413709848274e-15,8.62990461070213e-16,-8.78883732878615e-07,-3.64396350162206e-15,-1.00427359177917e-15,0.707106781186547,7.04424986196724e-14,5.66093748115121e-15,4.52062163377549e-15,-4.54685536157849e-14,-4.83191945051274e-15,3.95933487592798e-16
"t45",0.143664310797364,-0.0336876452650427,-0.00852717848493223,-0.000830246219492459,0.246147775594675,-0.0751651614482671,0.0325969397955766,0.00577828602519296,-0.00837841904283413,0.00172630874729041,-0.000816135064412492,0.000433743615897068,-0.0012570500614289,0.00047405897803301,0.0483987015943194,-0.016478902264862,2.49361244811645e-07,0.00110352767074228,-0.114557472428716,-0.0539485670447698,-0.0852525657490063,0.0156433670972938,-1.83686342156485e-05,-3.94513013137737e-05,1.94069663545893e-06,-1.02385343572677e-06,-0.000181779277969956,2.25334355902454e-05,-1.09564944717366e-06,0.00375670404867302,-7.2588055172693e-06,0.0324446264284621,-0.00603519716669181,3.33887470182524e-07,7.66572999113208e-06,-0.00967717924843986,0.00291834875610625,-0.00017875957601354,0.0799548537451515,0.00010074928176456,-0.00243933769599175,-0.00281514756532539,0.000319136083360451,-0.0343720519026212,-0.000330006968047204,-0.00778794004595003,-0.515432158598021,-0.0205052073073646,0.0505785336515386,-0.000826039256089636,-0.111868386755243,0.0531782110496439,0.000779507283023659,0.493882394195261,-5.39231768503159e-05,0.00176834977397859,2.1259697055369e-05,-3.53566401615737e-15,1.32233600022171e-06,2.5810401748647e-05,2.72879422580309e-05,1.32974586759156e-06,-0.000108036240633927,9.99958522870047e-06,-7.81527856426263e-06,-0.000214565773456231,-0.58219990429851,0.000268859503866236,-1.40698351027498e-05,-3.49802389874882e-06,6.92925335060613e-15,-5.81975002323463e-15,-1.39573037854224e-05,2.34526256418495e-11,-2.27451769488755e-07,-1.90176421298373e-10,-0.00193437365518644,-5.48981405825023e-16,1.74194558426174e-08,1.01504062198224e-15,5.48356930388701e-16,8.59535791716915e-07,-3.52842435604644e-07,-9.19359228236251e-11,4.70204856373224e-06,5.31847088088236e-08,6.49765750859386e-16,4.14231060653986e-16,1.28214874344723e-09,1.73195776400416e-16,-2.61702216293462e-16,1.02860810312898e-16,-2.17582475737457e-16,2.93958613015703e-17,-3.04981596592492e-05,5.34996194872157e-07,5.4165935828586e-17,3.01588393040786e-16,-2.67736166819446e-17,-1.01771780720218e-16,2.02980631377299e-16,-7.11222308338472e-16,-3.04597703784513e-06,3.1435594330163e-16,2.52541656139367e-16,5.19131401815849e-16,-3.20248554910254e-16,2.51183638251825e-16,6.38093222853927e-16,4.23078730897202e-16,-1.69439758599083e-17,-5.05915288632374e-17
"t100",0.147917886956109,-0.0347465644835557,-0.00917745368714273,-0.000907158308471129,0.280423077976456,-0.0863061839529342,0.0379549485361316,0.00729838597565502,-0.0107300714382838,0.00236338708099179,-0.00112098032889326,0.000671804242640756,-0.00195550372926277,0.00074039142893236,0.0846756817576935,-0.0290460806380109,4.66655850362413e-07,0.00206994984334818,-0.317042980660782,-0.166660500563654,-0.270603598872167,0.0566413143584603,-9.93879908576679e-05,-0.000361963598196333,1.97960287486602e-05,-0.000136228608819271,0.00365082975712003,-0.000205680495162119,6.65837223385855e-06,-0.0129777305462374,1.58433609532167e-05,-0.0620110263208191,0.0100771790943765,-4.95281136736046e-07,-1.0929665447172e-05,0.0100166467743172,-0.00277716667310971,0.000163733869683136,-0.0712391198062168,-8.62217126993033e-05,0.0019160058608586,0.0021949682969002,-0.000209367875338477,0.0222105751565935,0.000205999180384043,0.00469359007265761,0.288987778510732,0.0102497542993686,-0.0251845372434857,0.000381459118955701,0.0503437644023208,-0.0232441679915012,-0.000340148949310847,-0.215239191970319,2.3584412348474e-05,-0.000779747100472511,-9.96065443272963e-06,9.12810005491134e-16,-7.7777817029503e-07,-1.52563496967283e-05,-1.61855933422366e-05,-9.89404291403019e-07,0.000225162966860374,-3.37283802215923e-05,-6.25537782227036e-06,-9.91598765844404e-05,-0.155031126624276,6.52715657213079e-05,-2.54297784822033e-06,-3.2171723053317e-07,2.38341925331118e-15,-2.07591379821685e-15,-6.5867880854947e-07,6.7761728518722e-13,-2.64517381790523e-09,-1.72913706968254e-12,2.90751970092814e-07,1.3194356903975e-16,-1.57100130453911e-11,9.49246663729068e-16,5.73784675508262e-16,1.04413099097801e-10,-1.71635751642271e-09,-4.92155052021027e-13,3.35597311117454e-08,5.00209374887943e-10,2.01433988293713e-15,-1.54046148836115e-15,2.59864893991183e-11,-5.68620527738401e-16,3.94796296453512e-16,-6.6794647860147e-16,2.88328573205881e-15,2.16443946097524e-15,-1.47551895883047e-06,2.66435480391616e-08,-2.41760518266985e-15,-1.72262639525922e-15,-1.96062372660068e-16,-0.707106781186548,1.1427836598748e-14,-2.13624579132734e-14,-2.14332564459222e-07,1.05826772547754e-16,-3.31547245844655e-16,1.91630940740841e-15,1.98473796472085e-16,9.36367363020715e-16,9.21553792382892e-16,-2.99987776272253e-15,1.08691813012541e-15,1.37023358170932e-16
"t101",0.147917886956109,-0.0347465644835557,-0.0091774536871429,-0.000907158308471101,0.280423077976456,-0.0863061839529345,0.0379549485361317,0.00729838597565478,-0.0107300714382837,0.00236338708099173,-0.0011209803288933,0.000671804242641153,-0.00195550372926269,0.000740391428932469,0.0846756817576937,-0.0290460806380111,4.66655850435705e-07,0.00206994984334812,-0.317042980660782,-0.166660500563654,-0.270603598872166,0.05664131435846,-9.9387990857809e-05,-0.00036196359819636,1.97960287487685e-05,-0.000136228608819539,0.00365082975712017,-0.00020568049516216,6.65837223381594e-06,-0.0129777305462374,1.58433609534153e-05,-0.0620110263208181,0.0100771790943767,-4.95281136715882e-07,-1.09296654474197e-05,0.0100166467743169,-0.00277716667310945,0.000163733869683098,-0.0712391198062176,-8.6221712699083e-05,0.00191600586085885,0.00219496829689996,-0.000209367875339683,0.0222105751565937,0.000205999180384086,0.004693590072658,0.288987778510732,0.0102497542993681,-0.0251845372434848,0.000381459118955569,0.0503437644023191,-0.0232441679915008,-0.000340148949312419,-0.21523919197032,2.35844123474767e-05,-0.000779747100472169,-9.96065443275088e-06,1.180386003464e-15,-7.77778170392188e-07,-1.52563496973279e-05,-1.61855933423075e-05,-9.89404290710136e-07,0.000225162966860933,-3.37283802206182e-05,-6.25537782243083e-06,-9.91598765834063e-05,-0.155031126624277,6.52715657224979e-05,-2.54297784876552e-06,-3.2171722991615e-07,3.12487398029985e-15,-1.82775583486808e-15,-6.58678809237288e-07,6.77382249254171e-13,-2.64517363716195e-09,-1.72932304565257e-12,2.90751969837607e-07,-4.35143551827051e-16,-1.57118946422626e-11,-1.03684509655557e-15,-1.009012018603e-15,1.04412699745483e-10,-1.71635602646973e-09,-4.94051182580742e-13,3.35597323420235e-08,5.00208957265972e-10,-2.0504352519553e-15,1.40232773080211e-15,2.59885771757073e-11,3.79397624665991e-16,-3.59004750765018e-16,8.71611053778519e-16,-3.05719583820897e-15,-2.24985295600528e-15,-1.47551895678685e-06,2.66435414746715e-08,2.3975171869818e-15,2.18655533479693e-15,4.09103827786914e-16,0.707106781186547,-1.14734315123395e-14,2.18496947701044e-14,-2.14332566811182e-07,-1.41697869568295e-16,1.95175395423898e-16,-1.82801985250843e-15,-4.29465731149692e-16,-8.90606084024276e-16,-7.70544591677398e-16,2.98077262613038e-15,-1.10644639773662e-15,-3.65799535178803e-16
"t55",0.146036685710594,-0.0342781885245927,-0.0088890330605996,-0.00087301234046866,0.265166726492516,-0.0813448142126845,0.0355668865396817,0.00661767049352288,-0.00967616369421986,0.00207684401508675,-0.000983844427823056,0.000564066341405507,-0.00163934251099371,0.00061981105853644,0.0681672636758189,-0.0233253619474094,3.67494124802686e-07,0.00162888454038687,-0.223387797671701,-0.114370729687149,-0.184554753264632,0.0375479386388109,-6.1369509152155e-05,-0.000209646278432804,1.13552861550308e-05,-7.18050734917246e-05,0.00181523052444882,-9.5780431387097e-05,2.90510647097045e-06,-0.00477959968474104,4.32992565409323e-06,-0.0146100466168356,0.00192409629406077,-7.21208680291003e-08,-1.40965707579803e-06,-0.000402961061052563,0.000271124973749964,-2.06314744689554e-05,0.0105077504457514,1.55578294317258e-05,-0.000493487131251558,-0.000580946174340001,9.61954609568335e-05,-0.0106530817848508,-0.000108776584078725,-0.00272687956927467,-0.203529459044607,-0.00984945390505086,0.0244690791985556,-0.000468984090075797,-0.0684693020885369,0.0377077344001038,0.000563778119073736,0.365263896428098,-4.46637587667418e-05,0.00155368727757683,2.31274675997319e-05,-9.84379514309662e-16,2.20293834780137e-06,4.33236290850398e-05,4.60451228356173e-05,3.07561030428002e-06,-0.000811371931614173,0.000124477770846503,2.68689861034213e-05,0.00045455114362577,0.77746627388836,-0.000333135971551218,1.37933253706353e-05,2.05647453029538e-06,-1.209668119231e-14,9.35927461969174e-15,5.08363252312407e-06,-6.06469488439014e-12,3.12479846871608e-08,2.19575419708893e-11,-7.41222126209568e-06,8.23682898958568e-16,1.03667552240696e-09,-5.79671631451437e-16,1.03434277519612e-17,7.95028748749307e-08,-5.19573393002986e-08,-1.38921976471614e-11,7.68839971370098e-07,9.42535315150479e-09,-4.81366950833657e-16,-7.31029439084371e-17,2.89029555414085e-10,1.84269009223835e-16,1.26820893978814e-16,-5.33319412199172e-16,1.39872653811482e-16,3.40824873235084e-16,-9.180681561522e-06,1.62627380011626e-07,1.3497475057477e-16,-3.95612201545463e-16,-1.5094597477295e-16,4.96077505203449e-16,-1.32519839513157e-16,6.87525581244799e-17,-1.04093833499502e-06,-1.39256907609594e-16,-1.16295278414377e-16,-1.08121355776735e-16,3.30814906497463e-16,-3.32426399776427e-17,-1.68305554369597e-17,-2.88088192154017e-16,1.43424124185005e-16,2.39990081073591e-16
"t39",0.135947678561415,-0.0317677700101142,-0.00736538791976656,-0.000693557363655117,0.186127868391246,-0.0557107873858347,0.0232878412431169,0.0032158195875948,-0.00443516755515311,0.000685890990159442,-0.00031895275135271,6.52181350748078e-05,-0.000178017315542272,6.33683894924533e-05,-0.00440480810942451,0.00173771713644218,-5.46564851287771e-08,-0.000246631991375184,0.0674614831294397,0.0177652966341352,0.0173133981335227,0.0171501243353507,0.000844670183992674,0.000935162298517332,-4.9114102305955e-05,0.000296452995410788,-0.00788891588367819,0.000450382135279448,-1.48837643638226e-05,0.0306883853018133,-4.02737369544558e-05,0.161399457136507,-0.0268539686022672,1.34466991738226e-06,2.98347127922113e-05,-0.0271034553016124,0.0069796469445327,-0.000368693191011962,0.124699513397677,0.0188524737415807,-0.00666795073991192,-0.00752714981665652,0.000589993749568781,-0.0614867784064409,-0.000544937617624238,-0.0117439608134011,-0.614150613800651,-0.0115328552161051,0.0271326852475246,8.73808453351404e-05,0.0500008233398682,-0.0630145381035391,-0.00100625445217184,-0.697482064988029,0.000110932288210313,-0.00426507529735982,-8.08734091410771e-05,3.86607610552615e-15,-9.47297220801852e-06,-0.000186653378760919,-0.000198637712389332,-1.39487046399377e-05,0.0036805278295652,-0.000556606793317177,-8.99025105678387e-05,-0.00104218200570702,0.090946843225164,-0.000255232165578748,5.01578825978205e-05,4.11294618391766e-05,1.17020421724488e-15,-1.31772193829565e-15,0.000476453393831661,-4.27506131001323e-09,-1.00710266192098e-05,-6.81546149349704e-09,-0.00270613337297533,1.20093895139362e-16,2.30003004568567e-07,-2.01175988421761e-16,-5.37799797521416e-16,9.95939289066395e-06,-3.3492633995267e-06,-8.61101182644917e-10,4.22052613140848e-05,4.55836070834357e-07,3.44524710766929e-16,-1.81546401526153e-16,9.39892714392005e-09,-1.4482316028337e-17,1.6299218030294e-16,-8.20943300822891e-17,9.24216850736336e-17,-3.93304172809087e-16,-0.000177765834617989,3.09161436037849e-06,-9.04499498446389e-17,-8.61259145478866e-16,2.97164964365231e-17,-6.05378938920174e-16,6.08380950617942e-18,1.05321723137089e-16,-1.58017539124726e-05,-2.00469377618036e-16,-4.09088054962711e-17,6.96536346084019e-16,1.85325752892866e-18,-2.9875561066275e-16,-7.89009245867236e-16,4.34013904703775e-17,-3.64230269410146e-17,-1.59065984463222e-16
