"accepted_species","traits"
"t1",0
"t2",0
"t3",0
"t4",1
"t5",1
"t6",1
"t7",1
"t8",1
"t9",1
"t10",1
"t11",1
"t12",1
"t13",1
"t14",1
"t15",1
"t16",1
"t17",1
"t18",1
"t19",1
"t20",0
"t21",1
"t22",1
"t23",1
"t24",1
"t25",1
"t26",0
"t27",1
"t28",1
"t29",0
"t30",1
"t31",0
"t32",1
"t33",1
"t34",1
"t35",1
"t36",NA
"t37",0
"t38",1
"t39",1
"t40",0
"t41",1
"t42",1
"t43",0
"t44",0
"t45",1
"t46",0
"t47",1
"t48",1
"t49",1
"t50",1
"t51",1
"t52",1
"t53",1
"t54",1
"t55",1
"t56",1
"t57",1
"t58",0
"t59",NA
"t60",1
"t61",0
"t62",0
"t63",1
"t64",1
"t65",1
"t66",0
"t67",1
"t68",NA
"t69",1
"t70",1
"t71",1
"t72",0
"t73",1
"t74",0
"t75",0
"t76",1
"t77",1
"t78",1
"t79",1
"t80",0
"t81",0
"t82",1
"t83",NA
"t84",NA
"t85",1
"t86",1
"t87",1
"t88",0
"t89",NA
"t90",NA
"t91",1
"t92",0
"t93",1
"t94",1
"t95",0
"t96",1
"t97",1
"t98",1
"t99",1
"t100",1
"t101",1
"t102",1
"t103",1
"t104",1
"t105",1
"t106",1
"t107",NA
"t108",1
"t109",1
"t110",1
"t111",1
"t112",1
"t113",1
"t114",1
"t115",1
"t116",1
"t117",0
"t118",1
"t119",0
"t120",1
"t121",1
"t122",1
"t123",0
"t124",0
"t125",1
"t126",1
"t127",1
"t128",1
"t129",1
"t130",1
"t131",1
"t132",1
"t133",0
"t134",0
"t135",1
"t136",1
"t137",1
"t138",1
"t139",NA
"t140",1
"t141",1
"t142",1
"t143",NA
"t144",1
"t145",0
"t146",0
"t147",0
"t148",NA
"t149",NA
"t150",NA
"t151",1
"t152",1
"t153",1
"t154",NA
"t155",NA
"t156",0
"t157",0
"t158",1
"t159",1
