,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,3.5770109,-0.04579646,-0.047286883,-0.32959297,-0.48892054,-0.12570067,-0.07918985,9.664972,-0.06232014,1.258094,0.2860818,5.313263,7.728994,-0.6211893,-0.14056046,6.7378154,-0.11237663,9.032253,0.15371656,-0.3857371,14.081127
t2,3.9810963,-0.033757433,-0.059802774,-0.30549487,-0.44975823,-0.12931292,-0.15564585,8.829845,-0.07729323,1.6087015,0.29300198,5.0551815,7.125512,-0.6078581,-0.13084957,5.9179606,-0.10508272,8.53702,0.14108478,-0.36164832,13.307148
t3,3.6994739,-0.040201165,-0.051266234,-0.32325923,-0.4802123,-0.12798278,-0.104396,9.435052,-0.067917034,1.3588315,0.2879584,5.2714148,7.5663233,-0.618254,-0.13844691,6.508795,-0.11076375,8.899774,0.15063663,-0.3815776,13.888708
t4,4.624215,-0.029441977,-0.07824737,-0.26847047,-0.38440984,-0.12912217,-0.30151173,7.531616,-0.10056727,2.2513719,0.30087036,4.5799437,6.132407,-0.5824654,-0.111459136,4.6276517,-0.09299274,7.776788,0.12052867,-0.31318527,11.985989
t5,3.024815,-0.061500233,-0.029578583,-0.36604235,-0.55328465,-0.12341701,0.13499828,10.950321,-0.04683021,0.71548414,0.2709213,5.688586,8.650615,-0.6412269,-0.15524715,7.9582872,-0.12590659,9.788663,0.17440537,-0.42879528,15.277639
t6,3.7092516,-0.03921028,-0.050627243,-0.32538384,-0.48298782,-0.12721674,-0.11272101,9.494822,-0.06950941,1.3372563,0.28706846,5.2811184,7.6386976,-0.6290484,-0.1390388,6.6006713,-0.11128945,8.949614,0.1524622,-0.3834924,13.961573
t7,3.3008473,-0.046322104,-0.038390525,-0.35143882,-0.52921164,-0.123944715,-0.03260009,10.375974,-0.054368388,0.925592,0.27980608,5.5571733,8.295973,-0.6426154,-0.15001388,7.542174,-0.12011082,9.440102,0.16652158,-0.41421208,14.846628
t8,2.2577324,-0.066129245,-0.0058776783,-0.42072803,-0.6300554,-0.11796693,0.48441958,12.678768,-0.023788832,-0.009554525,0.25939357,6.274899,9.981354,-0.68517196,-0.18015194,9.835571,-0.14178348,10.80922,0.20374405,-0.49329552,16.936876
t9,1.6028671,-0.07949945,0.67993706,-0.4621494,-0.69145125,-0.11980174,1.0009743,14.352172,0.012235127,-0.09561639,0.24477318,6.7295938,11.079871,-0.688343,-0.20060362,11.335187,-0.1599376,11.786002,0.22890122,-0.5409234,18.287388
t10,5.6804333,0.044369385,-0.10839619,-0.21342035,-0.2621962,-0.1082633,-0.5437067,4.8939853,-0.11937227,3.3623245,0.29034787,3.2291489,4.0570683,-0.4675759,-0.07722535,2.453176,-0.057048608,5.856418,0.082316846,-0.20331284,8.93768
t11,4.345574,-0.025675897,-0.0755978,-0.26222634,-0.36757693,-0.12109165,-0.24728577,7.383133,-0.09501518,2.1003916,0.28758582,4.3648515,5.8393764,-0.55872357,-0.10568662,4.656876,-0.08409565,7.4033585,0.11886829,-0.2988962,11.532485
t12,6.6929045,0.26375753,-0.12736551,-0.1978893,-0.1810386,-0.10377646,-0.7161728,3.475696,-0.13389522,4.0756354,0.30218527,2.519553,2.917948,-0.35538194,-0.06818457,0.8232654,-0.042946815,4.719611,0.058390647,-0.15194036,7.227921
t13,4.330529,-0.03345635,-0.07453916,-0.26557258,-0.36897883,-0.12118652,-0.25128224,7.462688,-0.09346805,2.0926723,0.28845114,4.306599,5.90822,-0.559333,-0.106295116,4.743846,-0.084621035,7.415901,0.119508,-0.30008626,11.5807
t14,4.058534,-0.0400887,-0.0672379,-0.27789065,-0.3891669,-0.121035725,-0.20638882,7.942161,-0.086577766,1.8322594,0.28628832,4.481539,6.2556806,-0.57469463,-0.11191922,5.208495,-0.0894824,7.685026,0.12680541,-0.31895232,12.050654
t15,8.505655,-0.023086924,-0.12885459,-0.2098758,-0.14473723,-0.12284575,-0.71099037,1.1735063,-0.114881195,4.8579397,0.28437904,1.8639147,1.6216862,0.9142108,-0.049978632,-0.0019284904,-0.012291279,3.02859,0.034666363,-0.067308895,4.7121754
t16,8.909203,-0.102882825,-0.12266563,-0.20039248,-0.13254903,-0.10931305,-0.5601221,0.119111046,-0.10380935,4.6934323,0.2701959,1.4888597,1.3685753,2.1360412,-0.034909487,-0.022872042,-0.00029604638,2.7401187,0.033507206,-0.034862388,3.8149579
t17,16.606667,-0.19128291,-0.115890495,-0.27261382,1.3458469,-0.082380116,2.5483932,-3.1121957,-0.21292067,2.7491596,0.06447038,2.8204648,4.1847453,13.547417,1.5868127,-0.40259778,6.3992147,3.08071,0.021380913,2.083041,-0.5646658
t18,11.717296,-0.20655581,-0.09666999,-0.20585956,-0.020230358,-0.06966914,0.6024065,-1.4353449,-0.12769297,3.2872646,0.14314581,1.6764692,2.213634,7.599919,0.6841985,-0.18853088,2.527105,2.627944,0.025943123,0.72320145,0.26008925
t19,16.269087,-0.19205898,-0.1152793,-0.26955855,1.2271413,-0.08157003,2.3833745,-2.9979935,-0.20844285,2.797913,0.07044677,2.744104,4.0839863,13.126183,1.4901386,-0.389293,6.1325145,3.0665963,0.021009287,1.9823208,-0.5179554
t20,15.549082,-0.18680456,-0.11412019,-0.2638669,0.9795487,-0.08023515,2.015177,-2.7619796,-0.19735792,2.9345534,0.08422979,2.5659285,3.8026378,12.226209,1.2778378,-0.36084637,5.6113195,2.9516246,0.02041057,1.7435256,-0.4262743
t21,15.123757,-0.19948635,-0.11969967,-0.26076722,0.3438937,-0.081612915,1.22525,-2.4117084,-0.1807121,3.5643008,0.12300645,2.3107226,3.3970587,10.93193,0.8698276,-0.30947083,4.7191076,3.0682106,0.025102282,1.3607007,-0.20539443
t22,15.168907,-0.19840047,-0.11979457,-0.2613809,0.36201227,-0.08195619,1.2485908,-2.4300191,-0.18115045,3.5576315,0.12193175,2.325407,3.4176936,11.000099,0.87634236,-0.31185025,4.7609205,3.0668054,0.024967622,1.3810188,-0.21164875
t23,13.409407,-0.20936292,-0.11425707,-0.23349258,-0.017582681,-0.07931967,0.40350193,-1.7237328,-0.15117002,3.9027832,0.16083668,1.8679539,2.670337,8.640846,0.58443105,-0.22625743,3.152651,2.9335907,0.02719654,0.7731604,0.31738994
t24,4.8079634,-0.1011888,-0.06560002,-0.1594959,-0.20905745,-0.052609336,-0.39707148,4.137641,-0.09170159,2.7182665,0.23697619,1.7653921,3.363429,-0.3639271,-0.053354666,2.6903815,-0.0722305,4.497461,0.07338271,-0.15095533,6.9790397
t25,11.790484,-0.18846016,-0.11424411,-0.22266975,-0.079448394,-0.06889054,-0.13313809,-1.195357,-0.12327806,4.36498,0.20213333,1.6274767,1.7650309,6.5008225,-0.00077145157,-0.15891367,2.0617638,2.7740405,0.030181784,0.37711328,1.3679299
