,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,9.737534,3.507795,7.515256,3.6736007,6.9410186,5.208805,4.7669005,3.9341693,3.7304385,5.2184343,6.4886336,5.5318875,4.7098784,3.8887208,4.389447,5.3433266,5.782527,5.517066,5.0967145,2.2426596,6.838538
t2,9.75011,3.558957,7.452193,3.6997218,6.900005,5.1962914,4.7604265,3.9406786,3.7950861,5.1702585,6.423756,5.502021,4.659895,3.920464,4.4334474,5.318875,5.792108,5.5218377,5.100093,2.2378826,6.7829657
t3,9.755867,3.555266,7.501857,3.6833158,6.93576,5.201451,4.758667,3.9289088,3.7767556,5.1889725,6.470394,5.5024815,4.6913466,3.9266574,4.3978333,5.317729,5.76509,5.5179715,5.119736,2.2474818,6.796002
t4,9.746246,3.5860825,7.3686953,3.765726,6.845698,5.1618223,4.7154803,3.9074337,3.8022044,5.1263494,6.440549,5.432989,4.698554,3.9835734,4.479372,5.2482777,5.7248735,5.5600853,5.1406655,2.2273903,6.7258687
t5,9.76894,3.5739653,7.569776,3.628003,6.9810286,5.2323055,4.7957706,3.9636984,3.7942624,5.2240133,6.492086,5.5499372,4.687208,3.9082563,4.357482,5.3689494,5.7720366,5.4930463,5.1196723,2.2871263,6.821323
t6,9.74804,3.5207586,7.5543866,3.7052193,6.993859,5.1595793,4.7086062,3.876784,3.743491,5.163975,6.490508,5.4645333,4.7007165,3.933284,4.3562484,5.2720237,5.7669234,5.5571165,5.134137,2.2005618,6.801272
t7,9.783818,3.5483356,7.6344647,3.582208,7.041889,5.262299,4.8194532,3.971847,3.7538664,5.267009,6.5597425,5.6022897,4.7119303,3.8733194,4.294245,5.419815,5.734956,5.483372,5.1408796,2.317155,6.8775043
t8,9.758586,3.508977,7.6387877,3.59072,7.051086,5.2438498,4.8091106,3.9841993,3.7353187,5.2569866,6.5317683,5.6132903,4.6781435,3.8384252,4.3154793,5.4328384,5.7843204,5.516132,5.0952916,2.2938895,6.8852396
t9,9.746808,3.499262,7.604049,3.6067858,7.0284057,5.231339,4.8028407,3.999069,3.7368026,5.237614,6.5095463,5.6214056,4.661833,3.8281617,4.343394,5.4419065,5.797584,5.547054,5.081258,2.2896323,6.8804216
t10,9.703158,3.6144679,7.1291785,3.8727868,6.650381,5.103423,4.657733,3.8955832,3.8141005,5.0804496,6.4414163,5.325883,4.745436,4.0606227,4.6163254,5.1599307,5.6196074,5.622074,5.138241,2.2421362,6.6361322
t11,9.735072,3.6150472,7.287699,3.7924502,6.7764387,5.1553373,4.7121043,3.9247627,3.8136747,5.1269846,6.472528,5.402797,4.727319,4.024422,4.538778,5.228151,5.671677,5.568586,5.151018,2.2546148,6.6940417
t12,9.655467,3.6124356,6.9522524,3.9599338,6.5117674,5.044173,4.601279,3.867604,3.8205276,5.044018,6.422873,5.242064,4.790851,4.1120305,4.7009354,5.0876303,5.5442934,5.665342,5.130388,2.227705,6.569423
t13,9.739577,3.6122577,7.319797,3.7822049,6.8033295,5.159806,4.7181025,3.9215965,3.817865,5.1239047,6.454517,5.417916,4.7126765,4.0113378,4.517506,5.2394323,5.6919794,5.5658245,5.145861,2.2461984,6.7014513
