"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104"
"t30",-0.0317053426086021,-0.0316668107716789,0.0294943454324752,-0.0945992012991158,0.0220399027009546,-0.0160092303863786,0.546898394154448,-0.0147974165078089,0.0407180000261128,-0.00785240189165905,0.00638307283589499,-0.00477132132544534,0.0028769438756148,-0.00521128395447439,0.00417535773991412,-0.00112529431614076,0.00208556503520143,-0.012896646612826,0.0029192857619183,-3.93819030580806e-05,0.000811784295274918,-0.000774431560160843,0.0110535715773372,-1.35990053754091e-05,0.000155936676880576,-0.00039251550589231,0.00104598142430131,-0.00119047915602276,0.000961259903109914,-0.000687256210349944,0.000876395037270684,1.02335580717097e-05,-0.000480043094446319,-0.000190687157899791,-1.33058388186062e-05,0.000401580128068476,-0.000616802281762469,0.00344009850379332,-0.000133774228182171,0.00159231366941369,-4.32267955675952e-07,-7.41069112996171e-07,-2.22651298289554e-06,-1.61247568237895e-16,-0.000536330932225906,3.37413735715183e-05,3.05346525178347e-16,5.74859660027386e-05,0.000121369935232459,4.24508915643069e-05,1.78021869966209e-15,-0.822424864561396,0.00654118555992384,0.000506868291410556,-0.00185107783429917,-2.24707452720137e-15,-0.000131254978345419,0.000167590895357148,0.000149325806026725,1.72057756917199e-16,-0.000154997831730373,-2.57543903368544e-05,-0.000132514200880901,8.32869589910669e-05,2.04896119479294e-05,2.79777095164327e-05,1.25147506383408e-17,-0.000113546855029331,-8.87497365908647e-05,-0.000137464147353435,0.000913811766448306,1.04721477673172e-15,-1.4950309859481e-06,-2.56788603863519e-16,-1.77576189919686e-05,-1.22481806516336e-16,-2.27786903993249e-06,3.05438385791423e-05,-3.91134405654978e-05,-3.46687165854017e-17,-1.19487456933554e-07,1.33720808677762e-05,7.02952461505856e-17,-2.56840272884481e-17,4.87550175789081e-17,5.23180461452539e-17,1.04751078728765e-16,-8.15334038753744e-17,-6.64941265399819e-17,3.59280688431708e-17,-1.38505935727942e-05,1.37054098254196e-17,-1.31695266856647e-17,6.7487637759148e-07,1.40896069910475e-16,-2.17643737126411e-17,1.96361430864342e-17,6.79274286865204e-17,3.0376883413889e-17,2.78410459803816e-17,-1.00507782834761e-16,-4.54621010110495e-17,8.23483981156541e-17,2.99726036321238e-16
"t46",-0.0317689382071653,-0.0319182427411451,0.0297642326097442,-0.0960373542686718,0.0223892442646073,-0.0163335033287688,0.559473461199678,-0.015230830484418,0.0421043333116913,-0.00820387946576747,0.00677433185981131,-0.00507697459719653,0.00309847801192371,-0.00571983214636942,0.00462582753925221,-0.00126088951865143,0.00238244573085833,-0.014897539446856,0.00338412353891388,-4.57516280982751e-05,0.000960309634658349,-0.000923877008476314,0.013522772449375,-1.68618120038599e-05,0.000193607202387677,-0.000492836335588033,0.00136947222553709,-0.00159188229150748,0.00136841583746079,-0.00103302268873775,0.00133942925506494,1.56634659065307e-05,-0.00073732529030219,-0.000297945986479922,-2.08671462046429e-05,0.000691763530266295,-0.00110060273550869,0.0091198982388191,-0.000472582666749287,0.00809007019177886,-2.43612731925162e-06,0.000144419593891958,0.000395556143001386,-6.51538819121103e-17,0.00414886757489971,-0.000188526607160478,9.97378843627875e-17,-0.00024380709076759,-0.00030007139983021,-6.98886059762083e-05,-5.84542507957676e-16,0.402170695771222,-0.00276507378420047,-0.000213821862909873,0.000603019096483954,1.03779845022219e-15,2.02638485737104e-05,2.53935594977438e-05,2.28700848659953e-05,-9.78081295103957e-16,-4.12464578583474e-05,-7.72110878194306e-06,-4.56751505153056e-05,2.94193632449659e-05,8.12634920988188e-06,1.2259593218083e-05,6.22453178119174e-15,-5.36027977582539e-05,-4.2759830743038e-05,-6.70409162945377e-05,0.000449958638904091,-0.707106781186548,-7.92045837192597e-07,9.86120071139317e-16,-9.63833001883211e-06,7.86234746715564e-16,-1.25036425397944e-06,1.72830276412279e-05,-2.26441970210238e-05,8.5908626555072e-17,-7.08902061323084e-08,7.97337430868054e-06,-4.48034198503624e-16,-4.33758810468152e-17,-3.477936221437e-16,3.24654515167593e-16,-1.12865113342667e-16,-6.26252979416245e-16,2.94111663983125e-16,7.57818117416749e-18,-8.83694837031755e-06,-8.81827950363067e-17,2.27209375656913e-16,4.4209770977821e-07,4.07405285869761e-16,-2.12917557643296e-16,1.04135141772317e-16,4.09423782592071e-16,4.26129731841902e-16,-2.63920073851696e-17,-3.76779080326123e-16,-1.15454777874214e-16,1.3020243356617e-16,3.00395412181119e-16
"t47",-0.0317689382071655,-0.0319182427411451,0.029764232609744,-0.0960373542686715,0.0223892442646072,-0.0163335033287688,0.559473461199678,-0.0152308304844181,0.0421043333116909,-0.00820387946576732,0.00677433185981142,-0.00507697459719636,0.00309847801192367,-0.00571983214636946,0.0046258275392522,-0.00126088951865125,0.00238244573085831,-0.0148975394468561,0.00338412353891411,-4.57516280981555e-05,0.000960309634658103,-0.000923877008476566,0.0135227724493757,-1.68618120039618e-05,0.000193607202388029,-0.000492836335588364,0.00136947222553727,-0.00159188229150752,0.00136841583746104,-0.00103302268873738,0.00133942925506492,1.56634659068102e-05,-0.000737325290302721,-0.000297945986479902,-2.08671462041729e-05,0.000691763530265936,-0.00110060273550731,0.00911989823881981,-0.000472582666748298,0.00809007019177888,-2.43612731962687e-06,0.000144419593892088,0.00039555614300137,1.2924218705344e-16,0.00414886757489838,-0.000188526607159525,-5.52299789422385e-16,-0.000243807090766252,-0.000300071399829523,-6.98886059764058e-05,-1.08408295331502e-15,0.402170695771223,-0.00276507378419946,-0.000213821862912281,0.000603019096482338,1.1070147376175e-15,2.02638485729279e-05,2.53935595007379e-05,2.28700848652584e-05,9.63327058816914e-16,-4.12464578593147e-05,-7.72110877926581e-06,-4.56751505186266e-05,2.94193632475524e-05,8.12634920827945e-06,1.2259593226288e-05,-6.24024583931465e-15,-5.36027977645195e-05,-4.27598307271554e-05,-6.70409163040733e-05,0.000449958638949716,0.707106781186547,-7.92045845140659e-07,-6.84774987576083e-16,-9.63833000717923e-06,-7.82466403031769e-16,-1.25036425882061e-06,1.72830276371678e-05,-2.26441970161492e-05,4.4339111829653e-16,-7.08902065666807e-08,7.97337430414305e-06,1.96535385363472e-16,-5.18455967630913e-18,3.16288667072146e-16,-2.33154026822e-16,6.66652577937938e-17,6.47294665484346e-16,-1.87407828020083e-16,3.32038618864477e-17,-8.83694836759682e-06,3.7483331508093e-17,-1.05680447323749e-16,4.42097709650566e-07,-1.65416130352125e-16,1.75034049108439e-16,-7.00308254832444e-17,1.89808928217522e-16,-2.67652169452498e-16,-2.18728426356422e-16,9.59340257940008e-17,2.16918007147944e-17,1.0556443382063e-16,2.71668462458102e-16
"t3",-0.0590289012460024,-0.0321785740121132,0.000541090215809184,-0.217778884241686,0.0634429101754909,0.0102288446075041,-0.0387513792999898,-5.93196701436337e-05,0.00290240695602217,0.0011006134422307,-0.00382523138037279,0.00077561152838217,-0.00353239027460301,0.0117074693298383,-0.00329348583116102,0.00126277754194831,-0.0125444387598819,0.102728767218365,-0.0241809656593469,0.000726947332193644,-0.00329092421904582,0.0162928602143428,-0.93121720407302,-0.00529343990208501,0.0347031370090529,-0.0281788926966672,0.00561434671700048,-0.0234278041865158,0.0133305073686499,-0.00228201343369002,0.0112703956629703,0.000124214601254638,-0.0061473902194132,-0.00242039880014973,-0.000168740571165024,0.00163982676105815,-0.224369392545879,0.0106854359614102,-0.00192244712387347,0.00842684941700593,-2.18725668204626e-05,0.000132782473004964,0.000363572297297676,-1.19405711986806e-16,0.00353687620109143,-0.000647233674751975,-7.65370015080872e-17,-0.000194304281758761,-0.000858192634982442,-4.33700206535416e-05,-2.60402867030076e-16,0.00212293813959674,0.0208996650986002,-0.000149119967194564,-0.000918432248593691,6.40926546042515e-19,-0.000135631116389292,8.45672200321757e-05,0.000274546977310368,6.04902608441275e-17,-0.000339330480113613,-5.8411509629796e-05,-0.00405173454101572,0.000197025310952339,1.35882173023578e-05,1.92255210771295e-05,-4.42031715782599e-17,-0.000295091042612405,-0.000223672408181415,-0.000347891147687018,0.00240315616364293,5.59764593002724e-16,-1.08583507298349e-06,-6.48173759917497e-17,-0.000569850216718297,-1.03706471565553e-16,-1.67352024340526e-06,2.26448476507694e-05,-2.91813877214002e-05,-8.75635934175515e-17,-8.97066509239899e-08,3.67017736614921e-05,7.33576045395711e-17,4.41886658397231e-17,-6.99047400432424e-17,-1.12401307677444e-17,-1.75909086373618e-17,-2.43066950980573e-16,-5.34506881697414e-17,-4.61501221864287e-17,-3.83030757079198e-05,-1.33108234452866e-18,3.30914225161423e-17,5.16532044879574e-07,2.74278382348198e-17,-2.64747599619065e-17,-2.45323194751997e-17,2.99653101300128e-16,3.99414810831867e-17,-6.24724808043555e-17,-3.68672289407013e-16,-5.23781117187198e-17,7.04440078085253e-17,2.87147832643054e-16
"t10",-0.0611839049689963,-0.0377413196759068,0.000653376608703848,-0.312538210393784,0.0930533064177471,0.0178127709380014,-0.0771579011759566,-0.000185664187533314,0.0177915329044995,-0.00419186911544254,0.00313191593792795,-0.000540450522754223,0.0012718863093745,-0.00153965531095335,0.000228373056544719,-1.96718964164816e-05,-0.000555809440898881,0.00694711861802847,-0.00178479845014191,5.6237625143929e-05,-0.000332460436092641,0.00177706597008826,-0.116430554493992,-0.000686475268663927,0.00451218147414535,-0.0037220853826625,0.000723465240247133,-0.00284353785566345,0.000997793827560483,1.62152895219565e-05,-0.000504557272839153,-6.02514873652371e-06,0.000354333450764867,0.000264064155433231,2.05690613905111e-05,-0.00176522365455031,0.912134333736228,0.0072716647709824,-0.00115170894294228,0.00476453168750278,-1.22551784810027e-05,7.08365137098435e-05,0.000193943316122997,1.72027261459074e-16,0.00186277617431545,-0.000340002480462772,1.80549407177008e-17,-0.00010190756968792,-0.000450899923692105,-2.30620333009234e-05,-1.25354293025966e-16,0.00214042879072074,0.161958124663191,-0.00137700589928561,-7.3904942354965e-05,-3.60213472145996e-16,-4.62319401965633e-05,3.47956492291538e-05,0.000113009531311472,1.28353582634091e-16,-0.000143277412908683,-2.49264852131705e-05,-0.019446889060639,7.73507412574359e-05,5.71608561976404e-06,8.16779517968887e-06,1.05309315095879e-16,-0.000126052645524179,-9.56816923701697e-05,-0.000148946402524365,0.00102958417403282,-9.93272642368018e-16,-4.67806766134214e-07,-7.77030009924699e-17,-0.00221667357893851,2.07673675643201e-17,-7.21937797741815e-07,9.80049372116456e-06,-1.2656512322725e-05,-2.18690907245873e-16,-3.90011133987685e-08,1.59647744497118e-05,6.56822183410571e-17,-8.92129475240062e-17,6.15555493208118e-17,2.06975569973768e-16,2.15557018842974e-17,6.54989581314034e-17,1.0823591994051e-16,1.40115666273621e-16,-1.67944743655146e-05,8.4101880023203e-17,4.79844146868973e-17,2.27340755512205e-07,7.90016408899703e-17,-3.70130051812362e-17,-2.12232505686672e-17,3.2610648460321e-16,-5.69931666801162e-17,-6.8986133621819e-17,-8.46376142546715e-17,3.19420476074295e-17,6.50452127496401e-17,1.65614861549052e-16
"t33",-0.0618809444122577,-0.0395333627368437,0.000689519403096028,-0.342908870437086,0.102539090252432,0.0202344726622597,-0.0893967828218271,-0.000225731819394739,0.0224955626533238,-0.00584921377439702,0.005278689229922,-0.000945497227739303,0.00273190163141458,-0.00547784764254412,0.00126295950089827,-0.000390613836318515,0.00281149114996896,-0.0194542255257436,0.00434993126886856,-0.000126762607547418,0.000446739386179363,-0.00197752608513235,0.0817571550729418,0.000392198527093655,-0.00252852713116744,0.0017816922078844,-0.000205257881749897,0.000633868747756537,-0.000110880670113822,-9.32068892010109e-07,2.29983812328788e-05,2.68742508391366e-07,-1.5001212298622e-05,-8.48085563921656e-06,-6.18939702566177e-07,-1.04497495161064e-05,0.0128107639274693,0.000237072738397605,-2.39912867682878e-05,1.40808067941735e-05,2.22661583767239e-08,-4.10383611882897e-06,-1.12704068314063e-05,3.93590509971711e-16,-0.000197863447438558,4.34176174420735e-05,9.72870394297037e-16,1.5667991086645e-05,0.000108580905461847,8.4563143398346e-06,1.9459319719144e-15,-0.00652905235026185,-0.895545039275034,0.00769608110370202,-0.00219073407888984,-3.11183908659333e-17,-0.000113381501485185,3.44261559151127e-05,0.000111515672558482,7.3335816547932e-17,-0.000125550265766458,-2.24633000685054e-05,-0.196228103438553,-7.77177640256596e-06,3.18789010809631e-06,4.80757067303502e-06,2.68120597754159e-16,-7.43524452644542e-05,-5.63607922500601e-05,-8.76447965421054e-05,0.000605288432028387,2.94072543543075e-16,-2.73156264613872e-07,8.42419015149697e-17,-0.00958034303983361,1.92485874020204e-16,-4.15126580885707e-07,5.64267399141811e-06,-7.27224446868872e-06,-4.07437829560949e-16,-2.23601054378954e-08,9.14909273281274e-06,-1.89986567201181e-16,4.78581736058736e-17,-5.0237998427644e-17,-5.51900956100605e-17,-1.67204786922336e-17,-5.34065630653275e-16,-2.48984615368262e-17,1.98128624891928e-16,-9.5915759560678e-06,-1.16958265850639e-16,1.38097913620896e-16,1.29865466458611e-07,1.73675359159229e-16,-1.61803206770481e-17,1.05487016652099e-16,1.22991604549456e-16,-4.61962931511009e-17,-1.45604638885454e-16,-1.52766703174611e-16,-6.62693644847717e-17,1.5590943794686e-16,4.25666289849957e-16
"t41",-0.0620964137467555,-0.0400836460285946,0.000700602748008483,-0.352159348024072,0.105426237693658,0.020967942485844,-0.0930923298833444,-0.000237745894441421,0.0238986181958908,-0.00633772363508509,0.00590006295184908,-0.00106238195961479,0.0031473132121287,-0.00657366839915705,0.00154766678969834,-0.000491325415908413,0.00370475907390912,-0.0263641364380198,0.00594868713203917,-0.000174328465417784,0.000644842277189733,-0.00292225195131572,0.130094123388019,0.000650902499952971,-0.00421433097254575,0.00308104007429351,-0.000413140024286177,0.00139134514950459,-0.000333306829624405,-4.12893691155501e-06,0.000119134480545619,1.41334483556553e-06,-8.18454381159392e-05,-5.66516323588805e-05,-4.34459383658965e-06,0.000259487933172744,-0.118545923943504,-0.000289481202642562,1.90868600059533e-05,-8.24262940807849e-06,-1.22551126749511e-08,1.37386753766436e-06,3.7685387788225e-06,2.45912855192074e-17,4.99500821231224e-05,-9.86814358697149e-06,-1.88152024904682e-16,-3.17191991359562e-06,-1.59015711089759e-05,-8.58281412234904e-07,1.89441792107118e-16,-3.26295382979541e-05,-0.0114559872261593,9.92345114638421e-05,-5.25951711859337e-05,4.89133899450575e-16,-4.63550155766033e-06,-1.66898605752435e-07,-6.84094585516925e-07,-1.84260032713194e-15,3.28217512135519e-05,1.2963048676158e-05,0.898152231447917,0.000325994560830556,4.6354237046001e-06,4.4357084111441e-06,-7.47151624001127e-16,-5.80473803373659e-05,-4.2622855703123e-05,-6.51825016531959e-05,0.000444761992972997,2.44170861686397e-15,-1.89863204756911e-07,-3.8708031736053e-16,-0.0387735076780001,6.35753893662072e-16,-2.65803191928357e-07,3.684166514364e-06,-4.73958697656031e-06,2.18382204284635e-16,-1.45506960163292e-08,5.95303193610747e-06,-4.60276831745802e-16,1.00783853334796e-17,2.79889901629861e-16,4.1439887484773e-17,-6.69983997944507e-17,3.68336780233914e-16,-3.09062498281234e-16,1.0555044253846e-16,-6.28312741697186e-06,5.03471571391988e-16,-4.70611968048995e-17,8.56594032280204e-08,-1.04913468023774e-16,3.49210691452169e-17,4.84227369454889e-17,-1.44472884631673e-16,8.48178731693412e-17,3.58576008089523e-17,-2.08879952775461e-16,-1.76502526019972e-16,1.52236518849256e-16,4.25798547920137e-16
"t56",-0.0622187531064733,-0.040395130297406,0.000706872520414537,-0.357376267369951,0.107053950405396,0.0213805504693754,-0.0951684245865789,-0.000244474502368641,0.0246826196914859,-0.00660932039888024,0.00624294154431987,-0.00112680082879985,0.0033749755073631,-0.00716909249118608,0.00170172692809492,-0.000545554665923147,0.0041818264252535,-0.0300375530498,0.00679738715711395,-0.000199556600498002,0.000749154987781376,-0.00341806701979523,0.15522046244125,0.000784715520818999,-0.00508588041826438,0.00375007610536234,-0.000518636344969903,0.00177308330166025,-0.000443247827684519,-5.68489065941313e-06,0.000165715787241064,1.96772711325191e-06,-0.000114191148012528,-7.98574032556806e-05,-6.13768534334661e-06,0.000386510706199683,-0.179882361148952,-0.00051968026148819,3.73451956738147e-05,-1.74533444846367e-05,-2.64155667253215e-08,3.50683455710417e-06,9.62377628931962e-06,-2.46296015852497e-16,0.000143360736938333,-2.97057203981854e-05,-2.58327934063896e-16,-1.00895870705436e-05,-5.98728135052019e-05,-4.01138046896905e-06,-2.55724257374398e-16,0.00173846915203756,0.221366577711402,-0.00190037776146023,0.000475082994992338,2.94606868149643e-16,1.75274336692562e-05,1.60608311295703e-07,6.52668718621838e-07,1.82717511865836e-16,-1.53813890902697e-05,-4.5500257123942e-06,-0.189028730374982,-6.05425656007012e-05,-3.25766396828596e-07,9.67239973940397e-08,1.83421758666577e-16,-4.329780561987e-06,-3.51923217258777e-06,-5.51841063642507e-06,3.74945071723804e-05,-7.28098379727205e-15,3.81786392723817e-08,5.45963986437964e-15,0.832649523259209,-2.30246768321107e-14,-3.90397782622137e-07,2.43547041929197e-06,-2.7515669623381e-06,1.28306310582022e-16,-8.07819927773107e-09,3.29431456389877e-06,4.34158757847557e-16,1.26638515642805e-16,9.19737672826341e-17,9.22404608641121e-18,1.46643770745375e-16,-8.98995857705639e-16,6.37556559990703e-16,-8.73887984369369e-16,-3.60683518367441e-06,4.2007279468268e-17,1.5337369417402e-16,5.07706990546289e-08,-7.41132266050262e-16,-1.65135360737987e-16,-1.51180377687808e-16,1.29023870148101e-16,-1.31580486341141e-16,-5.62254575210349e-17,-1.93178974929724e-16,-7.32797399249524e-17,7.47766751705565e-19,7.79683025869368e-17
"t59",-0.0622385803464523,-0.0404454675712015,0.000707885161222813,-0.358216473455666,0.107316021602574,0.0214468488105969,-0.0955016014122631,-0.000245551309751558,0.0248078273026622,-0.00665249926519689,0.00629709141334944,-0.00113696339883168,0.00341071562919258,-0.00726188219810578,0.00172565165814634,-0.000553941578311873,0.00425511133360289,-0.0305997355339993,0.00692712164087973,-0.000203410301642241,0.000764997209538532,-0.00349317142859802,0.158998137446416,0.000804757332266423,-0.00521636819169011,0.00384993503235168,-0.000534212672228224,0.00182915998607378,-0.000459176320767061,-5.90793666203383e-06,0.000172373015373433,2.0469364572941e-06,-0.000118809783250408,-8.31610649806064e-05,-6.39279545308302e-06,0.000404319729648751,-0.188440033812754,-0.000550567548302485,3.9754021551953e-05,-1.86516832554363e-05,-2.82524404760919e-08,3.77666282802735e-06,1.03644395230849e-05,-2.85830807694593e-16,0.000155005673107126,-3.21654159650868e-05,-1.75967188889425e-16,-1.09422828693626e-05,-6.52074729885152e-05,-4.38768640193838e-06,-1.43074657407974e-16,0.00193560018471561,0.247039086671786,-0.00212083876470124,0.000532318338104387,-2.65705729974283e-16,1.98341025526247e-05,1.89080408561178e-07,7.68664820131106e-07,5.43481917954222e-16,-1.88090696639569e-05,-5.66619204104754e-06,-0.243608610121936,-7.86857761030885e-05,-4.49154694964583e-07,1.48413231847611e-07,-1.07187351430796e-15,-8.07810363876322e-06,-7.29411230552553e-06,-1.24765828731343e-05,9.26503963110331e-05,2.69961992981313e-15,-8.82021630154331e-08,-3.00340406107112e-15,-0.390572884733459,1.09945177435279e-14,5.96194760480989e-08,7.07247365545872e-07,-1.27078240523925e-06,-0.707106781186547,-4.68882793587742e-09,1.97518055025289e-06,1.10025166363248e-15,-6.31961025792347e-16,1.47687614865382e-15,-7.26680802854621e-16,1.22535880377073e-16,2.34906613834831e-15,-9.35053293620558e-17,-1.52144880041149e-16,-2.76569193516008e-06,-6.93914883271372e-16,-2.02530801182666e-16,4.09017859035644e-08,7.91151765337798e-16,-8.26220969033857e-17,5.9312326017769e-17,7.12224572031084e-16,1.07343370777041e-16,-4.57734826801014e-16,-4.98352863072707e-17,1.16228415752305e-18,2.65039841099204e-16,2.08457697991007e-16
"t60",-0.0622385803464523,-0.0404454675712015,0.000707885161222829,-0.358216473455666,0.107316021602574,0.0214468488105969,-0.0955016014122631,-0.000245551309751735,0.024807827302662,-0.00665249926519695,0.00629709141334955,-0.00113696339883188,0.00341071562919246,-0.00726188219810577,0.00172565165814637,-0.000553941578311722,0.00425511133360266,-0.0305997355339997,0.00692712164087969,-0.000203410301642264,0.000764997209538421,-0.00349317142859809,0.158998137446416,0.000804757332266212,-0.00521636819169023,0.00384993503235194,-0.000534212672228463,0.00182915998607396,-0.000459176320767665,-5.90793666222639e-06,0.000172373015373196,2.04693645731486e-06,-0.000118809783250143,-8.31610649810023e-05,-6.39279545258103e-06,0.000404319729648411,-0.188440033812753,-0.00055056754830321,3.97540215515133e-05,-1.86516832557573e-05,-2.82524405612941e-08,3.77666282729388e-06,1.0364439523273e-05,-5.53751099785025e-17,0.000155005673107086,-3.21654159650797e-05,-5.75780037960102e-16,-1.0942282869547e-05,-6.52074729884884e-05,-4.38768640196899e-06,-1.43168421832167e-15,0.00193560018471547,0.247039086671786,-0.00212083876470114,0.000532318338103577,-4.02574882104941e-16,1.98341025521161e-05,1.89080408277361e-07,7.68664819966443e-07,1.21201497787639e-15,-1.88090696632203e-05,-5.66619204246739e-06,-0.243608610121936,-7.86857761032874e-05,-4.49154694972742e-07,1.48413232714946e-07,1.28171030428814e-15,-8.07810363729451e-06,-7.29411230371182e-06,-1.24765828742564e-05,9.26503963100947e-05,2.67365222920647e-15,-8.82021598051168e-08,-1.89512925939823e-15,-0.390572884733459,1.09737138071769e-14,5.96194804251654e-08,7.07247376658998e-07,-1.27078237096575e-06,0.707106781186549,-4.68884496347659e-09,1.97518055412744e-06,-1.54545405741008e-15,3.64600364761972e-16,-1.82359017186904e-15,8.75733111246544e-16,-8.83995187518005e-17,-1.47649656199209e-15,-2.92961938529603e-16,8.06550223347279e-16,-2.76569193024947e-06,8.71423460459296e-17,1.18572036499302e-16,4.09017852610497e-08,5.75352872476948e-16,1.77224952983849e-16,9.08239892587332e-17,-1.51445654775965e-16,-9.59998126327061e-17,2.31913765430815e-16,-5.20717858925004e-17,3.79158301225647e-17,-3.42371100336683e-17,4.27319712960878e-16
