accepted_species,estimate
t138,-0.7574750426582256
t201,-1.3285968436704796
t181,-1.2905024207377147
t110,-0.89047780558914
t111,-0.89047780558914
t90,-0.8060823013917434
t70,-0.3795691137722669
t75,-0.3787404432447236
t46,-0.3567261879554772
t53,-0.11439940454371728
t95,0.149163362188776
t97,0.1508680755687229
t227,0.27247238523983763
t131,0.9924008425496212
t134,0.9966472921544145
t57,-0.5075876848091434
t96,-0.29800158903016877
t155,-0.3030839421404196
t156,-0.3030839421404196
t236,-0.319541314946346
t47,-0.2571892188700353
t17,-0.18332365339568218
t39,0.1784393790421977
t7,0.06876364607939434
