,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
t4,11.780564,-0.43038964,3.819781,6.880546,1.7302991,3.1612058,5.981651,2.4179323,3.6718752,2.096557,7.476338,4.788475,5.809989,4.0762978,5.182679,8.229344,6.3572774,4.7257433,4.6267214,7.7384944,4.684157,4.583485,4.6768265,5.602096,7.290908,4.8099723
t6,11.761083,-0.44877264,3.8052158,6.878809,1.7468084,3.1346037,6.003981,2.3846583,3.7033558,2.1454499,7.471093,4.803229,5.8060684,4.0808945,5.192334,8.247524,6.333901,4.7442183,4.614113,7.736277,4.7092085,4.57495,4.718812,5.580092,7.257533,4.8042154
t7,11.799271,-0.42575544,3.8553321,6.8891115,1.7115836,3.1822038,5.9799542,2.4297404,3.6548288,2.0210443,7.4789457,4.7948766,5.8269887,4.0890303,5.1891227,8.226615,6.376457,4.7167144,4.6304035,7.7527385,4.6655946,4.574692,4.6226826,5.6051254,7.3074555,4.8279076
t99,12.660785,-0.8123613,4.2951784,7.142469,1.4190804,2.749346,6.4087386,2.1225514,3.741625,2.1578674,7.6779404,5.0360165,5.994944,4.899297,5.7009716,8.680545,5.6404624,4.884098,3.968752,8.128555,4.6357713,3.9623673,4.822418,5.353755,6.6655703,5.561569
t117,12.728884,-0.84311813,4.3303227,7.165447,1.3930246,2.7355392,6.4351974,2.113445,3.7317927,2.1553564,7.700606,5.047238,6.0073547,4.9686494,5.73348,8.710346,5.598281,4.8953786,3.9309456,8.150547,4.6141067,3.9165337,4.8228884,5.3431973,6.6326513,5.6219015
t118,12.64459,-0.7557118,4.258353,7.0989122,1.3969604,2.8006272,6.418555,2.0866725,3.7495868,2.2059543,7.690837,4.976018,5.9386487,4.9353285,5.648337,8.623152,5.683328,4.8401356,3.9950535,8.1598015,4.6325364,3.995991,4.7852488,5.406007,6.6798396,5.541939
t158,12.883337,-0.91418874,4.424234,7.2214622,1.357741,2.6867998,6.4771786,2.091205,3.7170587,2.1307278,7.7343335,5.0912232,6.053985,5.115413,5.8220363,8.794811,5.4943633,4.9367385,3.83286,8.17452,4.575799,3.8006132,4.83297,5.3033085,6.552967,5.768865
t195,12.91684,-0.8976703,4.422756,7.205179,1.3833917,2.6652415,6.4747496,2.0671213,3.7392755,2.1072044,7.7145405,5.1012244,6.06377,5.1484323,5.843939,8.798864,5.4618506,4.9442005,3.8295166,8.16039,4.595353,3.7746475,4.810942,5.2969894,6.549708,5.8040066
t196,12.904183,-0.9193913,4.394262,7.2481413,1.2828914,2.768472,6.456494,2.1296864,3.6558433,2.2116804,7.8073177,5.0323524,6.0385313,5.1369433,5.8050437,8.800826,5.4957294,4.980669,3.8920658,8.155508,4.510049,3.743958,4.831395,5.293283,6.618787,5.8088293
t181,12.886877,-0.8797039,4.415209,7.190314,1.4002304,2.6589584,6.464149,2.0627565,3.755642,2.089691,7.6899366,5.1035805,6.0544624,5.1152916,5.830641,8.781715,5.4859033,4.9301615,3.8374212,8.154579,4.6160297,3.801969,4.808426,5.3070407,6.553775,5.776335
t231,12.803841,-0.9290444,4.443816,7.223057,1.4459912,2.554675,6.418919,2.1267185,3.7418022,1.9960022,7.6784773,5.2123528,6.127627,4.991843,5.868673,8.818988,5.491232,4.938973,3.8195605,8.130803,4.5999427,3.861407,4.8797374,5.256296,6.54404,5.6830826
