,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t1,14.223925,5.3399982,4.7812266,5.422882,3.8020563,3.8630033,3.4654713,5.9579334,4.5210347,5.471813,6.81298,6.392191,5.4203815,6.365897,5.027846,3.7136455,3.6024978,4.3811555,4.6530814,4.3624425,4.874859,4.609177,5.0739975,7.4691186
t2,14.3231,5.446538,4.7865276,5.2446756,3.9230719,3.8880818,3.5103858,6.2267866,4.6324344,5.369122,6.8607254,6.4103427,5.50796,6.4591813,5.1647277,3.7373807,3.513214,4.3587604,4.711195,4.346197,5.036868,4.6654124,5.0549126,7.5183177
t4,14.383739,5.464647,4.849993,5.1646214,4.0319853,3.8864093,3.5495708,6.3773394,4.733437,5.3605456,6.907085,6.37784,5.5612392,6.4848375,5.224369,3.7616956,3.4252925,4.4049535,4.7802095,4.342872,5.137338,4.6364603,5.1077814,7.5080557
t8,14.373862,5.4435244,4.8094573,5.19432,3.9780567,3.888702,3.5496202,6.317874,4.7080755,5.3390727,6.905124,6.3996744,5.552808,6.4699473,5.1867056,3.7613757,3.4480376,4.3972306,4.771132,4.337427,5.1058173,4.63069,5.0974646,7.5027766
t9,14.30058,5.3561716,4.778495,5.370679,3.8619652,3.8734298,3.502134,6.0801682,4.587348,5.430682,6.8236675,6.4008374,5.471631,6.366523,5.0534277,3.7680423,3.532986,4.3857636,4.703099,4.3802114,4.9523344,4.6027412,5.0833397,7.441146
t13,14.41962,5.4606714,4.8054867,5.2222896,4.0246253,3.8951306,3.5472715,6.34659,4.697691,5.3567753,6.8276124,6.4222474,5.5729356,6.387337,5.1581993,3.832184,3.4699028,4.3187056,4.7881174,4.42208,5.136496,4.6570206,5.0614886,7.381431
t14,14.393646,5.4947643,4.8193336,5.2286234,4.0243096,3.8936417,3.5123732,6.3217516,4.659365,5.384042,6.803534,6.4392486,5.5384216,6.386396,5.1733875,3.8209317,3.5068185,4.2708545,4.750793,4.446577,5.1223593,4.6914062,5.0556846,7.342257
t17,14.274808,5.3847046,4.7717676,5.517075,3.8442352,3.91987,3.469694,5.9534,4.421768,5.5215564,6.622935,6.436562,5.4091005,6.1925683,4.9692154,3.8337252,3.7713442,4.102566,4.6243844,4.537834,4.8884897,4.6617994,4.953747,7.176728
t18,14.296944,5.403436,4.7781725,5.4969,3.8703864,3.927003,3.4847858,5.9816246,4.44004,5.505598,6.6291914,6.4386277,5.4254313,6.1972113,4.986508,3.8456717,3.753564,4.1006184,4.6397643,4.534255,4.9136147,4.6621494,4.965116,7.170547
t21,14.222512,5.3470707,4.755829,5.622976,3.768846,3.9495986,3.4698734,5.815317,4.3315187,5.562074,6.5487857,6.448898,5.3435154,6.1098475,4.8967137,3.8376334,3.8875387,3.991537,4.5649023,4.6052747,4.791014,4.6357074,4.9033484,7.058731
t159,13.2822895,6.5349746,3.9499164,7.5311747,4.322529,5.3857164,5.067978,3.9902205,2.3417726,6.05113,7.244509,7.2961307,5.450239,4.95156,5.202566,2.7439177,5.9093,2.8304796,2.806956,7.1293545,2.9969125,3.4480977,3.4318144,5.064216
