,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,5.4386473,6.7141714,7.451524,6.147201,8.380769,5.16837,4.5960355,7.0162153,5.09712,6.6966057,3.3070734,3.060245,5.32688,2.609443,3.8326392,4.4372334,6.2449865,4.6201386
t2,5.509961,6.858104,7.4459324,6.1988587,8.574861,5.203143,4.54171,7.055712,5.0969505,6.7180395,3.2761874,3.0647507,5.275531,2.5876958,3.830786,4.4387136,6.285131,4.3919706
t3,5.5572224,7.0443854,7.3908763,6.25119,8.744872,5.221016,4.513605,7.123481,5.091243,6.726571,3.2889435,3.0492408,5.2676945,2.5754554,3.8471305,4.454503,6.3533597,4.1504545
t4,5.3079796,6.08961,7.6134906,5.9506464,7.7171683,5.057984,4.6797404,6.7113347,5.131386,6.6281395,3.45845,3.021509,5.5491886,2.6657033,3.7971315,4.383429,5.9621224,5.2787724
t5,5.494914,6.9233,7.3839655,6.221934,8.64805,5.1908236,4.506623,7.153499,5.0319333,6.699602,3.2275565,3.1242397,5.216173,2.526977,3.842276,4.4090104,6.3772707,4.336129
t6,5.295064,6.1023593,7.609538,5.959209,7.7151794,5.0185328,4.678721,6.7138543,5.134057,6.576092,3.460583,3.0205345,5.553464,2.658596,3.7988195,4.3832364,5.970158,5.2581286
t7,5.2815957,6.0824137,7.578693,5.9359784,7.699381,5.0286508,4.7037835,6.6892056,5.1074224,6.5959463,3.4886267,2.993158,5.580695,2.683555,3.828002,4.3555684,5.9654493,5.278207
t8,5.585113,7.160024,7.317957,6.2879314,8.900734,5.2271986,4.4978347,7.199297,5.0719466,6.7138295,3.2784781,3.0445833,5.2372346,2.5570793,3.8700914,4.4548917,6.436007,3.951247
t9,5.4881096,6.909826,7.43839,6.1819024,8.310871,5.168478,4.6328535,7.02588,5.1196847,6.744249,3.377972,3.0051415,5.4266315,2.6444905,3.8378894,4.477934,6.2415924,4.5865064
t10,5.5757656,7.246355,7.39261,6.2989573,8.891119,5.2249403,4.4551144,7.1331563,5.129755,6.7558103,3.3496542,3.011002,5.3198304,2.557563,3.8596025,4.4555144,6.348308,3.8563094
t11,5.3935814,6.5180445,7.544583,6.0326614,7.8754716,5.1676154,4.6899877,6.8043456,5.226773,6.7361674,3.4561136,3.011675,5.6088047,2.6875973,3.7823436,4.461926,6.0297365,5.11353
t12,5.317608,6.583459,7.5648193,6.050683,7.857283,5.244583,4.738108,6.8241143,5.3100405,6.817588,3.4542315,2.9841247,5.638168,2.6923807,3.755331,4.5250735,6.0038633,5.222022
t13,5.5671306,7.005526,7.457446,6.212418,8.461615,5.2197537,4.5664296,7.0489173,5.1127944,6.7735453,3.3470361,3.0254514,5.3706303,2.6198447,3.8204787,4.5009484,6.260411,4.350036
t14,5.708193,7.3319383,7.336468,6.353439,8.900844,5.246661,4.4316425,7.2200007,5.0790715,6.738778,3.3400364,2.9852886,5.3144727,2.5562027,3.858562,4.4808517,6.437928,3.8186352
t15,5.6121593,7.167033,7.4870644,6.2698326,8.633963,5.235799,4.4391613,7.0241194,5.1486335,6.794866,3.37277,3.0103486,5.395057,2.5778193,3.8136015,4.4756007,6.2305427,4.0260687
t16,5.6017423,7.1857815,7.409968,6.2448025,8.888498,5.280931,4.50369,7.1215115,5.14135,6.8103147,3.349279,3.0168378,5.3242364,2.6064243,3.8121488,4.5073175,6.36673,3.8804932
t17,5.59247,7.1349525,7.4561996,6.2454076,8.663164,5.2493463,4.4975166,7.0614614,5.1394925,6.7980185,3.3570015,3.0212128,5.367523,2.5979767,3.8176963,4.494303,6.2789836,4.0700126
t18,-2.025842,0.13862438,8.255368,4.0434217,7.7380958,3.0902028,4.093433,7.229281,4.167885,3.746715,2.5716965,4.193709,3.9169908,3.963025,4.77696,4.4463716,6.5454903,6.296958
t19,5.627444,7.221753,7.3688545,6.296409,8.835707,5.2486377,4.460191,7.157918,5.097526,6.7406135,3.3082802,3.0346725,5.2665496,2.5547962,3.8481247,4.445585,6.394129,3.9186797
t20,5.446457,6.4786773,7.623407,6.0175114,7.9695053,5.2924137,4.665296,6.8410435,5.221954,6.8822412,3.376892,3.0435348,5.4814205,2.6792076,3.721351,4.5426145,6.041186,5.0996323
t21,5.6862917,7.200699,7.4899197,6.2054887,8.6966505,5.3212953,4.5408077,7.0754604,5.1487103,6.8512874,3.398154,2.960882,5.378832,2.6733272,3.7839365,4.582154,6.3118653,4.0362177
t22,5.5871205,6.768973,7.5686636,6.118468,8.282974,5.3106146,4.5947547,6.9631305,5.155073,6.881256,3.3298965,3.0543685,5.3681903,2.6473844,3.7381003,4.5643597,6.164498,4.6139855
t23,5.5709248,6.995864,7.4375634,6.1967335,8.307262,5.2147155,4.6552134,7.056171,5.112326,6.789539,3.4022424,2.9854126,5.4557643,2.6722317,3.810943,4.5535583,6.253272,4.499896
t24,5.6348333,7.1087832,7.5120316,6.1815844,8.46018,5.256631,4.5716386,7.029591,5.137596,6.831792,3.4206686,2.953815,5.4343166,2.6824057,3.7890325,4.5785174,6.243411,4.2507486
t25,11.626177,2.0336893,8.364153,3.1797183,4.9220085,5.136888,4.29179,4.036516,3.8473914,7.237678,3.2262201,4.4016666,6.004265,4.027633,2.265253,3.15385,4.662937,4.072886
t26,11.75996,1.9341224,8.324718,3.0657158,4.916977,5.1301765,4.321086,3.9748662,3.8665984,7.2825937,3.1199443,4.4745817,5.9223375,4.0426016,2.249567,3.1652393,4.6580076,4.081199
t27,10.707427,2.217519,8.355137,3.6233926,4.9024005,4.5916324,4.291592,4.4327383,3.4778275,7.2765546,2.691059,3.9497812,5.744155,3.9333405,2.9708617,3.3610377,5.549033,4.347533
t28,-2.0423865,0.13031629,8.266023,4.0215006,7.708343,3.0924773,4.069386,7.233037,4.172616,3.7655704,2.5565662,4.196526,3.90813,3.962018,4.7675667,4.45183,6.5454793,6.2957816
t29,4.9564342,8.0721,6.957986,6.380127,7.6064982,4.8687906,4.964771,6.8713465,5.556174,6.6370873,3.7514725,2.860045,6.505467,2.8213446,4.1745853,4.4467516,5.9416275,5.182364
t30,11.809819,1.8793744,8.286364,3.0398054,4.885952,5.1369467,4.350874,3.9419408,3.8681016,7.287546,3.0762365,4.49075,5.906627,4.051532,2.2414823,3.1856623,4.6572466,4.0809894
t31,-2.085153,0.04213738,8.306389,4.0355697,7.794303,3.1489925,4.1202936,7.2801986,4.1048293,3.701856,2.5391228,4.1365123,3.9905138,3.8892772,4.8595247,4.355632,6.60856,6.390055
t32,10.629788,2.2942736,8.463893,3.7228036,4.9806905,4.55635,4.2760425,4.4178996,3.4986541,7.2568636,2.6415184,3.852927,5.7857637,3.9396057,2.9840596,3.333298,5.5588903,4.302239
