accepted_species,estimate
t16,-2.5912714
t22,-1.5941757
t20,-1.4668051
t101,-0.083915256
t131,0.26940432
t295,0.8521096
t134,0.44877735
t50,-0.475505
t76,-0.5209647
t296,0.63869226
t302,0.5597768
t303,0.5597768
t140,0.23066086
t146,0.361653
t198,0.73881406
t57,0.19299833
t183,0.7057789
t53,-0.63465333
t113,-0.09026477
t169,0.31519592
t121,0.22261392
t109,0.24827717
t47,-0.88674253
t25,-1.0142231
t223,0.62012637
t237,0.6701355
t32,-0.9385872
t77,-0.67387015
t27,-1.090593
t9,-0.73023045
t1,-3.9671612
