,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
t4,1.8432148,1.7964201,-1.9583621,1.6270837,5.3449044,7.5584073,6.060139,1.733279,4.810041,5.6960025,4.610964,4.8669853,3.1174548,4.533506,6.2939863,4.5276976,3.1816304,5.1638727,6.2619877,4.303376,3.5823836,3.3242726,5.2975416,4.7107778,5.628805,4.9303594,5.8716288,5.0464845,6.2374578,4.231957,3.6771085,6.262186,5.098671,5.2098355,5.6454287,5.5834885,4.078958,4.8815746,5.1478972,4.7592773,3.0390384,5.6033287,5.270866,5.4371977,5.468115,6.3480787,4.1346917,7.128962,6.5469985
t5,1.8496643,1.7995458,-1.9776437,1.6153764,5.349139,7.548896,6.0602903,1.7439249,4.8262963,5.694993,4.5911517,4.872196,3.1309557,4.534097,6.2993116,4.537013,3.1821642,5.168811,6.259316,4.2866597,3.584368,3.3256924,5.2974405,4.714172,5.635935,4.9314003,5.8834476,5.0492578,6.248284,4.231784,3.674187,6.2611217,5.1003413,5.212027,5.6575522,5.5862875,4.078361,4.88645,5.148034,4.757536,3.0354347,5.6062784,5.2720056,5.431202,5.4770827,6.347513,4.1376653,7.129593,6.546872
t3,1.8478963,1.7983943,-1.9797469,1.6105224,5.3518233,7.5549197,6.060328,1.743276,4.829547,5.695797,4.5894213,4.8724837,3.1332037,4.532945,6.2984433,4.534941,3.1834795,5.168038,6.25976,4.2836213,3.5836952,3.3230774,5.296193,4.7132554,5.6418133,4.9303317,5.8859644,5.0490003,6.251441,4.227904,3.673767,6.259881,5.1015525,5.211269,5.652803,5.5833735,4.074065,4.885137,5.150059,4.758905,3.0365992,5.606899,5.2704115,5.4335837,5.472472,6.347106,4.1378264,7.130728,6.5479636
t11,1.6828537,2.0338295,-1.496561,2.165073,5.2622886,7.128184,6.097237,2.085999,4.415121,5.861301,4.9685636,5.119023,2.9681728,4.1988883,6.4688544,4.6708827,3.3921428,5.096278,6.268511,4.7089076,3.9996843,3.1057336,4.9875884,4.6490035,5.040924,4.8207893,5.6293783,5.2061505,5.931162,4.7664523,3.473492,6.016112,5.464461,5.248951,6.00668,5.426936,4.607522,5.178295,5.4490848,4.938791,2.9986446,5.7899623,5.292142,5.4321136,5.8337364,6.2504134,3.7744243,7.247594,6.4972987
t12,1.6828673,2.064137,-1.4028534,2.2514298,5.2064633,7.0597043,6.151332,2.1863108,4.3435445,5.916419,5.0557632,5.194235,2.9505575,4.18568,6.537664,4.783618,3.4506283,5.040828,6.3082914,4.813976,4.0698385,3.1135232,4.952182,4.5933256,4.9578075,4.7720156,5.543898,5.2531047,5.927447,4.8587036,3.430874,5.9640203,5.5383687,5.344505,6.0348134,5.4369435,4.72005,5.2061343,5.516439,4.981106,3.0244358,5.836769,5.3177805,5.4272933,5.8786736,6.2314706,3.7343676,7.2349706,6.4094644
t16,1.6902803,2.0837147,-1.3740596,2.288736,5.175684,7.021088,6.17137,2.222914,4.3125834,5.943439,5.096627,5.2106733,2.9586217,4.189903,6.57901,4.822845,3.4649677,5.0175133,6.3330116,4.8468313,4.0850043,3.1216636,4.932481,4.5695243,4.9281044,4.7571006,5.5034795,5.281438,5.931607,4.8844967,3.4050837,5.9544544,5.5656123,5.3890824,6.047211,5.451521,4.743177,5.200471,5.5326805,5.0049334,3.0253942,5.8480854,5.3320656,5.4099984,5.8469543,6.221706,3.7262564,7.2094364,6.363283
t24,1.6838112,1.9971466,-1.536448,2.1262255,5.2497115,7.167167,6.131289,2.0408232,4.391988,5.89227,5.004385,5.088602,2.9466014,4.2372603,6.4456897,4.6350064,3.3752632,5.0593553,6.3116302,4.674381,3.9760132,3.1143148,4.9992247,4.6276884,5.0347953,4.830783,5.597509,5.211389,5.952341,4.725445,3.483912,6.050106,5.4519854,5.22681,5.972978,5.410322,4.605593,5.185007,5.4283566,4.9580617,3.0341036,5.7658296,5.3296776,5.456774,5.8600664,6.2232137,3.7701213,7.2717543,6.5019255
t39,1.6875216,1.9833138,-1.555522,2.1038888,5.264142,7.183192,6.1121683,2.0243132,4.430378,5.8608437,4.962091,5.0717344,2.9537635,4.23845,6.4242473,4.6190677,3.3626933,5.0877924,6.289325,4.652251,3.9533865,3.1140723,5.0204105,4.647386,5.077329,4.843855,5.632866,5.186781,5.95371,4.7024107,3.5049863,6.0554543,5.4242616,5.218141,5.956684,5.4125514,4.5652223,5.162414,5.4106812,4.9337163,3.0254061,5.753706,5.3098345,5.458635,5.8276467,6.239838,3.7899969,7.2628646,6.516269
t40,1.6900918,1.9721905,-1.5686208,2.0880878,5.269015,7.196907,6.11003,2.0113204,4.4450016,5.8524365,4.9476504,5.0606966,2.9554017,4.244589,6.41263,4.609874,3.3540986,5.09314,6.287908,4.64004,3.9394734,3.1170912,5.0315833,4.650567,5.0982294,4.8521676,5.642242,5.1775875,5.95875,4.6864996,3.516642,6.0628505,5.4095263,5.21347,5.945104,5.41327,4.5461917,5.152692,5.3992205,4.9252696,3.0250287,5.7435474,5.3076887,5.4625955,5.8177524,6.2416315,3.799833,7.2616715,6.5222864
t41,1.7345217,1.9522032,-1.5646495,2.0588999,5.2312827,7.220573,6.1520495,1.9940462,4.4717064,5.856288,4.9453425,5.0594826,2.9706447,4.2920394,6.4297,4.628789,3.3720212,5.0704675,6.3213415,4.6579757,3.900253,3.1619835,5.057339,4.6089444,5.157684,4.8389325,5.617741,5.1809483,6.0049853,4.6445827,3.5275152,6.049627,5.3904066,5.2403965,5.8980064,5.4548354,4.486684,5.0915284,5.404822,4.9412317,3.0493429,5.740183,5.32745,5.442764,5.7705894,6.2454433,3.837116,7.2218337,6.494787
