,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
t4,-0.0020997736,4.085118,0.030839777,0.59669816,8.480313,1.8337955,-0.07941718,-0.065362595,-0.027092539,-0.005587268,-0.06018709,4.399271,-0.1603869,-0.0069923606,-0.11187284,-0.056136478,0.02110575,4.534959e-05,0.18940061,-0.19595796,4.5254483,4.903636,-0.0024675913,-0.060331304,1.1956278,-0.20402002,-0.051253457,3.6039662,-0.0035184114,-0.07793344,0.039891046,-0.032532733,4.304299,0.07754435,-0.018974394,-0.22889146,8.51163,6.0655804,-0.24362405,-0.12641004,-0.04538402,2.009386,1.2816303,1.7059766,3.9044294,-0.11410308,-0.046323456,0.8190924,0.06281409
t5,-0.0019793226,3.1272278,0.03198497,0.32651338,8.487999,1.1191038,-0.064726114,-0.060023908,-0.024517499,-0.005314565,-0.056161795,4.173136,-0.14163259,-0.00785785,-0.10588472,-0.056236893,0.019294867,7.4600866e-05,0.44406563,-0.18982738,4.220697,4.9404774,0.013660101,-0.06302831,0.9608358,-0.19075672,-0.054066468,3.9258115,-0.0014235897,-0.07872747,0.039176483,-0.03445049,4.3065658,0.07354286,-0.015933163,-0.23112857,7.8272376,5.684974,-0.24629702,-0.13996908,-0.058219884,2.2757561,1.6405683,1.1797297,3.4131145,-0.11185608,-0.047919787,0.7791107,0.061670866
t3,-0.0019559914,3.4328365,0.03201074,0.36500278,8.45089,1.3236076,-0.0673741,-0.06314977,-0.024582291,-0.0056747277,-0.058149084,4.2050495,-0.14855236,-0.0074211895,-0.10867169,-0.056237202,0.019743085,0.028606113,0.29822528,-0.1882038,4.3155327,4.8858566,-0.000646317,-0.06295767,1.0165656,-0.19557016,-0.052941896,3.7815886,-0.0022366948,-0.07821783,0.039495412,-0.033848915,4.351568,0.074779816,-0.016637217,-0.22900689,8.008538,5.7816076,-0.24180587,-0.13219695,-0.05354789,2.1527517,1.4576676,1.3325864,3.5967472,-0.11215721,-0.04506109,0.77866167,0.061909787
t11,-0.0026506095,-0.046841554,0.037349477,-0.06291007,6.8934464,-0.08899986,-0.06250846,-0.0031065329,-0.039512236,1.2779083,-0.019442374,4.479709,-0.012996013,-0.010741302,-0.058294106,-0.046391584,0.032948058,0.0024712372,2.7339594,-0.20793152,2.7011492,5.327758,0.95145994,-0.055202093,0.0016110756,-0.05235293,-0.075281344,4.6325216,1.3408062,-0.083667144,0.036195036,-0.06724621,4.0169764,0.03543007,-0.023844711,-0.2942094,5.509324,4.168635,-0.33824497,-0.19828983,-0.06791877,4.6171675,5.5924106,-0.1415604,0.38917515,-0.10612517,-0.1348321,1.127073,0.051241662
t12,-0.0012395261,-0.1317454,0.044890776,-0.09437198,6.0465736,-0.13852772,-0.07843244,0.27250805,-0.05932422,1.9481978,-0.004025322,5.001911,0.7069724,-0.012696418,-0.03529164,-0.04033663,0.044158235,0.060071398,3.8101068,-0.2020634,2.4280903,5.162636,1.7677531,-0.04732792,0.004936391,0.0046849567,-0.08613553,4.500973,2.116061,-0.093333066,0.03475519,-0.08786755,3.6726692,0.020958701,-0.035788655,-0.35240585,4.647716,3.8898704,-0.40652314,-0.20994835,-0.04928686,6.0257473,7.0259185,-0.3254399,-0.040411804,-0.111901425,-0.22160086,1.2890513,0.04378025
t16,0.0131186275,-0.1888873,0.049913965,-0.11384326,5.181018,-0.16543716,-0.08689053,0.5956651,-0.071327016,2.2295585,0.2863394,5.1594915,1.4209116,-0.0131998155,-0.018751988,-0.034810178,0.04890129,0.57859343,4.4370756,-0.19569322,2.2864058,4.812488,2.4347086,-0.04088019,0.0092236195,0.5101889,-0.09642289,4.3931804,2.7875555,-0.0980577,0.032400124,-0.101470366,3.4221754,0.010187031,-0.04255169,-0.3800609,3.8883324,3.5510988,-0.44420815,-0.20911403,-0.035963893,6.837783,7.744016,-0.42141932,-0.08259548,-0.11396254,-0.27589643,1.2890192,0.03932051
t24,-0.0019750514,-0.0632545,0.03339096,-0.053948995,5.8602333,-0.06923738,-0.06421649,-0.0009278279,-0.04144458,1.3812215,-0.01850947,4.2800756,-0.0062156306,-0.009327703,-0.04610113,-0.042464916,0.030565195,0.0020395312,2.5722737,-0.18975133,2.559412,4.9838114,1.0884478,-0.049465507,0.0018748443,-0.022954794,-0.07668638,4.183792,1.3391178,-0.08201139,0.03279619,-0.062970504,3.5376034,0.028630475,-0.022324033,-0.288011,4.875023,3.7467015,-0.31265736,-0.17953837,-0.055610497,4.415078,5.604007,-0.13348486,0.032002784,-0.096986696,-0.13648637,1.3174341,0.047816727
t39,-0.0021960086,-0.03830353,0.032178245,-0.048996758,6.0053177,-0.051851302,-0.06195767,-0.00491286,-0.037282106,1.1201819,-0.021664368,4.1596723,-0.017334273,-0.008835243,-0.051201925,-0.04349007,0.027317006,0.0023256375,2.3135498,-0.18774389,2.649532,4.969097,0.94289064,-0.05049944,0.00091915607,-0.037166893,-0.073986344,4.11727,1.1938246,-0.08113087,0.033599395,-0.058384087,3.5966985,0.033839922,-0.020228364,-0.2796831,5.0449915,3.812082,-0.30543852,-0.1753366,-0.05754145,4.1470356,5.1374373,-0.08034346,0.35123292,-0.09570449,-0.1186502,1.341126,0.049574193
t40,-0.002363003,-0.015207128,0.03049387,-0.041953467,6.0761914,-0.033542402,-0.057154156,-0.009297387,-0.03277054,0.86353743,-0.025131421,4.0067725,-0.029943638,-0.008284771,-0.05700366,-0.044697642,0.024260752,0.0028072994,2.0303857,-0.18771636,2.7346468,4.9124103,0.82170796,-0.051695414,0.00037457753,-0.05404521,-0.07103465,4.0253,1.0371374,-0.079326615,0.033816833,-0.053978894,3.5755715,0.0382078,-0.01772247,-0.2670679,5.1785316,3.8572028,-0.295756,-0.17010891,-0.05972488,3.8025289,4.645499,-0.032955278,0.6130707,-0.09323801,-0.10066224,1.3316311,0.050823744
t41,-0.002431054,0.35724407,0.028217554,-0.028416932,6.2071023,0.016609427,-0.052277163,-0.017397007,-0.02812917,0.58954537,-0.030193105,3.92689,-0.049400676,-0.0076711616,-0.06440951,-0.046066824,0.021043196,0.0030643982,1.588614,-0.18658602,2.9027984,4.8238864,0.6538732,-0.0519722,0.06508376,-0.074551515,-0.06592784,3.8463662,0.7699405,-0.076704934,0.033845603,-0.048844896,3.5410297,0.04337934,-0.015332145,-0.2527769,5.4408092,3.9965885,-0.28269604,-0.16203795,-0.059562672,3.3247256,4.01738,0.1537416,1.0124838,-0.09203655,-0.08326416,1.2853277,0.051995803
t34,-0.0022105423,-0.043035828,0.03299954,-0.043446638,5.9220204,-0.053673286,-0.057539184,-0.0062333057,-0.03638341,1.1370608,-0.019471163,4.13046,-0.015052495,-0.008690017,-0.051151272,-0.04297727,0.028088354,0.002024803,2.2980561,-0.1872038,2.6515603,4.922908,0.9263196,-0.04930689,0.0010301935,-0.025157722,-0.072176546,4.111094,1.1515995,-0.081000075,0.0327348,-0.059280355,3.5621262,0.03296248,-0.020471256,-0.27719688,4.9472694,3.702688,-0.30138436,-0.17507662,-0.055145387,4.1623096,5.2432275,-0.10430576,0.2838496,-0.09583025,-0.11940358,1.3274786,0.04890763
t35,-0.0020743913,-0.056130342,0.03402945,-0.047747657,5.8839917,-0.06550491,-0.060532115,-0.003675884,-0.039104536,1.2622622,-0.017612334,4.208002,-0.008274245,-0.009020878,-0.04799079,-0.042199176,0.029758343,0.001626247,2.4625077,-0.18706498,2.6110106,4.947942,1.003777,-0.048816193,0.0014627483,-0.01637156,-0.074015334,4.1531677,1.2548718,-0.08188305,0.032686107,-0.06183076,3.5586846,0.03083643,-0.02187799,-0.28339258,4.8591795,3.6841247,-0.30742243,-0.17762919,-0.05427776,4.356887,5.5027018,-0.12956968,0.13932991,-0.09724666,-0.1294776,1.3263347,0.048046283
t23,-0.00087793637,-0.14154948,0.043726,-0.08547224,5.382302,-0.13449474,-0.07745102,0.28198025,-0.059889827,1.9055344,-0.0048819883,4.772875,0.76961154,-0.0112500535,-0.029747896,-0.03782082,0.04246497,0.25588807,3.6820729,-0.18634464,2.4320269,4.940649,1.8666657,-0.045213398,0.0056360173,0.19417226,-0.086173594,4.2534814,2.1964812,-0.09266618,0.032361098,-0.08516572,3.4329247,0.020597098,-0.033970155,-0.34910834,4.199547,3.6409168,-0.38527468,-0.19661067,-0.0415127,5.860262,6.9541306,-0.3173627,-0.04676437,-0.106334195,-0.2179119,1.3922913,0.04176534
t21,-0.00080183754,-0.14623544,0.044409852,-0.08886472,5.352438,-0.13828017,-0.07796984,0.30971366,-0.060943905,1.9162998,-0.004304469,4.8039594,0.8146838,-0.011447992,-0.028919756,-0.037596148,0.042985085,0.27305883,3.764095,-0.18741708,2.4244592,4.9439335,1.9219034,-0.045163877,0.0058584805,0.21011022,-0.08700755,4.271016,2.2344415,-0.09295785,0.03246872,-0.08651093,3.4294567,0.019838562,-0.03460035,-0.35110897,4.168931,3.6430018,-0.39099154,-0.1973899,-0.041391667,5.940037,7.040236,-0.32506254,-0.050188255,-0.107246205,-0.22337303,1.3894719,0.04135624
