"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107"
"t4",-0.0296242300931968,0.0794926103048674,-0.183953723211781,0.0516271553066373,-0.00319203392865986,0.0186305149800873,-0.000250168815101619,0.179057588189844,-0.00395059395794489,0.00167580970658731,-0.00237136547837875,0.00378458596770932,-0.00286715664937287,0.0906199441217108,-1.46316387325336e-06,-1.8223475383554e-05,1.25679041951489e-05,-1.53772910773944e-05,-5.65233323498789e-06,0.00426558499592063,-0.000229330618286842,0.00522883825056748,-0.000862511900836064,0.000496283051547331,-0.024424863446847,0.0600987282540517,-0.00513872823994749,0.00346244791066194,-0.00156329937914667,0.0005811725140722,-0.00603341502580679,3.7248030088612e-06,-0.0245131369095022,0.00834246258439844,-0.0233515709967189,0.457637386677754,-0.00413155180910548,0.000770119573541144,0.00753705959464757,-0.0165062641719218,0.0955878372385288,-0.0630364630425354,-0.000529324827624704,0.00152899558479961,0.024332249860986,-0.792332639216887,0.000254042751582812,0.00736368617900186,0.00142571987463307,0.011088901372887,-0.00142410372596702,-8.0648747576017e-06,-2.26272175190236e-06,-0.00399485163102747,0.00010114608221991,0.000865104360015761,0.00316966283673816,1.64767342199263e-05,-0.0578764606586018,-0.00236334103350496,-4.53855941628641e-06,-6.44929480721366e-05,0.209984224350819,5.43979520310228e-05,0.00321676760049897,-0.0311873442992738,-0.00459225576346904,-0.000173205297627924,-0.00116801086616625,0.0274310739276851,-0.000517470002925835,-1.57426094401414e-10,-3.17708303067159e-06,-5.14109377767798e-06,-8.77055659551832e-17,-7.20295252103321e-16,-1.82651975191601e-13,-6.83362122095514e-17,-7.29489658492362e-17,-3.13564352118801e-07,6.97679368773842e-05,-1.12618208680106e-05,-2.51690224816207e-18,3.70501722133943e-17,1.88823052988384e-17,1.62963670614111e-07,1.59475220566534e-08,-0.0111204993754612,-3.32305129203081e-16,-2.22583726569004e-16,-1.09425866996664e-16,-8.50101260553608e-17,-4.11654324079153e-16,-5.91909363204306e-16,-6.59428952070858e-17,-2.92166690904737e-17,3.97069617891024e-17,-3.28650479112379e-17,-2.94533550592151e-17,1.04066019750665e-17,-3.59665086103943e-15,3.24262590047415e-17,2.77153324833259e-17,-7.59758741905234e-17,-3.94648830216739e-17,3.28007623240884e-17,-1.11115914048783e-16
"t105",-0.0314179125740373,0.0847545330104462,-0.208427193460366,0.0631050441650408,-0.00416742241175361,0.0245976739714456,-0.000341041521404674,0.259253632578584,-0.00630118880149323,0.00297120534191447,-0.00484750597363443,0.00914336529538663,-0.00770189628400382,0.303465552176968,-7.73320950647931e-06,-0.000109672688532473,-0.00035382193232399,6.13410909635572e-05,1.03242339548623e-05,-0.00770243551797145,0.000351966025319536,-0.00740529709680251,0.00108516296799771,-0.000610669210028542,0.0205322011742512,-0.0493459352706166,0.0040884756997682,-0.00260330847013113,0.00103850865294464,-0.000382510478322396,-0.499838671517659,-2.76610975138491e-06,0.00975764514974115,-0.00288391528776451,0.00594269927908468,-0.109671737820887,0.00093122189061965,-0.000165114581846052,-0.00144793622171634,0.0029963416836212,-0.0162105336237449,0.0104581471001042,7.55965879849568e-05,-0.000206493249254703,-0.00319675075595894,0.0969910027151143,-2.85635217788579e-05,-0.000809327613313974,-0.000146967329794281,-0.00113552308094054,0.000145221341990663,7.80966455253911e-07,1.98348714630511e-07,0.000341764675583862,-8.08293962658187e-06,-6.86686086084604e-05,-0.000242048717468104,-1.1204369081761e-06,0.00387513170244042,0.000149887415530371,2.74663572102786e-07,3.77755767064629e-06,-0.0115581527630437,-2.75498719767193e-06,-0.000138134679305172,0.00132000535058426,0.000193817275898976,7.15845269013063e-06,4.6562381698263e-05,-0.00107609921487214,1.41363421585584e-05,3.8291150538025e-12,7.05849540381457e-08,1.09216366687288e-07,2.94674559785988e-16,3.37018203301369e-16,1.11209621871154e-15,3.84278697537404e-16,-4.35881574318744e-17,-6.92506130968796e-10,2.31501993714224e-07,-5.48566775789093e-08,-6.85205169304316e-16,3.31357915858858e-16,-5.90648047494396e-16,2.03344183045751e-09,2.3493266864609e-10,-0.00684017900870487,-7.07701604489893e-16,-3.24327202514142e-16,2.92372817386245e-15,-6.39108756420314e-16,1.31848029861175e-15,4.33959272469565e-17,3.3870122284306e-17,4.22131305341342e-16,3.01868187292497e-16,1.95574714465676e-15,-6.33453181384239e-15,1.68876581430462e-14,-0.707106781186546,-2.50633535833802e-14,-2.70470971096941e-15,1.05782300156748e-15,4.07200681164583e-16,1.00618410744805e-15,-5.3405608397761e-17
"t106",-0.0314179125740376,0.0847545330104467,-0.208427193460365,0.0631050441650405,-0.00416742241175352,0.0245976739714453,-0.000341041521404704,0.259253632578584,-0.00630118880149365,0.00297120534191456,-0.00484750597363429,0.0091433652953866,-0.0077018962840039,0.303465552176968,-7.73320950672538e-06,-0.000109672688532494,-0.000353821932323934,6.13410909634804e-05,1.0324233954754e-05,-0.00770243551797138,0.000351966025319581,-0.00740529709680235,0.00108516296799764,-0.000610669210028278,0.020532201174251,-0.0493459352706166,0.00408847569976816,-0.00260330847013114,0.00103850865294463,-0.000382510478322467,-0.499838671517657,-2.76610975115861e-06,0.00975764514974106,-0.00288391528776456,0.00594269927908439,-0.109671737820884,0.000931221890619542,-0.000165114581845922,-0.00144793622171607,0.00299634168362151,-0.0162105336237446,0.0104581471001041,7.55965879843922e-05,-0.000206493249255219,-0.0031967507559588,0.0969910027151104,-2.85635217782921e-05,-0.000809327613313543,-0.000146967329794495,-0.00113552308093989,0.000145221341990065,7.80966455040204e-07,1.98348714786229e-07,0.000341764675583529,-8.08293962711106e-06,-6.86686086093279e-05,-0.000242048717468131,-1.12043690752211e-06,0.00387513170244017,0.000149887415530217,2.74663572253548e-07,3.77755767017011e-06,-0.0115581527630406,-2.75498719692893e-06,-0.000138134679304591,0.00132000535058199,0.000193817275898553,7.15845268951446e-06,4.65623817037377e-05,-0.00107609921487504,1.41363421596981e-05,3.82943817463809e-12,7.05849553283459e-08,1.09216366344118e-07,-3.87170177999957e-16,-2.72073711302293e-16,1.61674442507182e-15,-3.21914951621269e-16,-1.37663723280033e-16,-6.92509685507401e-10,2.31501991877958e-07,-5.48566770168187e-08,7.64516376455984e-16,-3.00526757571674e-16,5.43836665697672e-16,2.03344036295724e-09,2.34935325819791e-10,-0.00684017900870342,2.16447054350251e-16,3.84691794141002e-16,-2.82185467041062e-15,5.8811242885999e-16,-1.55145440354289e-15,6.15601251107386e-17,-3.5109157337768e-16,-4.57632331770047e-16,-1.96305691872124e-16,-2.05275000971573e-15,6.38575569679517e-15,-1.68672926009048e-14,0.707106781186548,2.51209291675286e-14,2.79982885844014e-15,-9.71806585976458e-16,-3.37439145157917e-16,-8.40200475373767e-16,-1.82059172776696e-17
"t49",-0.031414571254223,0.0847447975845827,-0.208385410265179,0.0630874294591027,-0.00416606677457788,0.0245895247431244,-0.000340923618716289,0.259159626064176,-0.00629888628660685,0.00297019365804754,-0.00484618481784551,0.00914191230809705,-0.00770131749718706,0.303499552887039,-7.7370028749769e-06,-0.000109737045771319,-0.000354427576563918,6.15612922473468e-05,1.04047096585902e-05,-0.00776336667229423,0.000355442453271441,-0.00748771269155465,0.00109974965158672,-0.000619189937339476,0.0211429286664703,-0.0508981131392158,0.00422737531390993,-0.00270555866746677,0.0010965881341141,-0.000404527278651043,0.486021966725397,-5.24290775705029e-07,0.00796472243907391,-0.00248422596943528,0.00532635102733138,-0.0985642433370463,0.000838472496908017,-0.000148812233094799,-0.00130584934403262,0.00270147643597649,-0.0146025379365803,0.0094170913036518,6.78049723623786e-05,-0.000184843173061481,-0.00285850439097326,0.0864645991218141,-2.53569283243701e-05,-0.000717595910332182,-0.000129834510110517,-0.00100275165757839,0.000128209001134348,6.87261390055144e-07,1.73370189170802e-07,0.000298196005426586,-7.01585709773057e-06,-5.9571306187735e-05,-0.00020932398592629,-9.59209163363972e-07,0.00331276677567781,0.000127476655529738,2.32514008936222e-07,3.18719260402961e-06,-0.00968771689872988,-2.28772480858254e-06,-0.00011242051781477,0.00107227498663635,0.000157384888926105,5.79692216463234e-06,3.75255089270237e-05,-0.00086536580492134,1.07678547716019e-05,2.86057320655031e-12,5.19077853935345e-08,7.96796777243632e-08,3.45195372001293e-16,1.14912889430017e-15,-3.52928267655197e-15,-2.554663002679e-16,-5.24791410105353e-16,-2.42942941445025e-10,6.9529521405499e-08,-1.17478145124814e-08,-1.60346921572157e-16,-8.91727596424104e-16,1.82322003279889e-15,-2.08875057478457e-09,-6.15491612407542e-10,0.719679038924992,1.91488008867489e-14,4.00845400888652e-15,-2.74238039776527e-15,2.36617667951493e-15,1.06640776208022e-14,-5.36079195411366e-16,1.04906558606081e-14,2.72607307720424e-16,3.13302905502826e-16,6.7862007513843e-17,-4.53222002562903e-16,-1.96791843168263e-16,-1.09367302929045e-15,4.80581731590406e-16,-2.99567972142504e-16,3.40101244594421e-17,1.79336428653386e-16,-2.63659207141275e-16,5.35794219101877e-16
"t50",-0.031447480616854,0.0848413343847341,-0.208834118818639,0.0632977159192708,-0.00418392645124213,0.0246987750257017,-0.000342586933763537,0.260626835232933,-0.00634186202991165,0.00299386191547647,-0.00489139284036328,0.0092396796591783,-0.00778949025825516,0.307378759004509,-7.85117432914217e-06,-0.000111401949864847,-0.000361088824368437,6.29546746788646e-05,1.06947821602785e-05,-0.007980661667562,0.000365999457607943,-0.00771721990416531,0.00113515097517807,-0.00063931305855188,0.0219653016420219,-0.0529017057471489,0.00439649799247391,-0.00281702357901102,0.00114480840168648,-0.000422402879502153,0.513845157388976,-5.5483009729403e-07,0.00849302930440575,-0.00266321605644483,0.00580136954692213,-0.10775820869975,0.000920411438368283,-0.000163924587571518,-0.00145033316522741,0.00301409546895833,-0.0163868116388876,0.0105882486025,7.7329006570484e-05,-0.000212025416167986,-0.00328851498602114,0.100254152051886,-2.96966920057333e-05,-0.000842758171536311,-0.000153724274084016,-0.00118828427565689,0.000152013821135908,8.2050451399833e-07,2.0990533263362e-07,0.000362331631667118,-8.61356059864715e-06,-7.32142734411545e-05,-0.000258842657504138,-1.20925451313742e-06,0.00418758965926231,0.000162697987405012,2.99313397028312e-07,4.12803850673186e-06,-0.0126986839062638,-3.04930845093419e-06,-0.000155241783240926,0.00148551985603969,0.000218178735052785,8.07437606993037e-06,5.27027293472366e-05,-0.00121990640512632,1.66212567137585e-05,4.55764211307367e-12,8.4807931751615e-08,1.31843560056986e-07,-1.37998250545441e-16,-9.27792440046429e-16,5.81440844090065e-15,2.60515251099556e-16,7.62368306596551e-16,-1.08662265581282e-09,3.74347867934511e-07,-9.31919246184507e-08,1.01780991982284e-16,8.89606268203751e-16,-1.9047680938906e-15,5.84556018646879e-09,1.02955795901247e-09,-0.694150252828123,-1.84050942995535e-14,-3.90229724871994e-15,2.68286417175381e-15,-2.20264317192741e-15,-1.02735115685234e-14,9.90726889015059e-16,-9.83441820183883e-15,-2.80383136986571e-16,-2.08314689663382e-16,-8.33366737209199e-17,3.66825796103932e-16,1.39899259275545e-16,5.03374283854545e-16,-4.77919160845343e-16,3.76187527695797e-16,-6.24458334795724e-18,-2.1893175485876e-16,2.39117283737668e-16,-3.5300016044595e-16
"t3",-0.0292357199720517,0.0783458861390823,-0.178227681692097,0.0486856254201851,-0.00292084198581077,0.0169478847394138,-0.000223481577975603,0.153593897059492,-0.00310047928112063,0.00113153193714452,-0.0010788591011832,6.743919503523e-05,0.0012429023167589,-0.212572262161906,-0.000431481790296931,-0.000564785901086334,-0.00022670269728504,9.8393637334908e-06,-2.60122685629615e-06,0.00200089056955683,-0.000133123584624184,0.00327707534983403,-0.000591595751234649,0.000345384157648836,-0.0202048442003924,0.05007940697985,-0.00432220890430256,0.00295809645223806,-0.001375708444743,0.000512452793552199,-0.00207812241065735,3.58002002687602e-06,-0.0242870598632296,0.00845412062870185,-0.0258023457570658,0.52069357410723,-0.00488385612950277,0.000947474121966403,0.0106171822441368,-0.0261266507331607,0.190916886704066,-0.141302435943946,0.00209505793408674,-0.00184877490378103,-0.0194373779942353,0.242289504275829,-1.98850983089529e-05,-0.000338705470937983,1.09913099870651e-05,0.000119143969781704,-1.77332021057745e-05,-1.7191654754443e-07,3.96681102054961e-08,0.000151100970014108,-1.21285256148225e-05,-0.000112724887024975,-0.000631309608096141,-8.8899618164105e-06,0.0351791318954452,0.00217071423641134,6.0226353403792e-06,0.000112662848124685,-0.680918498533012,-0.00086178093737319,0.0141827101955085,-0.127443575675185,-0.0185083082863124,-0.000636033647607553,-0.00376479911778007,0.0842013661417361,-0.000956886539316615,-2.72153835577811e-10,-5.27600163244851e-06,-8.39429587220111e-06,-1.96952915958229e-16,4.25561867261568e-16,-2.50615178558717e-13,-1.82297501021228e-16,-7.05196117910316e-17,-4.05522459079684e-07,8.96686110321965e-05,-1.4354692361619e-05,-4.02285483511213e-18,-1.34188732003962e-16,7.97406584974412e-17,2.00705530090015e-07,1.94803697720175e-08,-0.000466401226954782,-4.12595744920834e-17,3.66737856306481e-16,6.66871894500695e-16,2.24681778726794e-16,2.48421422492562e-15,-8.13071721802774e-17,-9.9718293287161e-17,5.9877090089583e-17,-8.34991887589382e-17,1.161706123233e-16,-2.54579967274009e-17,-3.74192397868555e-17,7.60329958346377e-16,-8.50930796749001e-17,-1.27990804985179e-16,1.09978415653307e-17,-1.92515403002637e-17,-1.15607759797348e-16,-7.30473490947578e-17
"t8",-0.0300829783893123,0.0808238202041082,-0.189332540207353,0.0536253529117829,-0.00331879012135635,0.0193584143354063,-0.000259112911897439,0.183117707178201,-0.00386304753115795,0.001477807447909,-0.00149811389188538,0.000100303984007927,0.00192705660979146,-0.357379437372756,-0.000836730941599319,-0.0011335689897509,-0.000682725770949196,8.14541406349901e-05,1.00745057447614e-05,-0.00747208395313163,0.000311944068583134,-0.00624019643705282,0.000841153112627018,-0.00046530970673028,0.0103431466830918,-0.0239494648498648,0.00188129604074911,-0.00107600239389342,0.000315132818113701,-0.000112768416937174,-0.000263521819550108,5.16585954703143e-07,-0.00641857533409712,0.00282863029331862,-0.0133416615189866,0.291182273793844,-0.00295817237204791,0.000612863506156095,0.00797335625804352,-0.0212878224199023,0.17262177840619,-0.13236296295536,0.00258584844110199,-0.00258511914240051,-0.0290870531622493,0.442606446988398,-4.96765628342592e-05,-0.000939629564472188,4.45220757055597e-05,0.000506985135176909,-7.79496473361189e-05,-1.28353667826093e-06,-7.76755465659168e-07,-0.00155168355506885,5.28436233245702e-05,0.000464269423370624,0.00197477285582711,1.592893933592e-05,-0.0595352922072167,-0.00306859742553332,-7.43160445890127e-06,-0.000127523065807224,0.663997724540988,0.000705299827641152,-0.00869100083139997,0.0763514168886186,0.0110398687291568,0.000367445808666063,0.00206214162405775,-0.0450691639690313,0.000331156577455327,8.40308690810012e-11,1.50025752457034e-06,2.29628267700923e-06,3.07971543304014e-16,-4.2790226798504e-16,3.58212675952919e-14,3.78820054593926e-16,1.06739416449424e-17,3.14010388103697e-08,-6.31220188355887e-06,8.72777229385866e-07,-2.38505990266859e-16,2.79243704842952e-17,-6.9917650002656e-17,-3.64273483284690e-09,-1.47145391757522e-10,-2.24880019068091e-06,-2.038864408642e-17,-2.13265997155565e-16,-7.60964736108384e-16,-1.5228281873561e-16,-9.62235167367737e-17,-1.90572326866684e-16,7.37994164930319e-17,-2.17240720252173e-16,-1.60884518171583e-16,-3.20543481679994e-16,-1.97613720519188e-17,1.91796755915176e-16,-1.40634618700397e-15,1.60512359997644e-16,2.24345862028957e-16,-4.55335784096439e-17,3.36228823535979e-17,1.49251390356005e-16,8.6580101521787e-17
"t81",-0.0306818447003118,0.0825766283328167,-0.197254538327214,0.0571844386038886,-0.00360784247599788,0.0211116484322855,-0.000285125065430464,0.204816364065247,-0.00442915574979018,0.00173745447968632,-0.00181627180680232,0.000125549132323977,0.00245616503329576,-0.47072972276507,-0.00115975142466856,-0.00158868995880687,-0.00106030571999048,0.000143010686619497,2.15659369244711e-05,-0.0160699066681164,0.00072321942778891,-0.0151241978333274,0.00220091917762407,-0.00123729354825548,0.0416025780864391,-0.100117640236431,0.00831229516995301,-0.00531750792498298,0.00215365399817447,-0.000794406913007931,0.00209188371809379,-3.51849146482136e-06,0.0202807034651878,-0.006454701323426,0.0164429678019762,-0.322619728571973,0.00295120858683073,-0.000562740985023789,-0.00614423299969778,0.0150340352062727,-0.110057854253865,0.0816938112413537,-0.00128599195652757,0.0011887253755992,0.0128729550803381,-0.177746848799626,1.77789277938537e-05,0.000326166556271741,-1.41859467330026e-05,-0.000160120809329064,2.44821019499878e-05,3.7642162313785e-07,1.99799852989631e-07,0.000386582725176892,-1.20408545376812e-05,-0.00010485784850116,-0.000424011098770745,-2.93869294876299e-06,0.0107627410905156,0.000516647279970069,1.17638354296472e-06,1.93345157150305e-05,-0.0927087982900575,-8.81010526265216e-05,0.000866949435187136,-0.00746484156160505,-0.00107511876198827,-3.47528232076572e-05,-0.000185406117030686,0.00396119459587534,-1.68764236436004e-05,-3.52478242896618e-12,-5.34847877656771e-08,-7.5233000451051e-08,1.16980821109014e-15,2.12632691944138e-15,9.37538158644215e-16,-1.98402647911669e-15,4.91267389696917e-15,1.05801911707303e-09,-2.31576418298907e-07,3.56526813536999e-08,-1.73472762822042e-15,-2.95510545867554e-15,1.98462027096624e-16,-2.20665335064411e-10,-9.67913992613216e-12,-1.62106271871243e-07,2.43774748739961e-14,3.38133840677772e-14,3.10706294709058e-14,4.46211842131569e-14,0.707106781186547,-4.51518264110333e-14,-3.96933123832846e-14,1.48644223684342e-14,-1.08930151569805e-15,5.06280205231468e-16,6.46539194824436e-16,1.28900749275851e-15,1.86086237354521e-15,1.89529959175753e-16,3.4785240921047e-16,2.60113055688286e-17,-2.56534019394346e-16,-7.57682349225738e-16,-4.18401442848622e-16
"t82",-0.0306818447003118,0.0825766283328166,-0.197254538327214,0.0571844386038887,-0.0036078424759978,0.0211116484322854,-0.00028512506543044,0.204816364065247,-0.0044291557497902,0.00173745447968648,-0.00181627180680207,0.000125549132324196,0.00245616503329553,-0.470729722765069,-0.0011597514246686,-0.00158868995880702,-0.00106030571999054,0.000143010686619727,2.15659369244642e-05,-0.0160699066681161,0.000723219427788502,-0.0151241978333272,0.00220091917762393,-0.00123729354825574,0.0416025780864393,-0.100117640236431,0.00831229516995263,-0.00531750792498315,0.00215365399817448,-0.00079440691300779,0.00209188371809385,-3.51849146476037e-06,0.0202807034651876,-0.00645470132342633,0.0164429678019767,-0.322619728571972,0.00295120858683044,-0.000562740985023737,-0.0061442329996977,0.0150340352062721,-0.110057854253862,0.0816938112413521,-0.00128599195652792,0.00118872537559925,0.0128729550803388,-0.177746848799625,1.77789277942014e-05,0.000326166556270566,-1.41859467317497e-05,-0.000160120809327409,2.44821019507084e-05,3.76421622642332e-07,1.99799854121905e-07,0.0003865827251782,-1.20408545375708e-05,-0.000104857848500775,-0.000424011098770022,-2.93869294767222e-06,0.010762741090515,0.000516647279969633,1.17638354301449e-06,1.93345157160187e-05,-0.0927087982900602,-8.81010526272374e-05,0.000866949435188001,-0.00746484156160451,-0.00107511876198838,-3.47528232065712e-05,-0.000185406117029528,0.00396119459587491,-1.68764236426392e-05,-3.523884970902e-12,-5.3484785533085e-08,-7.52330030369553e-08,-1.29610495722053e-15,-2.08894595480545e-15,-4.91618901297571e-16,1.73645800165611e-15,-4.84321634234426e-15,1.05801985359634e-09,-2.31576416727234e-07,3.56526763051311e-08,1.93236285057279e-15,3.00982601059715e-15,-2.41235486436202e-16,-2.20658000637223e-10,-9.68616329395361e-12,-1.62106251200278e-07,-2.43969725317445e-14,-3.37844144264895e-14,-3.09523802583253e-14,-4.45888571883236e-14,-0.707106781186549,4.52934031937063e-14,3.98962308634081e-14,-1.47660880593261e-14,1.32467730275967e-15,-3.19247872998833e-16,-6.51913431527519e-16,-1.42867225031743e-15,-1.15932458081662e-15,-1.7621670151673e-16,-3.03808267872725e-16,1.71832159652982e-17,2.89594109434295e-16,7.78118895382648e-16,3.32283046523189e-16
"t1",-0.0274900800788204,0.0732506936528278,-0.156165576597786,0.0398856882189073,-0.0024377833274121,0.0145361298473928,-0.000235673929283375,-0.0743248442556726,-0.000184414897223872,-0.000131920276520758,0.000728279904117751,-0.00206914149322732,0.00179355261624857,-0.0187771422580287,0.000341714667013565,0.000553450863817638,0.000804609799116283,-0.000166902353276301,-3.79528699866292e-05,0.028497849584237,-0.00143934877307327,0.0320406260659366,-0.00515462999832097,0.00295673275227533,-0.157303321245863,0.394195042610209,-0.0346906370677722,0.0249943662281638,-0.0145935902229924,0.00558461459481712,0.00079729753279828,-6.02973585489477e-06,0.0023669753416149,0.002019670788322,-0.00925365130837431,0.154273305806232,-0.000968101242454571,8.15637661663154e-05,-0.00341545979706227,0.018226203349872,-0.296667244505816,0.290892238014136,0.0096070300907761,-0.00361797352893235,-0.0260456520129754,0.0308277177379015,3.76433101546776e-05,0.00104157614186055,9.12630374570801e-05,0.000580668892095307,-6.36856105513624e-05,5.33865492807524e-07,8.05044672734851e-07,0.00176667246466266,-7.35705597954248e-05,-0.000657504124414906,-0.00307572018645134,-4.4432976364357e-05,0.235552094179531,-0.00144646658601392,2.37061518323115e-06,4.64244807935402e-05,-0.0725586968108419,0.000545335644351396,-0.0526442790262899,0.548858616756515,0.0823175941583781,0.00394818674335241,0.0139645161304956,-0.444773061679202,-0.0160169636869602,-3.07256642407806e-09,-4.97593083422108e-05,-7.39896669957522e-05,3.15056411405603e-16,-4.07054760979772e-16,-1.29456145871126e-12,-3.0258585524724e-16,5.45661062259592e-16,-1.78831115576451e-06,0.000389308967635226,-6.10445576695963e-05,-1.06629270889867e-16,1.73507172368822e-16,1.45716064062509e-16,7.8352806896076e-07,7.4557515579139e-08,-0.000217371449648757,-8.13250519200158e-20,2.0062475704295e-16,-5.83523172362117e-16,-4.30239545706965e-17,-8.37662669289778e-16,1.041099024589e-15,-2.51140153769339e-18,1.74003617687212e-16,2.09864713520968e-16,-1.46180871036799e-16,1.19427905304222e-16,-1.19632795576896e-16,-1.63707545928227e-16,1.65110468769444e-16,1.80807419680119e-16,-1.4343683210213e-16,4.55500417462973e-17,7.62293819894806e-17,1.93261508164902e-16
