"accepted_species","trait_ARD"
"t66","1"
"t67","1"
"t46","0"
"t47","0"
"t6","1"
"t31","1"
"t85","1"
"t86","0"
"t33","1"
"t28","1"
"t81","1"
"t82",NA
"t26",NA
"t59","1"
"t60","1"
"t74","1"
"t75",NA
"t50","1"
"t3","0"
"t99","1"
"t100","1"
"t45","1"
"t4","0"
"t61","0"
"t62","0"
"t14","1"
"t13","0"
"t10","0"
"t11","0"
"t97","0"
"t98","0"
"t51","0"
"t52","1"
"t37","0"
"t38","0"
"t12","0"
"t15","0"
"t64",NA
"t65","0"
"t27","0"
"t93","1"
"t94","1"
"t53","0"
"t54","0"
"t25","0"
"t83","0"
"t84","0"
"t23","1"
"t16","0"
"t9","0"
"t29","1"
"t30","1"
"t55","0"
"t56","0"
"t5","0"
"t2","0"
"t68","1"
"t69","1"
"t63","1"
"t24","0"
"t1","1"
"t32","1"
"t44","1"
"t76","1"
"t77","1"
"t7","0"
"t57","0"
"t58","0"
"t95","1"
"t96",NA
"t42","1"
"t43","1"
"t21","0"
"t22","0"
"t72","0"
"t73","0"
"t39",NA
"t18","0"
"t8",NA
"t19","0"
"t20","1"
"t78",NA
"t79","0"
"t17","1"
"t91","1"
"t92","1"
"t80","1"
"t36","1"
"t89","1"
"t90","1"
"t48","1"
"t49","1"
"t41","1"
"t40",NA
"t87",NA
"t88","0"
"t35","0"
"t34","0"
"t70","0"
"t71","1"
