"accepted_species","traits"
"t1",1
"t2",1
"t3",0
"t4",1
"t5",1
"t6",1
"t7",0
"t8",1
"t9",0
"t10",0
"t11",0
"t12",1
"t13",1
"t14",1
"t15",1
"t16",1
"t17",0
"t18",1
"t19",0
"t20",0
"t21",0
"t22",0
"t23",0
"t24",0
"t25",0
"t26",1
"t27",1
"t28",1
"t29",1
"t30",1
"t31",1
"t32",0
"t33",1
"t34",1
"t35",0
"t36",1
"t37",1
"t38",1
"t39",1
"t40",1
"t41",1
"t42",1
"t43",0
"t44",1
"t45",1
"t46",1
"t47",1
"t48",1
"t49",1
"t50",1
"t51",0
"t52",1
"t53",1
"t54",1
"t55",1
"t56",1
"t57",1
"t58",1
"t59",0
"t60",0
"t61",0
"t62",0
"t63",1
"t64",1
"t65",1
"t66",1
"t67",0
"t68",1
"t69",0
"t70",1
"t71",1
"t72",0
"t73",0
"t74",0
"t75",1
"t76",1
"t77",1
"t78",1
"t79",1
"t80",0
"t81",0
"t82",1
"t83",0
"t84",1
"t85",0
"t86",0
"t87",0
"t88",1
"t89",0
"t90",0
"t91",1
"t92",1
"t93",0
"t94",1
"t95",1
"t96",1
"t97",0
"t98",1
"t99",0
"t100",0
"t101",1
"t102",1
"t103",1
"t104",0
"t105",0
"t106",1
"t107",0
"t108",0
"t109",1
"t110",1
"t111",0
"t112",0
"t113",0
"t114",1
"t115",1
"t116",0
"t117",1
"t118",1
"t119",0
"t120",0
"t121",0
"t122",0
"t123",0
"t124",1
"t125",1
"t126",0
"t127",1
"t128",0
"t129",1
"t130",1
"t131",0
"t132",1
"t133",1
"t134",0
"t135",0
"t136",0
"t137",0
"t138",1
"t139",1
"t140",0
"t141",1
"t142",1
"t143",0
"t144",1
"t145",1
"t146",0
"t147",1
"t148",0
"t149",0
"t150",0
"t151",1
"t152",0
"t153",1
"t154",0
"t155",1
"t156",1
"t157",0
"t158",1
"t159",1
"t160",1
"t161",1
"t162",1
"t163",1
"t164",0
"t165",0
"t166",1
"t167",1
"t168",1
"t169",0
"t170",0
"t171",1
"t172",0
"t173",0
"t174",1
"t175",1
"t176",1
"t177",1
"t178",1
"t179",0
"t180",0
"t181",0
"t182",0
"t183",0
"t184",0
"t185",0
"t186",0
"t187",1
"t188",0
"t189",1
"t190",1
"t191",0
"t192",1
"t193",1
"t194",1
"t195",1
"t196",0
"t197",0
"t198",0
"t199",0
"t200",0
"t201",0
"t202",1
"t203",1
"t204",0
"t205",0
"t206",0
"t207",1
"t208",1
"t209",1
"t210",1
"t211",1
"t212",1
"t213",1
"t214",1
"t215",1
"t216",0
"t217",0
"t218",0
"t219",1
"t220",1
"t221",1
"t222",0
"t223",1
"t224",1
"t225",0
"t226",1
"t227",1
"t228",1
"t229",1
"t230",1
"t231",0
"t232",0
"t233",1
"t234",0
"t235",1
"t236",1
"t237",1
"t238",0
"t239",1
"t240",1
"t241",1
"t242",1
"t243",1
"t244",1
"t245",0
"t246",0
"t247",0
"t248",0
"t249",0
"t250",1
"t251",0
"t252",1
"t253",1
"t254",1
"t255",1
"t256",1
"t257",1
"t258",1
"t259",1
"t260",1
"t261",1
"t262",1
"t263",1
"t264",0
"t265",1
"t266",1
"t267",1
"t268",1
"t269",0
"t270",0
"t271",1
"t272",1
"t273",1
"t274",0
"t275",0
"t276",1
"t277",1
"t278",1
"t279",1
"t280",1
"t281",1
"t282",1
"t283",1
"t284",1
"t285",1
"t286",1
"t287",1
"t288",1
"t289",1
"t290",1
"t291",1
"t292",1
"t293",1
"t294",1
"t295",1
"t296",1
"t297",1
"t298",1
"t299",1
"t300",1
