,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
t1,5.954059,-0.34231883,0.35807845,-0.0047868746,2.1071696,-0.1747896,0.7152836,0.0042835525,5.7838836,4.3086047,-0.20066781,0.044607095,5.8187575,-0.17528516,-0.019493537,-0.06008006,1.7009215,3.6564155,3.64563,0.0056221723,-0.26808107,0.0002216391,-0.03286193,0.001013668,4.3601065,0.020194039,-0.12121808,-0.018759327,0.06683973,6.7416415,-0.08974261,-0.030344686,4.9776874,5.324317,0.06322779,0.92626566,0.08689772,-0.05858277,-0.08725144,-0.0049629337,0.021337584,2.905745,-0.094379105,-0.022071784,-0.042798564,2.236113
t2,2.6018915,-0.3666672,-0.1329552,-0.008800909,0.045279246,-0.29030496,0.34919548,0.027812306,5.3876753,5.093934,-0.17997317,0.019666241,6.4324536,-0.18030496,-0.019292027,-0.06196052,1.237367,1.5261067,2.958128,0.021774814,-0.29312494,0.76253766,-0.044495385,0.018071828,3.9171076,0.059102118,-0.11102501,-0.1299793,0.048500117,5.1345725,-0.056995835,-0.17020604,5.076957,5.620382,0.07544088,3.4772165,0.14568204,-0.01814337,-0.13648461,0.87217534,0.016278254,1.4645547,-0.09939826,0.54635704,-0.10500599,0.88121283
t3,2.8179574,-0.36399737,-0.12066332,-0.008698593,0.20369288,-0.27242324,0.38325164,0.024291437,5.4294677,5.001038,-0.18716286,0.021629253,6.3437386,-0.17761558,-0.018723233,-0.06130031,1.275957,1.6678385,3.0015435,0.016944114,-0.28857362,0.6569169,-0.044448975,0.015004837,3.8901024,0.056818914,-0.11088618,-0.12123507,0.047095086,5.2340226,-0.055258106,-0.16373488,4.9956703,5.606681,0.075644776,3.3001502,0.13988368,-0.022902282,-0.13376921,0.79614025,0.015905084,1.5437801,-0.09938786,0.5078776,-0.104157865,0.93429
t4,1.134421,-0.37866673,-0.18718037,-0.009418609,-0.11110184,-0.4249269,0.25916606,0.04365996,4.9011445,5.749128,-0.115420006,0.015463551,6.952773,-0.18672127,-0.026751732,-0.07402512,1.4278443,0.559036,2.764465,0.052644104,-0.30802235,1.7747438,-0.046577506,0.03486817,4.0812945,0.06994566,-0.09098108,-0.1855159,0.050584085,4.4321637,-0.05572463,-0.2027989,5.4495654,5.677454,0.0811169,5.0523553,0.18514913,0.08156509,-0.14157315,1.3188628,0.03336802,0.8242162,-0.110517085,1.2148974,-0.10750912,0.45864508
t5,0.87758833,-0.37387544,-0.19463904,-0.009504006,-0.13490194,-0.4428515,0.2666865,0.046659425,4.809847,5.915607,-0.1034562,0.014317945,7.0201683,-0.18810526,-0.028284533,-0.07628061,1.4668899,0.44286594,2.7557297,0.056874838,-0.31015703,1.9518471,-0.04676279,0.03977995,4.1334915,0.07204152,-0.0872246,-0.195166,0.049463943,4.306406,-0.05668824,-0.20766574,5.552408,5.698331,0.08201683,5.3772783,0.19243193,0.2592572,-0.14331947,1.4273493,0.03641207,0.6939967,-0.11424519,1.3509424,-0.110317625,0.39766628
t6,1.0432268,-0.37649363,-0.18936503,-0.009552521,-0.12218078,-0.43165913,0.2451624,0.0445734,4.8293104,5.801161,-0.108522505,0.014670871,6.9380646,-0.18490016,-0.027630037,-0.075280994,1.4305732,0.48129237,2.7502747,0.05448368,-0.30759898,1.8286037,-0.046439115,0.036914997,4.0990744,0.071480654,-0.089465864,-0.1889876,0.050719317,4.3765154,-0.05515056,-0.20500311,5.454309,5.667595,0.08075452,5.186777,0.18782282,0.16332117,-0.14348319,1.3826926,0.03417015,0.7893472,-0.111951835,1.2823207,-0.10761126,0.44403195
t7,-0.0826774,-0.34533998,-0.30250594,-0.00989443,-0.39722958,-0.6340964,-0.011458555,0.077377655,3.971065,7.2972445,0.34883687,0.00460032,7.9758296,-0.216825,-0.042499922,-0.08830557,1.688839,-0.055130094,2.4676745,0.11429487,-0.34344777,4.1489515,-0.05164092,0.064819805,4.7893076,0.08855849,-0.052562904,-0.30827352,0.042752706,3.471619,-0.051725246,-0.29931808,6.518201,5.977432,0.099715054,8.224151,0.2790082,1.8623352,-0.16026266,2.4308681,0.07636923,-0.02470311,-0.14039399,2.7302425,-0.12581319,-0.004023462
t8,-0.14213184,-0.31381103,-0.3631505,-0.009858793,-0.534802,-0.73387754,-0.046481702,0.09590657,3.7130811,8.020544,0.9626676,0.08341548,8.615729,-0.2427936,-0.04933965,-0.09349226,1.6105803,-0.09158833,2.2843945,0.13659173,-0.367026,5.396136,-0.055299077,0.07547311,5.2065234,0.093691066,-0.037725423,-0.37492216,0.044211585,3.1115005,-0.04288855,-0.35767993,6.9895043,6.2817287,0.112254634,9.483137,0.32802734,2.6965337,-0.16827342,3.0215802,0.09866048,-0.058445603,-0.15348592,3.262449,-0.13778053,-0.015719337
t9,-0.11117804,-0.3276267,-0.32967287,-0.009869044,-0.4656329,-0.67959607,-0.029497279,0.08562181,3.854777,7.6094804,0.6510384,0.0019071535,8.223821,-0.22723106,-0.046368137,-0.090218365,1.680034,-0.0782448,2.3981776,0.1241274,-0.35074443,4.7560964,-0.053029045,0.071180776,4.96778,0.09114487,-0.046394933,-0.34070158,0.04333887,3.2425766,-0.04838691,-0.32762355,6.673862,6.1017427,0.104879715,8.825772,0.30274066,2.31105,-0.16215701,2.752832,0.08794298,-0.04071441,-0.14632228,2.9983685,-0.13020903,-0.009604347
t10,-0.03128304,-0.362351,-0.23630047,-0.009715548,-0.27364045,-0.5402693,0.17005812,0.061097298,4.090754,6.6279063,-0.014861286,0.010872976,7.300517,-0.19283833,-0.036250986,-0.084317856,1.752238,-0.033830978,2.5721712,0.08480789,-0.31620687,3.1694562,-0.047586598,0.059982777,4.359272,0.08099113,-0.0678617,-0.25293967,0.04208927,3.6130023,-0.05734421,-0.25057268,5.7543874,5.7473817,0.08944958,6.994422,0.2359571,1.2261963,-0.14590672,2.0750062,0.05917837,0.1946638,-0.12592043,2.1626112,-0.11133505,0.08292814
