,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
t1,-0.06730292,9.540745,-0.30634335,-1.3617398,1.6173284,-0.16046087,-0.1848358,-0.53151363,-0.18940015,1.2695856,-0.6870078,4.531293,-0.6267154,0.57514364,-0.5937605,7.170261,9.316198,-0.31839383,-0.111442454,4.547614
t2,-0.066914074,12.591998,-0.18107705,-2.0293694,2.6601434,-0.25847682,-0.2585618,-0.6691929,-0.2689099,1.7476181,-1.0078645,5.9802833,-0.8166474,1.2889899,-0.7791745,9.802074,11.650848,-0.5452241,-0.14762914,6.7160025
t3,-0.07205308,8.845147,-0.5765826,-0.23422508,-0.17434186,-0.09260073,-0.46603215,-1.0875901,-0.258558,-0.061132573,-0.023185585,6.106387,-0.56270975,0.0066266987,-0.27426654,0.31202343,12.981515,4.458511,3.1506798,0.5887006
t4,-0.1577359,15.081043,-0.65223527,-1.4264143,-0.17850274,-0.08755933,-0.43608794,-1.3536536,-0.35921642,-0.039496455,-0.5879097,9.403069,-0.7501407,0.009207806,-0.6974089,5.460681,18.8359,3.1946645,2.2548351,3.462436
t5,-0.062442593,8.973998,-0.38761523,-0.12306201,-0.22701791,-0.10412675,-0.4566696,-0.9755313,-0.25118706,-0.07414029,-0.0500076,6.9312925,-0.63921034,0.006443941,-0.20059878,0.13261242,13.558357,5.2992,4.8342433,0.96013266
t6,-0.12296191,12.831906,-0.7465789,-0.8439113,-0.17524062,-0.13667902,-0.41947988,-1.3626391,-0.3193795,-0.05400607,-0.26116508,7.9465055,-0.679668,0.007056326,-0.4771225,3.0362153,16.613398,3.9463205,2.3613923,1.8453735
t7,0.2888873,9.267596,0.2831983,-1.7561843,4.1484747,-0.46621647,-0.12935425,-0.15648022,-0.283307,2.0163345,-0.99403805,3.5127273,-0.75961447,2.9848464,-0.6099497,9.023957,6.7583003,-0.838769,-0.20474675,7.613623
t8,-0.12515356,11.796922,-0.6431474,-0.88204795,-0.18502744,-0.07604404,-0.3981466,-1.1903241,-0.27453578,-0.039775737,-0.30850863,7.5279984,-0.5820722,0.008652019,-0.48217824,3.1120486,16.053137,3.6656034,2.1781852,1.5276356
t9,0.67390513,-0.04943308,-0.28051558,0.6945367,2.7728407,-0.09038351,0.9535883,2.7132618,-0.06968637,0.30891538,-0.24906066,0.006736736,-0.19801386,1.1353868,0.19002903,2.098475,0.048349462,-0.27189848,-0.13781033,2.381618
t10,-0.13211724,13.687051,-0.79313123,-1.0193807,-0.17533128,-0.16560477,-0.42217436,-1.4153898,-0.32858852,-0.046728898,-0.33326396,8.54712,-0.69609016,0.0068428987,-0.5297773,3.9176269,17.670319,3.7791138,2.1293807,2.0936515
t11,-0.046391554,8.076216,-0.49707082,-0.14647987,-0.19314474,-0.10305583,-0.46610495,-1.0247397,-0.23227811,-0.06106693,-0.010634996,6.1368537,-0.54164195,0.005709696,-0.19248526,0.14308794,12.762104,4.5564585,3.3947425,-0.002092751
t12,-0.007878924,7.048319,1.5704043,-1.3894923,6.104541,-0.55543095,-0.12344133,-0.01308036,-0.2283467,0.76667196,-0.95789653,2.2017353,-0.6577981,3.8712094,-0.36093655,8.115689,3.096016,-1.0200418,-0.2049034,9.21135
t13,-0.022095172,7.2185106,1.4349173,-1.2821705,6.3087764,-0.56644005,-0.11542211,0.09036466,-0.2307657,0.59662515,-0.97768706,2.3065526,-0.67062795,3.885388,-0.33233276,8.175066,2.937231,-1.0216962,-0.1915483,9.362833
