,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
t1,5.1168466,7.7694077,6.0057116,6.066679,4.0402746,5.627572,4.7662587,5.958015,3.8481004,6.8985605,4.389467,3.66139,3.8054202,5.2785916,1.8836341,6.192554,4.937115,4.5826144,6.622486,4.167892
t2,5.1263304,7.932377,6.04948,6.13127,4.015814,5.6162443,4.738788,5.941559,3.8579788,6.8781266,4.505892,3.6392653,3.8427913,5.2906513,1.9021671,6.2065816,4.9115205,4.591014,6.6083803,4.1495886
t3,-0.55526096,2.9774673,6.563116,6.306956,2.8193178,5.6993985,4.3405986,6.025511,2.4421506,5.3651123,2.4935145,3.128027,3.7351298,6.3659124,2.9073167,5.4957056,6.484255,4.57444,6.8392906,3.8470368
t4,-0.42649436,3.1182466,6.512222,6.2264934,2.766943,5.773801,4.296405,5.9643946,2.4166534,5.341289,2.584333,3.1289861,3.6774268,6.278133,2.9222975,5.5050178,6.414602,4.606231,6.781435,3.8729649
t5,-0.6357425,3.0295272,6.595678,6.31,2.8422506,5.638874,4.3813715,6.0537047,2.4425025,5.3285947,2.4544353,3.1557195,3.71192,6.431375,2.9140382,5.542833,6.508546,4.630625,6.8278317,3.8100493
t6,-0.54654735,3.0685656,6.6072063,6.285439,2.8745794,5.6506033,4.348482,6.0285296,2.4363801,5.3274617,2.4775152,3.1855536,3.7006552,6.40336,2.928588,5.5082493,6.483608,4.610304,6.8570523,3.845625
t7,5.233691,8.077286,6.046936,6.132895,4.0577893,5.616452,4.7012215,5.9204364,3.8446772,6.9061127,4.579177,3.6957242,3.8844779,5.2526245,1.9458871,6.220288,4.8538675,4.5619764,6.556695,4.1550245
t8,-0.54783213,3.0362623,6.6285315,6.3196964,2.9032125,5.6263742,4.3579884,6.0166883,2.4260485,5.3330054,2.4409015,3.188636,3.723355,6.4322095,2.9378252,5.484123,6.4733543,4.5809712,6.894073,3.8550434
t9,6.6314015,9.344026,5.8499117,6.3618217,4.4550524,5.624436,4.3514967,5.875578,3.6019077,7.1769123,5.1307077,4.2006745,5.1086345,5.1639767,2.551313,6.049977,4.7599907,4.0649147,5.656617,4.3163657
t10,-0.45922053,3.0917428,6.541248,6.258264,2.7934556,5.7406855,4.331757,5.9821534,2.4103205,5.320456,2.5504603,3.1382918,3.6890888,6.3119364,2.9312966,5.5187016,6.435945,4.6145115,6.8023963,3.8460968
t11,-0.6408535,2.9972887,6.63374,6.303554,2.9172316,5.6092887,4.3230743,6.081687,2.4843674,5.3799148,2.4469712,3.206808,3.7275915,6.452889,2.8980455,5.475313,6.541744,4.575133,6.901074,3.863427
t12,5.49433,8.222267,6.100859,6.1325407,4.163438,5.6496205,4.6372843,5.750507,3.724502,6.9467225,4.5307546,3.8750255,3.929296,5.1805096,2.0473652,6.086375,4.753793,4.4427,6.404862,4.247576
t13,5.4570713,8.317399,6.019458,6.103568,4.2113624,5.657803,4.5815063,5.9028487,3.8030386,7.003269,4.672118,3.8560853,4.0073423,5.1705112,2.0839174,6.2388086,4.738271,4.4769163,6.429842,4.18215
t14,5.158246,8.318077,6.1375985,6.2103424,3.9545393,5.5815787,4.7525277,5.8261538,3.8979084,6.8280425,4.703826,3.6028771,3.876765,5.341133,1.8849411,6.2211504,4.877841,4.629036,6.5934815,4.104704
t15,5.3468957,7.873315,5.983852,6.091096,4.141559,5.626686,4.6810236,5.996615,3.7557342,6.943083,4.496281,3.797297,3.9074938,5.1839542,1.9888117,6.206848,4.8612623,4.4936504,6.508245,4.1784897
t16,5.2168617,8.153218,6.074354,6.1499314,4.0317254,5.614789,4.706722,5.917469,3.85888,6.882966,4.6169558,3.6737955,3.8965871,5.2806478,1.9333062,6.2250867,4.870025,4.5850344,6.567292,4.13993
