"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126","t127","t128","t129"
"t1",0,3.26289839343351,3.86526063061226,3.72279609853029,4.1496204341821,5.72159502206486,8.37921144330281,6.92290740135993,7.18801836221748,8.37921144330281,7.52163572031671,6.33856125809133,6.2032420142181,8.37921144330281,6.19172629029459,6.59447503058033,8.37921144330281,8.11950633882212,8.37921144330281,8.37921144330281,8.37921144330281,6.9820074954154,8.37921144330281,7.10662285645802,8.37921144330281,8.37921144330281,8.37921144330281,7.79778822930755,8.37921144330281,8.37921144330281,8.37921144330281,7.7035941737315,8.37921144330281,8.37921144330281,8.37921144330281,7.52371920196498,8.37921144330281,8.37921144330281,8.37921144330281,7.53635533995568,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,7.76516917494832,7.72624427961275,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,7.93140038368316,7.67200681533544,8.37921144330281,8.04760234102912,8.37921144330281,8.37921144330281,8.05601956146366,8.37921144330281,8.37921144330281,8.37921144330281,7.81832122547293,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.35486912578731,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.30781767374802,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281,8.37921144330281
"t2",3.26289839343351,0,3.03510716874641,2.18452909508034,2.61135343073215,4.18332801861491,6.84094443985286,5.38464039790998,5.64975135876753,6.84094443985286,5.98336871686676,4.80029425464138,4.66497501076815,7.54905798143695,4.65345928684464,5.05620802713038,6.84094443985286,6.58123933537217,6.84094443985286,6.84094443985286,6.84094443985286,5.44374049196545,6.84094443985286,5.56835585300807,6.84094443985286,6.84094443985286,6.84094443985286,6.2595212258576,6.84094443985286,6.84094443985286,6.84094443985286,6.16532717028155,7.54905798143695,7.54905798143695,6.84094443985286,5.98545219851503,6.84094443985286,6.84094443985286,6.84094443985286,5.99808833650573,7.54905798143695,7.54905798143695,7.54905798143695,6.84094443985286,6.22690217149837,6.1879772761628,7.54905798143695,6.84094443985286,7.54905798143695,7.54905798143695,6.84094443985286,6.84094443985286,6.39313338023321,6.13373981188549,6.84094443985286,7.21744887916326,6.84094443985286,6.84094443985286,6.51775255801371,6.84094443985286,6.84094443985286,6.84094443985286,6.28005422202298,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,7.54905798143695,7.54905798143695,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.81660212233736,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.76955067029807,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,7.54905798143695,7.54905798143695,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286,6.84094443985286
"t3",3.86526063061226,3.03510716874641,0,3.49500487384319,3.921829209495,5.49380379737776,8.15142021861571,6.69511617667283,6.96022713753038,8.15142021861571,7.29384449562961,6.11077003340423,5.975450789531,7.38114832841625,5.96393506560749,6.36668380589323,8.15142021861571,7.89171511413502,8.15142021861571,8.15142021861571,8.15142021861571,6.7542162707283,8.15142021861571,6.87883163177092,8.15142021861571,8.15142021861571,8.15142021861571,7.56999700462045,8.15142021861571,8.15142021861571,8.15142021861571,7.4758029490444,7.38114832841625,7.38114832841625,8.15142021861571,7.29592797727788,8.15142021861571,8.15142021861571,8.15142021861571,7.30856411526858,7.38114832841625,7.38114832841625,7.38114832841625,8.15142021861571,7.53737795026121,7.49845305492564,7.38114832841625,8.15142021861571,7.38114832841625,7.38114832841625,8.15142021861571,8.15142021861571,7.70360915899606,7.44421559064834,8.15142021861571,7.04953922614256,8.15142021861571,8.15142021861571,7.82822833677656,8.15142021861571,8.15142021861571,8.15142021861571,7.59053000078583,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,7.38114832841625,7.38114832841625,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.12707790110021,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.08002644906092,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,7.38114832841625,7.38114832841625,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571,8.15142021861571
"t4",3.72279609853029,2.18452909508034,3.49500487384319,0,2.94931600266926,4.52129059055202,7.17890701178997,5.72260296984709,5.98771393070464,7.17890701178997,6.32133128880387,5.13825682657849,5.00293758270526,8.00895568653373,4.99142185878175,5.39417059906749,7.17890701178997,6.91920190730928,7.17890701178997,7.17890701178997,7.17890701178997,5.78170306390256,7.17890701178997,5.90631842494518,7.17890701178997,7.17890701178997,7.17890701178997,6.59748379779471,7.17890701178997,7.17890701178997,7.17890701178997,6.50328974221866,8.00895568653373,8.00895568653373,7.17890701178997,6.32341477045214,7.17890701178997,7.17890701178997,7.17890701178997,6.33605090844283,8.00895568653373,8.00895568653373,8.00895568653373,7.17890701178997,6.56486474343547,6.5259398480999,8.00895568653373,7.17890701178997,8.00895568653373,8.00895568653373,7.17890701178997,7.17890701178997,6.73109595217032,6.4717023838226,7.17890701178997,7.67734658426004,7.17890701178997,7.17890701178997,6.85571512995082,7.17890701178997,7.17890701178997,7.17890701178997,6.61801679396009,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,8.00895568653373,8.00895568653373,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.15456469427447,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.10751324223518,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,8.00895568653373,8.00895568653373,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997,7.17890701178997
"t5",4.1496204341821,2.61135343073215,3.921829209495,2.94931600266926,0,2.894806305233,5.59701498946185,4.09611868452807,4.36122964538561,5.55242272647095,4.73943926647575,3.51177254125946,3.37645329738623,8.43578002218554,3.34937944774743,3.75212818803318,5.53686460075566,5.33730988498116,5.53686460075566,5.55242272647095,5.53686460075566,4.15521877858354,5.55242272647095,4.26427601391087,5.53686460075566,5.53686460075566,5.55242272647095,4.97099951247568,5.53686460075566,5.53686460075566,5.59701498946185,4.92139771989054,8.43578002218554,8.43578002218554,5.59701498946185,4.74152274812401,5.55242272647095,5.55242272647095,5.55242272647095,4.75415888611471,8.43578002218555,8.43578002218555,8.43578002218555,5.53686460075566,4.92282233240116,4.89945556278088,8.43578002218555,5.55242272647095,8.43578002218555,8.43578002218555,5.53686460075566,5.53686460075566,5.08905354113601,4.82965997278828,5.59701498946184,8.10417091991185,5.55242272647095,5.55242272647095,5.22923084463179,5.55242272647095,5.59701498946184,5.55242272647095,4.99153250864106,5.55242272647095,5.55242272647095,5.55242272647095,5.55242272647095,5.53686460075566,5.53686460075566,5.55242272647095,5.55242272647095,5.55242272647095,5.55242272647095,8.43578002218555,8.43578002218555,5.55242272647095,5.55242272647095,5.59701498946184,5.59701498946184,5.55242272647095,5.55242272647095,5.53686460075566,5.59701498946184,5.59701498946184,5.53686460075566,5.53686460075566,5.55242272647095,5.55242272647095,5.53686460075566,5.55242272647095,5.55242272647095,5.53686460075566,5.53686460075566,5.59701498946184,5.59701498946184,5.53686460075566,5.53686460075566,5.55242272647095,5.55242272647095,5.55242272647095,5.55242272647095,5.53686460075566,5.53686460075566,5.51252228324015,5.53686460075566,5.53686460075566,5.53686460075566,5.59701498946184,5.59701498946184,5.48102895691615,5.55242272647094,5.53686460075566,5.53686460075566,5.59701498946184,5.59701498946184,5.53686460075566,5.53686460075566,5.53686460075566,5.53686460075566,8.43578002218554,8.43578002218554,5.55242272647095,5.55242272647095,5.55242272647095,5.55242272647095,5.55242272647095,5.55242272647095,5.59701498946184,5.59701498946184
"t6",5.72159502206486,4.18332801861491,5.49380379737776,4.52129059055202,2.894806305233,0,7.16898957734461,4.16286668674346,4.9996559163345,6.05940149950252,6.31141385435851,3.57852054347486,3.44320129960163,10.0077546100683,4.93691216134549,5.33966090163123,7.12439731435371,6.90928447286392,7.12439731435371,6.05940149950252,7.12439731435371,4.66219755161511,5.61917072868634,5.85180872750892,7.12439731435371,7.12439731435371,5.61917072868634,5.03774751469108,7.12439731435371,7.12439731435371,7.16898957734461,6.4933723077733,10.0077546100683,10.0077546100683,7.16898957734461,6.31349733600678,6.19084899741983,6.19084899741983,6.19084899741984,6.32613347399747,10.0077546100683,10.0077546100683,10.0077546100683,7.12439731435371,6.51035504599922,5.53788183372977,10.0077546100683,6.05940149950252,10.0077546100683,10.0077546100683,7.12439731435371,7.12439731435371,6.67658625473406,6.41719268638634,7.16898957734461,9.67614550779462,6.19084899741984,6.19084899741984,5.29597884684719,5.61917072868634,7.16898957734461,6.19084899741984,5.62995877958995,5.61917072868634,5.61917072868634,6.19084899741984,6.19084899741984,7.12439731435371,7.12439731435371,5.61917072868634,5.61917072868634,6.05940149950252,6.05940149950252,10.0077546100683,10.0077546100683,6.19084899741984,6.19084899741984,7.16898957734461,7.16898957734461,5.61917072868634,5.61917072868634,7.12439731435371,7.16898957734461,7.16898957734461,7.12439731435371,7.12439731435371,5.61917072868634,5.61917072868634,7.12439731435371,6.05940149950252,6.05940149950252,7.12439731435371,7.12439731435371,7.16898957734461,7.16898957734461,7.12439731435371,7.12439731435371,5.61917072868634,5.61917072868634,5.61917072868634,5.61917072868634,7.12439731435371,7.12439731435371,7.10005499683821,7.12439731435371,7.12439731435371,7.12439731435371,7.16898957734461,7.16898957734461,5.54777695913155,5.61917072868634,7.12439731435371,7.12439731435371,7.16898957734461,7.16898957734461,7.12439731435371,7.12439731435371,7.12439731435371,7.12439731435371,10.0077546100683,10.0077546100683,6.19084899741983,6.19084899741983,6.19084899741983,6.19084899741983,6.19084899741983,6.19084899741983,7.16898957734461,7.16898957734461
"t7",8.37921144330281,6.84094443985286,8.15142021861571,7.17890701178997,5.59701498946185,7.16898957734461,0,8.37030195663968,8.63541291749723,9.82660599858256,6.30087980881441,7.78595581337108,7.65063656949785,12.6653710313063,7.63912084557434,8.04186958586008,9.82660599858256,6.89875042731982,9.82660599858256,9.82660599858256,9.82660599858256,8.42940205069515,9.82660599858256,8.55401741173777,9.82660599858256,9.82660599858256,9.82660599858256,9.2451827845873,9.82660599858256,9.82660599858256,7.15845553180051,6.4828382622292,12.6653710313063,12.6653710313063,7.15845553180051,6.30296329046268,9.82660599858256,9.82660599858256,9.82660599858256,6.31559942845337,12.6653710313063,12.6653710313063,12.6653710313063,9.82660599858256,9.21256373022807,9.17363883489249,12.6653710313063,9.82660599858256,12.6653710313063,12.6653710313063,9.82660599858256,9.82660599858256,9.37879493896291,9.11940137061519,7.1584555318005,12.3337619290326,9.82660599858256,9.82660599858256,9.50341411674341,9.82660599858256,7.1584555318005,9.82660599858256,9.26571578075268,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,12.6653710313063,12.6653710313063,9.82660599858256,9.82660599858256,7.1584555318005,7.1584555318005,9.82660599858256,9.82660599858256,9.82660599858256,7.1584555318005,7.1584555318005,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,7.1584555318005,7.1584555318005,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.80226368106706,9.82660599858256,9.82660599858256,9.82660599858256,7.15845553180051,7.15845553180051,9.75521222902777,9.82660599858256,9.82660599858256,9.82660599858256,7.1584555318005,7.1584555318005,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,12.6653710313063,12.6653710313063,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,9.82660599858256,7.1584555318005,7.1584555318005
"t8",6.92290740135993,5.38464039790998,6.69511617667283,5.72260296984709,4.09611868452807,4.16286668674346,8.37030195663968,0,6.20096829562957,7.26071387879759,7.51272623365358,1.97915969431978,1.84384045044655,11.2090669893634,6.13822454064056,6.5409732809263,8.32570969364878,8.11059685215899,8.32570969364878,7.26071387879759,8.32570969364878,5.86350993091018,4.01980987953126,7.05312110680399,8.32570969364878,8.32570969364878,4.01980987953126,3.438386665536,8.32570969364878,8.32570969364878,8.37030195663968,7.69468468706837,11.2090669893634,11.2090669893634,8.37030195663968,7.51480971530185,7.3921613767149,7.3921613767149,7.39216137671491,7.52744585329254,11.2090669893634,11.2090669893634,11.2090669893634,8.32570969364878,7.71166742529429,6.73919421302484,11.2090669893634,7.26071387879759,11.2090669893634,11.2090669893634,8.32570969364878,8.32570969364878,7.87789863402913,7.61850506568141,8.37030195663968,10.8774578870897,7.39216137671491,7.39216137671491,6.43905294475718,4.57403072715538,8.37030195663968,7.39216137671491,6.83127115888502,4.57403072715538,4.57403072715538,7.39216137671491,7.39216137671491,8.32570969364878,8.32570969364878,4.57403072715538,4.57403072715538,7.26071387879759,7.26071387879759,11.2090669893634,11.2090669893634,7.39216137671491,7.39216137671491,8.37030195663968,8.37030195663968,4.57403072715538,4.57403072715538,8.32570969364878,8.37030195663968,8.37030195663968,8.32570969364878,8.32570969364878,6.76224482659633,6.76224482659633,8.32570969364878,7.26071387879759,7.26071387879759,8.32570969364878,8.32570969364878,8.37030195663968,8.37030195663968,8.32570969364878,8.32570969364878,4.57403072715538,4.57403072715538,4.57403072715538,4.57403072715538,8.32570969364878,8.32570969364878,8.30136737613328,8.32570969364878,8.32570969364878,8.32570969364878,8.37030195663968,8.37030195663968,4.50263695760059,4.57403072715538,8.32570969364878,8.32570969364878,8.37030195663968,8.37030195663968,8.32570969364878,8.32570969364878,8.32570969364878,8.32570969364878,11.2090669893634,11.2090669893634,7.3921613767149,7.3921613767149,7.3921613767149,7.3921613767149,7.3921613767149,7.3921613767149,8.37030195663968,8.37030195663968
"t9",7.18801836221748,5.64975135876753,6.96022713753038,5.98771393070464,4.36122964538561,4.9996559163345,8.63541291749723,6.20096829562957,0,7.65727233757245,7.77783719451113,5.61662215236097,5.48130290848774,11.4741779502209,6.4033355014981,6.80608424178385,8.59082065450633,8.37570781301654,8.59082065450633,7.65727233757245,8.59082065450633,6.26006838968504,7.65727233757245,7.31823206766154,8.59082065450633,8.59082065450633,7.65727233757245,7.07584912357719,8.59082065450633,8.59082065450633,8.63541291749723,7.95979564792592,11.4741779502209,11.4741779502209,8.63541291749723,7.77992067615939,4.33108266043091,4.33108266043091,4.33108266043091,7.79255681415009,11.4741779502209,11.4741779502209,11.4741779502209,8.59082065450633,7.97677838615183,3.67811549674084,11.4741779502209,7.65727233757245,11.4741779502209,11.4741779502209,8.59082065450633,8.59082065450633,8.14300959488667,7.88361602653895,8.63541291749722,11.1425688479472,4.33108266043091,4.33108266043091,7.3340804557333,7.65727233757245,8.63541291749723,4.33108266043091,3.77019244260103,7.65727233757245,7.65727233757245,4.18825284158091,4.18825284158091,8.59082065450633,8.59082065450633,7.65727233757245,7.65727233757245,7.65727233757245,7.65727233757245,11.4741779502209,11.4741779502209,4.33108266043091,4.33108266043091,8.63541291749722,8.63541291749722,7.65727233757245,7.65727233757245,8.59082065450632,8.63541291749723,8.63541291749722,8.59082065450632,8.59082065450633,7.65727233757245,7.65727233757245,8.59082065450633,7.65727233757245,7.65727233757245,8.59082065450632,8.59082065450632,8.63541291749722,8.63541291749722,8.59082065450633,8.59082065450633,7.65727233757245,7.65727233757245,7.65727233757245,7.65727233757245,8.59082065450633,8.59082065450633,8.56647833699082,8.59082065450633,8.59082065450632,8.59082065450632,8.63541291749723,8.63541291749723,7.58587856801766,7.65727233757245,8.59082065450632,8.59082065450632,8.63541291749722,8.63541291749722,8.59082065450633,8.59082065450633,8.59082065450632,8.59082065450632,11.4741779502209,11.4741779502209,4.33108266043091,4.33108266043091,4.33108266043091,4.33108266043091,4.33108266043091,4.33108266043091,8.63541291749723,8.63541291749723
"t10",8.37921144330281,6.84094443985286,8.15142021861571,7.17890701178997,5.55242272647095,6.05940149950252,9.82660599858256,7.26071387879759,7.65727233757245,0,8.96903027559646,6.67636773552899,6.54104849165576,12.6653710313063,7.59452858258344,7.99727732286918,9.78201373559166,9.56690089410187,9.78201373559166,5.09979644057201,9.78201373559166,3.7025924926846,8.71701792074047,8.50942514874687,9.78201373559166,9.78201373559166,8.71701792074047,8.13559470674521,9.78201373559166,9.78201373559166,9.82660599858256,9.15098872901125,12.6653710313063,12.6653710313063,9.82660599858255,8.97111375724472,8.84846541865778,8.84846541865778,8.84846541865778,8.98374989523542,12.6653710313063,12.6653710313063,12.6653710313063,9.78201373559166,9.16797146723716,8.19549825496772,12.6653710313063,5.09979644057201,12.6653710313063,12.6653710313063,9.78201373559166,9.78201373559166,9.334202675972,9.07480910762428,9.82660599858256,12.3337619290326,8.84846541865778,8.84846541865778,8.39382603890132,8.71701792074047,9.82660599858256,8.84846541865778,8.2875752008279,8.71701792074047,8.71701792074047,8.84846541865778,8.84846541865778,9.78201373559166,9.78201373559166,8.71701792074047,8.71701792074047,5.09979644057201,5.09979644057201,12.6653710313063,12.6653710313063,8.84846541865778,8.84846541865778,9.82660599858256,9.82660599858256,8.71701792074047,8.71701792074047,9.78201373559166,9.82660599858256,9.82660599858255,9.78201373559166,9.78201373559166,8.71701792074047,8.71701792074047,9.78201373559166,5.09979644057201,5.09979644057201,9.78201373559166,9.78201373559166,9.82660599858256,9.82660599858256,9.78201373559166,9.78201373559166,8.71701792074047,8.71701792074047,8.71701792074047,8.71701792074047,9.78201373559166,9.78201373559166,9.75767141807615,9.78201373559166,9.78201373559166,9.78201373559166,9.82660599858256,9.82660599858256,8.64562415118568,8.71701792074047,9.78201373559166,9.78201373559166,9.82660599858255,9.82660599858255,9.78201373559166,9.78201373559166,9.78201373559166,9.78201373559166,12.6653710313063,12.6653710313063,8.84846541865778,8.84846541865778,8.84846541865778,8.84846541865778,8.84846541865778,8.84846541865778,9.82660599858256,9.82660599858256
