"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126","c127","c128"
"t1",-0.0726075841708092,-0.0174375555973981,-0.003760918929697,-0.000393495985348284,0.00282492972070984,0.0111768846487195,-0.000189166575738759,-0.0890754617834919,-0.00577416681584135,-0.00780926046959048,0.0181738280413765,0.00026464513840151,-0.00622855306843224,0.0154457925249999,-0.0301610560745359,0.00811941164755148,0.0115210157671682,-0.0534490072408723,0.0617923829353987,0.00715382724781425,0.0930606247066413,0.154941923028064,-0.524625307916708,0.162215453295688,0.011257367907386,0.0545810267459413,-0.00858236752895025,0.0104957539376881,-0.0341277789211466,0.000310992349314892,-0.0320247438599339,0.0419203936555531,0.0461030813491607,0.169342306530355,0.000826930940989362,0.00607788241173719,0.0281489056358525,-0.0218178864713739,0.191788456699938,0.731060706842892,-0.00412258318886772,0.0946674611424766,-0.0697515508280949,0.0676438656084791,-0.0043398032803384,0.00276140540332033,0.00242607728205246,0.00327444396506144,-1.42439446389771e-07,-0.00163813192629226,-1.71094317560518e-06,0.000305258246630926,7.99372577887014e-06,-0.000198555219117646,-0.000529946302258267,-4.30330471917637e-16,5.27961780969313e-06,-0.000120466882283978,4.13189427519301e-14,0.080532532379402,0.00257619119895432,0.0068170064116759,1.10434372947475e-15,-0.00313336564061245,1.3629198331521e-16,5.82648840581535e-05,0.00126400045942148,0.0156290369024543,0.000270709537368763,-6.9787901606485e-06,1.05066781038609e-05,-4.40243746559744e-06,7.13713826169239e-16,-2.66884840452994e-05,-9.01422786526879e-16,-4.8757068426e-06,8.6039276012407e-17,-0.000311761237088572,1.23699781967278e-06,-5.79205655394871e-07,-0.0013551126395027,-1.60222814225011e-05,1.10046245634576e-16,3.7405844681289e-06,-1.78022847063131e-17,-8.82930865230182e-16,-2.09170541768065e-05,4.08161623628811e-06,-9.83100764156951e-06,-1.98482192619662e-16,-3.86940446425061e-16,1.09954242706238e-15,1.10820098028964e-16,9.95475022148777e-16,2.42935979644408e-05,-2.67147902016257e-05,1.13524974315105e-06,4.23262764866845e-06,-4.34906838216826e-05,0.000462572142355013,-0.000337359850882364,9.24508584694994e-05,-1.58432783947904e-06,9.30121640922145e-17,-3.05532618480157e-16,9.18618174597067e-06,-3.77811731775325e-16,9.34415120253515e-16,-1.37040674002824e-05,2.32728702862531e-16,6.65276511865679e-17,-1.52596639314654e-16,-1.8493853069794e-17,7.6635265930763e-05,-4.19496219623584e-05,4.63326441497599e-09,-2.60128980277667e-16,-8.29400030428139e-17,6.70922739413101e-16,9.92369724356332e-17,-2.72608965759322e-06,2.78861461292744e-16,-3.40528373746359e-16,3.5622056195556e-15,1.31588190421203e-15,2.35812964744065e-15,-7.00474654951653e-15,-2.68552527028561e-14
"t2",-0.0538080247770657,-0.0108435762081015,-0.00125121720695111,-0.00102222382533238,0.00359335027915992,0.0121757425487008,-0.00020386981429758,-0.0691581983723571,-0.00725081058633952,-0.00895366707450563,0.0196409990219012,0.000263744875112327,-0.00612368430640754,0.0144684880761753,-0.0273837082389181,0.00595884426603767,0.0100373088487022,-0.0455020075870519,0.0485373993833305,0.00546449339824123,0.064947389474298,0.107131288211498,-0.359622232279161,0.0894312854793284,0.00543475371344788,0.018357547106815,-0.00144147167930994,0.000674801655435067,-0.0154489260044372,1.74982912575844e-05,0.00200483517516382,-0.00557502384900801,-0.00736633626707496,-0.035615036578137,-0.000208739886767525,-0.00159566673635047,-0.00799338906527997,0.00625217584371506,-0.0592867106940912,-0.209452551427554,0.000318380235528793,0.0223476670994335,-0.0403163260212878,-0.286277329932392,0.0163151052913932,-0.00794504479617624,-0.00593310968354983,-0.00693347220499126,3.15155534754112e-07,0.00378457931483586,4.2289847942323e-06,-0.000831572506631352,-2.55865591049268e-05,0.000811001262648468,0.000655277873236696,7.57309517304328e-16,-3.54457520335789e-05,0.000883712133739705,-3.84022092859927e-13,-0.752388168742045,-0.0290504101238193,-0.0781642439028851,-9.40047575368655e-15,0.0393166172856107,-4.11290855726373e-15,0.000329747779090652,-0.0234851933093934,-0.340469411539342,-0.00928607448435526,0.000490951352432037,4.14781939131351e-05,0.000554737414666247,-9.47166571620745e-15,-0.0029400013254946,5.52499352913726e-15,-0.000107189876602598,-5.35546254452326e-16,-0.004792520167102,1.86270443513704e-05,-7.067108767549e-06,-0.00257875864908406,-0.000162999053194298,2.33290858436537e-15,3.58059717849101e-05,6.35383323123196e-17,-1.81145173955098e-15,-0.000178198974311032,3.33878708500252e-05,-7.67206975729392e-05,2.05503614072538e-15,4.88182218932432e-17,-3.30852367362948e-15,-7.33074596572554e-16,5.63875015184068e-16,0.000155609122161265,-0.000160946961913567,6.7894705119121e-06,2.51418733640486e-05,-0.000249354586618091,0.00257553655619791,-0.00180237842001879,0.000492498349825258,-8.30933037886867e-06,3.38809224378046e-16,-5.58122356394456e-16,4.57248890090734e-05,-6.00298111997168e-16,1.13332632748299e-15,-6.50323680834559e-05,7.31806606177644e-17,-4.58464560302489e-15,3.156338006152e-16,7.00010268073806e-16,0.000330145264193598,-0.000180410936771071,1.98224101835905e-08,-4.16005079753301e-16,7.30984401891406e-16,4.45463619299101e-16,5.88787887311014e-16,-1.01015357453936e-05,1.59620664547018e-17,-1.37472562687066e-15,5.3529731152335e-16,7.35365803051338e-16,2.55365320864191e-15,-7.0157297042778e-15,-2.7426633259761e-14
"t4",-0.0510381187379965,-0.00981914336764637,-0.000837602167416238,-0.00114094062122152,0.00377898037644543,0.0126042609542068,-0.000210840468410595,-0.0682162043849673,-0.00778780862544983,-0.00953015860731184,0.0208066266450783,0.00027865065511481,-0.00647035978617249,0.0153080837886936,-0.0290140067116405,0.00610610385153085,0.0106625472092171,-0.0484019604347519,0.0518760192075485,0.00584699280823878,0.0688104755881188,0.115476328694903,-0.387777752519078,0.0970460954605399,0.00589696283445625,0.0195490991192961,-0.00132679893011278,0.000163482007164501,-0.0198888610749658,3.91076137330059e-06,0.00478574968986791,-0.0104799000054831,-0.0133388798496133,-0.0618603401697083,-0.000356070190010794,-0.00271419862384389,-0.0135361644713898,0.0105832512623914,-0.0999515654208839,-0.351118763017329,0.000374237722461406,0.0481224551882099,-0.0816684939393601,-0.571733272524919,0.0326668318777792,-0.0160793217475318,-0.0121977930491886,-0.0153192162732998,7.72813124936946e-07,0.00988310522917226,1.22017573340414e-05,-0.00283458012886762,-0.000131002882542419,0.0799473796385326,-0.00133670104904619,6.60254037337173e-16,5.87384581171379e-05,-0.00115426919898574,2.85038242847977e-13,0.560310516632858,0.0145811017841892,0.0379104557772307,9.08773256661393e-15,-0.0158473598474905,1.04146616587225e-15,-0.000127246759576462,0.00401661349746528,0.0382161399434421,2.1028508272209e-05,4.03387391843455e-05,-2.34596438633202e-06,6.34817929479722e-05,5.26818095428266e-15,-0.000569663651553125,-3.39854086586582e-15,-3.55772482684636e-05,-4.60724649522206e-16,-0.00188129737403234,7.38500577483772e-06,-3.10223567831739e-06,-0.00077031146046819,-7.82088959813785e-05,-1.61319505427408e-15,1.76867248340617e-05,-2.21166221649918e-16,2.20793414955076e-15,-9.30550723309872e-05,1.77733759838913e-05,-4.17541050287514e-05,-1.06363099087923e-15,2.93167541506888e-15,1.78031614965663e-15,1.41171046496819e-16,8.84140563989909e-17,9.27281035318222e-05,-9.85648978287409e-05,4.17141128848696e-06,1.54934591756233e-05,-0.000156064018114365,0.00163260553827761,-0.00116295532644389,0.000318169628703178,-5.40381090292897e-06,-8.08762280426438e-16,5.17684441246985e-16,3.03971735267174e-05,-4.77865347035659e-17,-5.37250334085027e-16,-4.40939969946798e-05,6.76560023008138e-16,2.58252097391643e-15,-4.83086665619469e-16,-4.00880956556447e-16,0.000232728515030916,-0.000127262344528826,1.40115417677504e-08,-1.118715349316e-17,-7.99601993617848e-17,8.01357600847312e-16,2.59294345752582e-16,-7.5428536976184e-06,8.24134503532862e-16,7.82795636919988e-16,4.09428288203384e-15,3.45695505520575e-16,2.04188146404507e-15,-6.6757327272107e-15,-2.70304263981592e-14
"t6",0.0290323023651254,-0.0297419389899734,-0.00798459055903949,-0.036218730633309,0.000419342051049907,0.0286074495246798,0.00125103546557135,-0.00877606360674515,-0.00899675196134372,-0.0123673436919779,0.0773629812535894,0.000719829668111643,-0.00498374854834372,0.0319151479222312,-0.00695719202530343,0.000560044689028059,0.00304584972649392,-0.0142777358674102,0.0328617795421248,0.00102577005996466,0.00817328710078575,0.0186488297147964,-0.0597789474480658,-0.00760680248687866,-0.00185301933241761,-0.0821229528324899,0.00550342367478576,-0.0392041778781612,-0.00476379654542479,-0.000762546617616442,0.0413148453042628,-0.0714454960064065,-0.137632577497676,-0.513741001200128,-0.0354207083113685,0.0551217955313666,-0.0943063239862655,-0.0638314271992634,-0.0714947901395106,-0.0517699248149747,-0.00994342552960151,0.492038324364251,-0.515328151179987,0.343075972771633,-0.0289458367787761,-0.000717871414831009,-0.00485715578485644,-0.0118574670041604,-1.81677639916681e-05,0.00873128766338752,0.00413474505570268,-0.00248253892213634,-0.000366609240970563,0.0599833987266916,-4.11854136316931e-05,1.02977340058186e-16,2.62267158098031e-05,-0.000928495112486707,3.18967183967917e-14,0.0648214515610406,-0.00409389008006356,-0.0460056252548756,3.12690152961994e-15,0.00558865987039977,-3.02721583663589e-15,-5.81682774243646e-05,-0.00961733901123838,-0.123582727112562,-0.00414587851313482,0.000246171955496492,3.65903906355884e-07,-0.000927623668891757,7.05292707600258e-16,0.010199398783344,3.10100916443219e-16,0.00133912231588863,-2.36241714189654e-17,-0.00338470595142799,-0.000412833511486716,4.74625913403966e-05,-1.76448286983275e-06,-0.0169497267643505,8.31491878543838e-16,1.54333190200767e-05,-8.99075820424063e-16,-6.16058604628049e-16,-0.000136428502446575,1.92476488993214e-05,-6.00547890755343e-05,-4.83034702319126e-16,-3.71798203976728e-16,-1.94133889297114e-16,1.51421014543091e-16,9.53982342515719e-15,0.000127356517655453,-0.00106706598671465,4.8005663104146e-06,2.09862492230608e-05,-0.000181889155195579,0.00224380374780617,-0.0133496671924874,6.4614641190845e-05,-4.67701506413128e-05,-1.09931261781142e-15,1.60605906056573e-16,0.000250392927672392,-3.54519847730418e-16,9.61505983342006e-16,-4.76447329808195e-05,1.13111091493229e-16,-7.40457372762564e-16,8.39435891142777e-17,1.68885132182633e-17,0.00407535974726967,-0.000144888201698333,1.66097844188387e-08,-5.24056001579162e-17,-2.06219870713985e-16,1.61761464199115e-16,1.45491804399262e-18,-0.000108878164515331,6.30710604804933e-16,-1.38808628225255e-16,4.03329497612116e-15,1.42579972431746e-15,2.46857378752451e-15,-7.03508456060694e-15,-2.65681862761602e-14
"t80",0.0637504447404863,-0.0750351386348128,-0.0240320415487044,-0.188557346967222,-0.0142642685521717,-0.0780315186516363,-0.0031042271079327,0.00920594175658826,0.00735830952215423,0.00952763233152098,-0.0558878742316909,0.258686513119519,0.00688269636714882,-0.127718701010684,-0.00728078651360713,0.000215050710964365,0.000553349301859128,-0.00113341347313672,-0.00103788667319193,-4.39705874628794e-05,-0.000413824764233514,-0.00111948810956161,0.00361371330911467,0.000467447412081008,0.000112127191806192,0.0052020396540282,-0.000670313620929923,0.15171032338986,-0.00572845204048164,-6.10050195535403e-05,0.000428952398672313,-0.00014618408002063,-3.34292714806718e-05,0.00102628576440453,0.000102815443144953,-0.000162756757738112,0.000242923095381179,0.000155848805759679,0.00110550603841233,0.000579672138367654,0.00010405994072088,-0.00550631885219428,0.00615507668069574,-0.0349101072020203,-0.566440022183116,-1.56219788769062e-05,-3.6122973791635e-05,-6.03895898903883e-06,-5.41451375874322e-05,-1.65664028891634e-06,0.000424366738904171,-1.19649550163566e-06,-4.92527514640765e-07,0.000166626588734627,-1.99567084324631e-07,2.13514826676462e-15,1.69138011385616e-07,-6.90089331689832e-06,-2.62557646935873e-15,0.000826752487510567,-0.000281752523332744,-0.00727596703264604,8.84020715216025e-16,-0.000100517007878228,-9.76461648608117e-16,-5.30773552299429e-08,-2.73451168762899e-05,-0.000548417246096503,-3.29074805709493e-05,4.61574898123268e-06,7.60414146871757e-09,-0.0901454109480488,2.60366496400485e-15,0.000668781728054275,-1.40843155846274e-15,0.0013337143223758,-2.97606464582205e-16,-2.52906499519549e-05,-0.000416993353913384,4.00294143227096e-07,-1.62191021836969e-08,-0.000177383093959591,4.77490607737086e-15,1.49614624602939e-07,-4.50694534402765e-16,-3.6906736481181e-14,-1.4287906831129e-06,2.0701051976826e-07,-6.66359825328695e-07,-2.07346628622521e-16,1.40973757197692e-15,1.96341759634907e-14,1.83445507862613e-15,0.707106781186544,1.6219938265802e-06,-1.42264811867225e-05,6.43620047093956e-08,2.82838314317066e-07,-2.51974077977012e-06,3.18173091775799e-05,-0.000195805128784223,9.50023714397683e-07,-6.96741301337495e-07,5.87075240180697e-15,-7.29476378363185e-15,3.90456078495718e-06,-2.02585081319783e-15,-2.92031644094318e-16,-7.77439671817403e-07,6.71222994792703e-17,-1.75731360957881e-15,-1.16310145222284e-14,-9.11789825390475e-16,0.00105545034855322,-4.29104111552882e-07,2.35973978363332e-10,1.23607688222685e-15,1.25124423800173e-15,1.1772215042215e-15,3.07573027169888e-15,-0.00374059506540576,6.09623552778154e-16,-1.54397568747369e-16,3.41621959234326e-15,1.42782801387471e-15,1.90564738858057e-15,-7.0960360179974e-15,-2.87530705160353e-14
"t81",0.0637504447404862,-0.0750351386348123,-0.0240320415487045,-0.188557346967222,-0.0142642685521719,-0.0780315186516358,-0.00310422710793283,0.00920594175658828,0.0073583095221542,0.00952763233152107,-0.0558878742316909,0.258686513119519,0.00688269636714847,-0.127718701010683,-0.00728078651360651,0.000215050710964378,0.000553349301858994,-0.0011334134731364,-0.00103788667319205,-4.39705874627796e-05,-0.000413824764233101,-0.00111948810956147,0.00361371330911473,0.000467447412080203,0.000112127191805928,0.00520203965402657,-0.000670313620929732,0.151710323389861,-0.00572845204048141,-6.10050195555638e-05,0.000428952398672094,-0.00014618408002139,-3.34292714797634e-05,0.00102628576439589,0.000102815443142997,-0.000162756757737986,0.000242923095379866,0.000155848805759308,0.00110550603841289,0.000579672138369229,0.000104059940719195,-0.00550631885219029,0.00615507668068708,-0.0349101072020163,-0.566440022183106,-1.56219788774054e-05,-3.61229737922945e-05,-6.03895898883717e-06,-5.41451375866751e-05,-1.65664028894843e-06,0.000424366738905227,-1.19649550493126e-06,-4.92527515470847e-07,0.000166626588737553,-1.99567089740498e-07,1.1687582665246e-16,1.69138014394416e-07,-6.90089332078739e-06,1.42059046154967e-15,0.000826752487511302,-0.000281752523331699,-0.00727596703264409,1.23574935512466e-15,-0.000100517007877888,-6.14791819708968e-16,-5.30773558457561e-08,-2.73451168689776e-05,-0.00054841724610169,-3.2907480567185e-05,4.61574898175707e-06,7.60414395522704e-09,-0.0901454109480523,5.21452317728596e-15,0.000668781728049259,8.67851098035478e-16,0.00133371432238424,-3.22018966425004e-18,-2.52906499482701e-05,-0.000416993353932839,4.00294136125644e-07,-1.62190952854063e-08,-0.000177383093949397,-5.84147086363523e-15,1.49614610253717e-07,1.00902588811471e-17,2.95027664616679e-14,-1.42879067882024e-06,2.0701051675373e-07,-6.66359836480439e-07,1.78369509699283e-16,-1.04307413123953e-15,-1.86116760043874e-14,-3.15084093660527e-15,-0.707106781186552,1.62199361740855e-06,-1.42264812400821e-05,6.43620447879549e-08,2.82838349105789e-07,-2.51974081656705e-06,3.18173092259453e-05,-0.000195805128803274,9.50023736752428e-07,-6.96741279018223e-07,-5.73535366665511e-15,7.90508191832062e-15,3.90456079087958e-06,7.10306610768062e-16,2.3376960084118e-15,-7.77439679427883e-07,6.48944601884066e-16,1.02721388964631e-15,1.12477016865646e-14,6.28324642576099e-16,0.00105545034856691,-4.29104120874839e-07,2.35979590616253e-10,-2.283016571543e-15,-1.16745277825393e-15,-4.01099006039241e-16,-2.65812919122406e-15,-0.00374059506537883,2.74043924501872e-16,-4.16561265784212e-16,2.49985635792681e-15,7.39048513813354e-16,2.53455998327186e-15,-6.628940205503e-15,-2.54648414103588e-14
"t60",0.0638035573044185,-0.0751054253837622,-0.0240573369676819,-0.188805975186965,-0.0142896381548896,-0.0782338333793928,-0.00311257936526017,0.00924775848493508,0.00740206600778621,0.00958942080813348,-0.0562921500807523,0.26112438984212,0.00695131632468913,-0.129295442270494,-0.00738414387524622,0.000218411492849959,0.000562807673338754,-0.00115473402291502,-0.00106439802296783,-4.51997771380104e-05,-0.000426541798659639,-0.00116345915088964,0.00375911846828981,0.000499204347192124,0.000121917371243802,0.00596121009478713,-0.00084521569293924,0.201713944184086,-0.00766217656883383,-8.60271067643411e-05,0.000721375464814949,-0.000292780503548765,-7.34684405986825e-05,0.00290482783295394,0.000430602005716063,-0.000796707901686078,0.00212098256054896,0.00153797804933867,-0.00422168233789223,-0.00129422428716934,-0.000107467824535008,0.00424113911467492,-0.00408723987941989,0.0112260641524037,0.17330180716949,3.97511656626893e-06,7.25841260693294e-06,4.44592087406608e-07,5.45759639805013e-08,-3.29787668925286e-08,1.58096714972802e-05,-5.46543471814296e-08,-1.68114122977743e-08,-4.28875026697192e-06,3.29421133800551e-08,-3.10176310664766e-15,-4.83040110186098e-08,2.43433308462644e-06,4.78784755347851e-15,-0.000474213538983137,0.000222085896056979,0.00588816648885496,-1.2369323897506e-15,9.33885920445844e-05,8.84076051245622e-15,7.13254694594108e-08,4.33816568409639e-05,0.00105622662902365,0.000104717572585793,-2.88291314135818e-05,-4.98292621334521e-08,0.88315406130269,-3.1882385655111e-14,0.0175241750246578,1.89197495054366e-15,0.00489662285699606,4.37876007974544e-16,-6.8311343646381e-05,-0.00110776378461408,9.04244936946332e-07,-3.32439857007747e-08,-0.000351686437199311,2.42067519172852e-15,2.84796409526083e-07,1.59288908597374e-15,-1.50403050298761e-15,-2.52277028803086e-06,3.56414027728701e-07,-1.11502854518041e-06,4.45384451862848e-16,-2.1440482478084e-15,-8.32762557081909e-16,1.64416306823005e-15,-6.36939019980452e-16,2.4277613408042e-06,-2.06264847717412e-05,9.29694462023521e-08,4.07151091892745e-07,-3.56393036786389e-06,4.43660707678246e-05,-0.000267749088975471,1.29733808377371e-06,-9.44635880961452e-07,2.25242476406597e-16,7.40770025586432e-16,5.17098180254858e-06,1.61575130255176e-15,-2.66444484177575e-15,-1.00867342064878e-06,1.34619469986602e-16,1.07215230981557e-15,-1.04535590712364e-16,-4.37633333630628e-17,0.00131731398966748,-5.3522128068304e-07,2.93753705763499e-10,8.20364071258049e-16,-8.27574410311056e-16,7.17730282982584e-16,1.19256906411679e-16,-0.0142883769552687,-1.66136583355663e-15,9.47488250925573e-16,2.93993653192279e-15,8.20683890714281e-16,2.49112768289685e-15,-6.92053664336229e-15,-2.68771690012673e-14
"t110",0.0643014677504796,-0.0757577765232745,-0.0242895724347499,-0.191034950152958,-0.0145086409416222,-0.0798806493798201,-0.00318012609495628,0.00955198228219661,0.00770043273593504,0.0100014414731535,-0.0589105780598813,0.275772951973161,0.00735678152956823,-0.138016739130535,-0.00793059981391942,0.000235621746787308,0.000609793628078952,-0.00125719901849094,-0.0011785640138913,-5.03189417112488e-05,-0.000477652621196057,-0.00132427172693006,0.00428591042077404,0.000592473156300006,0.000147853588288174,0.0075873053894646,-0.00114131254813873,0.279043292924251,-0.0106256661266343,-0.000121697131428448,0.00107194553794881,-0.000449721490362692,-0.000114402728506707,0.00465262482260499,0.000708948244184926,-0.00132169988825477,0.00358419898455814,0.00260569336965186,-0.00759494257752038,-0.00238659026027487,-0.000209480814412715,0.00850147857450016,-0.00832122474064488,0.024925108633097,0.387260127654281,9.09888577405445e-06,1.71384022535399e-05,1.18715105956968e-06,1.71366134522804e-07,-1.13875431052482e-07,6.33893149456412e-05,-2.8182844445375e-07,-1.68289920533935e-07,7.68382117302829e-05,-1.16225120332583e-07,9.99258800365927e-16,1.10020363680464e-07,-4.71036614523937e-06,-1.12563986113352e-15,0.000639323064773982,-0.000239464518604928,-0.00623590216762115,-5.1054031084364e-16,-9.01501399224007e-05,-3.49057588485723e-15,-5.44993680194745e-08,-3.00632509340083e-05,-0.00065732840396188,-5.11294854705412e-05,1.10603244966198e-05,1.88585621747839e-08,-0.303166141797551,1.12087931117559e-14,-0.00426048866170577,4.27803409653948e-16,-0.000321994446933752,-3.59137056456578e-16,-8.94271955869481e-07,-2.01619759784254e-05,6.6634641547977e-08,-3.74123122038423e-09,-4.46382615338423e-05,-6.46104257989895e-16,4.13997201834032e-08,-8.58685118863863e-16,-1.23683419741109e-15,-4.5903162573191e-07,6.95001227655411e-08,-2.34423396456863e-07,-6.77053786022362e-16,1.43579318697845e-15,-4.16123716529122e-16,2.0904413294593e-16,1.77801772989682e-14,6.66622258831485e-07,-6.06469076321777e-06,2.75475482536705e-08,1.21500081081197e-07,-1.10186061789537e-06,1.4098033055477e-05,-8.81435040050047e-05,4.28079487433732e-07,-3.15496624810268e-07,-1.01747295400971e-14,1.01084944627565e-15,1.78863990759443e-06,1.25425222079439e-15,-6.2154216773651e-16,-3.56660583423723e-07,-1.68477689335491e-15,2.56406119120264e-15,-1.15005999264313e-14,2.96481714307254e-15,0.000457124373249373,-1.85380977083493e-07,1.01110865945705e-10,4.51365136565884e-15,6.7922388729255e-15,-8.30808056976381e-15,3.10440166678384e-14,0.720333483029798,6.31783017533502e-14,-1.45161899996784e-15,1.70586040827505e-14,2.48289035156312e-15,-4.84849893855504e-16,-1.30131688256743e-15,-2.75122136229958e-14
"t111",0.0643680337625666,-0.0758448936472162,-0.0243205485285599,-0.191331463431607,-0.0145376485078046,-0.0800972714850176,-0.0031890042751328,0.00959144770011886,0.00773881397042251,0.0100542858253128,-0.0592450936443493,0.277625059420912,0.00740792564149659,-0.139106395980574,-0.00799842130423272,0.000237747519962143,0.000615570468507148,-0.00126973283147186,-0.00119228862486943,-5.09310182111329e-05,-0.000483728149795821,-0.00134308814437471,0.0043474509632149,0.000602978146443696,0.000150721433614963,0.00776030500220015,-0.00117149776168202,0.286799989793776,-0.010922447932049,-0.000125224046701532,0.00110559218347142,-0.00046450490995624,-0.000118230086880215,0.00481363921679718,0.000734237662917216,-0.00136922163205228,0.00371547875668559,0.00270137235591426,-0.00788915600395929,-0.00248087491286229,-0.000218092866454679,0.0088573777787725,-0.00867292421587527,0.026029970953646,0.404481076901403,9.50819839976328e-06,1.79203145264021e-05,1.24397992950007e-06,1.79980428260817e-07,-1.19733149042835e-07,6.67491462965963e-05,-2.97340703044079e-07,-1.78086789117927e-07,8.16644684261701e-05,-1.24172357787555e-07,-4.10338881859799e-16,1.17895360224115e-07,-5.05434890438019e-06,-4.95007751219379e-16,0.000688393274406063,-0.000258477272308936,-0.00673240345783321,9.11986049169323e-16,-9.74335414041104e-05,-3.2487355972275e-15,-5.90716521156446e-08,-3.26259611548626e-05,-0.000714353791608779,-5.57420926684701e-05,1.20961317706711e-05,2.06283002054455e-08,-0.332029932584616,1.1316242129494e-14,-0.0046857425739157,-2.42743903604067e-15,-0.000358087371257404,-2.36396649812863e-16,-1.00208737779408e-06,-2.26058603065061e-05,7.52543877824689e-08,-4.25223159647144e-09,-5.08737461605787e-05,-1.11708762752065e-15,4.73647406507434e-08,-4.69155063392033e-17,3.00024347047398e-15,-5.29981200482141e-07,8.05523657104368e-08,-2.73071043388142e-07,3.05833651578623e-16,6.4554538178347e-16,1.2261269441566e-15,-5.76464954508791e-16,-8.84493890830539e-15,8.00981861991703e-07,-7.39681692440148e-06,3.3667539070991e-08,1.48784754510326e-07,-1.3645326191344e-06,1.76487797420196e-05,-0.000112376708007055,5.46558131055534e-07,-4.06123610118985e-07,9.24110933466454e-15,-3.15098714074841e-15,2.3817892000802e-06,-2.62037276790948e-15,3.69031737206617e-15,-4.96224645163278e-07,1.68289672857538e-15,-3.44508048238191e-15,9.75070018689232e-15,-2.11066009173069e-15,0.000760258580402811,-3.09968969100364e-07,1.71984470915606e-10,-5.20345813571061e-15,-5.98439132858958e-15,9.68309226467902e-15,-3.02698316414227e-14,-0.693456808589586,-5.9948578349979e-14,-4.28461923178209e-16,-1.08950883746853e-14,-1.3206746540151e-15,4.73797333181409e-15,-1.22275800099964e-14,-2.6166543598951e-14
"t70",0.0624522550902171,-0.0733306734397914,-0.0234238429362606,-0.18268957760479,-0.013682819579549,-0.0735980202141912,-0.00292209117601005,0.0083627449796766,0.00651597336855625,0.00835667559905628,-0.0483797256370133,0.215650768879408,0.00568468235011436,-0.101338141656666,-0.00559943165703851,0.000161427768886675,0.000405129306527373,-0.000805636336457896,-0.000653888347312783,-2.64647175857937e-05,-0.000235809866330758,-0.000529258790609404,0.00166945132574232,7.07820242346491e-05,-7.92836980695192e-06,-0.00415980760432974,0.00174501349513547,-0.607117414816294,0.0239635935803616,0.000369427039748283,-0.0080705985399019,0.0115969610160379,0.0216393654531809,0.0813066349051304,0.00630135827975029,-0.010398849709948,0.0221290616747132,0.0156232439587178,-0.0269609446211832,-0.00713193117661222,-0.000428944522322711,0.01406585859324,-0.0120347900019884,0.00684485281862677,0.0697795752952388,-1.74805802930162e-06,-1.25579362305224e-05,-5.27422511018444e-06,-6.27668795761404e-05,-2.06439362687803e-06,0.000564352331626132,-1.67784502665399e-06,-7.21923809603955e-07,0.000250248329437217,-2.99827462616308e-07,-4.30991395453791e-16,2.51985205079064e-07,-1.02237044072612e-05,1.86946858718398e-15,0.00120055609532316,-0.000400892862698733,-0.0103317655396997,1.1557466687732e-15,-0.000141092573176769,-4.19211901953723e-17,-7.15342178492191e-08,-3.59695321177549e-05,-0.000696771607565452,-3.6422898849492e-05,3.29388881622395e-06,5.12817096393776e-09,-0.0235106288058448,-1.6516485845454e-15,0.00322792598336464,-5.01781274150727e-15,0.00260361886787945,2.07805472421794e-15,-4.60516519334955e-05,-0.000756704037191488,7.03464075602912e-07,-2.79840798060111e-08,-0.000304158554809456,-3.61516655168005e-15,2.54605708940104e-07,4.30203233053811e-15,-0.707106781186544,-2.39744027225568e-06,3.45695895359321e-07,-1.10670419608038e-06,-4.8927419659179e-15,-2.79566292925963e-15,1.91596306217954e-15,-6.06380309150353e-15,-3.22629969830839e-14,2.63364079390123e-06,-2.29380859898723e-05,1.03686622074441e-07,4.55292620680865e-07,-4.03952355299383e-06,5.08338244771348e-05,-0.000311314514755291,1.50994200976151e-06,-1.10532557416217e-06,6.65954343036576e-17,-2.52128593115466e-15,6.15526199088625e-06,-1.39878840390873e-15,-7.55897502791851e-16,-1.21835011587906e-06,-1.99113346230598e-16,1.68984255137663e-15,-8.78954431370691e-15,-2.48442979107291e-15,0.00163339233607995,-6.6391916348141e-07,3.64853021474597e-10,-3.3042795982342e-16,-3.84983087972618e-16,-1.9562389907104e-16,-8.8868078385059e-16,-0.00154186520906004,3.94329504710346e-16,-1.11778638058232e-15,3.80474320698254e-15,4.75156345119041e-16,2.67140000886275e-15,-5.94025160150076e-15,-2.73407335013841e-14
