,0,1,2,3,4,5,6,7,8,9,10,11
t1,-0.6064544,3.9082294,-0.040561818,3.6173851,0.5429349,3.625313,-0.00013298675,5.6126533,-0.39211407,0.9493773,-0.19312121,11.270393
t2,-0.9854182,8.485852,-0.17865263,2.7535865,3.8814375,2.8178248,-0.00022844554,9.294081,-0.65871763,1.6958065,-0.19860512,17.247837
t3,-0.7825145,4.9122987,-0.03451666,4.3633857,1.6479998,4.2688785,-0.00014067975,6.4580526,-0.5531968,0.031680353,-0.19020903,12.998968
t4,-0.9110296,7.624989,-0.16591325,2.5744507,3.6095438,2.63823,-0.00020622718,8.462761,-0.6138712,1.6498916,-0.16161598,15.666103
t5,-1.312825,13.154792,-0.25984317,0.11352281,6.911284,-0.0066204006,-0.00030128128,10.858966,-0.72217387,4.326493,-0.12000802,18.968113
t6,-1.3685778,11.888221,-0.13089614,-0.018943567,7.815924,-0.019134032,-0.00025954936,6.041546,-0.49892613,3.7421618,-0.05541845,13.747481
t7,-0.018006178,0.018415274,2.0582957,-0.016709717,-0.078033924,-0.04951542,1.8569466,-0.35840043,-0.31179243,-0.03699062,7.766082,-0.022418948
t8,-1.2521752,12.090731,-0.047636468,-0.05162075,10.6578045,-0.07022342,-0.00019698795,3.409032,-0.28937942,3.548393,0.224404,8.086945
t9,-1.4246352,4.3634915,-0.26688907,-0.011016443,-0.023330942,-0.011972565,-0.00027220006,2.2962816,-0.4071851,8.124831,3.0318441,11.577297
t10,-0.54304177,2.5302093,0.37221012,-0.015654143,2.1104805,-0.029184382,-5.5313383e-05,-0.08242444,-0.09678996,2.1338189,1.5593214,1.6519421
t11,0.83791965,0.022631766,1.0342191,-0.04561291,-0.1566137,-0.13526891,1.770183,-0.15705335,-0.44679025,-0.0092732,8.419231,1.173154
t12,-1.4782343,14.607516,-0.09575812,-0.054319765,12.257709,-0.072182365,-0.0002451598,4.963271,-0.37417763,4.0185633,-0.012178484,11.1282015
t13,-1.5311388,15.14593,-0.101345405,-0.05378913,12.569018,-0.071012914,-0.0002560555,5.327219,-0.39823878,4.079588,-0.022637744,11.828673
