,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t1,-2.9194958,3.1179092,12.553508,5.721103,3.9604042,4.077736,4.7247605,2.1289268,6.982228,3.316771,4.584948,4.512132,3.2239244,6.5939527,5.4401503
t2,-2.9155495,3.1217833,12.551773,5.7239943,3.9563625,4.0795894,4.7303104,2.119154,6.9744782,3.3213363,4.5803123,4.51726,3.2198374,6.5970273,5.4384274
t3,8.8922415,8.945526,6.4055195,3.4091148,4.868463,3.7092223,6.8739014,4.1794686,9.087148,3.0540624,3.821766,4.4826756,6.2903156,7.7472777,0.28625673
t4,8.869602,8.952086,6.43575,3.3924315,4.8857374,3.6922834,6.8558183,4.195115,9.143004,3.017968,3.7618852,4.528286,6.266824,7.6724463,0.2919388
t5,8.938252,8.949987,6.3653393,3.5297732,4.984561,3.7565887,6.8555617,4.075014,9.049098,3.1030898,3.6698627,4.546288,6.129973,7.597271,0.34542117
t6,8.982399,8.825267,6.395574,3.5102854,4.9452314,3.8300545,6.8145127,4.0462255,8.936044,3.0569556,3.7037146,4.5827556,6.126782,7.7496476,0.43678722
t7,8.876956,8.976931,6.3925138,3.4299803,4.9131355,3.722564,6.860807,4.1598167,9.036985,3.148905,3.7514424,4.517497,6.24756,7.7364464,0.3293868
t8,9.108344,8.657483,6.482278,3.5381575,4.9506454,3.8713367,6.769753,3.963254,9.079163,2.7381163,3.7838016,4.686723,6.0563197,7.521567,0.3457706
t9,8.839685,8.998993,6.449448,3.410076,4.944864,3.732351,6.853453,4.160486,9.138876,3.0415354,3.757148,4.586168,6.2059503,7.6236567,0.2645836
t10,8.88384,8.862137,6.3521543,3.6013288,4.9910455,3.917047,6.8759875,3.9485123,9.06799,2.9329076,3.8837128,4.6202927,6.1081214,7.7328115,0.2822922
t11,9.146537,8.725858,6.431024,3.648421,5.131493,3.9540825,6.922811,3.9050424,8.946927,2.6449416,3.8157542,4.5136147,5.949637,7.413075,0.34172532
t12,-2.9767008,3.056055,12.489695,5.6572814,4.020651,4.0140333,4.6711845,2.1347172,7.0289,3.2587438,4.6381702,4.4551473,3.2848277,6.5423393,5.5048337
t13,-2.8752835,3.163961,12.575031,5.7661085,3.9127097,4.121158,4.772211,2.079294,6.931756,3.3660274,4.5373535,4.5602694,3.1767938,6.6371355,5.394541
t14,-3.0357678,3.0168004,12.540111,5.6425037,4.0581474,3.9974515,4.619929,2.1972528,7.091428,3.2075174,4.695298,4.410847,3.3240635,6.4837275,5.5491414
t15,12.10985,5.1439743,7.81855,5.6283736,5.949112,5.3368955,5.8145857,3.7780564,5.178045,1.3528439,1.9724767,4.2312827,5.0333138,5.641626,4.6220856
t16,9.040195,8.823695,6.352152,3.5651166,4.928094,3.746637,6.875194,4.068513,8.948715,3.0535839,3.60545,4.471816,6.1243086,7.5208697,0.43235573
t17,8.933351,8.823108,6.351341,3.6029508,4.9883766,3.9117932,6.8549,3.9479156,9.012271,2.9584816,3.8136406,4.6162786,6.0897846,7.7307205,0.3458376
t18,8.917887,8.799083,6.3536267,3.5898707,4.941329,3.9328234,6.9166975,3.9494157,8.933929,2.9224792,3.9277537,4.5042977,6.2243476,7.8654666,0.3204503
t19,-2.255941,3.7353053,14.1374035,7.068263,3.3172708,4.998749,5.377998,2.1327493,6.6703176,3.7962837,4.0761023,5.0805736,2.2703977,6.779564,4.7421308
t20,9.845623,6.4644756,6.1747327,4.2330074,4.6798806,4.3910747,6.7481995,3.976178,7.6343865,2.9910564,3.3311558,4.290165,4.4947844,6.8498588,1.9322253
t21,-2.259915,3.6588092,14.118765,6.960534,3.3353283,4.9875073,5.3202257,2.0655994,6.66635,3.8582833,4.009045,5.0313134,2.3143187,6.797928,4.640342
t22,9.244837,8.488463,6.4365687,3.5446086,4.823805,3.7865827,6.831861,4.015795,8.9604225,2.672801,3.5644403,4.5272584,6.074708,7.40117,0.49599525
t23,9.986688,6.4811106,6.155737,4.386512,4.625614,4.348147,6.617006,3.7602637,7.622678,2.9378119,3.142803,4.229576,4.7935324,6.9305987,1.8821082
t24,-4.8914485,5.212484,8.17708,3.23514,3.7930746,2.0785003,3.7799442,4.397565,11.391905,0.29989046,7.6940575,3.8957627,5.974566,5.9093757,6.962732
t25,9.123898,8.626161,6.4808874,3.5012772,4.9110136,3.8299587,6.851157,4.008899,9.014837,2.6856105,3.7945905,4.5853205,6.104212,7.5013056,0.40069237
t26,9.2054205,8.471432,6.4686713,3.5511956,4.8411083,3.836025,6.818908,3.9815683,8.92706,2.6446083,3.6143117,4.571816,6.047185,7.429023,0.5370609
t27,-2.5948565,3.5305128,13.5360775,6.4936996,3.5116327,4.719336,5.0742106,2.1693068,6.683661,3.784477,4.291507,4.955791,2.64201,6.6256742,5.00027
t28,9.096922,8.700419,6.496942,3.505638,4.971148,3.8498108,6.8576546,4.0301456,9.018824,2.731601,3.750926,4.5864487,6.0546308,7.477805,0.38665056
t29,10.065051,6.3376956,4.92734,4.693603,6.0889616,5.1524787,8.619351,1.3076605,6.4260545,3.2828648,0.63440454,3.519599,6.684033,7.191565,2.1138692
t30,10.099556,6.273734,5.0106487,4.611478,6.1613774,5.1703863,8.552871,1.3058246,6.3480806,3.3123577,0.5663281,3.4531448,6.7310576,7.100808,2.1744757
t31,9.682677,7.6325173,5.9907427,4.15551,4.5907564,3.8968859,6.7348723,3.6283672,8.231455,2.9899087,3.0730474,4.3515882,5.942042,7.3198543,1.0948629
t32,9.269989,8.358146,6.3152165,3.7041404,4.8415055,3.8533642,6.834266,3.891419,8.764981,2.793868,3.494111,4.4870768,6.019036,7.4288583,0.6326405
t33,9.521084,7.926572,6.0548058,4.003479,4.6658154,3.822317,6.758662,3.7251298,8.440587,2.9675329,3.21487,4.4097853,6.0037503,7.3793416,0.9005665
t34,8.992494,-0.8858905,2.745357,3.6302426,3.9668143,11.439944,5.6578164,-0.31605196,8.391637,0.5912819,4.030304,4.262049,2.6353002,6.3145223,3.1178598
t35,9.216212,8.666079,6.520189,3.5621955,5.043377,3.8928516,6.898468,4.018043,8.952073,2.6296816,3.5809336,4.5059223,5.8998785,7.251705,0.40837207
t36,9.190271,8.521887,6.5493703,3.5044372,4.889158,3.8544757,6.8603063,4.034923,8.946419,2.4970973,3.6628854,4.5396204,6.0091524,7.383239,0.54902256
t37,9.361525,8.208448,6.277243,3.7551012,4.7896595,3.84212,6.8291435,3.8611991,8.681061,2.7799904,3.3931322,4.4455953,5.998857,7.3679643,0.7236549
t38,9.554438,7.812215,6.1893716,3.926837,4.7101336,3.9073532,6.7813725,3.7788658,8.407986,2.8240342,3.2298663,4.3824506,5.8516574,7.289234,0.99797654
t39,-2.3055809,3.8816338,14.129132,7.1897206,3.2422404,5.060779,5.4375753,2.2859883,6.598431,3.6929452,4.2662945,5.2077885,2.1931381,6.7132416,5.005026
t40,-2.3798654,3.9256055,13.996171,7.1301336,3.2276583,5.0641522,5.410338,2.3959482,6.580328,3.698828,4.415117,5.248017,2.2316442,6.6636486,5.1592026
t41,-1.7498211,3.7895088,14.409371,7.145135,3.4189553,5.2032733,5.59065,1.8592387,6.9424906,3.6261039,3.5872781,4.8565135,2.0269341,7.160115,4.201566
t42,9.145626,8.6798115,6.5859356,3.5244727,5.0380573,3.933923,6.88675,4.012963,8.976757,2.5180469,3.7350836,4.5591655,5.933423,7.338769,0.44654638
t43,-2.2969098,3.4650755,14.090014,6.688064,3.45407,4.9098,5.179516,1.8882262,6.74991,4.0150013,3.7917092,4.9332285,2.4900792,6.860203,4.3720403
t44,-2.6642206,3.4554443,13.42696,6.3749723,3.5598228,4.639098,4.993469,2.2036285,6.6443324,3.8058963,4.339905,4.900391,2.7310472,6.5728307,5.0351048
t45,9.776099,6.456316,6.191,4.157512,4.7055225,4.39894,6.812762,4.0912642,7.669355,2.99537,3.4120994,4.3056293,4.3277693,6.842518,1.9305769
t46,9.666804,6.5991235,6.291095,4.0348396,4.770999,4.392321,6.8502464,4.185229,7.7445397,2.9907534,3.5284286,4.413155,4.288772,6.817366,1.931568
t47,-2.4785085,3.9559867,13.893591,7.0417867,3.2296617,4.9887843,5.3949637,2.428557,6.591354,3.6278722,4.4798017,5.277211,2.2783563,6.593691,5.314553
t48,12.013675,5.0985384,7.7661457,5.533997,5.952839,5.3892603,5.8341517,3.7630057,5.1713915,1.2707669,1.8192993,4.3289347,4.930306,5.488282,4.626005
t49,11.503667,5.502816,7.326074,5.15392,5.603451,5.003068,6.122972,3.8259053,5.7345514,1.7768364,2.3427298,4.3167357,5.0951076,6.021037,3.8348494
