accepted_species,estimate
t1,-0.17358133
t6,-0.15171143
t17,0.4511257
t31,-0.2540429
t56,-0.7492456
t131,-0.8100663
t106,-0.8111313
t306,0.2702615
t65,-0.28073138
t310,1.098751
t242,1.0317218
t69,0.5579508
t191,-1.066532
t77,0.21268752
t140,0.395043
t135,-0.2780837
t244,-0.10400766
t114,0.040289
t204,0.25880617
t93,2.1201596
t34,0.24959204
t96,-0.026093697
t237,-0.58492976
t169,-0.9780566
t302,-1.800598
t182,-0.14383933
t160,0.4441039
t28,-0.12804261
t67,0.2817545
t304,0.82829386
t21,0.08980654
t3,0.039585393
