"accepted_species","trait_ARD"
"t34","0"
"t53","0"
"t54","0"
"t6","0"
"t52","0"
"t81","0"
"t82","1"
"t25","0"
"t46","1"
"t47","1"
"t38","1"
"t12","0"
"t32","1"
"t87","1"
"t88","1"
"t13","1"
"t62","0"
"t83","0"
"t84","0"
"t7","1"
"t5","0"
"t29","1"
"t85","0"
"t86","0"
"t36","0"
"t16","1"
"t65","0"
"t66","0"
"t39","0"
"t15","0"
"t30","1"
"t48","1"
"t49","1"
"t37","0"
"t33","1"
"t79","0"
"t80","0"
"t63","0"
"t64","0"
"t17","0"
"t18","0"
"t4","1"
"t10","1"
"t22","1"
"t99","1"
"t100","1"
"t50","0"
"t95","0"
"t96","1"
"t57","1"
"t58","1"
"t71","1"
"t72","1"
"t75","1"
"t76","0"
"t20","0"
"t23","0"
"t24","0"
"t55","0"
"t61","0"
"t97","0"
"t98","0"
"t89","0"
"t90","0"
"t59","0"
"t60","0"
"t77","0"
"t78","0"
"t35","0"
"t27","0"
"t28","0"
"t31","0"
"t67","0"
"t68","0"
"t56","0"
"t26","1"
"t11",NA
"t21",NA
"t42",NA
"t43",NA
"t19",NA
"t69",NA
"t70",NA
"t9",NA
"t91",NA
"t92",NA
"t2","1"
"t40","0"
"t41","0"
"t8","0"
"t14","1"
"t44","1"
"t45","1"
"t51","0"
"t93","0"
"t94","0"
"t73","0"
"t74","0"
"t3","1"
"t1","0"
