"accepted_species","trait_ARD"
"t84","1"
"t85","1"
"t22","0"
"t23","1"
"t21","1"
"t16","0"
"t90","0"
"t91","0"
"t13","1"
"t33","0"
"t28","0"
"t58","1"
"t59","1"
"t50","1"
"t15","1"
"t2","0"
"t24","0"
"t25","0"
"t12","0"
"t8","0"
"t31","0"
"t32","0"
"t35","1"
"t36","1"
"t14","1"
"t75","1"
"t76","1"
"t40","1"
"t41","0"
"t46","1"
"t47","1"
"t26","1"
"t18","1"
"t7","0"
"t38","1"
"t39","0"
"t53","1"
"t54","1"
"t82","1"
"t83","0"
"t62","0"
"t94","0"
"t95","0"
"t65","1"
"t92","0"
"t93","0"
"t45","1"
"t77","1"
"t78","1"
"t73","1"
"t74","0"
"t60","1"
"t61","0"
"t56","0"
"t68","0"
"t51","0"
"t52","1"
"t42","1"
"t43","0"
"t20","1"
"t30","0"
"t96","1"
"t88","0"
"t99","1"
"t100","1"
"t3","1"
"t97","0"
"t98","0"
"t89","0"
"t80","0"
"t81","0"
"t48","0"
"t49","1"
"t66","0"
"t67","0"
"t63","1"
"t64","1"
"t9","0"
"t5","0"
"t6","0"
"t57","1"
"t17","0"
"t29","0"
"t69","0"
"t70","0"
"t34","0"
"t37","0"
"t44","0"
"t86","0"
"t87","0"
"t11","1"
"t79","1"
"t10","0"
"t71","1"
"t72","0"
"t55","1"
"t19","1"
"t27","1"
"t4","1"
"t1","0"
