accepted_species,estimate
t65,-0.94804585
t101,-0.51608896
t290,-0.52163327
t291,-0.52163327
t111,-0.51796675
t123,-0.3906385
t305,0.15303092
t273,0.1288274
t329,0.323746
t351,0.35703465
t185,-0.19822511
t175,-0.2621981
t192,-0.2621981
t171,-0.2621981
t172,-0.2621981
t240,-0.094472066
t241,-0.094472066
t219,-0.1313365
t276,0.19481282
t245,0.3176101
t246,0.3176101
t328,0.047395438
t269,0.1836832
t270,0.06823652
t154,-0.2621981
t223,-0.18819584
t180,-0.15192387
t199,-0.15192387
t252,-0.27578712
t326,-0.27578712
t238,-0.24275017
t55,-1.3198861
t75,-1.2515192
t73,-1.254547
t74,-1.254547
